time/episodes,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
,674745,,,0.911272890508175,,,0.001,-55.85319202423096,675000,598.1732597413472,1000.0
684,675745,984.42,585.69050311,0.9373806119263172,97,6912,0.001,-55.64214472198486,676745,,
,679745,,,0.8948055905997753,,,0.001,-55.66818022155762,680000,748.093540628953,1000.0
688,,984.42,584.6798467899999,,98,6944,,,680745,,
692,683745,984.42,584.8456028100001,0.8595865924656391,98,6966,0.001,-55.921054069519045,684745,,
,684745,,,0.8680853072404862,,,0.001,-55.72516187286377,685000,720.7026835509575,1000.0
696,687745,984.42,585.1368414499999,0.8492633406519889,98,6997,0.001,-55.37585237121582,688745,,
,689745,,,0.770214304357767,,,0.001,-55.59331667327881,690000,956.9295358277857,1000.0
700,691745,984.42,588.42997782,0.806102883964777,98,7029,0.001,-55.726721054077146,692745,,
,694745,,,0.9533069015145302,,,0.001,-56.023578674316404,695000,912.4060922076402,1000.0
704,695745,984.42,625.6920014499999,0.9631138026118279,98,7061,0.001,-56.136770973205564,696745,,
,699745,,,0.9089562717974186,,,0.001,-56.08473360443115,700000,907.9889655067876,1000.0
708,,984.42,630.3409455,,98,7092,,,700745,,
712,703745,984.42,638.59747665,0.8469331113994122,99,7114,0.001,-56.42469286346436,704745,,
,704745,,,0.8584585134983063,,,0.001,-56.39698417663574,705000,796.396688648616,1000.0
716,707745,984.42,691.1166236199999,1.0919274363815785,99,7144,0.001,-56.035954551696776,708745,,
,709993,,,1.062009997665882,,,0.001,-55.87701994372952,710000,771.5535322350567,898.9
720,710993,976.9,708.51515476,1.1168313992619514,99,7169,0.001,-55.667702033996584,711993,,
,714993,,,1.226555734038353,,,0.001,-55.683208274841306,715000,797.3045419319591,1000.0
724,,986.04,726.25124946,,99,7201,,,715993,,
728,718993,986.04,733.3232500000001,1.10596077555418,99,7223,0.001,-55.06837940979004,719993,,
,719993,,,1.1120896218717098,,,0.001,-54.95998258209229,720000,700.844229326956,905.3
732,722993,986.04,745.2368567200001,1.154428880274296,99,7253,0.001,-54.525020431518556,723993,,
,724993,,,1.171693219691515,,,0.001,-54.555785469055174,725000,588.6944132716395,1000.0
736,726993,986.04,739.91996387,1.3388053565025329,99,7286,0.001,-54.29999478149414,727993,,
,729993,,,1.5982365779280663,,,0.001,-53.75790409851074,730000,406.419508965977,936.7
740,730993,986.04,730.4666237899999,1.7215442286133766,100,7318,0.001,-53.80177033996582,731993,,
,734993,,,2.0551438224315643,,,0.001,-53.620794593811034,735000,744.4091988671571,1000.0
744,,986.04,733.9855620400002,,100,7352,,,735993,,
748,738993,986.04,736.2901657000001,1.7256603493094445,100,7375,0.001,-53.5634182434082,739993,,
,739993,,,1.5781841660737992,,,0.001,-53.698963371276854,740000,531.6310266693472,1000.0
752,742993,986.04,724.4994835499998,1.913773650765419,100,7407,0.001,-54.88907363128662,743993,,
,744993,,,2.787516855716705,,,0.001,-53.812593383789064,745000,583.4140513082029,1000.0
756,746993,986.04,705.14135516,3.2955130997896194,100,7439,0.001,-53.01879446411133,747993,,
,749993,,,3.829533579111099,,,0.001,-53.20146195220947,750000,839.7432780557778,1000.0
760,750993,986.04,702.5742949300002,4.229094039440155,100,7473,0.001,-52.82448599243164,751993,,
,754993,,,6.506362979650498,,,0.001,-54.42548817443848,755000,-43.28801398526703,1000.0
764,,986.04,716.1849941800001,,100,7505,,,755993,,
768,758993,986.04,653.74319457,22.981720907211304,100,7529,0.001,-69.07211462402344,759993,,
,759993,,,19.01517538356781,,,0.001,-77.0353720703125,760000,-1433.4934441473335,1000.0
772,762993,986.04,588.1795093599999,13.491710428714752,101,7563,0.001,-85.40969396972656,763993,,
,764993,,,10.593292248725891,,,0.001,-84.85112623596191,765000,-1037.6723370234715,1000.0
776,766993,992.48,553.84857749,8.407445761442185,101,7595,0.001,-83.22501979064941,767993,,
,769993,,,7.5318949720859525,,,0.001,-77.05859344482423,770000,-390.9016648510698,1000.0
780,770993,992.48,530.7766481100001,7.402346140861511,101,7627,0.001,-75.3135493774414,771993,,
,774993,,,7.180851706266403,,,0.001,-72.9464264831543,775000,-808.4583019543254,1000.0
784,,992.48,504.01138480000003,,101,7660,,,775993,,
788,778993,992.48,452.95685485,6.349162160396576,101,7683,0.001,-71.69059881591797,779993,,
,779993,,,6.002089540719986,,,0.001,-70.72577851104737,780000,-126.14794831338804,941.1
792,782180,984.35,422.7516396699999,5.00335956466198,101,7709,0.001,-70.05672448730469,783180,,
,784180,,,5.445791568517685,,,0.001,-71.79828646850586,785000,-129.15387658892433,1000.0
796,786180,984.35,387.59825905,6.16204457449913,101,7741,0.001,-72.63160844421387,787180,,
,789180,,,5.66898618555069,,,0.001,-74.94627494812012,790000,0.15353535145695787,1000.0
800,790180,984.35,363.23569009,5.9435951943397525,101,7773,0.001,-75.56461022949219,791180,,
804,793268,975.23,323.68031654000004,6.17601086473465,101,7790,0.001,-75.96038919067382,794268,,
,794268,,,6.291349858045578,,,0.001,-76.69080708312988,795000,-733.7920010811183,1000.0
808,797268,967.66,287.77464379,5.980412812948227,101,7820,0.001,-79.23697079467773,797511,,
,799523,,,5.416810727596283,,,0.001,-78.2087299041748,800000,-252.77608626917936,522.3
812,,957.78,243.18725763000003,,102,7839,,,800523,,
816,803523,957.78,217.75357492999998,4.600200751900673,102,7861,0.001,-75.10792175292968,804523,,
,804523,,,4.221549102067947,,,0.001,-73.9885939025879,805000,-297.10544680311943,901.8
820,807523,965.3,191.16067175,4.257479701757431,102,7893,0.001,-70.07946771240235,808523,,
,809523,,,3.908133613586426,,,0.001,-68.98204607391358,810000,-550.253850543467,1000.0
824,811523,965.3,150.99236667000002,3.261980929017067,102,7926,0.001,-68.47676396179199,812523,,
,814604,,,2.921322214750596,,,0.001,-65.7874272044112,815000,-243.34409042474218,633.7
828,,956.11,68.94989509000001,,102,7949,,,815604,,
832,815835,928.42,8.179323869999997,2.714893803876989,102,7955,0.001,-65.0600790977478,816835,,
,819835,,,3.1693722616434097,,,0.001,-64.17777080535889,820000,-24.609379117134086,901.8
836,,928.42,1.7658591799999852,,102,7988,,,820835,,
840,823835,928.42,-0.3558951400000137,3.038741135954857,102,8010,0.001,-63.15449617767334,824835,,
,824835,,,3.4559966703653338,,,0.001,-62.53116977691651,825000,346.48474681560475,1000.0
844,827835,928.42,-24.187259510000004,3.2567995903491975,103,8042,0.001,-60.38250232696533,828835,,
,829835,,,3.315459719657898,,,0.001,-59.22277178192139,830000,-26.685718525268022,1000.0
848,831835,928.42,-46.153980219999994,3.2357278567552568,103,8073,0.001,-59.042569183349606,832835,,
,834865,,,3.9975719769795734,,,0.001,-57.58202641805013,835000,-570.6811508122831,1000.0
852,,918.72,-65.2023322,,103,8099,,,835865,,
856,838865,918.72,-75.2335942,3.2112350467443465,103,8123,0.001,-56.353056282043454,839865,,
,839865,,,3.0499900348186495,,,0.001,-55.99812442779541,840000,285.2493265503438,1000.0
860,842865,918.72,-86.85196165,2.7753382741212844,103,8155,0.001,-55.429192916870115,843865,,
,844865,,,2.956171686530113,,,0.001,-54.90038579559326,845000,448.08702704489116,1000.0
864,846865,918.72,-84.60624336999997,3.0595527106523512,103,8187,0.001,-54.301579261779786,847865,,
,849683,,,2.959880215323059,,,0.001,-52.155695992168994,850000,152.45289095178015,920.8
868,850683,916.9,-47.06404072,2.998735756635666,103,8216,0.001,-51.271069625854494,851683,,
,854683,,,3.643380603194237,,,0.001,-47.94510722351074,855000,237.0771680136677,1000.0
872,,916.9,-8.990084520000002,,103,8247,,,855683,,
876,858683,916.9,5.630401560000008,3.774458377599716,103,8269,0.001,-45.67210820007324,859683,,
,859683,,,3.862099648118019,,,0.001,-45.351905891418454,860000,317.2519508970669,1000.0
880,862683,916.9,13.138484440000004,3.4597366181612013,104,8300,0.001,-44.653179962158205,863683,,
,864683,,,3.1535265052318575,,,0.001,-44.10816233825683,865000,462.1464939797297,1000.0
884,866683,916.9,27.736147589999995,2.6647411714792253,104,8330,0.001,-44.16061502838135,867683,,
,869683,,,2.1865466529130937,,,0.001,-43.43018863677978,870000,557.2594579687575,1000.0
888,870683,916.9,54.08445248000001,2.030462153553963,104,8363,0.001,-43.20088763427734,871683,,
,874683,,,2.0915948660969734,,,0.001,-41.88043968963623,875000,858.8682392926887,1000.0
892,,925.03,78.70829383999998,,104,8394,,,875683,,
896,878683,925.03,104.92307322999999,1.7294952428340913,104,8417,0.001,-42.29904624938965,879683,,
,879683,,,1.7106737284660338,,,0.001,-42.335213874816894,880000,485.0693907149951,1000.0
900,882683,925.03,105.07246213999998,1.7625107130408286,104,8452,0.001,-41.85244876861572,883683,,
,884683,,,1.6472647849917412,,,0.001,-41.447043876647946,885000,423.31104779737655,902.6
904,886683,934.15,102.94248965999999,1.688678365111351,104,8485,0.001,-41.304201019287106,887683,,
,889683,,,1.6077536018490792,,,0.001,-41.450267875671386,890000,744.6870701212436,1000.0
908,890683,941.72,129.36110512,1.7152476230859757,104,8518,0.001,-41.366457702636716,891683,,
,894683,,,1.4499111154675484,,,0.001,-41.412692909240725,895000,641.9422053279588,1000.0
912,,951.6,168.6889562,,104,8549,,,895683,,
916,898683,951.6,184.37428373999998,1.4809347724318505,104,8572,0.001,-41.21009348297119,899683,,
,899683,,,1.4766804861426353,,,0.001,-41.371434051513674,900000,596.8157648160122,929.5
920,902683,951.6,203.01841736999998,1.3304855030179024,105,8606,0.001,-41.585405372619626,903683,,
,904683,,,1.4063427100777626,,,0.001,-41.28302433776855,905000,436.26167237767703,914.0
924,906683,951.6,226.12407034,1.4590886990129948,105,8639,0.001,-41.40343263244629,907683,,
,909683,,,1.4313492600619793,,,0.001,-41.46277523803711,910000,670.2014463172643,903.6
928,910683,960.79,303.47122371999995,1.4278117153048515,105,8671,0.001,-41.4150354385376,911683,,
,914683,,,1.4745368735790252,,,0.001,-41.397114959716795,915000,802.4470032020472,1000.0
932,,988.48,358.56086041,,105,8704,,,915683,,
936,918683,988.48,367.7588528,1.6315094112157822,105,8727,0.001,-42.12151322174072,919683,,
,919683,,,1.6809915231466293,,,0.001,-42.33465492248535,920000,673.2450437172316,1000.0
940,922683,988.48,379.4074748,1.5616900053024292,105,8760,0.001,-42.981670249938965,923683,,
,924683,,,1.3654969136416912,,,0.001,-43.26036131286621,925000,519.4492600835918,1000.0
944,926683,988.48,393.73562225,1.419327449351549,105,8792,0.001,-43.442396995544435,927683,,
,929683,,,1.3606934140324594,,,0.001,-43.45479845428467,930000,780.8308022794314,1000.0
948,930683,988.48,419.36677234999996,1.3207400090694428,105,8825,0.001,-43.57806935882569,931683,,
,934683,,,1.2144240910410882,,,0.001,-44.44221221160889,935000,758.6454386520898,1000.0
952,,998.18,456.34376051999993,,105,8857,,,935683,,
956,938683,998.18,458.4696315299999,1.4368891117572784,105,8880,0.001,-45.275775177001954,939683,,
,939683,,,1.2827450816333295,,,0.001,-45.38664978790283,940000,661.3746314176358,904.2
960,942683,990.22,434.98353912,1.4385076606869698,105,8910,0.001,-45.07608694458008,942887,,
,944914,,,1.534143970131874,,,0.001,-44.911132263183596,945000,425.2390828622156,820.9
964,,980.49,427.36060795,,105,8932,,,945914,,
968,948914,982.31,447.92000786999995,1.6577305923700332,106,8954,0.001,-44.2518120803833,949914,,
,949914,,,1.8127938658297063,,,0.001,-44.40870566558838,950000,610.7299091156107,804.4
972,952914,982.31,481.28629966,1.6773589012622834,106,8984,0.001,-44.57501706695557,953914,,
,954914,,,1.776136958360672,,,0.001,-44.17676120758057,955000,387.5525674845092,851.2
976,956914,982.31,485.6568981,2.0285796791911124,106,9015,0.001,-43.65376976776123,957914,,
,959914,,,2.0395256641507147,,,0.001,-43.49901903533936,960000,584.093394659087,1000.0
980,960914,982.31,495.58089024000003,2.011888157606125,106,9048,0.001,-43.37911833953857,961914,,
,964914,,,1.9226041164398193,,,0.001,-43.80633866119385,965000,-53.39834170997201,1000.0
984,,982.31,462.84107548000014,,106,9082,,,965914,,
988,967968,963.62,448.78756231000006,1.8450515143275261,106,9098,0.001,-44.182495414733886,968045,,
,969174,,,2.969429150956576,,,0.001,-43.45753798946257,970000,102.83724500816315,552.7
992,,944.91,418.8465836000001,,106,9111,,,970174,,
996,973174,944.91,397.8081547,1.8738546677231789,106,9132,0.001,-42.95235817718506,974174,,
,974174,,,1.8328124703168869,,,0.001,-42.971698707580565,975000,-4.1999396847561,740.4
1000,975298,926.15,381.11930063999995,1.5972818166939253,106,9151,0.001,-42.616175748864,976298,,
1004,978466,917.83,410.59693648999996,1.870768910229206,106,9170,0.001,-42.17504848480225,979466,,
,979466,,,1.824217442572117,,,0.001,-42.00063568878174,980000,678.423316998547,1000.0
1008,982466,917.83,419.01585809999995,1.8344589695334435,106,9204,0.001,-41.79894705200196,983466,,
,984466,,,1.7695241452455521,,,0.001,-41.45961326599121,985000,438.8125247657299,942.4
1012,986466,917.83,417.37873160999993,1.7659156941771508,106,9235,0.001,-41.21718447875976,987466,,
,989466,,,1.5738918029665947,,,0.001,-40.90125008392334,990000,460.0424515395425,1000.0
1016,990466,917.83,414.65144424,1.4930974174141884,106,9268,0.001,-40.73442614746094,991466,,
,994466,,,1.5334657326936723,,,0.001,-40.12484449768066,995000,738.8370810953959,1000.0
1020,,917.83,418.36477013999996,,107,9300,,,995466,,
1024,998466,917.83,413.2947898999999,1.5373532244563102,107,9322,0.001,-40.56387544250488,999466,,
,999466,,,1.6116384465098381,,,0.001,-40.13122188568115,1000000,687.3652772473288,1000.0
1028,1002466,917.83,418.2633775,1.333989286005497,107,9355,0.001,-40.185688247680666,1003466,,
,1004466,,,1.243631093531847,,,0.001,-40.669732177734375,1005000,420.1311579018831,1000.0
1032,1006466,917.83,415.05212342,1.2092557582557202,107,9389,0.001,-41.63543982696533,1007466,,
,1009466,,,1.1377336776554585,,,0.001,-42.96032089233398,1010000,779.0768010108732,1000.0
1036,1010466,917.83,417.55348276999996,1.073343841433525,107,9421,0.001,-43.29679693603516,1011466,,
,1014466,,,1.1341632128953933,,,0.001,-44.808741317749025,1015000,903.1357720466331,1000.0
1040,,917.83,420.50954363999995,,107,9456,,,1015466,,
1044,1018273,915.9,426.07791345,1.2208438431832576,107,9477,0.001,-45.79605524711514,1019273,,
,1019273,,,1.1502402659654618,,,0.001,-46.10384954071045,1020000,697.2400651035481,1000.0
1048,1022273,915.9,422.96687562000005,1.1032046216130256,107,9510,0.001,-46.881795570373534,1023273,,
,1024273,,,1.085590165644884,,,0.001,-47.51717900085449,1025000,938.7461314919346,951.3
1052,1026273,915.9,423.51322791000007,1.105354507267475,107,9541,0.001,-48.04271242523193,1027273,,
,1029320,,,1.1207079380452634,,,0.001,-48.859914512634276,1030000,1045.245560199034,1000.0
1056,,906.37,451.29618336999994,,107,9568,,,1030320,,
1060,1033320,914.33,501.20845475999994,1.1442189912497998,107,9591,0.001,-50.318061408996584,1034320,,
,1034320,,,1.2976425453722478,,,0.001,-50.63002543640137,1035000,891.6528841898777,1000.0
1064,1037320,924.06,506.69162402000006,1.3447730724513531,107,9626,0.001,-51.27288970947266,1038320,,
,1039619,,,1.3030921300435396,,,0.001,-51.90609285566542,1040000,365.6187036981108,759.7
1068,,907.05,490.33138814000006,,107,9645,,,1040619,,
1072,1042985,898.74,497.84149216,1.3986803241074086,108,9663,0.001,-52.676781112670895,1043788,,
,1044906,,,1.4543393921043912,,,0.001,-52.857342024980966,1045000,1333.476306544179,836.1
1076,1045906,883.59,519.6488249800001,1.3727899343669414,108,9687,0.001,-53.276150108337404,1046273,,
,1049143,,,1.4037848431766033,,,0.001,-54.457710525512695,1050000,-107.51483437907882,654.6
1080,,882.29,530.6841941,,108,9713,,,1050143,,
1084,1051921,870.07,586.71312477,1.6521174921274961,108,9728,0.001,-55.38183683507583,1052921,,
,1054241,,,1.547657196689397,,,0.001,-55.671861791610716,1055000,-449.8260949473828,728.2
1088,1055241,877.84,583.90894021,1.7113656777143478,108,9753,0.001,-55.82865138244629,1055829,,
1092,1058180,881.34,618.08723994,1.9240399599075317,108,9770,0.001,-56.88562818145752,1058308,,
,1059401,,,2.262634772767303,,,0.001,-57.296063464620836,1060000,382.9551816148538,802.5
1096,1060401,872.27,587.12634993,1.9644427000284195,108,9791,0.001,-57.642975799560546,1061401,,
1100,1062899,866.31,615.01081769,1.910242695922721,108,9804,0.001,-58.241521652430706,1062929,,
,1064929,,,2.2877461636066436,,,0.001,-58.63683893585205,1065000,367.7692096458748,508.7
1104,1065929,867.25,558.2507514900001,2.359417246222496,108,9826,0.001,-58.60635749053955,1066191,,
1108,1068071,856.05,530.4449407000001,2.4257936994286124,108,9839,0.001,-59.24554318838169,1069071,,
,1069809,,,2.6663327720242473,,,0.001,-59.748660809597986,1070000,1129.3168174992431,927.3
1112,,833.43,504.8734744799999,,108,9857,,,1070809,,
1116,1073037,825.71,500.68324831999996,3.2581688868403433,108,9875,0.001,-58.999661155700686,1074037,,
,1074037,,,3.449434822320938,,,0.001,-58.6263554611206,1075000,1161.3626002693084,931.8
1120,1077037,825.71,522.67368571,3.5601142307519913,108,9906,0.001,-57.71364002227783,1078037,,
,1079101,,,3.945333660721779,,,0.001,-57.42704093933106,1080000,1467.0551966644648,1000.0
1124,1080101,815.6,551.68863276,4.092885319590568,108,9934,0.001,-57.54408988952637,1081026,,
,1084026,,,4.400162930727005,,,0.001,-56.78252133178711,1085000,1066.9873125347308,760.0
1128,,815.6,547.2987204599999,,108,9963,,,1085026,,
1132,1087315,808.49,562.35279941,4.208546365008635,109,9981,0.001,-57.241019540362885,1088315,,
,1089315,,,4.0017410417795185,,,0.001,-57.23330405426025,1090000,719.8308562522172,1000.0
1136,1091315,803.07,567.99649299,4.434385885953903,109,10013,0.001,-57.05718811798096,1091773,,
1140,1093992,795.26,571.59204386,4.660425342925607,109,10029,0.001,-56.23325798728249,1094992,,
,1094992,,,4.653808061003685,,,0.001,-55.62615874481201,1095000,763.9823344577337,700.0
1144,1097318,786.56,573.09817497,5.075580052375793,109,10053,0.001,-55.26042630767822,1097929,,
,1099332,,,4.7487899248416605,,,0.001,-55.89994466422808,1100000,740.6679059919712,780.9
1148,1100027,777.54,563.8509203399999,5.3986775019186,109,10077,0.001,-55.72639895172559,1101027,,
1152,1103108,768.35,571.95391708,5.185756534337997,109,10095,0.001,-56.33325006103516,1104108,,
,1104108,,,5.621809563398362,,,0.001,-56.50720013427734,1105000,1439.8864726803265,905.6
1156,1107108,777.88,605.10622546,5.043089109778404,109,10127,0.001,-57.124550773620605,1108108,,
,1109108,,,5.140066535711289,,,0.001,-57.056438026428225,1110000,1536.8272631613654,1000.0
1160,1110732,765.76,599.0086949,5.220279414111223,109,10156,0.001,-57.33224273339296,1110896,,
1164,1113594,762.74,632.6806293699999,4.997085158155436,109,10173,0.001,-57.875633764403595,1114594,,
,1114987,,,5.091824483492014,,,0.001,-58.39548798824878,1115000,447.1306891997112,490.4
1168,1115939,763.2,640.7325139100001,5.228527316651425,109,10192,0.001,-58.066078089866316,1116939,,
1172,1119240,758.99,650.44896598,5.443346512278053,109,10209,0.001,-58.86253518616127,1119687,,
,1119687,,,5.567576157166654,,,0.001,-58.62640856413563,1120000,1183.7176844837231,872.2
1176,1121819,765.46,666.5804106400001,5.71783039867878,109,10232,0.001,-58.70282276916504,1122819,,
,1124075,,,6.542678558588028,,,0.001,-59.08155020904541,1125000,1387.2406681138789,903.6
1180,,749.32,665.04261747,,109,10252,,,1125075,,
1184,1127362,754.41,681.06105484,7.428442242383957,109,10271,0.001,-59.6759295425415,1128362,,
,1129362,,,7.592883237957954,,,0.001,-59.62585062408447,1130000,1509.668873984611,1000.0
1188,1130789,759.6,740.6257273800001,8.601396093882219,109,10300,0.001,-59.49202045924227,1131789,,
,1134558,,,8.955056534631975,,,0.001,-58.610065311580506,1135000,1459.6371079467704,886.8
1192,,772.5,764.9920308000001,,109,10330,,,1135558,,
1196,1137391,762.12,820.8792418600001,9.526608004331589,109,10345,0.001,-59.93075159454346,1137613,,
,1139613,,,9.535066121578216,,,0.001,-61.19373291015625,1140000,1398.447047614795,918.3
1200,1140613,786.84,848.7627973099999,9.58565349984169,110,10373,0.001,-61.67441226959229,1141613,,
1204,1143740,785.49,901.85570453,8.235295594207884,110,10390,0.001,-61.58175218105316,1144740,,
,1144740,,,10.012094548225402,,,0.001,-61.941535858154296,1145000,1409.6700942395541,1000.0
1208,1146936,788.65,929.2214980400001,9.972888020038605,110,10418,0.001,-62.36361693572998,1147936,,
,1149936,,,12.363966369152068,,,0.001,-61.13344317626953,1150000,1128.3605153286612,985.6
1212,1150910,811.01,975.0945125800001,12.286498234746881,110,10449,0.001,-60.82693529226942,1151910,,
,1154910,,,10.201571855545044,,,0.001,-60.469180732727054,1155000,1042.5219460837259,1000.0
1216,,818.73,1003.82446368,,110,10480,,,1155910,,
1220,1158910,818.73,994.93801409,11.473561027288437,110,10502,0.001,-58.1637719039917,1159910,,
,1159910,,,11.43006536412239,,,0.001,-58.16919819641113,1160000,909.0603856266825,876.0
1224,1162121,820.95,992.06102583,12.532571859359741,110,10526,0.001,-57.28807326507568,1163121,,
,1164121,,,11.77585643529892,,,0.001,-56.840835136413574,1165000,-1100.99065616044,1000.0
1228,1165757,817.31,978.1581216100001,11.707394862324936,110,10555,0.001,-56.846660793952225,1166757,,
1232,1168787,808.05,924.59435719,11.977571417331696,110,10571,0.001,-55.74473950958252,1169120,,
,1169567,,,10.898305281696704,,,0.001,-56.48953917635931,1170000,1134.1375091162627,1000.0
1236,1171567,807.94,943.0144565699999,10.89295234155655,110,10595,0.001,-56.61361430358887,1172567,,
,1174499,,,9.876167530409768,,,0.001,-57.52906765753619,1175000,1622.4463644756238,1000.0
1240,1175499,815.07,968.4748568000001,10.103584974050522,110,10624,0.001,-58.05350802612305,1176499,,
,1179499,,,10.325386863708497,,,0.001,-60.49618006896973,1180000,1463.8515659598283,1000.0
1244,,825.7,997.16339115,,110,10655,,,1180499,,
1248,1183499,834.72,1033.2083595600002,10.321737547636031,110,10677,0.001,-61.7067091293335,1184499,,
,1184499,,,9.758538023471832,,,0.001,-61.694911697387695,1185000,1483.4837683299907,1000.0
1252,1187489,843.81,1051.06318118,9.779812357664108,110,10710,0.001,-62.97802897644043,1188489,,
,1189489,,,10.3687510201931,,,0.001,-63.3205092086792,1190000,1755.1545458401263,969.9
1256,1191489,843.81,1043.60039268,9.791073166370392,111,10741,0.001,-63.762684501647946,1192489,,
,1194489,,,9.701074198961258,,,0.001,-64.69637928771972,1195000,1533.1208436749992,979.5
1260,1195489,855.93,1061.48855662,9.899200500249863,111,10771,0.001,-65.17957910919189,1196489,,
,1199489,,,9.13867970252037,,,0.001,-66.81367834472657,1200000,1563.343635326391,1000.0
1264,,858.95,1077.33038237,,111,10801,,,1200489,,
1268,1203127,871.88,1131.7073218,8.319665221691132,111,10822,0.001,-69.57468350219726,1204127,,
,1204127,,,8.85860664486885,,,0.001,-70.55132005310058,1205000,1534.317682461359,1000.0
1272,1207127,884.4,1150.09986968,9.053145366191863,111,10854,0.001,-73.67918866729737,1208127,,
,1209127,,,9.31586081624031,,,0.001,-75.39397589111329,1210000,993.167796506756,1000.0
1276,1211127,893.08,1138.13154682,9.008416989564896,111,10886,0.001,-76.5137903137207,1212127,,
,1214127,,,8.650304524421692,,,0.001,-76.93948506927491,1215000,1726.2924102496995,1000.0
1280,1215127,910.52,1111.5069557600002,8.716193421840668,111,10918,0.001,-77.36057273101807,1216127,,
,1219127,,,8.104030798435211,,,0.001,-78.98344471740722,1220000,1075.627519193277,1000.0
1284,,917.65,1128.74033221,,111,10950,,,1220127,,
1288,1223127,923.38,1121.64605735,7.955557376623154,111,10972,0.001,-82.173964553833,1224127,,
,1224127,,,8.098704694986344,,,0.001,-82.97765914916992,1225000,928.5709751085262,911.9
1292,1227127,925.69,1109.95082859,8.831087901830672,111,11005,0.001,-84.68775799560547,1228127,,
,1229936,,,8.850732738018037,,,0.001,-86.1674289855957,1230000,1140.6434613505146,782.9
1296,1230569,939.56,1130.9558401200002,9.41269128846143,111,11032,0.001,-86.24175252793711,1231569,,
,1234569,,,8.55494753265381,,,0.001,-87.57609439086914,1235000,1807.2087272391886,1000.0
1300,,939.56,1141.2580818800002,,111,11065,,,1235569,,
1304,1237714,934.92,1173.36348054,8.95847773551941,111,11083,0.001,-89.1256685648879,1238232,,
,1239320,,,8.788687292575837,,,0.001,-88.79061161804199,1240000,1617.7437434271328,1000.0
1308,1240320,933.84,1190.49892548,9.080256644248962,111,11108,0.001,-89.69915516662597,1241320,,
,1244320,,,8.969559632539749,,,0.001,-89.30528114318848,1245000,1875.953972320276,1000.0
1312,,934.1,1219.43063286,,111,11142,,,1245320,,
1316,1248320,924.6,1211.1901074000002,9.711693313360215,111,11164,0.001,-90.17877470397949,1248370,,
,1249412,,,9.511884719848632,,,0.001,-90.1371704864502,1250000,1950.688101370167,931.7
1320,1250412,907.21,1211.91881107,10.015788031101227,111,11185,0.001,-90.62648826599121,1250631,,
1324,1253631,915.1,1234.0004739299998,11.335700647592544,111,11214,0.001,-90.7908770904541,1254631,,
,1254631,,,10.146249017000198,,,0.001,-91.08631568908692,1255000,1731.5648188661085,1000.0
1328,1257631,918.74,1294.72229072,11.093635651111603,111,11248,0.001,-91.3366692352295,1258631,,
,1259631,,,13.151573951005936,,,0.001,-92.59344026184083,1260000,2045.928534893575,1000.0
1332,1261631,935.11,1380.2928916800001,12.324010150194168,111,11282,0.001,-92.78833198547363,1262631,,
,1264631,,,12.498324456453323,,,0.001,-93.88348246765136,1265000,1639.5976024284378,901.1
1336,1265631,940.64,1386.7056818099998,13.101518250465393,111,11314,0.001,-94.70684001159668,1266631,,
,1269631,,,12.823563780546188,,,0.001,-95.83297576904297,1270000,2208.868482661515,1000.0
1340,,941.32,1404.34629606,,111,11347,,,1270631,,
1344,1273631,941.32,1392.27567455,14.289514680147171,112,11369,0.001,-96.96072982788085,1274631,,
,1274631,,,14.412305539369584,,,0.001,-97.19392700195313,1275000,1840.3737944870052,1000.0
1348,1277631,941.32,1413.0967214300001,16.144575319290162,112,11403,0.001,-97.86940953063964,1278631,,
,1279631,,,16.562712822914122,,,0.001,-98.13661882019044,1280000,1943.3269578970153,1000.0
1352,1281631,941.42,1430.0644598999997,17.527764366149903,112,11435,0.001,-97.76089871215821,1282631,,
,1284102,,,18.47616540813446,,,0.001,-97.37248171997071,1285000,1809.7779036738561,1000.0
1356,1285102,936.13,1434.5015983499998,18.541455125808717,112,11468,0.001,-98.00509315490723,1286102,,
,1289102,,,16.869099936008453,,,0.001,-97.41121401977539,1290000,1977.0563950403011,1000.0
1360,,936.13,1451.80689437,,112,11503,,,1290102,,
1364,1292715,932.26,1454.07801847,14.44269129395485,112,11525,0.001,-99.06216111755371,1293715,,
,1294715,,,15.759634605884552,,,0.001,-99.63017535400391,1295000,1993.2674285482426,1000.0
1368,1296715,935.88,1469.75306806,14.604223197937012,112,11560,0.001,-99.9712428741455,1297715,,
,1299707,,,14.188337435483932,,,0.001,-101.32616885375977,1300000,1304.7329006150017,922.0
1372,1300707,935.8,1495.15423079,14.7418853764534,112,11594,0.001,-101.82597645568848,1301707,,
,1304707,,,14.696789922714233,,,0.001,-102.10362303161621,1305000,2220.5701991013366,1000.0
1376,,935.8,1544.4960569400002,,112,11628,,,1305707,,
1380,1308707,935.8,1624.9812186299998,14.371342714309693,112,11653,0.001,-101.8138152923584,1309707,,
,1309707,,,14.692218764305114,,,0.001,-102.33956105041504,1310000,1852.451633130014,1000.0
1384,1312707,935.8,1637.56275773,14.651040834903718,112,11689,0.001,-102.93068003845215,1313707,,
