time/episodes,time/fps,train/n_updates,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,eval/mean_ep_length,eval/mean_reward
348,114,50010,60.43046646118164,46.89,17.49092462327745,438,50017,-47.77003476,0.001,,
352,114,50042,58.50001335144043,36.86,14.904649674892426,438,50049,-43.82987153999999,0.001,,
356,114,50085,60.18913650512695,27.32,18.294033686319988,438,50123,-41.702576740000005,0.001,,
360,114,50149,60.44918918609619,26.29,14.379595756530762,439,50157,-39.37528654,0.001,,
364,114,50262,59.69857883453369,27.04,17.434780955314636,440,50270,-39.880012089999994,0.001,,
368,114,50298,59.44314320882162,27.17,15.691951058127664,440,50330,-40.185461169999996,0.001,,
372,114,50356,60.03185272216797,27.13,21.14893976847331,441,50366,-40.10970486,0.001,,
376,114,50444,59.81355120340983,27.32,16.168801689147948,441,50454,-40.529490100000004,0.001,,
380,114,50511,59.472791247897675,26.65,14.744201898574829,442,50527,-39.33043912,0.001,,
384,114,50553,59.74853038787842,26.38,16.574811100959778,442,50560,-39.15555755999999,0.001,,
388,114,50587,59.37534046173096,26.15,16.74923759036594,442,50598,-38.5734664,0.001,,
392,114,51645,60.07998516685084,26.31,14.230508437523476,451,51653,-35.74971928,0.001,,
396,114,51746,60.6877685546875,26.48,11.019902335272896,452,51756,-36.12399406,0.001,,
400,114,51782,60.67908401489258,26.74,14.459453688727486,452,51818,-36.12423783,0.001,,
404,114,51843,58.536115646362305,26.73,12.290355324745178,453,51852,-36.22098303999999,0.001,,
408,114,51877,59.895816802978516,25.96,16.671802316393173,453,51897,-34.80045850999999,0.001,,
412,114,51925,59.25077667236328,25.92,19.809513092041016,453,51933,-34.57460011999999,0.001,,
416,114,51961,59.97561740875244,25.47,13.129435857137045,454,51972,-33.86888552,0.001,,
420,115,52001,59.88469619750977,30.5,19.316613101959227,455,52508,-39.334818860000006,0.001,,
424,114,52541,59.689608573913574,28.31,14.828956842422485,458,52553,-35.16818096,0.001,,
428,114,53586,60.05449691009522,38.36,16.545749402999878,466,53595,-41.49203276999999,0.001,,
432,114,53646,60.095568084716795,38.18,17.002596855163574,466,53654,-41.39347293,0.001,,
436,114,53724,60.68397165934245,38.33,18.336783170700073,467,53732,-41.668349129999996,0.001,,
440,114,53762,61.08572578430176,38.2,16.630488872528076,467,53770,-41.60577138000001,0.001,,
444,114,53808,60.678347778320315,38.32,14.809667057461208,468,53817,-41.80899562999999,0.001,,
448,114,53854,60.23460292816162,38.45,15.090840697288513,468,53862,-42.04240446,0.001,,
452,114,53945,60.58413791656494,39.05,18.340960781748702,469,53954,-42.83495965,0.001,,
456,114,54021,59.65152168273926,39.06,23.312203526496887,470,54029,-43.261869069999996,0.001,,
460,114,54053,60.269588470458984,39.05,20.34142239888509,470,54062,-43.34167624,0.001,,
464,114,54089,59.835402488708496,38.26,19.161433696746826,470,54096,-42.61372122999999,0.001,,
468,114,54122,61.24326992034912,38.01,16.187345385551453,470,54131,-42.19623483,0.001,,
472,114,54173,59.230064392089844,38.28,21.028932332992554,471,54194,-42.73162700000001,0.001,,
,,54221,59.97305870056152,,21.412147521972656,,55000,,0.001,26.9,-31.322080823313446
476,116,,,47.67,,473,55221,-45.24354279,,,
480,115,55298,59.297372817993164,47.97,18.663848042488098,480,55324,-45.68439846000001,0.001,,
484,114,55352,60.79894027709961,47.99,14.99390337202284,481,55359,-45.62920141000001,0.001,,
488,115,55383,60.468421936035156,47.93,15.024464964866638,481,55391,-45.659445129999995,0.001,,
492,115,55417,61.26327896118164,37.72,20.1094905005561,481,55425,-41.1759579,0.001,,
496,115,55449,60.061970710754395,37.02,20.586299777030945,482,55458,-40.30626774,0.001,,
500,115,55484,60.76926231384277,36.74,15.735358238220215,482,55492,-40.22622666,0.001,,
504,115,55547,60.47978401184082,37.04,19.65240514278412,482,55556,-41.02874551,0.001,,
508,115,55595,59.22095203399658,37.08,14.13410222530365,483,55605,-41.06976274000001,0.001,,
512,115,55631,60.131972312927246,37.08,19.73235109117296,483,55641,-41.048823520000006,0.001,,
516,115,55671,61.16776084899902,37.07,18.642677426338196,483,55679,-41.21731251999999,0.001,,
520,115,55706,60.68610610961914,32.07,15.912875599331326,484,55715,-35.76679546999999,0.001,,
524,115,55754,60.28232123635032,32.1,16.034016927083332,484,55763,-35.69038531,0.001,,
528,115,55852,59.86625213623047,22.67,19.928307427300346,485,55862,-30.11205178,0.001,,
532,115,56014,60.10019968516791,23.68,18.019753605572145,486,56022,-31.27809018,0.001,,
536,115,56160,60.711252975463864,24.38,18.424308383464812,487,56170,-32.45029487,0.001,,
540,115,56195,59.9365930557251,24.45,18.521534323692322,488,56215,-32.34171673,0.001,,
544,115,56263,61.031008911132815,24.76,18.728627967834473,488,56293,-32.697680389999995,0.001,,
548,115,56320,60.08975601196289,24.68,17.827711701393127,489,56330,-32.32262478,0.001,,
552,115,56355,58.45283126831055,24.09,16.231252908706665,489,56363,-31.527422889999997,0.001,,
556,115,56387,61.30222129821777,23.66,16.24372375011444,489,56395,-30.5822595,0.001,,
560,115,56562,61.14152603149414,25.08,22.1273127661811,491,56570,-32.57908754,0.001,,
564,115,57593,61.57691955566406,35.05,15.718158841133118,499,57601,-39.52971206,0.001,,
568,115,57624,59.46672344207764,35.0,17.756062746047974,499,57631,-39.22337248,0.001,,
572,115,57663,60.800514221191406,34.77,16.864579766988754,500,57671,-38.541840240000006,0.001,,
576,115,57696,59.59466705322266,24.83,19.203882217407227,500,57704,-34.95546666,0.001,,
580,115,57760,62.847771644592285,24.45,11.69691617148263,500,57769,-34.264708709999994,0.001,,
584,115,57794,60.3659610748291,24.43,15.266999363899231,501,57802,-34.13783817,0.001,,
588,115,57829,61.876721954345705,24.46,16.678064172918145,501,57837,-34.06694616,0.001,,
592,115,57860,61.321539878845215,24.43,25.209640502929688,501,57868,-33.95158682999999,0.001,,
596,115,57927,61.61105251312256,24.76,19.62899959087372,502,57934,-34.44169315999999,0.001,,
600,115,57959,61.36281490325928,24.75,14.336716294288635,502,57967,-34.2770721,0.001,,
604,115,57992,62.33992290496826,24.44,13.613621830940247,502,58000,-33.28879302,0.001,,
608,115,58024,61.781105041503906,24.27,18.077719688415527,503,58032,-32.910331479999996,0.001,,
612,115,58059,61.02029323577881,24.26,20.07321524620056,503,58067,-32.881107639999996,0.001,,
616,115,58093,61.86218070983887,24.22,16.612622499465942,503,58101,-32.662524229999995,0.001,,
620,115,58124,60.89598274230957,24.18,19.525718927383423,503,58133,-32.420473519999994,0.001,,
624,115,58190,60.037943522135414,24.35,17.749157449473504,504,58198,-32.77033854,0.001,,
628,115,58222,61.0312614440918,23.68,20.838736295700073,504,58230,-31.97413963,0.001,,
632,115,58257,61.168721199035645,22.42,14.279277443885803,505,58264,-30.290164539999996,0.001,,
636,115,58287,59.975613594055176,21.26,20.603029012680054,505,58296,-28.49012686,0.001,,
640,115,59312,61.85995388031006,31.05,17.33707284927368,513,59320,-32.67692726999999,0.001,,
644,115,59346,61.86797618865967,30.61,18.926873922348022,513,59354,-31.987981039999994,0.001,,
648,115,59380,59.269429206848145,30.58,19.008967399597168,513,59388,-32.12482042,0.001,,
652,115,59453,60.99746383666992,30.98,16.505190563201904,514,59461,-32.52342621,0.001,,
656,115,59485,62.32843589782715,30.98,17.86564266681671,514,59493,-32.54942435,0.001,,
660,115,59517,61.73724174499512,29.54,15.59509265422821,514,59524,-30.37396836,0.001,,
664,115,59551,60.7940055847168,19.58,19.474746877496894,515,59559,-23.486950269999998,0.001,,
668,115,59581,61.13510258992513,19.59,19.399956430707658,515,59590,-23.62458376,0.001,,
672,115,59676,61.8807315826416,20.13,17.469513535499573,516,59684,-24.821498669999997,0.001,,
676,115,59710,61.483846282958986,20.13,16.819471571180557,516,59717,-24.828790180000002,0.001,,
680,115,59740,62.70161533355713,19.79,25.235988480704172,516,59748,-24.449636759999997,0.001,,
684,115,59772,61.933321952819824,19.78,18.366191744804382,516,59780,-24.573798120000003,0.001,,
688,115,59805,62.180381774902344,19.99,21.055148363113403,517,59836,-25.06972109,0.001,,
692,115,59860,61.461060523986816,20.0,19.120110154151917,517,59868,-25.09630816,0.001,,
696,115,59893,61.90993785858154,19.68,17.508823076883953,517,59902,-24.644661600000003,0.001,,
700,115,59926,60.542327880859375,19.67,20.82733949025472,517,59934,-24.757305330000005,0.001,,
704,115,59958,61.403371810913086,19.66,17.10147786140442,518,59966,-24.767050850000004,0.001,,
,,59995,61.28394590105329,,19.281892710718616,,60000,,0.001,13.1,-17.612429157830775
708,115,60013,62.1406192779541,19.9,18.000709745619034,518,60022,-25.18542964,0.001,,
712,115,60043,63.015403747558594,19.85,16.79800088065011,519,60052,-25.088462030000002,0.001,,
716,115,60076,62.22317600250244,19.83,24.387801034109934,519,60084,-25.12092022,0.001,,
720,115,60107,62.46516672770182,19.82,13.700792857578822,519,60115,-25.17781008,0.001,,
724,115,60144,59.374361991882324,19.54,16.457414865493774,519,60152,-24.637369239999995,0.001,,
728,115,60175,59.0918083190918,19.54,24.107009172439575,520,60184,-24.654728630000005,0.001,,
732,115,60208,60.48452281951904,19.53,23.3838552236557,520,60217,-24.75311204,0.001,,
736,115,60256,60.61565589904785,19.68,15.624272074018206,520,60264,-24.977737559999994,0.001,,
740,115,60300,58.219451904296875,9.87,23.52351294623481,521,60307,-21.057190880000004,0.001,,
744,115,60331,60.254740715026855,9.86,18.775554895401,521,60340,-21.094760460000003,0.001,,
748,115,60365,59.62466049194336,9.85,15.259117782115936,521,60373,-21.100992440000006,0.001,,
752,115,60396,61.79670333862305,9.43,18.581539154052734,521,60404,-20.614029690000002,0.001,,
756,115,60426,59.18191909790039,9.4,27.854363168988908,521,60433,-20.485474250000003,0.001,,
760,115,60558,60.624619483947754,10.42,20.789352893829346,523,60566,-21.68951396,0.001,,
764,115,60592,61.39552688598633,10.43,18.41413731045193,523,60602,-21.621874509999998,0.001,,
768,115,60626,60.72687339782715,10.46,18.493202209472656,523,60636,-21.468906670000006,0.001,,
772,115,60660,61.28372669219971,9.83,17.092454314231873,523,60667,-20.166997029999997,0.001,,
776,115,60724,58.99145030975342,10.15,15.87217766898019,524,60732,-21.101817690000008,0.001,,
780,115,60757,60.98538589477539,10.17,22.054489493370056,524,60765,-21.011150070000003,0.001,,
784,115,60829,60.186584140943445,10.57,21.705624823874615,525,60837,-21.509973870000003,0.001,,
788,115,60860,60.8329439163208,10.32,18.54167890548706,525,60868,-21.003392980000005,0.001,,
792,115,60892,60.239702224731445,10.32,19.428566575050354,525,60900,-20.986484889999996,0.001,,
796,115,60924,60.12341594696045,10.3,19.356531381607056,526,60932,-20.93422419,0.001,,
800,115,60986,60.16057014465332,10.67,21.274205207824707,526,61001,-21.507523860000003,0.001,,
804,115,61025,61.08187389373779,10.67,24.10786545276642,526,61033,-21.485181139999998,0.001,,
808,115,61084,60.801449943991265,10.69,23.59358523873722,527,61091,-21.297781800000003,0.001,,
812,115,61150,60.568262191045854,11.06,18.925080844334193,527,61158,-21.970414800000004,0.001,,
816,115,61181,61.26486110687256,11.06,19.132853984832764,528,61190,-21.97765262,0.001,,
820,115,61214,61.52457809448242,11.14,20.744811296463013,528,61229,-22.158442400000002,0.001,,
824,115,61250,59.38169288635254,11.06,22.660952431815012,528,61258,-21.96276602,0.001,,
828,115,61281,58.844258308410645,11.35,21.744746923446655,529,61319,-22.63576823,0.001,,
832,115,61344,61.302659034729004,11.34,19.674689173698425,529,61351,-22.547709009999995,0.001,,
836,115,61376,60.64390563964844,11.2,19.633219242095947,529,61384,-22.29728293,0.001,,
840,115,61410,60.08978118896484,11.13,19.306269645690918,529,61420,-22.00964715,0.001,,
844,115,61446,61.00396041870117,11.14,18.550882053375243,530,61454,-22.125800900000005,0.001,,
848,115,61568,60.481752236684166,12.03,21.372179210186005,531,61576,-23.924235330000002,0.001,,
852,115,61627,62.48778279622396,12.3,16.98056616101946,531,61634,-24.799701870000003,0.001,,
856,115,61658,60.33372116088867,12.35,19.614972829818726,531,61668,-24.90826797,0.001,,
860,115,61707,60.41471966830167,11.48,20.433865422787875,532,61714,-23.781762280000002,0.001,,
864,115,61735,61.183128356933594,11.41,21.688102177211217,532,61743,-23.67746003,0.001,,
868,116,61769,60.62648391723633,11.41,15.798505677117241,532,61777,-23.911147549999995,0.001,,
872,116,61802,60.696736907958986,11.43,15.57950242360433,532,61810,-24.010171970000002,0.001,,
876,116,61836,60.585652351379395,11.14,18.331187844276428,533,61846,-22.98670981,0.001,,
880,116,61872,60.94173812866211,11.14,21.606750583648683,533,61879,-23.041206560000006,0.001,,
884,116,62895,61.41221046447754,20.66,18.446491479873657,540,62903,-28.881062519999997,0.001,,
888,116,62930,61.6048469543457,20.7,22.732770681381226,540,62938,-28.94539282,0.001,,
892,116,62962,62.30029582977295,20.7,23.93234121799469,541,62970,-28.93818295,0.001,,
896,116,63012,59.92741394042969,20.87,21.36283779144287,541,63019,-28.82304411,0.001,,
900,116,63082,61.57122611999512,20.89,20.16860282421112,542,63090,-28.61086264,0.001,,
904,116,63114,62.74494934082031,20.89,18.636868476867676,542,63122,-28.763147860000004,0.001,,
908,116,63187,61.473812103271484,21.04,20.721520741780598,542,63195,-29.079488720000004,0.001,,
912,116,63221,59.5403938293457,20.71,18.077380816141766,542,63229,-28.417643049999995,0.001,,
916,116,63255,60.504722595214844,20.73,18.10140652126736,543,63263,-28.405536389999998,0.001,,
920,116,63288,61.12547492980957,20.66,17.73853302001953,543,63295,-28.184861820000002,0.001,,
924,116,63370,59.99576377868652,21.2,20.248177664620535,544,63378,-29.42617339000001,0.001,,
928,116,63401,59.27888488769531,20.9,16.77406460898263,544,63409,-28.616875460000003,0.001,,
932,116,64425,61.06939721679687,30.81,19.789375523567198,551,64432,-32.31168098999999,0.001,,
936,116,64457,62.37530288696289,30.8,18.5860387802124,551,64464,-32.185922330000004,0.001,,
940,116,64487,62.97718938191732,31.12,18.976813316345215,552,64532,-32.55231717000001,0.001,,
944,116,64567,61.34993362426758,31.21,18.263636231422424,552,64575,-32.65481044999999,0.001,,
948,116,64600,61.25402145385742,30.31,21.50463189019097,553,64607,-30.852651709999996,0.001,,
952,116,64631,62.43357563018799,30.4,19.07110345363617,553,64674,-30.41556414,0.001,,
956,116,64698,61.052443504333496,30.37,19.169005632400513,553,64705,-30.41443683000001,0.001,,
960,116,64740,60.348713874816895,30.33,19.015371322631836,554,64747,-30.523892430000004,0.001,,
964,116,64808,61.65225534853728,31.41,18.897154087490506,554,64884,-31.84680817,0.001,,
,,64998,61.4605473109654,,21.642824745178224,,65000,,0.001,9.6,-14.450618678331375
968,116,65006,60.89106273651123,32.36,17.46657919883728,556,65013,-33.54360685,0.001,,
972,116,65036,60.89306926727295,32.33,19.873464465141296,556,65043,-33.519461899999996,0.001,,
976,116,65067,61.13460731506348,32.28,20.11395812034607,556,65074,-33.55739,0.001,,
980,116,65100,61.56517562866211,32.29,19.33768410152859,556,65108,-33.558408629999995,0.001,,
984,116,65130,62.56403923034668,22.35,20.93705427646637,557,65138,-27.03114894,0.001,,
988,116,65162,63.424628257751465,22.31,21.816126108169556,557,65169,-26.979740609999993,0.001,,
992,116,65195,62.488492012023926,22.33,19.975205183029175,557,65203,-27.0183244,0.001,,
996,116,65228,60.947025299072266,22.16,20.703288435935974,557,65235,-26.98038759,0.001,,
1000,116,65260,61.066596031188965,21.77,18.360625198909215,557,65267,-26.462608730000003,0.001,,
1004,117,65291,59.829209327697754,21.78,19.51960015296936,558,65300,-26.32800088,0.001,,
1008,117,65327,61.07521152496338,21.39,15.438517146640354,558,65334,-25.995238089999997,0.001,,
1012,117,65370,59.164925003051756,21.48,21.29552116394043,558,65377,-25.838439210000004,0.001,,
1016,117,65401,59.202579498291016,21.61,22.516800335475377,558,65424,-25.967095529999998,0.001,,
1020,117,65477,60.851590156555176,21.9,17.22379144032796,559,65485,-26.183743480000004,0.001,,
1024,117,65510,61.83619918823242,21.4,20.616306728786892,559,65518,-24.97425643,0.001,,
1028,117,65589,60.419036865234375,21.88,24.790146350860596,560,65597,-25.993528769999998,0.001,,
1032,117,65625,58.048909505208336,12.01,25.09989615849086,560,65633,-22.389130820000002,0.001,,
1036,117,65656,61.53722381591797,12.73,22.781902176993235,560,65737,-23.29372798,0.001,,
1040,117,65901,60.83220291137695,13.78,23.999796186174667,562,65910,-24.390784329999995,0.001,,
1044,117,65932,60.717777252197266,13.66,16.33672022819519,562,65941,-24.13097793,0.001,,
1048,117,65967,60.86994857788086,13.69,17.714004230499267,562,65976,-24.050681349999994,0.001,,
1052,117,66010,62.701163821750214,13.46,19.978151851230198,563,66020,-23.738958870000005,0.001,,
1056,117,66043,61.29807376861572,13.56,18.87435758113861,563,66061,-23.771677270000005,0.001,,
1060,117,66087,59.11407279968262,13.47,20.359408140182495,563,66094,-23.697045090000003,0.001,,
1064,117,66129,60.71501445770264,12.53,22.208459615707397,564,66137,-22.54346713,0.001,,
1068,117,66171,63.765902519226074,11.67,19.685357093811035,564,66180,-20.856394680000005,0.001,,
1072,117,66204,59.95746994018555,11.69,24.111579656600952,564,66212,-20.80247637,0.001,,
1076,117,66239,60.80289077758789,11.73,18.96605634689331,564,66247,-20.921124429999995,0.001,,
1080,117,66271,59.31849670410156,11.71,21.887422152927943,564,66279,-20.902144630000002,0.001,,
1084,117,66304,61.62763690948486,11.75,19.395334839820862,565,66313,-20.96340456,0.001,,
1088,117,66336,60.22898197174072,11.76,32.60247564315796,565,66345,-20.993949460000003,0.001,,
1092,117,66398,62.38838882446289,12.03,17.84280914730496,565,66406,-21.114417579999998,0.001,,
1096,117,66458,62.18386535644531,12.31,21.62185697555542,566,66466,-21.48010355,0.001,,
1100,117,66489,60.00167719523112,12.3,18.8930630002703,566,66497,-21.564663859999996,0.001,,
1104,117,66518,62.08742427825928,12.26,23.423487527029856,566,66526,-21.52014517,0.001,,
1108,117,66554,60.15069732666016,12.28,23.954884338378907,567,66562,-21.311326230000006,0.001,,
1112,117,66715,61.325978265292406,13.46,22.872679820959117,568,66723,-23.454947070000003,0.001,,
1116,117,66750,62.02200412750244,13.47,20.201693177223206,568,66771,-23.485744150000002,0.001,,
1120,117,66846,61.533436742322195,13.7,24.271066336796203,569,66855,-24.05684094,0.001,,
1124,117,66910,59.8145089400442,14.01,24.102271958401328,570,66919,-24.2062448,0.001,,
1128,117,66962,60.94272708892822,13.72,23.415098871503556,570,66969,-23.43913611,0.001,,
1132,117,66997,59.36607074737549,13.73,22.06854184468587,570,67006,-23.282120159999998,0.001,,
1136,118,67103,60.745256423950195,23.66,21.685601711273193,573,68103,-38.11098534,0.001,,
1140,117,68213,63.48825168609619,23.11,23.21077859401703,580,68221,-38.57444395,0.001,,
