time/fps,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
126,0.3642312286347151,1181,148036,152,-45.44716441345215,149054,790.7139573400001,0.001,1000.0,,
,0.35438420334458354,,149036,,-45.57426264953613,150000,,0.001,,904.2187811936252,1000.0
125,0.32935613249242307,1215,152036,156,-46.01342779541016,153054,802.49392364,0.001,1000.0,,
,0.3288370640352368,,154036,,-46.43773708343506,155000,,0.001,,927.5183446006849,1000.0
125,0.33372421976923944,1247,156036,160,-46.70881352996826,157054,809.2467058300001,0.001,1000.0,,
,0.2894838641881943,,159036,,-47.33394094848633,160000,,0.001,,928.08163552396,1000.0
125,0.284909446567297,1282,160036,164,-47.567690139770505,161054,825.4312648500002,0.001,1000.0,,
,0.3132916098982096,,164036,,-48.16772905731201,165000,,0.001,,919.4305240906775,1000.0
125,,1316,,168,,165054,834.0503128400001,,1000.0,,
126,0.29050646552443504,1338,168036,172,-48.5649582901001,169054,842.25747546,0.001,1000.0,,
,0.3050452356189489,,169036,,-48.73571241760254,170000,,0.001,,930.1985766850412,1000.0
126,0.3023214743435383,1371,172036,176,-49.212388160705565,173054,849.65037293,0.001,1000.0,,
,0.3385400878638029,,174036,,-49.54404032897949,175000,,0.001,,912.493910487555,1000.0
125,0.3735329459756613,1406,176036,180,-49.82849961090088,177054,853.83181949,0.001,1000.0,,
,0.3749366620033979,,179036,,-50.01585514831543,180000,,0.001,,868.1353862497956,1000.0
125,0.360988910600543,1440,180036,184,-49.934052627563474,181054,855.1890871,0.001,1000.0,,
,0.33773973406851293,,184036,,-50.02692518615723,185000,,0.001,,768.4156723979744,1000.0
125,,1473,,188,,185054,870.8898932200001,,1000.0,,
126,0.3497736402601004,1494,188036,192,-49.973965087890626,189054,875.48128293,0.001,1000.0,,
,0.3537155964821577,,189036,,-49.90182038116455,190000,,0.001,,865.2555399553851,1000.0
126,0.36761845463514325,1528,192036,196,-49.67785411834717,193054,877.8941074499999,0.001,1000.0,,
,0.3456455190330744,,194036,,-49.4919720993042,195000,,0.001,,830.0439052909612,1000.0
126,0.40680154657363893,1562,196036,200,-49.425757125854496,197054,879.9946590300001,0.001,1000.0,,
,0.4021879886686802,,199036,,-49.19183010101318,200000,,0.001,,763.8587185112759,1000.0
125,0.39558996963500975,1596,200036,204,-49.146489036560055,201054,887.4889496999999,0.001,1000.0,,
,0.3570512643903494,,204036,,-49.37725675964356,205000,,0.001,,886.2632248967886,1000.0
125,,1631,,208,,205054,887.00357664,,1000.0,,
126,0.31689928962290287,1654,208036,212,-49.74872509002685,209054,887.7999291199998,0.001,1000.0,,
,0.2958587689474225,,209036,,-49.892935050964354,210000,,0.001,,893.263399604708,1000.0
126,0.31681353445351124,1688,212036,216,-50.01556175994873,213054,888.7794798699999,0.001,1000.0,,
,0.30697751984000204,,214036,,-50.076396522521975,215000,,0.001,,877.39918963667,1000.0
126,0.305976959168911,1719,216036,220,-50.216545692443844,217054,892.8273384700002,0.001,1000.0,,
,0.2875093738734722,,219036,,-50.33666171264648,220000,,0.001,,823.4948382981122,1000.0
126,0.29501690678298476,1752,220036,224,-50.36150595855713,221054,893.86989651,0.001,1000.0,,
,0.2827581220567226,,224036,,-50.61270097351074,225000,,0.001,,728.6611397571862,1000.0
126,,1784,,228,,225054,891.5072278499999,,1000.0,,
126,0.2719200557395816,1807,228036,232,-50.89593032836914,229054,889.4307393299999,0.001,1000.0,,
,0.27647458931803703,,229036,,-51.04001131439209,230000,,0.001,,923.0182737551629,1000.0
126,0.2805606851801276,1841,232036,236,-51.357074417114255,233054,891.0943900299999,0.001,1000.0,,
,0.2675255466252565,,234036,,-51.62518871307373,235000,,0.001,,865.0237603425979,1000.0
126,0.2826086608171463,1872,236036,240,-51.84037435913086,237054,890.51744601,0.001,1000.0,,
,0.27476129709929226,,239036,,-52.46962315368653,240000,,0.001,,917.3978852838278,1000.0
126,0.2912015242055058,1904,240036,244,-52.805526062011715,241054,889.4867601999999,0.001,1000.0,,
,0.347634666800499,,244036,,-54.36263416290283,245000,,0.001,,859.4335742771625,1000.0
126,,1939,,248,,245054,885.0017664900001,,1000.0,,
126,0.41612337893247603,1962,248036,252,-55.159059829711914,249054,884.3618056800001,0.001,1000.0,,
,0.4737025152444839,,249036,,-55.344006385803226,250000,,0.001,,899.5405543275177,1000.0
126,0.4806864634156227,1989,251044,256,-55.92061710357666,252062,873.3243412500001,0.001,990.08,,
,0.6668772831261158,,254044,,-55.65303936767578,255000,,0.001,,255.0040231304709,1000.0
126,0.721434390604496,2022,255044,260,-55.5186944732666,256062,858.1804488599998,0.001,990.08,,
,0.898906632989645,,259044,,-53.57895845031738,260000,,0.001,,655.013442744466,1000.0
126,,2055,,264,,260062,853.2269808,,990.08,,
127,0.8123472928404808,2077,263044,268,-52.28872535705566,264062,843.5550152799999,0.001,990.08,,
,0.7340975411236286,,264044,,-52.222662467956546,265000,,0.001,,-671.2279198764824,1000.0
126,0.7930891450643539,2111,267044,272,-51.287947052001954,268062,803.41355811,0.001,990.08,,
,0.9626587651968003,,269044,,-50.79570942687988,270000,,0.001,,-480.8959378566593,1000.0
126,1.3182643954753877,2143,271044,276,-49.72054402923584,272062,790.66448948,0.001,990.08,,
,1.2653849042057992,,274044,,-48.61021159362793,275000,,0.001,,-91.27039379725174,1000.0
126,1.3487796694636345,2176,275044,280,-48.201144195556644,276062,761.5795269199999,0.001,990.08,,
,1.132964547097683,,279044,,-46.571862045288086,280000,,0.001,,633.3093502249685,1000.0
126,,2211,,284,,280062,712.7999954000001,,990.08,,
127,1.2896445136666297,2233,283044,288,-43.35344538116455,284062,688.4356915100001,0.001,990.08,,
,1.2711693693399428,,284044,,-42.528246223449706,285000,,0.001,,288.9924007681664,1000.0
127,0.957641250103712,2262,287044,292,-41.36839472961426,288062,669.26567389,0.001,990.08,,
,0.8233236170113086,,289044,,-40.80176300048828,290000,,0.001,,363.1036410871893,1000.0
127,0.7106296484470367,2294,291044,296,-39.94775769042969,292062,653.50647819,0.001,990.08,,
,0.6626825988292694,,294044,,-39.777778266906736,295000,,0.001,,681.0764545224607,1000.0
127,0.6724042279720306,2327,295044,300,-39.75352381134033,296062,631.58162454,0.001,990.08,,
,0.46309327048063276,,299044,,-40.0420618057251,300000,,0.001,,914.05040782094,1000.0
127,,2362,,304,,300062,630.3333922500001,,990.08,,
127,0.3676367414295673,2386,303044,308,-41.08618342590332,304062,626.0665182600001,0.001,990.08,,
,0.3262979970872402,,304044,,-41.46687403869629,305000,,0.001,,860.2911061963066,1000.0
127,0.31478147734701634,2419,307044,312,-42.17529438781738,308062,617.39830075,0.001,990.08,,
,0.33717612765729427,,309044,,-42.29597574615479,310000,,0.001,,780.8583208210766,1000.0
127,0.36615007704496383,2453,311044,316,-42.43019317626953,312062,612.97342357,0.001,990.08,,
,0.4611043934673071,,314044,,-42.81232503509521,315000,,0.001,,815.2980785730294,1000.0
127,0.5078809517920018,2487,315044,320,-42.93850943756104,316062,608.3101499300001,0.001,990.08,,
,0.5059209178239107,,319044,,-42.46912110137939,320000,,0.001,,869.914650686644,1000.0
126,,2521,,324,,320062,604.96383488,,990.08,,
127,0.5222035132944584,2544,323044,328,-43.416159553527834,324062,607.86580269,0.001,990.08,,
,0.4536593074351549,,324044,,-43.92677645111084,325000,,0.001,,799.4430988289416,1000.0
127,0.3816288777589798,2578,327044,332,-45.134102226257326,328062,602.6633166900001,0.001,990.08,,
,0.3439520797431469,,329044,,-46.00091003417969,330000,,0.001,,821.9161334460601,1000.0
127,0.2972002600431442,2612,331044,336,-46.79817069244385,332062,601.06585667,0.001,990.08,,
,0.3275643196105957,,334044,,-48.08896691131592,335000,,0.001,,875.8795502069406,1000.0
126,0.3329620732069016,2647,335044,340,-48.39979441070557,336062,597.17781977,0.001,990.08,,
,0.41187446397542954,,339044,,-49.98981828308106,340000,,0.001,,885.4649061892181,1000.0
126,,2680,,344,,340062,597.6116229200001,,990.08,,
127,0.4960052721351385,2703,343044,348,-51.17699810791016,344062,600.1030878500001,0.001,990.08,,
,0.5169720880687236,,344044,,-51.44475442504883,345000,,0.001,,890.6319502055645,1000.0
127,0.5872863820791244,2736,347044,352,-52.041410751342774,348062,598.6111343099998,0.001,990.08,,
,0.6139366728961467,,349044,,-52.17157234954834,350000,,0.001,,826.9204180708155,1000.0
127,0.6471963146328926,2769,351044,356,-52.67130445098877,352062,606.9511404699999,0.001,1000.0,,
,0.6947169050425291,,354044,,-53.0217193069458,355000,,0.001,,807.2242443948984,1000.0
127,0.7475541975349188,2801,355044,360,-53.15088954925537,356062,622.1239910300001,0.001,1000.0,,
,0.8202479800879955,,359044,,-53.35427606201172,360000,,0.001,,714.5235654145479,1000.0
127,,2833,,364,,360062,620.8772270699999,,1000.0,,
127,1.0332778713554145,2855,363044,368,-52.9041660232544,364062,622.68372877,0.001,1000.0,,
,1.1008327735066414,,364044,,-53.28422692108154,365000,,0.001,,-506.47471880838276,1000.0
127,1.7846402178704739,2889,367044,372,-53.67807349395752,368062,655.02628974,0.001,1000.0,,
,2.4459755175113678,,369044,,-53.7705707321167,370000,,0.001,,453.45899989260363,908.8
127,2.8520356019735336,2918,371044,376,-53.316174278259275,372062,589.56009587,0.001,1000.0,,
,4.197761780858039,,374044,,-51.134878120422364,375000,,0.001,,-2716.014635437727,1000.0
127,4.262754044055939,2951,375044,380,-50.015862159729004,376062,468.8083143800002,0.001,1000.0,,
,3.1118143111467362,,379044,,-52.2936456451416,380000,,0.001,,-1137.2875520303846,904.5
127,,2984,,384,,380062,424.49588514999994,,1000.0,,
127,2.344744002223015,3007,383044,388,-47.59791273498535,384062,389.5674536100001,0.001,1000.0,,
,2.004673915787747,,384329,,-45.47350265610386,385000,,0.001,,-543.1542716524506,934.7
127,1.7539228715896606,3036,386329,392,-43.96676399993896,387347,374.82858924,0.001,992.85,,
,1.5442287381887436,,389329,,-42.4381410446167,390000,,0.001,,248.20712430063867,1000.0
127,1.357944626480341,3070,390329,396,-42.46341511535645,391347,379.3720441700001,0.001,992.85,,
,1.1721540426015853,,394329,,-40.632344184875485,395000,,0.001,,354.55779571241294,1000.0
127,,3103,,400,,395347,377.0489216300001,,992.85,,
127,0.9809791682362556,3125,398329,404,-38.11531147003174,399347,368.3542563900001,0.001,992.85,,
,1.0292661707997321,,399329,,-37.7919603805542,400000,,0.001,,423.80209106989207,1000.0
127,1.3882006579041481,3158,402329,408,-36.527566360473635,403347,362.25468767,0.001,992.85,,
,1.0366100259423257,,404329,,-36.21200048828125,405000,,0.001,,413.42715099360794,1000.0
127,0.9916911101937294,3192,406329,412,-36.47514221191406,407347,364.17675145,0.001,992.85,,
,0.8769821999073029,,409329,,-37.38414567565918,410000,,0.001,,549.2740280186757,1000.0
127,0.8198767812252045,3225,410329,416,-37.63146423339844,411347,367.51749936,0.001,992.85,,
,0.6973164359033108,,414329,,-38.136376762390135,415000,,0.001,,897.0685405056923,1000.0
127,,3259,,420,,415347,369.79287086999994,,992.85,,
127,0.6514548563659192,3282,418329,424,-39.246697998046876,419347,367.80417371999994,0.001,992.85,,
,0.615165554612875,,419329,,-39.51069835662842,420000,,0.001,,704.2767364578729,1000.0
127,0.5972442712187767,3316,422329,428,-40.04576834869385,423347,365.00910113,0.001,992.85,,
,0.6235167107284069,,424329,,-40.21528729248047,425000,,0.001,,232.62520130467018,1000.0
127,0.6079950938224793,3351,426329,432,-40.29211078643799,427347,354.87446030000007,0.001,992.85,,
,0.5652646295130253,,429329,,-40.587631172180174,430000,,0.001,,824.1716803349555,1000.0
127,0.6027723253071308,3383,430329,436,-40.491498847961424,431347,350.53328943,0.001,992.85,,
,0.5167890439778566,,434329,,-40.89237037658691,435000,,0.001,,858.0778875510325,1000.0
127,,3416,,440,,435347,352.46765318000007,,992.85,,
127,0.4162943058907986,3439,438329,444,-42.52724284362793,439347,350.85072411999994,0.001,992.85,,
,0.39247648561000825,,439329,,-42.822577331542966,440000,,0.001,,881.2811221307144,1000.0
127,0.3737287398427725,3472,442329,448,-43.929701705932615,443347,351.27585138999996,0.001,992.85,,
,0.36316421285271644,,444329,,-44.56820301055908,445000,,0.001,,819.0297133281285,1000.0
127,0.3362385207414627,3505,446329,452,-45.233901374816895,447347,352.38151654999996,0.001,992.85,,
,0.3259174670726061,,449329,,-46.32775495910644,450000,,0.001,,854.6137161925435,1000.0
127,0.3336162135303021,3539,450329,456,-46.66156219482422,451347,354.34763703,0.001,992.85,,
,0.3044453205242753,,454329,,-47.93614297485352,455000,,0.001,,866.3624437049032,1000.0
127,,3572,,460,,455347,352.44483643,,992.85,,
127,0.3025042721182108,3595,458329,464,-49.208839767456055,459347,356.94087893000005,0.001,992.85,,
,0.328116936519742,,459329,,-49.43374993133545,460000,,0.001,,736.6875345975161,1000.0
127,0.3465442783087492,3629,462329,468,-50.14362925720215,463347,356.00522601999995,0.001,992.85,,
,0.3558691856265068,,464329,,-50.41786640930176,465000,,0.001,,896.0052959164605,1000.0
127,0.3851914241462946,3664,466329,472,-50.444113487243655,467347,361.7544592,0.001,992.85,,
,0.43466294625401497,,469329,,-50.177342071533204,470000,,0.001,,666.1857366430573,935.3
127,0.4578064121156931,3696,470329,476,-49.93588984680176,471347,412.60468546000004,0.001,992.85,,
,0.509677670225501,,474329,,-49.62683568572998,475000,,0.001,,852.5412560952827,1000.0
127,,3729,,480,,475347,557.2578323299999,,992.85,,
127,0.7315710216164589,3752,478329,484,-49.24476120758057,479347,648.16342111,0.001,992.85,,
,0.7986792975962163,,479329,,-49.12563581085205,480000,,0.001,,884.8617018073797,1000.0
127,0.9127030349373817,3786,482329,488,-48.536696952819824,483347,707.0277164299998,0.001,992.85,,
,1.054548127502203,,484329,,-48.258592681884764,485000,,0.001,,755.0496083827223,1000.0
127,0.8146176009774208,3819,486329,492,-47.928542015075685,487347,740.0173470799999,0.001,1000.0,,
,0.615639048025012,,489329,,-47.257406143188476,490000,,0.001,,800.2122169353067,1000.0
127,0.6266667050123215,3855,490329,496,-47.209215606689455,491347,747.82676906,0.001,1000.0,,
,0.553004205301404,,494329,,-47.42755344390869,495000,,0.001,,830.9215034009889,1000.0
127,,3887,,500,,495347,767.39179975,,1000.0,,
127,0.5327887191027403,3909,498329,504,-47.269773239135745,499347,775.2918287600002,0.001,1000.0,,
,0.5580594557523727,,499329,,-47.11338918304443,500000,,0.001,,489.6832033899336,1000.0
127,0.64930644723773,3942,502329,508,-46.00518295288086,503347,772.23660197,0.001,1000.0,,
,0.6197007276266814,,504329,,-45.84977322387695,505000,,0.001,,841.3028476905077,1000.0
127,0.6897902317941189,3975,506329,512,-45.79504354095459,507347,767.0941993499999,0.001,1000.0,,
,0.6961427268981933,,509329,,-45.70347706604004,510000,,0.001,,545.950808613142,1000.0
127,0.7243176330029965,4008,510329,516,-45.75575885772705,511347,765.6593597200001,0.001,1000.0,,
,0.844415196120739,,514329,,-46.50335762023926,515000,,0.001,,809.8724738433957,1000.0
127,,4042,,520,,515347,761.4349304100001,,1000.0,,
127,0.9418164077699185,4064,518329,524,-46.54914959716797,519347,761.3480436799999,0.001,1000.0,,
,0.9358723506033421,,519329,,-46.987922172546384,520000,,0.001,,803.1339475631714,1000.0
127,0.8249241885244847,4098,522329,528,-47.57135129547119,523347,763.5765852400001,0.001,1000.0,,
,0.769473835349083,,524329,,-47.51054447937012,525000,,0.001,,881.7176145911217,1000.0
127,0.7288426720052957,4132,526329,532,-47.280311195373535,527347,778.7216195600001,0.001,1000.0,,
,0.7565994671583176,,529329,,-47.41956223297119,530000,,0.001,,520.911946965009,1000.0
127,0.8051121660470962,4165,530329,536,-47.299044342041014,531347,778.95437448,0.001,1000.0,,
,0.9981625958681106,,534329,,-46.22932152557373,535000,,0.001,,717.1616711428389,1000.0
127,,4197,,540,,535347,775.6977820500001,,1000.0,,
127,0.9002249100208283,4219,538329,544,-46.06893196105957,539347,772.28875857,0.001,1000.0,,
,0.8945913651287556,,539329,,-46.17953228759766,540000,,0.001,,845.1792072422802,1000.0
127,0.8788048333227635,4251,542329,548,-46.4914160079956,543347,772.2003186799999,0.001,1000.0,,
,0.866365237236023,,544329,,-46.722333084106445,545000,,0.001,,775.58479454685,1000.0
127,0.8305857040286064,4285,546329,552,-46.52837701416016,547347,772.3185049499999,0.001,1000.0,,
,0.7967049147486687,,549329,,-46.73514027404785,550000,,0.001,,856.8985855024308,1000.0
127,0.7848726972043514,4317,550329,556,-46.9593762588501,551347,768.727921,0.001,1000.0,,
,0.778099173039198,,554329,,-47.24745858001709,555000,,0.001,,725.8425078954548,1000.0
127,,4350,,560,,555347,763.0458795900001,,1000.0,,
127,0.8885039503574371,4373,558329,564,-46.06362662506103,559347,758.0649088099998,0.001,1000.0,,
,1.050810691177845,,559329,,-45.67210210418701,560000,,0.001,,791.0882900863886,1000.0
127,1.392700753211975,4406,562329,568,-44.07245829772949,563347,758.5109427799999,0.001,1000.0,,
,1.7396104286313057,,564329,,-43.57460266876221,565000,,0.001,,608.9247157946229,1000.0
127,2.0003025001883508,4439,566329,572,-43.11025690460205,567347,747.7387125500001,0.001,1000.0,,
,2.4992639499902727,,569329,,-41.901610221862796,570000,,0.001,,549.9275447693711,1000.0
127,2.5484858248233797,4472,570329,576,-41.55534078216553,571347,760.8161682600002,0.001,1000.0,,
127,4.122107081890106,4492,573847,580,-40.76388005828857,574865,730.00747241,0.001,995.18,,
,3.931451431155205,,574847,,-40.24172617340088,575000,,0.001,,564.9655680397525,1000.0
127,3.0722018358707426,4525,577847,584,-38.5363777923584,578865,715.7694968900001,0.001,995.18,,
,3.4623438346385957,,579847,,-36.506531776428226,580000,,0.001,,502.68387356903986,1000.0
127,3.289392767071724,4559,581847,588,-35.28230107116699,582865,706.3063196100001,0.001,995.18,,
,3.911123333692551,,584847,,-30.995781677246093,585000,,0.001,,-3.1958910046843814,900.9
127,3.792619794011116,4591,585847,592,-28.888681156158448,586865,669.7315101,0.001,995.18,,
127,2.815618126332259,4609,588966,596,-25.209985160827635,589984,624.0279923600001,0.001,986.37,,
,2.7976033169031145,,589966,,-24.982100379943848,590000,,0.001,,-242.5717485302128,905.9
127,2.6858950077295303,4640,592966,600,-24.11072689437866,593098,596.18358394,0.001,977.51,,
,3.0875533534288406,,594178,,-25.245998641967773,595000,,0.001,,263.60404666207035,1000.0
127,3.136887608289719,4664,595178,604,-26.50219030380249,596196,558.54287703,0.001,968.49,,
,3.5641133818626405,,599178,,-33.85610976409912,600000,,0.001,,91.88190426521177,1000.0
127,,4697,,608,,600196,546.49983136,,968.49,,
127,6.217532727956772,4720,603178,612,-38.812721870422365,604196,503.66824083,0.001,968.49,,
,6.455343089342117,,604178,,-37.441887878417965,605000,,0.001,,-885.3191469928249,506.1
128,7.842758359909058,4747,607178,616,-41.21927951812744,608196,423.66977829,0.001,968.49,,
,6.583552968502045,,609178,,-44.11554786682129,610000,,0.001,,-564.4343752916204,900.8
128,5.9530033692121505,4779,611178,620,-45.99894654083252,612196,353.84069698999997,0.001,968.49,,
,5.474301465352377,,614193,,-51.712063380650115,615000,,0.001,,-435.17307130994743,1000.0
127,,4807,,624,,615211,285.25717453,,958.64,,
128,6.037216805458069,4824,617235,628,-57.24279176330566,618253,225.01158968,0.001,949.06,,
,5.978498487114907,,619529,,-58.08573915100098,620000,,0.001,,-603.7765167231904,1000.0
127,,4848,,632,,620547,200.83359348,,932.0,,
128,4.388870734214783,4870,623529,636,-55.70491505432129,624547,145.65283714999995,0.001,932.0,,
,4.111887961864471,,624529,,-55.0729757232666,625000,,0.001,,24.650772044342013,1000.0
128,3.168683042049408,4900,627529,640,-53.00452419281006,628547,109.99138737999998,0.001,932.0,,
,2.915984378218651,,629529,,-51.73481043243408,630000,,0.001,,-161.14642213552435,739.6
128,2.691618614912033,4929,631529,644,-51.041666961669925,632547,70.46134950999998,0.001,932.0,,
,2.699403417348862,,634634,,-49.218133773803714,635000,,0.001,,-466.44534718748184,902.3
128,,4957,,648,,635652,21.520808419999984,,923.05,,
128,2.4600166779756547,4979,638634,652,-45.34884259796143,639652,-9.63731177000001,0.001,923.05,,
,2.510132369067934,,639706,,-44.63502820332845,640000,,0.001,,-412.6756705508218,805.6
128,2.213037619590759,5004,641706,656,-43.84727969360352,641823,-32.626639360000006,0.001,904.76,,
,2.1263079797029496,,644805,,-42.21582341766357,645000,,0.001,,-356.1851659937853,1000.0
128,,5034,,660,,645823,-90.88296240000001,,904.76,,
128,2.007728747308254,5057,648805,664,-39.88316527557373,649823,-131.25407715,0.001,904.76,,
,2.168927714943886,,649805,,-38.89061602783203,650000,,0.001,,-43.016807763185355,813.3
128,2.857043531179428,5087,652805,668,-35.75058383178711,653823,-181.43174534,0.001,904.76,,
,3.072965917110443,,654805,,-33.37792890930176,655000,,0.001,,-50.20651456734604,1000.0
128,3.4199538902044297,5120,656805,672,-32.69828688430786,657823,-230.87318791999994,0.001,904.76,,
,3.3094393379834233,,659854,,-30.15995491027832,660000,,0.001,,-51.637169881374575,803.3
128,,5145,,676,,660872,-252.87282994,,895.25,,
128,3.3898465790748595,5168,663854,680,-28.488707336425783,664872,-249.69664016000002,0.001,900.07,,
,3.609556373715401,,664854,,-28.071572483062745,665000,,0.001,,361.4259038162883,1000.0
128,3.9825540392398833,5201,667854,684,-26.773369197845458,668872,-310.25627904,0.001,900.07,,
,4.052636342048645,,669854,,-25.779552925109865,670000,,0.001,,-869.6082490426604,1000.0
