time/episodes,time/fps,train/n_updates,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4904,122,96444,27.611193466186524,9.07,4.8275466495090065,788,96495,-6.00412153,0.001,,
4908,122,96479,32.22253370285034,9.09,5.094139046139187,788,96530,-5.9377232399999995,0.001,,
4912,122,96516,31.01168212890625,9.11,5.85874425040351,789,96568,-6.071133480000002,0.001,,
4916,122,96550,27.055718421936035,9.11,5.682985365390778,789,96601,-6.03200907,0.001,,
4920,122,96582,29.12300205230713,9.08,5.656209379434586,789,96633,-6.193108949999999,0.001,,
4924,122,96616,28.716882705688477,9.07,5.243126213550568,789,96668,-6.169559099999999,0.001,,
4928,122,96655,29.00113754272461,9.13,6.9965660095214846,790,96708,-5.92054216,0.001,,
4932,122,96691,31.18700933456421,9.14,5.559266090393066,790,96744,-6.0061283,0.001,,
4936,122,96728,29.132859802246095,9.14,5.928565131293403,790,96780,-5.963652129999999,0.001,,
4940,122,96765,29.354016304016113,9.16,4.872522354125977,791,96817,-5.76899898,0.001,,
4944,122,96824,29.771474361419678,9.44,5.423812091350555,791,96878,-5.934901549999999,0.001,,
4948,122,96859,30.281754970550537,9.42,6.133848071098328,791,96911,-6.012858100000001,0.001,,
4952,122,96894,28.4736065864563,9.42,5.941201567649841,791,96946,-6.0780929100000005,0.001,,
4956,122,96928,28.34406614303589,9.41,5.9710617661476135,792,96980,-6.05201945,0.001,,
4960,122,96965,28.43368625640869,9.41,5.138411574893528,792,97017,-6.248016660000001,0.001,,
4964,122,96999,29.18944215774536,9.02,5.137510895729065,792,97051,-6.061390820000001,0.001,,
4968,122,97033,27.285842895507812,9.02,6.664527999030219,793,97085,-6.09677627,0.001,,
4972,122,97069,30.011499404907227,9.02,7.071211920844184,793,97120,-6.11319057,0.001,,
4976,122,97104,30.88971290588379,9.02,6.303120560116238,793,97156,-6.10624873,0.001,,
4980,122,97138,30.457057571411134,9.04,8.225041680865818,793,97190,-6.107746810000001,0.001,,
4984,122,97173,29.374160766601562,9.03,6.154633786943224,794,97225,-6.139244219999999,0.001,,
4988,122,97211,30.307586669921875,9.08,6.295900774002075,794,97263,-6.008615709999999,0.001,,
4992,122,97247,31.590339183807373,9.09,6.188583821058273,794,97298,-5.9867805800000005,0.001,,
4996,122,97282,30.697196197509765,9.09,5.485875023735894,794,97333,-5.9773447,0.001,,
5000,122,97317,31.06812572479248,9.08,5.884255886077881,795,97368,-6.044830910000001,0.001,,
5004,122,97350,30.014217853546143,9.07,5.369230687618256,795,97402,-6.073435609999999,0.001,,
5008,122,97384,29.78281898498535,9.05,5.333752261267768,795,97435,-6.064493479999999,0.001,,
5012,122,97418,29.70439567565918,9.02,5.367904875013563,795,97470,-6.065445619999999,0.001,,
5016,122,97454,32.092340087890626,9.04,5.956074078877767,796,97505,-6.091106759999999,0.001,,
5020,122,97487,27.561838626861572,9.05,6.2067018085055885,796,97538,-6.025022689999999,0.001,,
5024,122,97520,30.464245796203613,9.04,5.981251806020737,796,97572,-6.051541249999998,0.001,,
5028,122,97553,28.676242351531982,8.97,5.417496204376221,796,97605,-6.172352259999999,0.001,,
5032,122,97588,32.20771446228027,8.95,5.910701274871826,797,97639,-6.087798739999999,0.001,,
5036,122,97620,28.55502700805664,8.92,5.102864563465118,797,97672,-6.158456140000001,0.001,,
5040,122,97656,28.99452476501465,8.9,6.112414730919732,797,97707,-6.2309133800000005,0.001,,
5044,122,97692,30.851926422119142,8.65,6.356487645043267,797,97743,-5.880790209999999,0.001,,
5048,122,97725,30.782260417938232,8.65,5.16001969575882,798,97776,-5.83478772,0.001,,
5052,122,97759,30.476870346069337,8.64,6.001488494873047,798,97810,-5.807747259999998,0.001,,
5056,122,97791,29.933526515960693,8.62,5.079279065132141,798,97842,-5.88811974,0.001,,
5060,122,97827,30.315293312072754,8.62,6.1672743161519366,798,97879,-5.76324739,0.001,,
5064,122,97862,30.06435432434082,8.62,5.211836338043213,799,97913,-5.874064970000001,0.001,,
5068,122,97894,28.028447151184082,8.6,5.341401189565659,799,97945,-5.833816840000001,0.001,,
5072,122,97927,27.034249305725098,8.59,5.333207488059998,799,97979,-5.703660780000002,0.001,,
5076,122,97963,30.544485092163086,8.6,6.562541855706109,799,98016,-5.605001100000001,0.001,,
5080,122,97998,28.67549247741699,8.6,5.309735006756252,800,98050,-5.587300629999999,0.001,,
5084,122,98032,29.3276008605957,8.58,5.153910795847575,800,98083,-5.670227120000001,0.001,,
5088,122,98066,29.855368041992186,8.55,5.703252951304118,800,98118,-5.7266312699999995,0.001,,
5092,122,98099,32.16594648361206,8.52,4.853935122489929,800,98150,-5.81184535,0.001,,
5096,122,98133,27.196726322174072,8.52,5.57678297162056,801,98185,-5.777166240000001,0.001,,
5100,122,98167,29.207003593444824,8.5,6.559162080287933,801,98218,-5.74783818,0.001,,
5104,122,98200,31.096403503417967,8.5,5.135078165266249,801,98252,-5.700818860000001,0.001,,
5108,122,98236,30.928515911102295,8.55,5.752372324466705,801,98290,-5.7573200400000015,0.001,,
5112,122,98273,30.587364196777344,8.55,5.512314796447754,802,98325,-5.739094490000001,0.001,,
5116,122,98309,31.55710334777832,8.57,5.5268182277679445,802,98362,-5.655114029999998,0.001,,
5120,122,98345,27.529995918273926,8.6,5.447323232889175,802,98398,-5.64996531,0.001,,
5124,123,98380,27.483761310577393,18.51,6.8312548995018005,804,99423,-10.826247310000001,0.001,,
5128,122,99408,31.091022109985353,18.55,5.3279060363769535,810,99460,-10.928163859999998,0.001,,
5132,122,99444,29.944985961914064,18.56,5.547675609588623,810,99495,-10.847397189999999,0.001,,
5136,122,99478,28.86042594909668,18.58,6.288801934983995,810,99530,-10.913995300000002,0.001,,
5140,122,99511,29.565621852874756,18.55,5.510253608226776,811,99562,-11.05837634,0.001,,
,,99529,29.547391510009767,,5.735231256484985,,100000,,0.001,9.0,-2.895539256930351
5144,122,100539,27.450118637084962,28.47,5.372594738006592,818,100590,-14.86806803,0.001,,
5148,122,100573,31.913763523101807,28.5,6.454853534698486,819,100626,-14.773364529999997,0.001,,
5152,122,100609,29.711886882781982,28.53,5.018215894699097,819,100663,-14.66038469,0.001,,
5156,122,100648,30.76475715637207,28.58,6.200990941789415,819,100700,-14.466931379999998,0.001,,
5160,122,100687,31.714079666137696,28.6,6.410701578313654,820,100739,-14.50725195,0.001,,
5164,122,100723,30.25967311859131,28.62,4.895308017730713,820,100775,-14.472931270000002,0.001,,
5168,122,100760,32.00142135620117,28.66,4.944362057579888,820,100811,-14.39287039,0.001,,
5172,122,100794,30.437928199768066,28.66,5.804932713508606,820,100845,-14.44933214,0.001,,
5176,122,100829,29.596697998046874,28.65,5.218463468551636,821,100881,-14.59187799,0.001,,
5180,122,100916,30.83527717590332,29.19,6.6808474858601885,821,100969,-14.937851019999998,0.001,,
5184,122,100952,29.857479572296143,29.21,6.313967227935791,822,101004,-14.87909572,0.001,,
5188,122,100991,32.17856025695801,29.24,6.198222255706787,822,101042,-14.759525759999997,0.001,,
5192,122,101026,30.881558227539063,29.28,5.773651308483547,822,101078,-14.63148143,0.001,,
5196,122,101060,30.058556079864502,29.27,4.901870667934418,822,101112,-14.650715169999996,0.001,,
5200,122,101096,29.410125732421875,29.31,5.455227792263031,823,101149,-14.638644660000002,0.001,,
5204,122,101133,28.684915161132814,29.33,5.257072949409485,823,101185,-14.61539525,0.001,,
5208,122,101169,30.497997283935547,29.31,5.326677693261041,823,101221,-14.607792820000002,0.001,,
5212,122,101206,32.529791259765624,29.34,5.537423504723443,823,101259,-14.388907119999999,0.001,,
5216,122,101249,30.11471519470215,29.39,5.258932995796203,824,101301,-14.201077600000001,0.001,,
5220,122,101284,29.559354305267334,29.37,5.3779826164245605,824,101335,-14.2156168,0.001,,
5224,122,101319,32.91256618499756,19.49,5.504666010538737,824,101372,-8.90915398,0.001,,
5228,122,101356,28.02982940673828,19.47,6.552201747894287,825,101407,-8.821830069999999,0.001,,
5232,122,101392,30.742301177978515,19.48,4.755452023612128,825,101443,-8.92133381,0.001,,
5236,122,101428,28.697120666503906,19.5,4.811951589584351,825,101480,-8.886956399999999,0.001,,
5240,122,101463,30.33375310897827,19.55,5.329140981038411,825,101517,-8.70897292,0.001,,
5244,122,101500,28.09254379272461,9.62,5.233742290072971,826,101552,-4.929781869999999,0.001,,
5248,122,101537,29.532321453094482,9.63,5.2758256859249535,826,101589,-4.99617688,0.001,,
5252,122,101572,30.1616641998291,9.61,5.694892454147339,826,101624,-5.06050481,0.001,,
5256,122,101607,32.20133247375488,9.68,5.736444473266602,826,101668,-5.01708451,0.001,,
5260,122,101654,32.308427047729495,9.69,5.5167535781860355,827,101708,-4.98332495,0.001,,
5264,122,101692,33.295078659057616,9.7,5.492544756995307,827,101745,-4.89971782,0.001,,
5268,122,101731,32.67001838684082,9.72,6.098576198924672,827,101783,-4.97398622,0.001,,
5272,122,101767,29.976080894470215,9.74,5.933866447872585,828,101819,-4.897712750000001,0.001,,
5276,122,101816,29.720927715301514,9.86,5.175945789917655,828,101867,-4.86168238,0.001,,
5280,122,101851,27.75501775741577,9.35,5.59348103735182,828,101904,-4.44678136,0.001,,
5284,122,101887,28.562528610229492,9.35,5.198238637712267,828,101939,-4.416207889999999,0.001,,
5288,122,101922,30.7276668548584,9.32,5.383595705032349,829,101974,-4.458754780000001,0.001,,
5292,122,101959,28.6832218170166,9.33,8.23397328636863,829,102011,-4.49844254,0.001,,
5296,122,101994,29.609108924865723,9.33,5.605590224266052,829,102045,-4.52742808,0.001,,
5300,122,102030,27.797917938232423,9.33,5.9968315124511715,830,102082,-4.5541256400000005,0.001,,
5304,122,102065,28.43744468688965,9.32,5.9501166343688965,830,102117,-4.59760278,0.001,,
5308,122,102101,33.70113658905029,9.32,5.22381055355072,830,102153,-4.5035792400000005,0.001,,
5312,122,102141,27.793482780456543,9.34,5.64104249742296,830,102193,-4.516191580000001,0.001,,
5316,122,102179,26.350355625152588,9.3,5.329555541276932,831,102231,-4.690350380000001,0.001,,
5320,122,102215,29.603710174560547,9.31,5.179731554455227,831,102266,-4.70500666,0.001,,
5324,123,102251,30.841660976409912,9.3,5.17266047000885,831,102302,-4.848776089999999,0.001,,
5328,123,102286,31.057624340057373,9.31,6.162419557571411,831,102338,-4.805307099999999,0.001,,
5332,123,102324,31.207157135009766,9.33,5.780157009760539,832,102376,-4.653283739999999,0.001,,
5336,123,102401,28.923990020751955,9.73,6.3714911031723025,832,102453,-5.436118820000001,0.001,,
5340,123,102434,31.68575429916382,9.68,5.8844897747039795,833,102485,-5.57908731,0.001,,
5344,123,102469,32.35491943359375,9.69,5.959063482284546,833,102521,-5.642136410000001,0.001,,
5348,123,102506,30.33534812927246,9.68,5.166935530575839,833,102557,-5.701926360000001,0.001,,
5352,123,102539,29.920779705047607,9.67,5.550208038753933,834,102591,-5.744144180000001,0.001,,
5356,123,102574,29.66827917098999,9.6,4.80380517244339,834,102628,-5.939019830000002,0.001,,
5360,123,102611,29.054409503936768,9.56,5.346397578716278,834,102664,-5.954327120000001,0.001,,
5364,123,102652,28.328490893046062,9.6,4.960146123712713,834,102705,-5.95243969,0.001,,
5368,123,102688,30.49106330871582,9.57,4.9363765001296995,835,102740,-5.84506757,0.001,,
5372,123,102728,29.30614725748698,9.61,5.501595323736018,835,102780,-5.84074355,0.001,,
5376,123,102761,26.598392009735107,9.45,5.527800500392914,835,102812,-5.85375768,0.001,,
5380,123,102797,29.63897132873535,9.47,5.004318594932556,836,102851,-5.8038086899999985,0.001,,
5384,123,102838,30.170453707377117,9.5,5.7556942502657575,836,102889,-5.87430178,0.001,,
5388,123,102871,25.800841808319092,9.49,7.034598350524902,836,102923,-5.96717211,0.001,,
5392,123,102907,30.0840744972229,9.47,6.2254767417907715,836,102958,-5.9455288400000015,0.001,,
5396,123,102965,28.215984344482422,9.71,7.1563998858133955,837,103016,-6.228574160000002,0.001,,
5400,123,103000,28.016712188720703,9.69,5.111634254455566,837,103051,-6.193200019999999,0.001,,
5404,123,103036,29.20968532562256,9.7,6.494128912687302,837,103087,-6.09526841,0.001,,
5408,123,103072,29.642123540242512,9.71,5.290828314694491,838,103124,-6.103000359999999,0.001,,
5412,123,103109,27.883498191833496,9.67,5.212885856628418,838,103160,-6.234620660000001,0.001,,
5416,123,103144,27.77315616607666,9.65,6.140604078769684,838,103196,-6.228282280000001,0.001,,
5420,123,103179,28.370152950286865,9.64,5.760191652509901,838,103230,-6.180498200000001,0.001,,
5424,123,103214,30.380051612854004,9.63,6.153216242790222,839,103265,-6.08035858,0.001,,
5428,123,104241,29.36400079727173,19.56,5.5705659124586315,846,104294,-12.34360902,0.001,,
5432,123,104278,28.663930130004882,19.54,5.508114761776394,846,104330,-12.50315927,0.001,,
5436,123,104313,29.130982875823975,19.11,5.960711777210236,847,104364,-11.735303810000003,0.001,,
5440,123,104346,32.203302001953126,19.13,5.425437397427029,847,104398,-11.66696457,0.001,,
5444,123,104381,31.813587188720703,19.12,6.076255440711975,847,104433,-11.64778203,0.001,,
5448,123,104418,28.413827896118164,19.13,4.902060190836589,848,104470,-11.49694637,0.001,,
5452,123,104453,29.44941997528076,19.14,6.4077911376953125,848,104505,-11.378195250000001,0.001,,
5456,123,104490,30.201101779937744,19.14,6.250664055347443,848,104542,-11.232545029999999,0.001,,
5460,123,104546,29.441338348388673,19.35,7.019558376736111,848,104599,-11.38113276,0.001,,
5464,123,104582,29.557154178619385,19.28,5.7198702692985535,849,104633,-11.50272049,0.001,,
5468,123,104616,30.58304634094238,19.27,5.284248934851752,849,104667,-11.498890839999996,0.001,,
5472,123,104651,28.48231029510498,19.23,5.263116730584039,849,104703,-11.54380316,0.001,,
5476,123,104687,30.710001945495605,19.28,6.646952569484711,850,104740,-11.387045129999999,0.001,,
5480,123,104723,29.00538158416748,19.23,5.87984424829483,850,104774,-11.407092290000001,0.001,,
5484,123,104757,29.266326427459717,19.21,5.389267497592503,850,104810,-11.338689200000001,0.001,,
5488,123,104792,29.221994400024414,19.2,5.691141784191132,850,104843,-11.20738994,0.001,,
5492,123,104827,28.778232097625732,19.21,10.102671464284262,851,104879,-11.2576045,0.001,,
5496,123,104863,27.84553623199463,18.99,5.803472220897675,851,104915,-10.88982436,0.001,,
5500,123,104899,31.589849948883057,19.0,6.600761201646593,851,104951,-10.827151610000001,0.001,,
5504,123,104935,30.785642623901367,19.0,5.98906774520874,851,104987,-10.696718310000001,0.001,,
,,104953,29.561336994171143,,5.9549845059712725,,105000,,0.001,108.2,55.39550988478586
5508,123,105963,30.47646614456177,28.91,6.348146248579026,860,106015,-22.552570089999996,0.001,,
5512,123,106013,30.395606994628906,29.04,5.42901415295071,861,106064,-22.617795020000003,0.001,,
5516,123,106049,27.521477508544923,29.05,6.441757011413574,861,106101,-22.644157040000003,0.001,,
5520,123,106083,30.376652240753174,29.06,6.249653339385986,861,106136,-22.62098184,0.001,,
5524,123,106122,30.29360160827637,29.09,6.322193574905396,862,106174,-22.629845980000006,0.001,,
5528,123,106157,29.879279136657715,19.15,6.770606875419617,862,106209,-16.39430662,0.001,,
5532,123,106192,30.711546897888184,19.13,6.18320095539093,862,106243,-16.32975337,0.001,,
5536,123,106226,29.86317138671875,19.14,6.603371010886298,862,106278,-16.19671695,0.001,,
5540,123,106262,26.74886474609375,19.15,6.139323472976685,863,106313,-16.13339911,0.001,,
5544,123,106295,32.164783000946045,19.13,6.256907754474216,863,106346,-16.178038509999997,0.001,,
5548,123,106328,29.979289531707764,19.09,8.808007776737213,863,106379,-16.3109646,0.001,,
5552,123,106365,30.336122035980225,19.12,6.983802855014801,863,106417,-16.38469107,0.001,,
5556,123,106401,31.51704635620117,19.12,7.05957407951355,864,106454,-16.4002167,0.001,,
5560,123,106452,31.468896706899006,19.05,7.056537711102029,864,106504,-16.73826891,0.001,,
5564,124,107480,30.618444442749023,38.9,7.073280705346002,873,108523,-26.364337920000004,0.001,,
5568,123,108508,31.532650756835938,39.12,5.540456083085802,879,108579,-26.7734798,0.001,,
5572,123,108564,30.30975456237793,39.15,5.922317955229017,879,108618,-26.66751155,0.001,,
5576,123,108602,30.075801849365234,39.14,6.182223320007324,880,108654,-26.713911989999996,0.001,,
5580,123,108638,28.66984510421753,39.17,5.163843095302582,880,108691,-26.764322019999998,0.001,,
5584,123,108674,29.49027328491211,39.16,5.879335350460476,880,108726,-26.76244706,0.001,,
5588,123,108712,33.54900614420573,39.22,6.128746899691495,880,108765,-26.62633478,0.001,,
5592,123,108749,32.011685848236084,39.21,7.407624668545193,881,108800,-26.642435830000004,0.001,,
5596,123,108783,30.448617458343506,39.2,6.187489191691081,881,108835,-26.674902340000003,0.001,,
5600,123,108819,32.2418888092041,39.2,7.411449575424195,881,108871,-26.775019739999998,0.001,,
5604,123,108853,30.88055419921875,39.18,6.005653083324432,881,108905,-26.930450899999997,0.001,,
5608,123,108891,32.712618350982666,29.28,7.053544150458442,882,108943,-14.998319500000001,0.001,,
5612,123,108925,32.73954772949219,29.12,5.61142799589369,882,108976,-14.978556970000001,0.001,,
5616,123,108961,30.692355728149415,29.13,7.026462121443315,882,109014,-15.076073190000002,0.001,,
5620,123,108997,33.04248762130737,29.14,5.933443758222792,883,109050,-15.026169260000001,0.001,,
5624,123,109034,30.775483703613283,29.13,6.734968927171495,883,109087,-14.99535682,0.001,,
5628,123,109071,29.174668312072754,29.15,6.582071304321289,883,109124,-14.87867045,0.001,,
5632,123,109108,30.904599380493163,29.16,7.120812680986193,883,109159,-14.90694968,0.001,,
5636,123,109144,33.35628938674927,29.18,5.958315670490265,884,109196,-15.056885999999997,0.001,,
5640,123,109182,30.987661361694336,29.21,5.759408897823757,884,109234,-14.974095940000002,0.001,,
5644,123,109217,29.676634788513184,29.23,6.927994251251221,884,109269,-14.80698054,0.001,,
5648,123,109254,31.940235137939453,29.27,6.500990343093872,884,109306,-14.653874319999998,0.001,,
5652,123,109289,31.17371129989624,29.24,5.450900660620795,885,109341,-14.573716699999995,0.001,,
5656,123,109325,34.175179958343506,29.23,7.657103167639838,885,109377,-14.64788052,0.001,,
5660,123,109359,27.964722156524658,29.06,6.310652434825897,885,109410,-14.174938490000002,0.001,,
5664,123,109393,31.80310297012329,9.23,6.003660890791151,885,109446,-4.48628264,0.001,,
5668,123,109430,34.57178726196289,9.02,6.584282769097222,886,109481,-4.11713422,0.001,,
5672,123,109464,30.194058990478517,8.98,7.712732028961182,886,109516,-4.25293298,0.001,,
5676,123,109499,33.38196516036987,8.97,6.565027713775635,886,109551,-4.211237730000001,0.001,,
5680,123,109537,29.571157932281494,8.97,5.530738830566406,887,109588,-4.1133769000000004,0.001,,
5684,123,109571,31.517440795898438,8.97,6.1058717833624945,887,109623,-4.21171681,0.001,,
5688,123,109607,31.261672973632812,8.96,6.474322107103136,887,109661,-4.274844440000001,0.001,,
5692,123,109645,30.213609218597412,8.98,6.895738363265991,887,109698,-4.09734108,0.001,,
5696,123,109683,30.593859100341795,9.02,5.981342601776123,888,109737,-4.0878505899999995,0.001,,
5700,123,109723,32.36114692687988,9.04,7.628501680162218,888,109775,-3.9810579099999996,0.001,,
5704,123,109762,29.839470291137694,9.09,5.519913244247436,888,109814,-3.9250939999999996,0.001,,
5708,123,109798,33.81968269348145,9.07,7.663093196021186,889,109850,-3.92706232,0.001,,
5712,123,109836,30.36210403442383,9.12,6.858886623382569,889,109888,-3.72442439,0.001,,
5716,123,109872,30.8930233001709,9.11,6.936732482910156,889,109925,-3.6504530900000005,0.001,,
5720,123,109909,32.89136266708374,9.11,6.56232887506485,889,109961,-3.69787783,0.001,,
5724,123,109947,31.9834246635437,9.11,5.474817064073351,890,109998,-3.735367539999999,0.001,,
,,109955,31.451777458190918,,8.126451015472412,,110000,,0.001,8.8,-3.3697438433766367
5728,123,109979,27.692386627197266,9.06,6.679016411304474,890,110030,-3.89034665,0.001,,
5732,123,110016,29.63256950378418,9.08,5.815566062927246,890,110067,-3.803923699999999,0.001,,
5736,123,110053,31.07421350479126,9.08,6.405932797325982,891,110104,-3.6759650899999996,0.001,,
5740,123,110089,27.05217695236206,9.08,6.656481530931261,891,110142,-3.68774589,0.001,,
5744,123,110127,31.50897216796875,9.1,6.413838651445177,891,110179,-3.74201448,0.001,,
5748,123,110164,28.400740814208984,9.09,6.425879192352295,892,110215,-3.8747115499999993,0.001,,
5752,123,110200,32.475911712646486,9.13,6.727936601638794,892,110254,-3.93987664,0.001,,
5756,123,110237,31.556093215942383,9.12,7.1155699491500854,892,110289,-3.9457821300000004,0.001,,
5760,123,110273,28.134170055389404,9.15,5.513484636942546,892,110325,-3.9354277800000004,0.001,,
5764,123,110309,27.79139232635498,9.15,6.344789478513929,893,110361,-3.9665554699999994,0.001,,
5768,123,110345,31.282594203948975,9.15,5.759303675757514,893,110396,-3.8680005400000006,0.001,,
5772,123,110380,32.38749122619629,9.16,6.150544802347819,893,110432,-3.8052226699999996,0.001,,
5776,123,110417,29.941715240478516,9.18,6.042588975694445,894,110469,-3.8623423100000003,0.001,,
5780,123,110453,30.06522512435913,9.17,6.510097079806858,894,110505,-3.8585567599999995,0.001,,
5784,123,110490,30.68058490753174,9.19,7.0220747590065,894,110542,-3.6954616099999997,0.001,,
5788,123,110527,31.094025135040283,9.18,6.740989791022407,894,110579,-3.8452234499999998,0.001,,
5792,123,110562,30.495337677001952,9.16,6.339415126376682,895,110614,-3.9195095099999997,0.001,,
5796,123,110598,33.680884552001956,9.12,5.9764430787828235,895,110649,-3.9467435999999996,0.001,,
5800,123,110632,32.6787166595459,9.09,6.2836734354496,895,110684,-3.9185858599999994,0.001,,
5804,123,110666,29.259944438934326,9.03,6.499694883823395,895,110717,-4.033221339999999,0.001,,
5808,123,110700,30.03830051422119,9.01,6.060231626033783,896,110751,-4.0808608600000005,0.001,,
5812,123,110737,30.781572341918945,9.01,6.527358293533325,896,110789,-4.116483140000001,0.001,,
5816,123,110773,32.47861576080322,9.0,6.298136532306671,896,110825,-4.090239820000001,0.001,,
5820,123,110810,30.894207382202147,9.02,6.612111250559489,897,110863,-4.09319339,0.001,,
5824,123,110847,31.88011407852173,9.0,6.224789559841156,897,110898,-4.04716909,0.001,,
5828,123,110884,32.85132675170898,9.06,5.503966649373372,897,110936,-3.9227329599999994,0.001,,
5832,123,110919,30.162259578704834,9.04,8.321533203125,897,110971,-3.97411837,0.001,,
5836,123,110954,29.86737632751465,9.02,7.20828898747762,898,111006,-3.9665939299999997,0.001,,
5840,123,110992,33.286079788208006,9.02,6.851962831285265,898,111044,-3.95190417,0.001,,
5844,123,111029,30.555857181549072,9.01,5.774972975254059,898,111080,-3.9646395800000005,0.001,,
5848,123,111066,29.85844306945801,9.03,6.823356437683105,899,111118,-3.83214927,0.001,,
5852,123,111104,29.606468200683594,9.02,7.004159397549099,899,111156,-3.7038485899999993,0.001,,
5856,123,111144,28.81033166249593,9.08,6.367635596882213,899,111197,-3.7139954299999998,0.001,,
5860,123,112172,34.69380493164063,19.0,7.0968936284383135,907,112225,-14.9667412,0.001,,
5864,123,112208,31.766993045806885,18.99,7.0615140199661255,907,112260,-14.88268613,0.001,,
5868,123,112244,34.69256258010864,18.99,7.503282964229584,907,112295,-14.931713669999999,0.001,,
5872,123,112280,32.574432373046875,19.0,6.4809734582901,908,112332,-15.022787370000001,0.001,,
5876,123,112316,32.68221931457519,19.0,8.072659121619331,908,112369,-15.12643724,0.001,,
5880,123,112353,29.45727825164795,18.99,7.9269630908966064,908,112404,-15.19340714,0.001,,
5884,123,112386,31.784497261047363,18.96,8.281879603862762,908,112438,-15.220361400000002,0.001,,
5888,123,112421,34.1531777381897,18.95,6.751426484849718,909,112474,-15.14019004,0.001,,
5892,123,113448,31.810202011108398,28.86,6.737094463348389,916,113500,-21.69847023,0.001,,
5896,123,113487,32.15940602620443,28.91,5.682688156763713,916,113540,-21.503392160000004,0.001,,
5900,123,113524,32.146009063720705,28.92,6.205342027876112,917,113576,-21.54115851,0.001,,
5904,123,113563,29.821927547454834,28.99,5.530250814225939,917,113616,-21.506486789999993,0.001,,
5908,123,113602,32.126819928487144,29.02,5.860025544961293,917,113653,-21.52072981,0.001,,
5912,123,113636,34.12112655639648,28.99,15.99149258931478,918,113688,-21.589087159999995,0.001,,
5916,123,113722,32.33486328125,29.48,7.644448598225911,918,113773,-21.59112403,0.001,,
5920,123,113774,30.619303512573243,29.63,7.84199800491333,919,113826,-21.551265179999994,0.001,,
5924,123,113810,32.03164367675781,29.65,6.281400150722927,919,113863,-21.48431239,0.001,,
5928,123,113847,32.587401390075684,29.63,5.590996026992798,919,113899,-21.50727744,0.001,,
5932,123,113884,34.004648208618164,29.65,6.274525377485487,919,113936,-21.45828933,0.001,,
5936,123,113921,31.64733600616455,29.67,6.912094980478287,920,113973,-21.45752567,0.001,,
5940,123,113959,29.690295028686524,29.67,6.339736604690552,920,114011,-21.529978689999997,0.001,,
5944,123,113994,30.225531005859374,29.66,6.770373715294732,920,114046,-21.533409230000004,0.001,,
5948,123,114030,31.462850189208986,29.64,6.497827900780572,921,114082,-21.616392720000004,0.001,,
5952,123,114066,34.99491806030274,29.65,6.438341776529948,921,114121,-21.682771030000005,0.001,,
5956,123,114186,31.673422622680665,30.41,7.2904474470350475,922,114238,-22.73903783,0.001,,
5960,123,114223,33.01433610916138,20.5,5.678445206748115,922,114275,-11.50317138,0.001,,
5964,123,114258,30.928375244140625,20.5,8.041036446889242,922,114310,-11.541005809999996,0.001,,
5968,123,114299,31.57050323486328,20.56,6.578931278652615,923,114351,-11.52873233,0.001,,
5972,123,114334,34.40526275634765,20.54,6.68708291053772,923,114386,-11.407068059999999,0.001,,
5976,123,114372,31.252914047241212,20.55,5.704146766662598,923,114424,-11.25919126,0.001,,
5980,123,114410,30.40145835876465,20.58,7.974724822574192,923,114462,-11.34874516,0.001,,
5984,123,114445,28.26115846633911,20.61,6.641422390937805,924,114499,-11.35952595,0.001,,
5988,123,114482,34.492763900756835,20.61,6.351476139492458,924,114535,-11.52485506,0.001,,
5992,123,114521,31.4913631439209,10.74,7.81642746925354,924,114574,-4.87448844,0.001,,
5996,123,114558,34.009112167358396,10.7,6.806050221125285,924,114610,-5.00633874,0.001,,
6000,123,114595,32.90859127044678,10.7,6.0136111577351885,925,114646,-5.05077573,0.001,,
6004,123,114630,32.41513633728027,10.66,7.436301602257623,925,114682,-5.10489213,0.001,,
6008,123,114666,31.86305351257324,10.66,6.083364804585774,925,114719,-5.10246365,0.001,,
6012,123,114702,34.97849225997925,10.66,6.901990175247192,926,114754,-5.228780579999999,0.001,,
6016,123,114739,32.3042495727539,10.18,6.192332863807678,926,114791,-5.338014250000001,0.001,,
6020,123,114776,31.17181053161621,10.03,7.099640369415283,926,114829,-5.382884640000002,0.001,,
6024,123,114812,33.6410774230957,10.02,7.091173754798041,926,114865,-5.60330279,0.001,,
6028,123,114850,31.478622436523438,10.03,8.030058002471923,927,114902,-5.54925958,0.001,,
6032,123,114889,30.918950271606445,10.04,6.499959897994995,927,114940,-5.573928060000001,0.001,,
6036,123,114924,32.65024261474609,10.03,6.451158428192139,927,114976,-5.6076460500000005,0.001,,
,,114949,32.04381513595581,,7.537454426288605,,115000,,0.001,9.0,-3.0598226726055144
6040,123,114959,32.12552604675293,10.0,6.217932319641113,928,115011,-5.636803750000001,0.001,,
6044,123,114994,31.758996963500977,9.99,7.104171574115753,928,115045,-5.57540629,0.001,,
6048,123,115028,31.06067991256714,9.99,6.50899350643158,928,115081,-5.5619441300000005,0.001,,
6052,123,115070,31.68296012878418,10.01,6.202692031860352,928,115122,-5.452876060000001,0.001,,
6056,123,115108,30.094794082641602,9.22,7.510898113250732,929,115160,-4.2822526299999994,0.001,,
