time/episodes,train/n_updates,train/learning_rate,train/critic_loss,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,time/fps,time/total_timesteps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,1979548,0.001,16.120883253097535,,,-263.21134939575194,,1980000,,3377.188432725263,1000.0
2052,1982548,0.001,13.866608177185059,18789,959.39,-263.6381903381348,105,1983548,3231.512717050001,,
,1984548,0.001,13.823871071338653,,,-263.7054645690918,,1985000,,3370.5416694756364,1000.0
2056,1986548,0.001,13.19268172955513,18823,960.7,-263.4872402648926,105,1987548,3238.10323566,,
,1989548,0.001,16.28083935236931,,,-263.89704095458984,,1990000,,3107.848482761532,908.7
2060,1990548,0.001,13.154608283281327,18859,960.7,-263.9060467529297,105,1991548,3242.9981466900003,,
,1994548,0.001,17.401500572681428,,,-264.04524597167966,,1995000,,3092.8516867168246,925.3
2064,,,,18892,967.07,,105,1995548,3264.6152163899997,,
2068,1998548,0.001,15.470215693235398,18915,967.07,-264.8110831604004,105,1999548,3266.9913884300004,,
,1999548,0.001,13.886198541641235,,,-264.627926361084,,2000000,,3408.1964349354616,1000.0
