time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_ep_length,train/std,eval/mean_reward,train/entropy_loss,train/approx_kl,train/clip_range,train/loss
178176,551,87,251.19,800.9856490499999,322,,,,,,,,,,,,,
180000,,,,,,0.9828407689929008,870,0.0003,-0.009358854501624592,0.10966796875,58.10001791715622,491.7,0.7386190295219421,1619.4530958414077,-3.336366529017687,0.008719722,0.2,14.497745513916016
180224,563,88,245.58,782.9416632699998,319,,,,,,,,,,,,,
182272,567,89,250.3,795.08823171,321,0.9806926045566797,880,0.0003,-0.009338058781577275,0.11064453125,65.17591988146305,,0.7321693301200867,,-3.31342101842165,0.009471474,0.2,25.07858657836914
182500,,,,,,0.9768727775663137,890,0.0003,-0.006019263275084086,0.1009765625,87.17948489189148,500.05,0.7306153178215027,1626.6754236400127,-3.2989929355680943,0.009134826,0.2,28.542280197143555
184320,579,90,243.39,777.31088392,317,,,,,,,,,,,,,
185000,,,,,,0.9848807491362095,900,0.0003,-0.00672508520365227,0.1087890625,44.85830686092377,884.5,0.7256352305412292,2618.9808542311193,-3.2835749864578245,0.011029646,0.2,13.880208969116211
186368,597,91,248.97,793.46343288,312,,,,,,,,,,,,,
187500,,,,,,0.9394085593521595,910,0.0003,-0.006091025262139738,0.133447265625,178.66321472525595,663.1,0.7232580184936523,2117.764480358362,-3.268858639895916,0.010712328,0.2,283.83770751953125
188416,611,92,250.69,800.1671894700002,308,,,,,,,,,,,,,
190000,,,,,,0.9905714662745595,920,0.0003,-0.0047263980406569315,0.101611328125,22.76492496728897,663.65,0.7215932607650757,2151.095496845245,-3.2571873389184476,0.010861551,0.2,8.720701217651367
190464,625,93,252.65,808.65249836,304,,,,,,,,,,,,,
192500,,,,,,0.9943107515573502,930,0.0003,-0.011407639778917655,0.16630859375,17.011862836778164,521.3,0.7195727229118347,1699.1766440093518,-3.2530117303133013,0.015234159,0.2,8.385032653808594
192512,637,94,254.49,817.10302201,301,,,,,,,,,,,,,
194560,641,95,254.13,816.4001929499999,303,0.9950491427443922,940,0.0003,-0.004688894578430336,0.156103515625,10.920270602405072,,0.7198399305343628,,-3.2449201315641405,0.012843295,0.2,5.62956428527832
195000,,,,,,0.9817460924386978,950,0.0003,-0.005281667871167883,0.09755859375,52.78380383551121,843.3,0.7153131365776062,2526.803115874529,-3.2400961071252823,0.008260736,0.2,9.402604103088379
196608,658,96,254.65,817.0808064,298,,,,,,,,,,,,,
197500,,,,,,0.9901519920676947,960,0.0003,-0.007711906137410551,0.109912109375,19.438615328073503,902.45,0.7123979330062866,2614.110597395897,-3.2182279765605926,0.008400279,0.2,11.872872352600098
198656,677,97,254.48,816.66651863,293,,,,,,,,,,,,,
200000,,,,,,0.9476257674396038,970,0.0003,-0.00905932528548874,0.12177734375,222.33886019289494,911.75,0.7110913991928101,2565.0054920732973,-3.20684532597661,0.008732788,0.2,43.08861541748047
200704,695,98,253.02,813.07831966,288,,,,,,,,,,,,,
202500,,,,,,0.9924660166725516,980,0.0003,-0.007724831835366786,0.160546875,21.441449928283692,970.9,0.7083083391189575,2539.077796292305,-3.2029380924999713,0.013332272,0.2,9.957796096801758
202752,715,99,256.04,822.2393248799999,283,,,,,,,,,,,,,
204800,719,100,261.51,837.9949805399999,284,0.9912967421114445,990,0.0003,-0.007122775167226791,0.114599609375,25.648304945230485,,0.7110037207603455,,-3.1984305642545223,0.009504666,0.2,9.654664039611816
205000,,,,,,0.9148100465536118,1000,0.0003,-0.0061251602615811866,0.1267578125,318.9702757060528,799.85,0.7135484218597412,2254.18300281167,-3.2060885302722455,0.011572292,0.2,156.1971435546875
206848,736,101,269.9,862.7419257900001,280,,,,,,,,,,,,,
207500,,,,,,0.9872326776385307,1010,0.0003,-0.0066736314096488055,0.144140625,16.31032320857048,640.65,0.7018343806266785,1942.286299264431,-3.184758471697569,0.013034387,0.2,4.137239456176758
208896,751,102,283.63,907.0626867899998,278,,,,,,,,,,,,,
210000,,,,,,0.993891017511487,1020,0.0003,-0.010284335320466197,0.13046875,17.669878748059272,410.3,0.7050368189811707,1285.5308909714222,-3.1697971493005754,0.010046653,0.2,5.829261779785156
210944,761,103,281.86,903.82814033,276,,,,,,,,,,,,,
212500,,,,,,0.9927781731821597,1030,0.0003,-0.006715492828516289,0.110546875,23.699079072475435,324.75,0.6964601278305054,1072.846717840433,-3.151196339726448,0.010617656,0.2,8.622611999511719
212992,770,104,288.49,926.3187607,276,,,,,,,,,,,,,
215000,,,,,,0.9940149676986039,1040,0.0003,-0.0073022559779929,0.13681640625,17.95964551717043,364.3,0.6943675875663757,1206.456678122282,-3.126438695937395,0.013107095,0.2,4.128494739532471
215040,780,105,286.04,920.7208535800002,275,,,,,,,,,,,,,
217088,784,106,289.34,932.61485998,276,0.9951397310942411,1050,0.0003,-0.009693595369753893,0.15947265625,18.578047516942025,,0.6941266059875488,,-3.125574876368046,0.012477666,0.2,11.507284164428711
217500,,,,,,0.993311648722738,1060,0.0003,-0.010097078722901642,0.125927734375,23.826648902893066,580.4,0.6910116076469421,1809.0275647401809,-3.115187671035528,0.014616748,0.2,7.744935512542725
219136,798,107,289.28,927.87631408,274,,,,,,,,,,,,,
220000,,,,,,0.9238887950778008,1070,0.0003,-0.007129641142091714,0.091357421875,302.2035729408264,478.15,0.6951417922973633,1537.7557194709777,-3.1141374208033086,0.008115219,0.2,259.05633544921875
221184,810,108,291.05,933.8253292400001,273,,,,,,,,,,,,,
222500,,,,,,0.988949435763061,1080,0.0003,-0.0050319949339609595,0.16494140625,16.66086832433939,551.85,0.6970803141593933,1768.7673296868802,-3.122421836107969,0.014276225,0.2,4.515209197998047
223232,823,109,303.57,969.43742876,271,,,,,,,,,,,,,
225000,,,,,,0.9828414469957352,1090,0.0003,-0.006745576480170712,0.110302734375,52.145664411783216,719.6,0.6947411298751831,2182.5504599034784,-3.1234581395983696,0.008454852,0.2,26.264957427978516
225280,838,110,314.79,1002.7808582099999,268,,,,,,,,,,,,,
