time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
788136,116,54.92,6757,6236,55.31552580999999,,,,,,
789261,116,65.18,6767,6240,68.36153413999999,1057.738514906468,0.001,1.193197607030079,788973,,
789596,116,67.51,6769,6244,71.33237709000001,1007.8810036399148,0.001,5.219893022228709,789275,,
790000,,,,,,948.1969371122473,0.001,8.225060722407173,789567,978.0137659667992,951.35
790686,116,77.46,6792,6248,81.74167503,1050.9440137329102,0.001,9.62441706790775,790567,,
790915,116,78.82,6793,6252,85.12523694,1039.093858753551,0.001,5.723074587328093,790768,,
791124,116,79.97,6794,6256,88.02796442,1065.3616391695464,0.001,5.4875358784428006,790980,,
791327,116,81.02,6795,6260,90.78752770999999,996.1873345008263,0.001,10.527349517895626,791187,,
791524,116,82.0,6796,6264,93.36925724999998,1125.069599609375,0.001,9.146485978364945,791386,,
791712,116,82.91,6798,6268,95.76100243,1059.8557102369225,0.001,13.119079229948314,791572,,
791895,116,83.72,6799,6272,97.99889061000002,993.062430826823,0.001,11.07307300784371,791757,,
792084,116,84.61,6800,6276,100.39353234999999,868.162073135376,0.001,3.74919407752653,791948,,
792266,116,85.38,6801,6280,102.59383514999998,919.7709528605143,0.001,1.000515801211198,792132,,
792446,116,86.15,6802,6284,104.75411108999997,988.6714377889828,0.001,1.2971867279460032,792315,,
792500,,,,,,972.955810546875,0.001,1.40020027562328,792401,67.56765097379684,40.45
792614,116,86.84,6803,6288,106.6910137,1022.0756253974382,0.001,4.480012162165209,792484,,
792774,116,87.42,6804,6292,108.41888786000001,903.4798115575036,0.001,1.2654763947833667,792642,,
792931,116,88.01,6805,6296,110.1387598,923.7938673231337,0.001,-2.8267113036579556,792802,,
793104,116,88.78,6806,6300,112.15738212000001,1096.575911748977,0.001,-4.584586617137704,792970,,
793275,116,89.55,6807,6304,114.19280198999999,908.9143012152778,0.001,2.5228023010751475,793146,,
793438,116,90.24,6808,6308,116.01895382,778.6999252319335,0.001,-4.896277070045471,793305,,
793611,116,91.0,6809,6312,117.98174889000002,811.8514879014757,0.001,-4.565095497214275,793472,,
793764,116,91.57,6810,6316,119.63140047999997,969.5803254780017,0.001,-5.159776874278721,793634,,
793932,116,89.69,6811,6320,118.39412477999998,984.8709838867187,0.001,-5.457329411804676,793799,,
794086,116,90.21,6812,6324,120.04818289,741.9478687959559,0.001,-10.333534547073,793955,,
794249,116,90.77,6812,6328,121.79169690999997,788.568040546618,0.001,-9.2172700700007,794115,,
794420,116,81.68,6813,6332,113.86783139,941.2560082412348,0.001,-10.06810313463211,794287,,
794550,116,64.14,6814,6336,95.1659887,852.6446472167969,0.001,-7.787407469749451,794420,,
794669,116,54.08,6815,6340,82.86196807999998,894.596906389509,0.001,-13.139019792730158,794560,,
794807,116,52.11,6815,6344,80.81018855999999,776.5718688964844,0.001,-23.248222192128498,794697,,
794899,116,42.13,6816,6348,70.45458950999999,917.1929244995117,0.001,-12.047920227050781,794788,,
795000,,,,,,687.8212144639757,0.001,-10.710536960098478,794900,20.619594730902463,23.85
795044,116,41.29,6817,6352,68.09112901999998,,,,,,
795087,116,39.63,6817,6356,64.52409509,816.6592620849609,0.001,-20.70082883834839,794986,,
795129,116,38.02,6818,6360,61.14155421,864.2289400967685,0.001,-27.70991325378418,795029,,
795169,116,36.45,6818,6364,57.87526864999999,865.0013156467014,0.001,-16.249668025970458,795066,,
795207,116,34.95,6818,6368,54.816297289999994,705.6820556640625,0.001,-10.970220375061036,795108,,
795246,116,33.51,6818,6372,51.906225379999995,681.3197715065696,0.001,-22.556328201293944,795145,,
795291,116,32.07,6818,6376,48.827533100000004,794.7285743126503,0.001,-18.049788883754186,795190,,
795337,116,30.71,6819,6380,45.89455416,1142.853739420573,0.001,-21.258690039316814,795234,,
795383,116,29.37,6819,6384,43.00179535000001,810.736073811849,0.001,-24.65966860453288,795280,,
795429,116,28.15,6819,6388,40.362465050000004,791.0594380696615,0.001,-18.21258060137431,795327,,
795473,116,26.99,6819,6392,37.87160449,815.2909712357955,0.001,-29.190800666809082,795372,,
795516,116,25.85,6820,6396,35.403569219999994,795.8416359641335,0.001,-22.480795288085936,795413,,
795563,116,24.59,6820,6400,32.667617699999994,765.9091135660807,0.001,-27.694286505381267,795460,,
795609,116,23.34,6820,6404,29.954012699999993,843.0918301669034,0.001,-24.518101533253986,795506,,
795649,116,22.11,6820,6408,27.39844671,981.6221584743923,0.001,-20.091879272460936,795548,,
795693,116,20.82,6821,6412,24.72427238,801.3193130493164,0.001,-29.55746415257454,795592,,
795740,116,19.76,6821,6416,22.372505630000006,787.912341778095,0.001,-19.253960450490315,795637,,
795787,116,18.55,6821,6420,19.71157242,851.5111974080404,0.001,-24.179213364919026,795685,,
795830,116,17.44,6822,6424,17.35382253,1199.5132057883523,0.001,-16.762980270385743,795729,,
795869,116,16.2,6822,6428,14.767321219999996,790.8671142578125,0.001,-20.423090553283693,795767,,
795910,116,14.9,6822,6432,12.010332040000002,820.1946131388346,0.001,-20.626209656397503,795808,,
795958,116,14.08,6822,6436,10.29464428,940.7704162597656,0.001,-18.433361609776814,795855,,
796001,116,13.32,6823,6440,8.86859243,1082.1648986816406,0.001,-35.760335540771486,795899,,
796045,116,12.38,6823,6444,7.245980459999999,702.0446721857244,0.001,-22.957143624623615,795944,,
796085,116,11.86,6823,6448,6.49136322,638.394100189209,0.001,-42.17574596405029,795982,,
796128,116,10.84,6823,6452,4.84029461,596.4220445421007,0.001,-29.624252319335938,796025,,
796168,116,10.81,6824,6456,4.87076523,677.4053314208984,0.001,-24.50702247619629,796066,,
796204,116,10.75,6824,6460,4.857372080000001,789.8002430308949,0.001,-25.193028259277344,796105,,
796247,116,10.78,6824,6464,4.860020519999999,602.9134826660156,0.001,-30.290781021118164,796147,,
796289,116,10.82,6824,6468,4.886891739999999,682.2168156550481,0.001,-22.310302019119263,796187,,
796328,116,10.82,6824,6472,4.878426000000001,1133.2702664462004,0.001,-23.4716495513916,796227,,
796368,116,10.77,6825,6476,4.87283609,894.2906392415365,0.001,-25.0097017288208,796268,,
796404,116,10.67,6825,6480,4.8656789,726.8918762207031,0.001,-29.08722496032715,796305,,
796443,116,10.6,6825,6484,4.835739650000001,750.2669949001736,0.001,-18.02807056903839,796342,,
796485,116,10.56,6825,6488,4.8195565700000005,790.5166931152344,0.001,-24.007065693537395,796385,,
796525,116,10.52,6826,6492,4.79918039,777.121826171875,0.001,-30.015752029418945,796424,,
796560,116,10.44,6826,6496,4.793383309999999,670.6068318684896,0.001,-30.330203914642333,796460,,
796599,116,10.36,6826,6500,4.75242107,656.786055131392,0.001,-30.573423767089842,796499,,
796639,116,10.3,6826,6504,4.74980377,790.7923694957386,0.001,-21.643460114796955,796540,,
796676,116,10.27,6826,6508,4.78579844,645.1715901692709,0.001,-28.670804500579834,796577,,
796714,116,10.21,6827,6512,4.786961010000001,855.5523749457466,0.001,-28.016602039337158,796613,,
796749,116,10.09,6827,6516,4.763156100000001,728.8411560058594,0.001,-27.693137407302856,796647,,
796800,116,10.13,6827,6520,4.82068519,784.9758131239149,0.001,-22.177201138602364,796698,,
796843,116,10.13,6827,6524,4.83427885,861.9681030273438,0.001,-24.22629566192627,796741,,
796887,116,10.18,6828,6528,4.87335964,568.6413352272727,0.001,-28.397547086079914,796784,,
796931,116,10.21,6828,6532,4.87926375,656.8428217569987,0.001,-26.857600847880047,796828,,
796975,116,10.17,6828,6536,4.84850562,987.4153849283854,0.001,-19.597261905670166,796875,,
797013,116,10.12,6828,6540,4.81625902,820.0043334960938,0.001,-24.470227400461834,796914,,
797051,116,10.06,6828,6544,4.772176750000001,736.2616238064236,0.001,-27.072453022003174,796949,,
797088,116,10.03,6829,6548,4.7616514,614.84375,0.001,-30.008581161499023,796989,,
797128,116,10.0,6829,6552,4.78839191,546.6090812683105,0.001,-32.431551933288574,797026,,
797172,116,10.04,6829,6556,4.787437779999999,698.1502768776634,0.001,-31.299938774108888,797069,,
797214,116,10.1,6829,6560,4.82082125,709.1903472900391,0.001,-24.936658477783205,797113,,
797250,116,10.03,6830,6564,4.815055189999999,780.4384422302246,0.001,-44.46820640563965,797151,,
797288,116,9.99,6830,6568,4.812432579999999,722.9431423611111,0.001,-24.35869550704956,797187,,
797329,116,10.01,6830,6572,4.8170773,789.233039855957,0.001,-24.220330953598022,797228,,
797376,116,10.08,6830,6576,4.85334535,892.2563730875651,0.001,-33.365594228108726,797273,,
797416,116,10.12,6830,6580,4.85181669,922.9386155870226,0.001,-28.23249206542969,797314,,
797464,116,10.21,6831,6584,4.8762063300000005,606.4054082234701,0.001,-32.277465184529625,797364,,
797500,,,,,,774.560019753196,0.001,-32.15242671966553,797404,5.934648436238058,11.05
797506,116,10.21,6831,6588,4.91781907,,,,,,
797551,116,10.26,6831,6592,4.9631671,620.1615988991477,0.001,-33.117798233032225,797449,,
797598,116,10.38,6832,6596,4.97924667,903.5535736083984,0.001,-28.460214296976726,797495,,
797640,116,10.41,6832,6600,5.0144666099999995,729.3252639770508,0.001,-31.901760578155518,797538,,
797687,116,10.48,6832,6604,5.02998607,654.4659229625355,0.001,-26.252672115961712,797584,,
797732,116,10.56,6833,6608,5.063168950000001,779.420155843099,0.001,-29.8944574991862,797631,,
797775,116,10.61,6833,6612,5.101407879999999,719.245730082194,0.001,-29.193544387817383,797675,,
797822,116,10.73,6833,6616,5.14061371,574.2318725585938,0.001,-25.61534254891532,797719,,
797865,116,10.65,6833,6620,5.082640369999999,656.2207412719727,0.001,-32.95887470245361,797762,,
797908,116,10.65,6834,6624,5.0939201800000005,653.0030323375355,0.001,-26.046966234842937,797808,,
797953,116,10.66,6834,6628,5.130634970000001,701.4941184303977,0.001,-30.90990416208903,797850,,
797999,116,10.68,6834,6632,5.1730481699999995,825.8358790079752,0.001,-32.28129005432129,797896,,
798038,116,10.63,6834,6636,5.171073940000001,666.9200981987847,0.001,-26.603541564941406,797938,,
798082,116,10.69,6835,6640,5.191541669999999,797.1113891601562,0.001,-36.16738090515137,797980,,
798124,116,10.73,6835,6644,5.23485711,833.7591756184896,0.001,-35.408523082733154,798021,,
798164,116,10.76,6835,6648,5.258193559999999,682.5874938964844,0.001,-25.579513359069825,798061,,
798210,116,10.82,6835,6652,5.2726263,669.2058532714843,0.001,-28.52963523864746,798107,,
798259,116,10.87,6836,6656,5.31214879,1073.4678955078125,0.001,-26.242870330810547,798155,,
798305,116,10.91,6836,6660,5.33117031,756.4416453043619,0.001,-40.165892601013184,798202,,
798353,116,11.03,6836,6664,5.37875744,717.5060185023716,0.001,-35.90472575596401,798251,,
798405,116,11.17,6836,6668,5.43237239,652.0769465519832,0.001,-33.267129625592915,798302,,
798457,116,11.28,6837,6672,5.520762869999998,726.7326700846354,0.001,-36.511234283447266,798354,,
798502,116,11.26,6837,6676,5.5294607099999995,791.4331130981445,0.001,-22.37426694234212,798401,,
798545,116,11.29,6837,6680,5.56838411,703.4740936279297,0.001,-31.996134948730468,798443,,
798593,116,11.29,6838,6684,5.6085920300000005,807.33347429548,0.001,-29.686601638793945,798492,,
798638,116,11.32,6838,6688,5.61145537,915.6082611083984,0.001,-25.654870986938477,798535,,
798692,116,11.41,6838,6692,5.689802599999999,1094.7036777072483,0.001,-34.513919300503204,798590,,
798744,116,11.46,6838,6696,5.750527390000001,871.5559488932291,0.001,-26.27986494700114,798642,,
798787,116,11.47,6839,6700,5.77437589,843.3696716308593,0.001,-21.95246238708496,798685,,
798832,116,11.45,6839,6704,5.81195773,888.9749943659856,0.001,-32.95965576171875,798730,,
798873,116,11.41,6839,6708,5.813106499999999,736.1016751802885,0.001,-33.780248959859215,798773,,
798907,116,11.32,6839,6712,5.789601050000001,640.7589619954427,0.001,-32.160861015319824,798807,,
798946,116,11.24,6840,6716,5.786904570000001,680.7946166992188,0.001,-32.67945442199707,798844,,
798980,116,11.15,6840,6720,5.776391509999999,954.7877943250868,0.001,-33.7682523727417,798881,,
799017,116,11.09,6840,6724,5.74011431,660.0653347439236,0.001,-29.01826572418213,798917,,
799056,116,11.03,6840,6728,5.6685292600000015,799.9076510342685,0.001,-25.502133941650392,798955,,
799092,116,10.93,6840,6732,5.648635789999999,731.9139472113716,0.001,-32.27385759353638,798993,,
799126,116,10.88,6841,6736,5.634682649999999,1429.4133682250977,0.001,-23.735800743103027,799027,,
799159,116,10.77,6841,6740,5.62589206,1026.2812194824219,0.001,-30.166146755218506,799059,,
799201,116,10.77,6841,6744,5.62709575,822.9006902521306,0.001,-25.689100646972655,799099,,
799244,116,10.8,6841,6748,5.670104,1154.803271484375,0.001,-34.09255104064941,799143,,
799286,116,10.76,6842,6752,5.652436560000001,778.3261829723011,0.001,-30.89635887145996,799185,,
799324,116,10.65,6842,6756,5.600967099999999,1015.4677581787109,0.001,-27.96109127998352,799223,,
799365,116,10.6,6842,6760,5.56466275,1062.9630004882813,0.001,-25.838594055175783,799265,,
799407,116,10.54,6842,6764,5.546062389999999,954.6322814941407,0.001,-28.382417297363283,799305,,
799460,116,10.55,6843,6768,5.57288795,1074.2591796875,0.001,-30.195103073120116,799358,,
799498,116,10.41,6843,6772,5.488511789999999,912.961168077257,0.001,-27.87979164123535,799396,,
799531,116,10.29,6843,6776,5.4242726700000015,1121.8362045288086,0.001,-20.533217430114746,799432,,
799569,116,10.24,6843,6780,5.41140519,931.9151550292969,0.001,-24.57374725341797,799469,,
799609,116,10.16,6843,6784,5.3707503700000006,795.9285888671875,0.001,-27.678438568115233,799509,,
799649,116,10.11,6844,6788,5.338381850000001,769.6790105646306,0.001,-24.648181533813478,799549,,
799685,116,9.93,6844,6792,5.23264263,992.3322448730469,0.001,-19.554012537002563,799585,,
799717,116,9.73,6844,6796,5.16480717,806.9404296875,0.001,-30.75770441691081,799619,,
799749,116,9.62,6844,6800,5.0960554700000005,825.8774948120117,0.001,-25.295831441879272,799650,,
799783,116,9.51,6844,6804,5.03467363,771.1691665649414,0.001,-22.412514209747314,799682,,
799817,116,9.44,6845,6808,4.98138487,1008.2992477416992,0.001,-28.6825008392334,799717,,
799856,116,9.49,6845,6812,4.9909604299999994,1097.2269897460938,0.001,-21.90067148208618,799754,,
799896,116,9.5,6845,6816,4.9813142599999995,893.5695241292318,0.001,-25.464320023854572,799796,,
799929,116,9.49,6845,6820,4.951567409999999,934.7990798950195,0.001,-31.713541984558105,799830,,
799959,116,9.42,6845,6824,4.9028730199999995,983.9700666155134,0.001,-37.181650161743164,799861,,
799988,116,9.32,6846,6828,4.869682289999999,1408.823939732143,0.001,-31.15465259552002,799890,,
800000,,,,,,938.1298828125,0.001,-22.024909257888794,799905,3.1278448625933377,7.1
800017,116,9.25,6846,6832,4.78816172,862.2163783482143,0.001,-34.08287556966146,799919,,
800045,116,9.19,6846,6836,4.718427740000001,854.316667829241,0.001,-34.06895955403646,799947,,
800070,116,9.11,6846,6840,4.64080916,746.6281534830729,0.001,-27.408161799112957,799973,,
800096,116,8.95,6846,6844,4.530526999999999,816.1412266322544,0.001,-27.774991353352863,799999,,
800122,116,8.78,6847,6848,4.39310206,987.6157139369419,0.001,-28.062081654866535,800025,,
800150,116,8.64,6847,6852,4.28363431,904.5181623186384,0.001,-15.910057544708252,800052,,
800178,116,8.54,6847,6856,4.20099345,810.0702689034598,0.001,-26.60575580596924,800080,,
800206,116,8.41,6847,6860,4.108111320000001,1092.9037911551338,0.001,-28.41031503677368,800108,,
800234,116,8.27,6847,6864,3.9935382600000007,787.3308367047991,0.001,-22.047266364097595,800136,,
800262,116,8.02,6847,6868,3.8144154299999995,761.6636178152902,0.001,-21.203027486801147,800164,,
800290,116,7.92,6848,6872,3.7149003799999996,896.8288312639509,0.001,-22.86810326576233,800192,,
800318,116,7.87,6848,6876,3.6404932399999996,904.4458530970982,0.001,-27.249372005462646,800220,,
800346,116,7.77,6848,6880,3.53141967,1066.097412109375,0.001,-26.667831897735596,800248,,
800374,116,7.65,6848,6884,3.42940695,1020.8280465262277,0.001,-27.057931184768677,800276,,
800402,116,7.53,6848,6888,3.3347850699999997,854.7292567661831,0.001,-19.41133952140808,800304,,
800430,116,7.45,6848,6892,3.2379106700000007,935.4985961914062,0.001,-20.12693452835083,800332,,
800458,116,7.41,6849,6896,3.1510026799999995,943.3703090122768,0.001,-21.347550749778748,800360,,
800486,116,7.37,6849,6900,3.0889966999999996,1054.078822544643,0.001,-18.202096939086914,800388,,
800514,116,7.31,6849,6904,3.0053768299999994,986.3873116629464,0.001,-16.076216220855713,800416,,
800542,116,7.25,6849,6908,2.9241949200000006,1004.7937796456473,0.001,-25.775927543640137,800444,,
800570,116,7.14,6849,6912,2.8064399499999997,832.9043404715402,0.001,-23.80954122543335,800472,,
800598,116,7.02,6849,6916,2.6883189499999993,883.9712611607143,0.001,-17.86101794242859,800500,,
800626,116,6.97,6850,6920,2.61980436,992.9796316964286,0.001,-15.474868774414062,800528,,
800654,116,6.95,6850,6924,2.5725312900000006,970.3286917550223,0.001,-36.143571853637695,800556,,
800682,116,6.94,6850,6928,2.5265173400000003,903.9282488141741,0.001,-28.553114891052246,800584,,
800710,116,6.93,6850,6932,2.5010188600000003,1010.8056553431919,0.001,-24.695087432861328,800612,,
800738,116,6.93,6850,6936,2.4819503600000004,857.5602329799107,0.001,-29.1195707321167,800640,,
800766,116,6.96,6850,6940,2.4615097599999998,757.5062604631696,0.001,-15.821326673030853,800668,,
800794,116,6.98,6851,6944,2.45397211,1045.0973074776787,0.001,-30.83612298965454,800696,,
800822,116,7.0,6851,6948,2.4462843599999995,1092.8592703683037,0.001,-29.41831660270691,800724,,
800850,116,7.0,6851,6952,2.43821539,870.3899274553571,0.001,-13.870447874069214,800752,,
800878,116,7.0,6851,6956,2.42627993,1173.1867152622767,0.001,-16.625837326049805,800780,,
800906,116,7.0,6851,6960,2.4210174399999995,807.6340767996652,0.001,-33.01895570755005,800808,,
800934,116,7.0,6851,6964,2.41517882,1125.221391950335,0.001,-23.437928915023804,800836,,
800962,116,7.0,6852,6968,2.4116738399999997,937.0008457728794,0.001,-27.03932523727417,800864,,
800989,116,6.99,6852,6972,2.4099287,784.4019775390625,0.001,-26.14088312784831,800891,,
801017,116,6.99,6852,6976,2.40515689,896.1809430803571,0.001,-18.173194885253906,800919,,
801045,116,6.99,6852,6980,2.4013351600000004,977.2535574776786,0.001,-22.90057436625163,800947,,
801073,116,6.99,6852,6984,2.39484813,1196.1868722098213,0.001,-18.306492805480957,800975,,
801101,116,6.99,6852,6988,2.3817452500000003,1078.8387102399554,0.001,-14.639705022176107,801003,,
801129,116,6.99,6853,6992,2.38113332,902.0387050083706,0.001,-19.781453450520832,801031,,
801157,116,6.99,6853,6996,2.3720498300000004,1293.7188938685827,0.001,-30.051328659057617,801059,,
801185,116,6.99,6853,7000,2.3673728399999994,1184.22802734375,0.001,-36.31670888264974,801087,,
801213,116,6.99,6853,7004,2.3559198199999996,1049.8348563058037,0.001,-17.92091687520345,801115,,
801241,116,6.99,6853,7008,2.3580504099999997,1070.1237269810267,0.001,-24.91768519083659,801143,,
801269,116,6.99,6853,7012,2.3620226399999997,938.036150251116,0.001,-24.28925069173177,801171,,
801297,116,6.99,6854,7016,2.35925117,911.4455043247768,0.001,-27.47785822550456,801199,,
801325,116,6.99,6854,7020,2.35471606,1118.839634486607,0.001,-14.286318937937418,801227,,
801353,116,6.99,6854,7024,2.33025942,1016.0846557617188,0.001,-21.119118054707844,801255,,
801381,116,6.99,6854,7028,2.2941941600000004,919.264386858259,0.001,-18.953960418701172,801283,,
801409,116,6.99,6854,7032,2.27846091,995.3136683872768,0.001,-29.333067576090496,801311,,
801437,116,6.99,6854,7036,2.29046263,1156.5783168247767,0.001,-22.358649889628094,801339,,
801465,116,6.99,6854,7040,2.30128384,907.3035452706473,0.001,-22.853773911794026,801367,,
801493,116,6.99,6855,7044,2.30263742,629.006609235491,0.001,-29.074961980183918,801395,,
801521,116,6.99,6855,7048,2.30095021,756.5940813337054,0.001,-16.43110116322835,801423,,
801549,116,6.99,6855,7052,2.30866025,1150.6635044642858,0.001,-11.840961356957754,801451,,
801577,116,6.99,6855,7056,2.31393014,724.3167114257812,0.001,-11.626436670621237,801479,,
801605,116,6.99,6855,7060,2.3121212399999997,771.9203578404018,0.001,-23.742250442504883,801507,,
801633,116,6.99,6855,7064,2.31609207,1195.222368512835,0.001,-12.909968058268229,801535,,
801661,116,6.99,6856,7068,2.31984998,1097.6550903320312,0.001,-19.85623598098755,801563,,
801689,116,7.0,6856,7072,2.3172087899999996,671.1247820172991,0.001,-20.658314387003582,801591,,
801717,116,7.0,6856,7076,2.3215175199999996,1076.0897042410713,0.001,-23.592622756958008,801619,,
801745,116,7.0,6856,7080,2.31993554,846.5176478794643,0.001,-21.440162658691406,801647,,
801773,116,7.0,6856,7084,2.3272283799999998,831.9755772181919,0.001,-19.345956325531006,801675,,
801801,116,7.0,6856,7088,2.3330123599999997,871.1669137137277,0.001,-19.84787591298421,801703,,
801829,116,7.0,6856,7092,2.3204026800000004,1162.1333792550224,0.001,-13.446888287862143,801731,,
801857,116,7.0,6857,7096,2.3172251299999997,805.460222516741,0.001,-9.960184733072916,801759,,
801885,116,7.0,6857,7100,2.32229174,699.6173095703125,0.001,-15.692468166351318,801787,,
801913,116,7.0,6857,7104,2.32208478,1088.5970546177455,0.001,-14.922429551680883,801815,,
801941,116,7.0,6857,7108,2.3214124099999998,602.0562482561384,0.001,-20.37114938100179,801843,,
801969,116,7.0,6857,7112,2.3121042999999997,804.6531982421875,0.001,-14.805279413859049,801871,,
801998,116,7.01,6857,7116,2.30370682,758.609130859375,0.001,-19.870764414469402,801899,,
802026,116,7.01,6858,7120,2.30486439,1101.598423549107,0.001,-17.863154888153076,801928,,
802054,116,7.01,6858,7124,2.3355320500000003,1013.3646589006696,0.001,-18.5025335252285,801956,,
802082,116,7.01,6858,7128,2.37248302,721.1919730050223,0.001,-19.854119777679443,801984,,
802110,116,7.01,6858,7132,2.39615378,769.9146815708706,0.001,-15.76223337650299,802012,,
802138,116,7.01,6858,7136,2.39228176,779.4380318777902,0.001,-19.75204849243164,802040,,
802166,116,7.01,6858,7140,2.38362351,1032.9385724748884,0.001,-17.181538462638855,802068,,
802194,116,7.01,6859,7144,2.3813354199999996,1145.3454415457588,0.001,-8.108506351709366,802096,,
802224,116,7.03,6859,7148,2.3866869100000003,1130.1212921142578,0.001,-13.09756350517273,802125,,
802253,116,7.04,6859,7152,2.38306332,973.3504464285714,0.001,-16.34553337097168,802154,,
802284,116,7.07,6859,7156,2.3810326600000002,1131.2968924386162,0.001,-3.9500768582026162,802185,,
802316,116,7.11,6859,7160,2.3831841999999996,951.0970878601074,0.001,-23.536567449569702,802217,,
802344,116,7.11,6860,7164,2.3958741900000002,738.5877772739956,0.001,-17.035595893859863,802246,,
802372,116,7.11,6860,7168,2.40610809,763.7345929827009,0.001,-18.365246057510376,802274,,
802401,116,7.12,6860,7172,2.41301745,887.3534371512277,0.001,-22.68562626838684,802302,,
802433,116,7.16,6860,7176,2.41309721,888.2902603149414,0.001,-23.47927165031433,802334,,
802465,116,7.2,6860,7180,2.41759494,744.4771156311035,0.001,-9.390771746635437,802366,,
802493,116,7.2,6861,7184,2.432366,586.9304547991071,0.001,-12.732053796450296,802395,,
802500,,,,,,928.0944562639509,0.001,-8.417808532714844,802402,2.576702057872899,7.4
802523,116,7.22,6861,7188,2.43974897,947.0776715959821,0.001,-11.487873196601868,802424,,
802561,116,7.32,6861,7192,2.41530143,687.0114624023438,0.001,-15.880436897277832,802460,,
802600,116,7.43,6861,7196,2.37843991,852.1860260009765,0.001,-12.336790466308594,802500,,
802639,116,7.54,6861,7200,2.3336918300000002,961.4658264160156,0.001,-14.502462005615234,802539,,
802672,116,7.59,6862,7204,2.33634083,617.0539131164551,0.001,-21.606212377548218,802573,,
802707,116,7.66,6862,7208,2.32082509,754.6425306532118,0.001,-12.140672588348389,802608,,
802741,116,7.72,6862,7212,2.32604413,737.6599884033203,0.001,-16.91815948486328,802641,,
802778,116,7.8,6862,7216,2.31535419,1408.9002617730034,0.001,-6.994570016860962,802677,,
802818,116,7.92,6863,7220,2.26177277,1531.072247314453,0.001,-10.803427451848984,802717,,
802858,116,8.04,6863,7224,2.20323357,682.6654296875,0.001,-14.183041381835938,802757,,
802897,116,8.15,6863,7228,2.1562620100000003,844.4580444335937,0.001,-19.988785362243654,802796,,
802934,116,8.24,6863,7232,2.13091899,901.6783172607422,0.001,-9.020725727081299,802834,,
802970,116,8.32,6863,7236,2.1174013699999996,947.2057359483507,0.001,-8.850524806976319,802870,,
803006,116,8.4,6864,7240,2.1069310000000003,886.4609442816841,0.001,-18.450806045532225,802906,,
803042,116,8.48,6864,7244,2.0974555200000005,742.5561184353298,0.001,-10.085626792907714,802942,,
803078,116,8.54,6864,7248,2.08515269,953.1169704861111,0.001,-17.20831356048584,802978,,
803116,116,8.63,6864,7252,2.05125721,721.3638543023003,0.001,-22.452654361724854,803015,,
803153,116,8.69,6864,7256,2.0289118800000003,672.2894185384115,0.001,-10.811235857009887,803052,,
803189,116,8.73,6865,7260,2.01881909,725.2441677517361,0.001,-10.233185768127441,803089,,
803226,116,8.82,6865,7264,1.98482173,726.4702555338541,0.001,-12.735773611068726,803126,,
803262,116,8.9,6865,7268,1.9587029599999997,821.2160915798611,0.001,-12.59436855316162,803162,,
803298,117,8.97,6865,7272,1.9362811199999996,647.088619656033,0.001,-10.32429313659668,803198,,
803334,117,9.01,6865,7276,1.9188655300000002,679.7902221679688,0.001,-16.04186601638794,803234,,
803370,117,9.05,6866,7280,1.90591945,972.5834621853298,0.001,-11.465489387512207,803270,,
803406,117,9.13,6866,7284,1.8785717600000005,777.2007751464844,0.001,-15.25600644350052,803306,,
803442,117,9.19,6866,7288,1.84238984,737.7076449924045,0.001,-17.863457489013673,803342,,
803478,117,9.17,6866,7292,1.8120136500000001,795.3772786458334,0.001,-12.237929010391236,803378,,
803514,117,9.14,6866,7296,1.8039077600000002,768.719007703993,0.001,-18.22224063873291,803414,,
803550,117,9.11,6867,7300,1.79122086,676.4750569661459,0.001,-15.615476608276367,803450,,
803586,117,9.14,6867,7304,1.7294106999999999,769.1579522026909,0.001,-15.847326755523682,803486,,
803622,117,9.15,6867,7308,1.6797339900000006,656.6221652560764,0.001,-9.803646135330201,803522,,
803658,117,9.17,6867,7312,1.6172144400000001,696.8677130805122,0.001,-17.17322759628296,803558,,
803694,117,9.16,6867,7316,1.5770987300000001,834.5036214192709,0.001,-12.648725509643555,803594,,
803730,117,9.12,6868,7320,1.5698313799999999,912.7558051215278,0.001,-11.288563919067382,803630,,
803766,117,9.08,6868,7324,1.5788268300000003,700.2743869357639,0.001,-15.893582439422607,803666,,
803802,117,9.05,6868,7328,1.57460176,621.9175686306423,0.001,-16.43368453979492,803702,,
803838,117,9.04,6868,7332,1.5534783200000002,739.8473205566406,0.001,-4.845599675178528,803738,,
803874,117,9.04,6868,7336,1.4980729599999996,944.2779337565104,0.001,-7.688517951965332,803774,,
803910,117,9.04,6869,7340,1.4524692399999994,950.2238226996528,0.001,-7.621024084091187,803810,,
803946,117,9.04,6869,7344,1.4085250599999997,573.9713270399305,0.001,-8.81028618812561,803846,,
803982,117,9.04,6869,7348,1.3480435700000004,750.116933186849,0.001,-20.238627624511718,803882,,
804018,117,9.02,6869,7352,1.3182696100000002,629.1926472981771,0.001,-17.61023678779602,803918,,
804054,117,9.01,6869,7356,1.27407854,778.512193467882,0.001,-8.688469457626343,803954,,
804090,117,9.01,6870,7360,1.219721,691.1913248697916,0.001,-11.1327232837677,803990,,
804126,117,9.0,6870,7364,1.17602544,669.280517578125,0.001,-9.040244042873383,804026,,
