rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/loss,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/std,train/value_loss,train/clip_fraction,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,eval/mean_reward,eval/mean_ep_length
,,,35000,,,259212.0625,0.0003,0.2,-0.0656956647784682,0.9647719264030457,541800.1509765625,0.1833984375,170,-23.534541183710097,0.017288033,-0.00031125545501708984,74425.98694229126,1000.0
1000.0,42561.451258611116,18,36864,405,90,,,,,,,,,,,,,
1000.0,42962.4657808421,19,38912,411,94,309412.75,0.0003,0.2,-0.06444211635971442,0.9628841280937195,631068.560546875,0.175634765625,180,-23.493450391292573,0.017710615,4.8995018005371094e-05,,
,,,40000,,,377023.84375,0.0003,0.2,-0.06515690911619458,0.9608231782913208,796822.18984375,0.167041015625,190,-23.455564320087433,0.016701516,0.0007603168487548828,76446.42347221375,1000.0
1000.0,43474.309535399996,20,40960,456,89,,,,,,,,,,,,,
1000.0,44112.4547937907,21,43008,463,92,325853.4375,0.0003,0.2,-0.061295746205723846,0.9589928984642029,687175.958203125,0.170068359375,200,-23.418588322401046,0.016728733,-8.940696716308594e-06,,
,,,45000,,,405344.59375,0.0003,0.2,-0.06119959290081169,0.9565333127975464,807635.561328125,0.173095703125,210,-23.38317691683769,0.016830131,-0.0014994144439697266,74520.56084461212,1000.0
1000.0,44698.19056026667,22,45056,510,88,,,,,,,,,,,,,
1000.0,45274.94028134042,23,47104,516,91,353785.59375,0.0003,0.2,-0.06383432206639554,0.954305112361908,910529.4447265625,0.17216796875,220,-23.343394404649736,0.016792282,-0.00037920475006103516,,
1000.0,46019.24098820408,24,49152,522,94,488919.34375,0.0003,0.2,-0.06565694606979378,0.9536137580871582,989873.0064453125,0.1828125,230,-23.317602330446242,0.018402465,0.00020205974578857422,,
,,,50000,,,561073.125,0.0003,0.2,-0.06423424420354422,0.9509972929954529,1195431.51796875,0.16435546875,240,-23.28160103559494,0.01606679,0.0005310773849487305,76129.965341568,1000.0
1000.0,46379.736666803925,25,51200,571,89,,,,,,,,,,,,,
1000.0,46859.14704784907,26,53248,576,92,391241.21875,0.0003,0.2,-0.07227283078245819,0.9490969181060791,955122.290234375,0.197900390625,250,-23.241914492845535,0.019758742,-6.580352783203125e-05,,
,,,55000,,,469435.40625,0.0003,0.2,-0.0696671836602036,0.9480862617492676,949368.8935546875,0.213037109375,260,-23.217139458656312,0.020446073,-0.00014162063598632812,76444.72631034852,1000.0
1000.0,47313.160366654556,27,55296,624,88,,,,,,,,,,,,,
1000.0,48013.76768429825,28,57344,630,91,520069.71875,0.0003,0.2,-0.06656804353115149,0.9462659358978271,1026100.2044921875,0.196826171875,270,-23.193228501081467,0.018729977,7.456541061401367e-05,,
1000.0,48663.784443915254,29,59392,635,93,735407.0,0.0003,0.2,-0.07251614591223188,0.9466956853866577,1358544.08046875,0.195751953125,280,-23.18145098686218,0.018794823,-2.1576881408691406e-05,,
,,,60000,,,489168.59375,0.0003,0.2,-0.06893186474044341,0.9456610083580017,1139820.905078125,0.186572265625,290,-23.174337232112883,0.019403134,-0.00203549861907959,72205.17840614318,1000.0
1000.0,48912.63150919672,30,61440,677,90,,,,,,,,,,,,,
1000.0,49481.429232634924,31,63488,682,93,438646.0625,0.0003,0.2,-0.06888139826478437,0.9441124200820923,981274.8548828125,0.1986328125,300,-23.14993586540222,0.019503184,0.00013703107833862305,,
,,,65000,,,572343.8125,0.0003,0.2,-0.06959012832376174,0.9424595832824707,1231585.0310546875,0.20576171875,310,-23.12101368904114,0.021980219,-0.0003737211227416992,67806.77059955597,1000.0
1000.0,49969.948500784616,32,65536,723,90,,,,,,,,,,,,,
1000.0,50438.339090597015,33,67584,728,92,669950.0625,0.0003,0.2,-0.06858295022393576,0.9394422769546509,1292400.2994140624,0.203125,320,-23.072205066680908,0.019237276,-0.0002619028091430664,,
1000.0,50626.69465650725,34,69632,735,94,489838.8125,0.0003,0.2,-0.07464750000217464,0.937960684299469,1036573.657421875,0.21552734375,330,-23.041422712802888,0.02144472,-0.0013802051544189453,,
,,,70000,,,574984.625,0.0003,0.2,-0.07083421318675391,0.9369953274726868,1051890.11171875,0.22744140625,340,-23.017902737855913,0.02248028,-0.00029981136322021484,68233.23951358795,1000.0
1000.0,51143.66748466197,35,71680,777,92,,,,,,,,,,,,,
1000.0,51826.92459323288,36,73728,782,94,685235.25,0.0003,0.2,-0.06846077958471142,0.9361634850502014,1462827.5529296875,0.195849609375,350,-23.00235642194748,0.019942548,0.0001335740089416504,,
,,,75000,,,772103.625,0.0003,0.2,-0.06913336700235959,0.9342952370643616,1645060.910546875,0.210205078125,360,-22.97506047487259,0.021270866,6.473064422607422e-05,65801.66776771545,1000.0
1000.0,52303.04944458667,37,75776,824,91,,,,,,,,,,,,,
1000.0,52564.028851090916,38,77824,829,93,569586.25,0.0003,0.2,-0.07780196005187463,0.9323863983154297,1156585.101953125,0.23994140625,370,-22.937817186117172,0.022114988,-8.463859558105469e-05,,
1000.0,52950.37705922786,39,79872,835,95,436777.96875,0.0003,0.2,-0.06968534076004289,0.9296773672103882,994278.8314453125,0.23125,380,-22.89792582988739,0.02347977,0.0002741217613220215,,
,,,80000,,,569285.25,0.0003,0.2,-0.07683501761639491,0.9274887442588806,1360452.0939453125,0.244384765625,390,-22.8499657869339,0.022838045,2.8252601623535156e-05,67560.66188259124,1000.0
1000.0,53165.16156745678,40,81920,874,93,,,,,,,,,,,,,
1000.0,53601.38284373492,41,83968,881,95,698607.125,0.0003,0.2,-0.07353306287550368,0.9264050722122192,1371347.7841796875,0.236767578125,400,-22.822314268350603,0.023159282,1.3887882232666016e-05,,
,,,85000,,,620596.625,0.0003,0.2,-0.07553689145715907,0.9239991903305054,1232889.9158203125,0.241845703125,410,-22.78836733698845,0.02455548,0.0007863044738769531,67011.05280342101,1000.0
1000.0,53951.68013829068,42,86016,919,93,,,,,,,,,,,,,
1000.0,54456.34572686363,43,88064,924,95,709297.6875,0.0003,0.2,-0.07665367432346101,0.9234376549720764,1076411.0251953125,0.256005859375,420,-22.7595050573349,0.02748404,-0.00011849403381347656,,
,,,90000,,,752318.0,0.0003,0.2,-0.06900862871261779,0.9219030737876892,1575438.0734375,0.195703125,430,-22.741467010974883,0.02046026,6.854534149169922e-06,63234.997480201724,1000.0
1000.0,54790.54134336666,44,90112,967,93,,,,,,,,,,,,,
1000.0,55264.58754561957,45,92160,973,94,674038.625,0.0003,0.2,-0.0764468947716523,0.919702410697937,1398260.284375,0.24638671875,440,-22.70307562351227,0.025113687,0.0003980398178100586,,
1000.0,55555.586116893624,46,94208,978,96,954320.0625,0.0003,0.2,-0.07488075253786519,0.9190317988395691,1848090.25859375,0.23212890625,450,-22.67801218032837,0.022934452,-5.1021575927734375e-05,,
,,,95000,,,556975.5,0.0003,0.2,-0.08041151328361593,0.9179667234420776,1132651.7064453126,0.250634765625,460,-22.667049753665925,0.025137782,0.0005626082420349121,71866.77665138245,1000.0
1000.0,55819.25902879166,47,96256,1018,94,,,,,,,,,,,,,
1000.0,55907.71186746939,48,98304,1023,96,712464.5625,0.0003,0.2,-0.0718538505199831,0.9170789122581482,1352096.089453125,0.223291015625,470,-22.643075633049012,0.022984955,-1.2159347534179688e-05,,
,,,100000,,,534298.0,0.0003,0.2,-0.08113980540074409,0.9162201881408691,995134.2912109375,0.284033203125,480,-22.63172852396965,0.030721117,8.106231689453125e-06,72061.99580860138,1000.0
1000.0,56428.54001324001,49,100352,1062,94,,,,,,,,,,,,,
1000.0,57136.75583350001,50,102400,1068,95,1022334.6875,0.0003,0.2,-0.07280177159118466,0.9139301180839539,1923175.965625,0.2193359375,490,-22.597977352142333,0.022895643,5.364418029785156e-07,,
1000.0,57653.73782886,51,104448,1073,97,775153.25,0.0003,0.2,-0.07903688284568489,0.9134706854820251,1325425.235546875,0.26240234375,500,-22.576769065856933,0.027404074,2.4437904357910156e-06,,
,,,105000,,,784403.3125,0.0003,0.2,-0.07526441492373123,0.9123144745826721,1488593.515234375,0.2400390625,510,-22.56244715452194,0.026631512,0.0003802180290222168,70655.14811077117,1000.0
1000.0,58661.71831751001,52,106496,1111,95,,,,,,,,,,,,,
1000.0,59359.74513914999,53,108544,1117,97,904062.125,0.0003,0.2,-0.07765167740290053,0.912132203578949,1985721.5703125,0.26337890625,520,-22.54882178902626,0.025537275,2.384185791015625e-07,,
,,,110000,,,877218.75,0.0003,0.2,-0.07959255655005108,0.910248339176178,1425801.164453125,0.2826171875,530,-22.525707614421844,0.0304222,-3.5762786865234375e-07,69809.88894748688,1000.0
1000.0,59874.795377949995,54,110592,1156,95,,,,,,,,,,,,,
1000.0,60542.36721607999,55,112640,1162,96,548537.375,0.0003,0.2,-0.0759924752448569,0.9091596007347107,1205048.0984375,0.2806640625,540,-22.49781152009964,0.02904543,-2.586841583251953e-05,,
1000.0,61160.472994479984,56,114688,1167,98,596949.5,0.0003,0.2,-0.07604008368216456,0.9089193344116211,1445408.184765625,0.258349609375,550,-22.483335739374162,0.027708678,2.2232532501220703e-05,,
,,,115000,,,704566.1875,0.0003,0.2,-0.07774100059468765,0.9065742492675781,1493393.530078125,0.258447265625,560,-22.45709862112999,0.028102081,-0.00031280517578125,74123.70442638398,1000.0
1000.0,61574.07391414999,57,116736,1207,96,,,,,,,,,,,,,
1000.0,61917.38749167,58,118784,1212,97,434565.1875,0.0003,0.2,-0.07250825016817544,0.9055311679840088,807774.57265625,0.2822265625,570,-22.42413983941078,0.030552028,0.00023734569549560547,,
,,,120000,,,643711.1875,0.0003,0.2,-0.07738473059725948,0.9046380519866943,1311797.766796875,0.27705078125,580,-22.40587261915207,0.028516846,4.291534423828125e-06,72958.30336036682,1000.0
1000.0,62500.66144786,59,120832,1252,96,,,,,,,,,,,,,
1000.0,63011.80501033,60,122880,1257,97,668080.5625,0.0003,0.2,-0.08268424200359732,0.9036229252815247,1462043.30546875,0.277001953125,590,-22.387740993499754,0.030082166,2.7835369110107422e-05,,
1000.0,63674.15866204,61,124928,1263,98,693719.4375,0.0003,0.2,-0.0701871954050148,0.9014249444007874,1309381.88203125,0.249658203125,600,-22.353110897541047,0.026992254,1.1086463928222656e-05,,
,,,125000,,,618164.875,0.0003,0.2,-0.07001999020576477,0.8995387554168701,1258217.3935546875,0.25712890625,610,-22.318430799245835,0.026780702,-0.0022275447845458984,74320.90253486633,1000.0
1000.0,64187.56213504,62,126976,1302,97,,,,,,,,,,,,,
1000.0,65264.817816,63,129024,1307,98,705390.875,0.0003,0.2,-0.07917561638751067,0.8970098495483398,1468041.781640625,0.288818359375,620,-22.274296230077745,0.03163425,8.672475814819336e-05,,
,,,130000,,,904426.125,0.0003,0.2,-0.08188715633004903,0.8955820798873901,2012059.700390625,0.27216796875,630,-22.23967049121857,0.026799347,-0.0002747774124145508,73180.1403093338,1000.0
1000.0,65584.04075546001,64,131072,1347,97,,,,,,,,,,,,,
1000.0,66055.55839998,65,133120,1353,98,451252.78125,0.0003,0.2,-0.08242361454176717,0.8922401070594788,1031854.9775390625,0.31845703125,640,-22.187705266475678,0.0342113,0.00016194581985473633,,
,,,135000,,,663784.25,0.0003,0.2,-0.07711294894397724,0.8907827734947205,1456656.34296875,0.283544921875,650,-22.150396686792373,0.030775143,-1.1920928955078125e-07,71971.29737262726,1000.0
1000.0,66879.24599840998,66,135168,1391,97,,,,,,,,,,,,,
1000.0,67682.40299022,67,137216,1397,98,1186573.875,0.0003,0.2,-0.08277567658224143,0.8884071111679077,2093649.84296875,0.277734375,660,-22.108785450458527,0.030417942,2.7418136596679688e-06,,
1000.0,68021.02630952,68,139264,1402,99,1160235.625,0.0003,0.2,-0.083264939871151,0.8867476582527161,2093857.271484375,0.286865234375,670,-22.06970751285553,0.032464843,3.7550926208496094e-06,,
,,,140000,,,651760.0,0.0003,0.2,-0.07015656433941331,0.8864372372627258,1245668.4318359375,0.26279296875,680,-22.056112939119338,0.027533695,0.00014799833297729492,71793.52861480713,1000.0
1000.0,68442.71958843,69,141312,1441,98,,,,,,,,,,,,,
1000.0,68718.16289584001,70,143360,1447,99,612738.8125,0.0003,0.2,-0.07318409833824262,0.8847007751464844,1343445.9390625,0.283154296875,690,-22.034985172748566,0.031058455,5.704164505004883e-05,,
,,,145000,,,536001.8125,0.0003,0.2,-0.08012246449070518,0.8839423060417175,1114066.42734375,0.31484375,700,-22.013338106870652,0.03605348,5.7220458984375e-06,68885.02118301392,1000.0
1000.0,69037.83182493999,71,145408,1485,97,,,,,,,,,,,,,
1000.0,69302.40077220999,72,147456,1491,98,812135.5625,0.0003,0.2,-0.08769495149899739,0.8812662959098816,1501998.405078125,0.326904296875,710,-21.974126052856445,0.035127252,3.2782554626464844e-06,,
1000.0,69405.90691675,73,149504,1496,99,768079.625,0.0003,0.2,-0.08408091907622292,0.8790655732154846,1434512.6890625,0.308544921875,720,-21.927794420719145,0.032911006,2.384185791015625e-05,,
,,,150000,,,434726.78125,0.0003,0.2,-0.08158685513189994,0.8782199621200562,1148142.3068359375,0.314306640625,730,-21.903882575035095,0.033672802,5.662441253662109e-06,67910.3620929718,1000.0
1000.0,69685.97110357,74,151552,1533,98,,,,,,,,,,,,,
1000.0,69911.33442341999,75,153600,1538,99,811743.8125,0.0003,0.2,-0.0821025104058208,0.8766745924949646,1398173.883203125,0.3087890625,740,-21.88042449951172,0.034684755,1.1324882507324219e-06,,
,,,155000,,,559534.25,0.0003,0.2,-0.0841252887621522,0.8764083385467529,1185199.431640625,0.32412109375,750,-21.86048877835274,0.036214262,2.7179718017578125e-05,59813.780197143555,1000.0
1000.0,70094.39717679,76,155648,1577,98,,,,,,,,,,,,,
1000.0,70300.56435784999,77,157696,1583,99,632584.75,0.0003,0.2,-0.08356764719937929,0.8751111626625061,1477684.52265625,0.30849609375,760,-21.841949647665025,0.036161967,9.5367431640625e-07,,
1000.0,70514.01499573,78,159744,1588,100,697533.125,0.0003,0.2,-0.07145621190429666,0.8740178346633911,1486318.776953125,0.289599609375,770,-21.813824278116225,0.03392215,1.6689300537109375e-06,,
,,,160000,,,666345.625,0.0003,0.2,-0.08247221818601247,0.8712091445922852,1470720.4359375,0.31171875,780,-21.776520508527756,0.035738826,1.1146068572998047e-05,61555.2673576355,1000.0
1000.0,70834.04473707001,79,161792,1626,99,,,,,,,,,,,,,
1000.0,70977.79320512,80,163840,1631,100,741646.875,0.0003,0.2,-0.07552673104801215,0.8699919581413269,1523941.180859375,0.308642578125,790,-21.742940950393677,0.0349447,0.0,,
,,,165000,,,580009.3125,0.0003,0.2,-0.07539335458131972,0.8695306181907654,1213479.6814453125,0.306005859375,800,-21.725678700208665,0.034991145,5.364418029785156e-07,61043.96779747009,1000.0
1000.0,71077.65517278001,81,165888,1670,99,,,,,,,,,,,,,
1000.0,71258.62842608,82,167936,1676,100,585779.0,0.0003,0.2,-0.08643933079438285,0.8678309917449951,1421351.39609375,0.325341796875,810,-21.704463124275208,0.039340556,7.134675979614258e-05,,
1000.0,71587.03817454,83,169984,1681,101,633206.9375,0.0003,0.2,-0.08722330251766834,0.86652010679245,1582653.4998046875,0.334375,820,-21.677951669692995,0.039147332,2.372264862060547e-05,,
,,,170000,,,561026.75,0.0003,0.2,-0.08660308440157678,0.8646756410598755,1180843.7478515625,0.347900390625,830,-21.646771830320358,0.044351175,2.980232238769531e-07,60181.50701961517,1000.0
1000.0,71510.04113868,84,172032,1722,99,,,,,,,,,,,,,
1000.0,71456.54804792,85,174080,1728,100,506217.6875,0.0003,0.2,-0.07566053662449121,0.8634209036827087,1333787.497265625,0.309814453125,840,-21.616185432672502,0.036951847,9.453296661376953e-05,,
,,,175000,,,711329.5625,0.0003,0.2,-0.07546411663643085,0.8600962162017822,1338732.289453125,0.2998046875,850,-21.563120687007903,0.03537321,4.76837158203125e-07,60746.89593257904,1000.0
1000.0,71412.58051028,86,176128,1771,99,,,,,,,,,,,,,
1000.0,71663.11590053001,87,178176,1777,100,458188.0,0.0003,0.2,-0.08035313494619914,0.8594299554824829,1011066.537890625,0.346923828125,860,-21.525544250011443,0.041010067,1.2516975402832031e-06,,
,,,180000,,,673415.375,0.0003,0.2,-0.07661191216320731,0.8572351932525635,1289084.71171875,0.319677734375,870,-21.497639125585557,0.038858492,1.7881393432617188e-07,63398.163326072696,1000.0
1000.0,71411.30086373999,88,180224,1820,98,,,,,,,,,,,,,
1000.0,71344.32345405,89,182272,1827,99,433006.59375,0.0003,0.2,-0.08487172234454192,0.8557835221290588,878400.8490234375,0.3662109375,880,-21.46691851615906,0.045760274,7.271766662597656e-06,,
1000.0,71447.50233492999,90,184320,1833,100,490499.71875,0.0003,0.2,-0.08097048613417428,0.854666531085968,1021923.53046875,0.352587890625,890,-21.435647708177566,0.04405024,-2.1457672119140625e-06,,
,,,185000,,,630579.0,0.0003,0.2,-0.07295252519834321,0.8552239537239075,1161612.461328125,0.30517578125,900,-21.438932722806932,0.0377256,7.796287536621094e-05,63643.75768680572,1000.0
1000.0,71776.18826417999,91,186368,1875,99,,,,,,,,,,,,,
1000.0,71608.35016003001,92,188416,1881,100,705757.375,0.0003,0.2,-0.08002104746119584,0.8539612293243408,1609474.74453125,0.312646484375,910,-21.42416536808014,0.03711695,2.7418136596679688e-06,,
,,,190000,,,630495.875,0.0003,0.2,-0.07680108762288,0.8526869416236877,1285143.3044921875,0.32490234375,920,-21.397459316253663,0.038245708,-4.76837158203125e-07,65039.84676113129,1000.0
1000.0,71610.09395806,93,190464,1920,99,,,,,,,,,,,,,
1000.0,71489.33048924,94,192512,1926,99,538567.1875,0.0003,0.2,-0.07341040797764435,0.8523598909378052,1129786.029296875,0.326953125,930,-21.38288820385933,0.042075284,0.0001252889633178711,,
1000.0,71440.23688371,95,194560,1932,100,485898.5,0.0003,0.2,-0.08348378722148482,0.8503000736236572,1031508.5296875,0.3607421875,940,-21.35680404305458,0.045487497,1.6093254089355469e-06,,
,,,195000,,,531974.1875,0.0003,0.2,-0.06771566973766312,0.8501163125038147,1191310.90859375,0.310986328125,950,-21.34003005027771,0.037683796,1.7881393432617188e-07,60162.172764587405,1000.0
1000.0,71401.45639812,96,196608,1972,99,,,,,,,,,,,,,
1000.0,71468.46460139999,97,198656,1977,100,539200.125,0.0003,0.2,-0.07997852082771714,0.8502410054206848,992420.6322265625,0.3646484375,960,-21.33563243150711,0.047787953,1.6689300537109375e-06,,
,,,200000,,,617110.125,0.0003,0.2,-0.07834546223166398,0.8499383926391602,1144972.5158203125,0.331640625,970,-21.33411180973053,0.040701374,4.0590763092041016e-05,63892.749656486514,1000.0
1000.0,71261.4277094,98,200704,2018,99,,,,,,,,,,,,,
1000.0,71094.70350106,99,202752,2023,100,784571.3125,0.0003,0.2,-0.07892768919409718,0.8496907353401184,1258630.0537109375,0.364208984375,980,-21.326931232213973,0.045461066,-2.384185791015625e-07,,
1000.0,71005.78127241,100,204800,2029,100,457833.59375,0.0003,0.2,-0.0947750143270241,0.8489060997962952,812038.721875,0.4123046875,990,-21.319670689105987,0.05770049,0.00017845630645751953,,
,,,205000,,,521457.625,0.0003,0.2,-0.0804771276511019,0.8467234373092651,1232772.4158203125,0.340234375,1000,-21.281327790021898,0.043793634,5.185604095458984e-06,59630.910828781125,1000.0
1000.0,70752.10057912,101,206848,2069,99,,,,,,,,,,,,,
1000.0,70758.18262604,102,208896,2075,100,528376.625,0.0003,0.2,-0.07996915855328553,0.8460670709609985,1195703.1744140624,0.348779296875,1010,-21.2587909758091,0.044322122,1.1920928955078125e-07,,
,,,210000,,,660450.4375,0.0003,0.2,-0.08028204129077494,0.8453314900398254,1360779.53515625,0.365380859375,1020,-21.241132736206055,0.049188897,7.152557373046875e-07,61837.42479801178,1000.0
1000.0,70879.09628855999,103,210944,2114,99,,,,,,,,,,,,,
1000.0,71095.5152992,104,212992,2120,100,936883.5625,0.0003,0.2,-0.09297443658870179,0.8444662690162659,1761403.421484375,0.36240234375,1030,-21.224141311645507,0.04378748,0.0,,
,,,215000,,,534308.8125,0.0003,0.2,-0.08250629389367532,0.842755138874054,1176055.9595703124,0.381298828125,1040,-21.19940808415413,0.052325808,-4.458427429199219e-05,63626.4411031723,1000.0
1000.0,70923.76083649999,105,215040,2159,99,,,,,,,,,,,,,
1000.0,71210.68696418,106,217088,2165,100,544952.5625,0.0003,0.2,-0.06904539351380663,0.8417088985443115,1215881.79140625,0.3146484375,1050,-21.17160975933075,0.040127706,1.6450881958007812e-05,,
1000.0,71114.02933867999,107,219136,2171,100,493169.4375,0.0003,0.2,-0.08361746634182055,0.8409871459007263,1186138.3154296875,0.37490234375,1060,-21.158806282281876,0.045375377,8.600950241088867e-05,,
,,,220000,,,597553.6875,0.0003,0.2,-0.08287144713685848,0.8386315703392029,1058358.6326171875,0.372509765625,1070,-21.11986008286476,0.050375752,8.881092071533203e-06,64335.70194206238,1000.0
1000.0,70981.64420352,108,221184,2210,100,,,,,,,,,,,,,
1000.0,71038.48781498,109,223232,2215,100,673714.625,0.0003,0.2,-0.09017371977097355,0.8364782929420471,1108529.861328125,0.41416015625,1080,-21.075360506772995,0.057905797,3.933906555175781e-06,,
,,,225000,,,646962.1875,0.0003,0.2,-0.08024985486699734,0.8364936113357544,1352542.22578125,0.365234375,1090,-21.06002508997917,0.045809336,1.531839370727539e-05,62460.82545814514,1000.0
1000.0,71106.21619022,110,225280,2253,99,,,,,,,,,,,,,
1000.0,71111.54605863,111,227328,2259,100,566122.8125,0.0003,0.2,-0.07344842880556826,0.8361676931381226,1233130.2962890626,0.335791015625,1100,-21.052782213687898,0.043437712,0.00015807151794433594,,
1000.0,70904.9994509,112,229376,2264,101,605423.875,0.0003,0.2,-0.07911040383914951,0.8356349468231201,1401575.15859375,0.366650390625,1110,-21.048569613695143,0.049400855,-1.1920928955078125e-07,,
,,,230000,,,567936.4375,0.0003,0.2,-0.07041501956991851,0.8345178961753845,1151685.9564453126,0.3494140625,1120,-21.027156794071196,0.044898804,6.854534149169922e-06,67003.84549427032,1000.0
1000.0,70977.14981013,113,231424,2302,100,,,,,,,,,,,,,
1000.0,70942.36623039999,114,233472,2308,101,583477.875,0.0003,0.2,-0.09389171592483762,0.8331751227378845,1061450.127734375,0.40771484375,1130,-21.002461737394334,0.055851057,2.682209014892578e-06,,
,,,235000,,,642465.0,0.0003,0.2,-0.08633529979269952,0.8321443200111389,1277986.500390625,0.37099609375,1140,-20.976403069496154,0.051388495,5.960464477539062e-07,67220.91394748687,1000.0
1000.0,70586.0717779,115,235520,2346,100,,,,,,,,,,,,,
1000.0,70225.28411150999,116,237568,2352,100,596955.75,0.0003,0.2,-0.08599310702993535,0.8301661014556885,1118500.141796875,0.388134765625,1150,-20.94512270092964,0.04908342,7.510185241699219e-06,,
1000.0,70315.81630392998,117,239616,2357,101,599546.25,0.0003,0.2,-0.07875015801109839,0.8301177620887756,1188298.80078125,0.367431640625,1160,-20.928781580924987,0.050484244,1.1920928955078125e-07,,
,,,240000,,,737673.4375,0.0003,0.2,-0.0786627697350923,0.8291913270950317,1262883.7021484375,0.3439453125,1170,-20.918401807546616,0.04605318,8.58306884765625e-06,65723.34068279267,1000.0
1000.0,70324.38272067999,118,241664,2396,100,,,,,,,,,,,,,
1000.0,70434.56271068999,119,243712,2402,101,665033.5625,0.0003,0.2,-0.07792770656815265,0.8276880979537964,1239554.697265625,0.362548828125,1180,-20.88965089917183,0.047759734,-2.110004425048828e-05,,
,,,245000,,,786622.125,0.0003,0.2,-0.08154571604100055,0.8281092047691345,1356453.534765625,0.3736328125,1190,-20.887083798646927,0.05231414,-1.1920928955078125e-07,63942.07932682037,1000.0
1000.0,70398.85585097999,120,245760,2440,100,,,,,,,,,,,,,
