train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
,,779,50.0,-5.557264889999999,189,2960,,,148000,,
148050,21.270704956054686,780,50.0,-5.569101840000001,189,2964,0.001,0.048182038217782976,148200,,
148250,21.358464660644533,781,50.0,-5.605564469999998,189,2968,0.001,0.049978609569370745,148400,,
148450,21.33567085266113,782,50.0,-5.58119852,189,2972,0.001,0.04506352685391903,148600,,
148650,21.290830535888674,783,50.0,-5.680002910000001,189,2976,0.001,0.04563706569373607,148800,,
148850,21.324952392578126,,,,,,0.001,0.04706272352486849,149000,-6.1064803780987855,50.0
,,784,50.0,-5.7460453,189,2980,,,149000,,
149050,21.291083602905275,785,50.0,-5.68730363,189,2984,0.001,0.05052136793732643,149200,,
149250,21.328690643310548,786,50.0,-5.66060673,189,2988,0.001,0.05103271372616291,149400,,
149450,21.356752395629883,787,50.0,-5.67099431,189,2992,0.001,0.051524342149496076,149600,,
149650,21.29433822631836,788,50.0,-5.66467996,189,2996,0.001,0.04453722782433033,149800,,
149850,21.274522247314454,,,,,,0.001,0.06338274516165257,150000,-6.187074810452759,50.0
,,789,50.0,-5.6966135499999995,189,3000,,,150000,,
150050,21.29600212097168,790,50.0,-5.628269169999999,189,3004,0.001,0.04606172416359186,150200,,
150250,21.246213836669924,791,50.0,-5.701653410000001,189,3008,0.001,0.05616965778172016,150400,,
150450,21.267235412597657,792,50.0,-5.710822100000001,189,3012,0.001,0.044854874908924106,150600,,
150650,21.299141998291017,793,50.0,-5.7046379200000015,189,3016,0.001,0.05305999882519245,150800,,
150850,21.250794372558595,,,,,,0.001,0.04515897635370493,151000,-6.247899841098115,50.0
,,795,50.0,-5.766940319999999,189,3020,,,151000,,
151050,21.247641830444337,796,50.0,-5.79561658,189,3024,0.001,0.046926668509840966,151200,,
151250,21.266612548828125,797,50.0,-5.885989399999999,189,3028,0.001,0.05775429092347622,151400,,
151450,21.308869934082033,798,50.0,-5.9525144999999995,189,3032,0.001,0.04515690106898546,151600,,
151650,21.33985221862793,799,50.0,-5.885222649999999,189,3036,0.001,0.05369845025241375,151800,,
151850,21.31385353088379,,,,,,0.001,0.07344795502722264,152000,-6.74254774870351,50.0
,,800,50.0,-5.994489490000001,189,3040,,,152000,,
152050,21.301876373291016,801,50.0,-6.01461926,189,3044,0.001,0.04828454595059156,152200,,
152250,21.312738037109376,802,50.0,-5.98615594,189,3048,0.001,0.04767199754714966,152400,,
152450,21.271263275146485,803,50.0,-5.977142809999999,189,3052,0.001,0.0515691838413477,152600,,
152650,21.263137283325197,804,50.0,-5.942854929999999,189,3056,0.001,0.04521141819655895,152800,,
152850,21.25985046386719,,,,,,0.001,0.05239504873752594,153000,-5.875117371045053,50.0
,,805,50.0,-5.828049589999999,189,3060,,,153000,,
153050,21.219622650146484,806,50.0,-5.812285889999999,189,3064,0.001,0.05337239794433117,153200,,
153250,21.27193428039551,807,50.0,-5.846023550000001,189,3068,0.001,0.04735580191016197,153400,,
153450,21.29490005493164,808,50.0,-5.8650895699999985,189,3072,0.001,0.05057476710528135,153600,,
153650,21.274175720214842,809,50.0,-5.84147155,189,3076,0.001,0.05043083801865578,153800,,
153850,21.29080856323242,,,,,,0.001,0.05395071968436241,154000,-6.289574517589062,50.0
,,810,50.0,-5.77910005,189,3080,,,154000,,
154050,21.27867805480957,811,50.0,-5.697645040000001,189,3084,0.001,0.05029753565788269,154200,,
154250,21.221503067016602,812,50.0,-5.683157760000001,189,3088,0.001,0.05197690136730671,154400,,
154450,21.274570236206056,813,50.0,-5.686865700000001,189,3092,0.001,0.04705658540129662,154600,,
154650,21.291362762451172,814,50.0,-5.636704439999999,189,3096,0.001,0.04982518710196018,154800,,
154850,21.26055519104004,,,,,,0.001,0.048208282329142094,155000,-6.309449492674321,50.0
,,816,50.0,-5.671744779999999,189,3100,,,155000,,
155050,21.22080291748047,817,50.0,-5.7102555399999995,189,3104,0.001,0.048593821562826635,155200,,
155250,21.269381713867187,818,50.0,-5.652900279999999,189,3108,0.001,0.049569568932056426,155400,,
155450,21.28524124145508,819,50.0,-5.666929239999999,189,3112,0.001,0.05223667986690998,155600,,
155650,21.2166764831543,820,50.0,-5.681436680000001,189,3116,0.001,0.0503263296186924,155800,,
155850,21.229558486938476,,,,,,0.001,0.046218103617429736,156000,-6.319842974934727,50.0
,,821,50.0,-5.58473089,189,3120,,,156000,,
156050,21.295598068237304,822,50.0,-5.5912512,189,3124,0.001,0.04920077737420797,156200,,
156250,21.19922134399414,823,50.0,-5.534415610000001,189,3128,0.001,0.04728435646742582,156400,,
156450,21.25232322692871,824,50.0,-5.560927259999999,189,3132,0.001,0.06473914321511984,156600,,
156650,21.276066513061522,825,50.0,-5.585784,189,3136,0.001,0.050080284364521506,156800,,
156850,21.223482131958008,,,,,,0.001,0.04947129212319851,157000,-6.042311684624292,50.0
,,827,50.0,-5.6235137900000005,189,3140,,,157000,,
157050,21.254680252075197,828,50.0,-5.56956188,189,3144,0.001,0.07013290591537952,157200,,
157250,21.197683639526367,829,50.0,-5.537931440000002,189,3148,0.001,0.05058163199573755,157400,,
157450,21.330120468139647,830,50.0,-5.592851750000001,189,3152,0.001,0.04904446095228195,157600,,
157650,21.28117446899414,831,50.0,-5.55830019,189,3156,0.001,0.05547575883567333,157800,,
157850,21.292466278076173,,,,,,0.001,0.10240823216736317,158000,-7.105650260671974,50.0
,,832,50.0,-5.5852857700000005,189,3160,,,158000,,
158050,21.195335388183594,833,50.0,-5.550968419999999,189,3164,0.001,0.04590275414288044,158200,,
158250,21.252375869750978,834,50.0,-5.48494602,189,3168,0.001,0.04473274491727352,158400,,
158450,21.29415985107422,835,50.0,-5.49237472,189,3172,0.001,0.05070158530026674,158600,,
158650,21.234319915771483,836,50.0,-5.485136770000001,189,3176,0.001,0.0454808659106493,158800,,
158850,21.207986373901367,,,,,,0.001,0.049218421578407286,159000,-6.5885014712810515,50.0
,,837,50.0,-5.536069130000002,189,3180,,,159000,,
159050,21.273885040283204,838,50.0,-5.62264055,189,3184,0.001,0.04470027294009924,159200,,
159250,21.178106002807617,839,50.0,-5.547661129999999,189,3188,0.001,0.05288300111889839,159400,,
159450,21.22727828979492,840,50.0,-5.5525028500000015,189,3192,0.001,0.05073405124247074,159600,,
159650,21.28576271057129,841,50.0,-5.6020858,189,3196,0.001,0.046118015237152574,159800,,
159850,21.215541229248046,,,,,,0.001,0.05092579707503319,160000,-6.392196519486606,50.0
,,843,50.0,-5.56983323,189,3200,,,160000,,
160050,21.25149589538574,844,50.0,-5.513896039999999,189,3204,0.001,0.051798808723688125,160200,,
160250,21.19879867553711,845,50.0,-5.566081699999999,189,3208,0.001,0.0540527954697609,160400,,
160450,21.206159286499023,846,50.0,-5.56356794,189,3212,0.001,0.049652556031942366,160600,,
160650,21.201068572998047,847,50.0,-5.61948574,189,3216,0.001,0.04986342839896679,160800,,
160850,21.22693962097168,,,,,,0.001,0.047115148454904554,161000,-6.694149688398466,50.0
,,848,50.0,-5.5930931,189,3220,,,161000,,
161050,21.229720611572265,849,50.0,-5.56709524,189,3224,0.001,0.0969017829746008,161200,,
161250,21.235137481689453,850,50.0,-5.625042239999999,189,3228,0.001,0.04720361527055502,161400,,
161450,21.243760604858398,851,50.0,-5.64671443,189,3232,0.001,0.04368025761097669,161600,,
161650,21.198499908447264,852,50.0,-5.666738810000001,189,3236,0.001,0.046162996962666514,161800,,
161850,21.221856842041017,,,,,,0.001,0.04326783739030361,162000,-6.341836207639426,50.0
,,853,50.0,-5.651419320000001,189,3240,,,162000,,
162050,21.232441177368162,854,50.0,-5.67143728,189,3244,0.001,0.04748917326331139,162200,,
162250,21.18233741760254,855,50.0,-5.69267347,189,3248,0.001,0.05486052334308624,162400,,
162450,21.225264205932618,856,50.0,-5.63200526,189,3252,0.001,0.045739801004529,162600,,
162650,21.153093795776368,857,50.0,-5.633383680000001,189,3256,0.001,0.044483434483408926,162800,,
162850,21.193592376708985,,,,,,0.001,0.043595038242638114,163000,-6.424329000990838,50.0
,,858,50.0,-5.678454639999999,189,3260,,,163000,,
163050,21.25535743713379,859,50.0,-5.74591,189,3264,0.001,0.10730478644371033,163200,,
163250,21.224567184448244,860,50.0,-5.79872919,189,3268,0.001,0.05835214897990227,163400,,
163450,21.226484909057618,861,50.0,-5.68363397,189,3272,0.001,0.04764019180089235,163600,,
163650,21.240232238769533,862,50.0,-5.6289631,189,3276,0.001,0.040384403243660924,163800,,
163850,21.26691017150879,,,,,,0.001,0.04845638930797577,164000,-6.263538086786866,50.0
,,863,50.0,-5.636782100000001,189,3280,,,164000,,
164050,21.21293991088867,864,50.0,-5.60744672,189,3284,0.001,0.04484031483530998,164200,,
164250,21.202965545654298,865,50.0,-5.673146290000001,189,3288,0.001,0.041829178594052795,164400,,
164450,21.143482284545897,866,50.0,-5.72674646,189,3292,0.001,0.04206701330840588,164600,,
164650,21.17855354309082,867,50.0,-5.681433479999999,189,3296,0.001,0.046507271751761434,164800,,
164850,21.16215446472168,,,,,,0.001,0.04500815875828266,165000,-6.314678716473281,50.0
,,868,50.0,-5.63157693,189,3300,,,165000,,
165050,21.210418090820312,869,50.0,-5.667433420000002,189,3304,0.001,0.04723631702363491,165200,,
165250,21.19236961364746,870,50.0,-5.6212500599999995,189,3308,0.001,0.04357681356370449,165400,,
165450,21.14464126586914,871,50.0,-5.634658099999999,189,3312,0.001,0.05149262983351946,165600,,
165650,21.198765869140626,873,50.0,-5.63719578,189,3316,0.001,0.05335767015814781,165800,,
165850,21.15047431945801,,,,,,0.001,0.04458729844540357,166000,-6.455232781590894,50.0
,,874,50.0,-5.634962859999999,189,3320,,,166000,,
166050,21.142765045166016,875,50.0,-5.653821319999999,189,3324,0.001,0.05424361802637577,166200,,
166250,21.154569931030274,876,50.0,-5.6132886399999995,189,3328,0.001,0.0430077413097024,166400,,
166450,21.159092483520507,877,50.0,-5.601549869999999,189,3332,0.001,0.049247026816010474,166600,,
166650,21.18947280883789,878,50.0,-5.44786693,189,3336,0.001,0.04795448329299688,166800,,
166850,21.178213272094727,,,,,,0.001,0.042619335129857064,167000,-6.36351002342999,50.0
,,879,50.0,-5.33497333,189,3340,,,167000,,
167050,21.155303344726562,880,50.0,-5.339512680000001,189,3344,0.001,0.0525840999186039,167200,,
167250,21.15855209350586,881,50.0,-5.3622554000000004,189,3348,0.001,0.046567431464791295,167400,,
167450,21.151536712646486,882,50.0,-5.336629800000001,189,3352,0.001,0.04454424761235714,167600,,
167650,21.166200485229492,883,50.0,-5.40073654,189,3356,0.001,0.06913948744535446,167800,,
167850,21.08465232849121,,,,,,0.001,0.05340208139270544,168000,-6.156423806538806,50.0
,,884,50.0,-5.3727997400000005,189,3360,,,168000,,
168050,21.112307739257812,885,50.0,-5.294774,189,3364,0.001,0.04460930094122886,168200,,
168250,21.190315017700197,886,50.0,-5.2768887300000005,189,3368,0.001,0.040155353210866454,168400,,
168450,21.179989624023438,887,50.0,-5.34384115,189,3372,0.001,0.04703947585076094,168600,,
168650,21.206377029418945,888,50.0,-5.35549683,189,3376,0.001,0.05028805233538151,168800,,
168850,21.155833969116213,,,,,,0.001,0.05038685031235218,169000,-6.068292319541797,50.0
,,889,50.0,-5.33318756,189,3380,,,169000,,
169050,21.120367965698243,890,50.0,-5.34658916,189,3384,0.001,0.04553601339459419,169200,,
169250,21.155094070434572,891,50.0,-5.26642213,189,3388,0.001,0.0537159688398242,169400,,
169450,21.15711654663086,892,50.0,-5.24227347,189,3392,0.001,0.04083168867975474,169600,,
169650,21.12569465637207,893,50.0,-5.24839215,189,3396,0.001,0.045009348802268506,169800,,
169850,21.06989715576172,,,,,,0.001,0.04613046243786812,170000,-6.17375554847531,50.0
,,895,50.0,-5.345451539999999,189,3400,,,170000,,
170050,21.130256958007813,896,50.0,-5.386584529999999,189,3404,0.001,0.0435291650891304,170200,,
170250,21.169418716430663,897,50.0,-5.373152729999999,189,3408,0.001,0.04989345725625753,170400,,
170450,21.100134201049805,898,50.0,-5.323087269999999,189,3412,0.001,0.05484124917536974,170600,,
170650,21.102242736816407,899,50.0,-5.2507469900000014,189,3416,0.001,0.04948387775570154,170800,,
170850,21.165912170410156,,,,,,0.001,0.04972642906010151,171000,-6.09720527138561,50.0
,,900,50.0,-5.268389170000001,189,3420,,,171000,,
171050,21.080887222290038,901,50.0,-5.24721885,189,3424,0.001,0.04766951195895672,171200,,
171250,21.10106399536133,902,50.0,-5.266952119999998,189,3428,0.001,0.0497642470896244,171400,,
171450,21.043234558105468,903,50.0,-5.235043350000001,189,3432,0.001,0.04880428895354271,171600,,
171650,21.073171157836914,904,50.0,-5.327819280000001,189,3436,0.001,0.04284082107245922,171800,,
171850,21.09664535522461,,,,,,0.001,0.05119973659515381,172000,-6.046992484154179,50.0
,,906,50.0,-5.350940529999999,189,3440,,,172000,,
172050,21.112245025634767,907,50.0,-5.37807593,189,3444,0.001,0.049242961928248404,172200,,
172250,21.043772048950196,908,50.0,-5.401685659999999,189,3448,0.001,0.047929062619805334,172400,,
172450,21.067307357788085,909,50.0,-5.415863409999999,189,3452,0.001,0.04510244630277157,172600,,
172650,21.081688232421875,909,50.0,-5.35981127,189,3456,0.001,0.10919220164418221,172800,,
172850,21.10254089355469,,,,,,0.001,0.04522329900413752,173000,-6.419885999523103,50.0
,,911,50.0,-5.4420424600000015,189,3460,,,173000,,
173050,21.008581619262696,912,50.0,-5.442505760000001,189,3464,0.001,0.04884785182774067,173200,,
173250,21.062574310302736,913,50.0,-5.437089270000001,189,3468,0.001,0.04804308876395225,173400,,
173450,21.060156173706055,914,50.0,-5.480386190000001,189,3472,0.001,0.05675707012414932,173600,,
173650,21.044834594726563,915,50.0,-5.53269363,189,3476,0.001,0.05370397105813027,173800,,
173850,21.070154495239258,,,,,,0.001,0.05713873840868473,174000,-6.9875140610151,50.0
,,916,50.0,-5.520347480000001,189,3480,,,174000,,
174050,21.091684188842773,917,50.0,-5.451796870000001,189,3484,0.001,0.046313694268465044,174200,,
174250,21.004390716552734,918,50.0,-5.590788359999998,189,3488,0.001,0.04859521836042404,174400,,
174450,21.03015266418457,919,50.0,-5.5038528399999995,189,3492,0.001,0.05326549679040909,174600,,
174650,21.036488189697266,920,50.0,-5.57290675,189,3496,0.001,0.04970721628516912,174800,,
174850,21.043065490722658,,,,,,0.001,0.043656787052750584,175000,-6.37278444825206,50.0
,,921,50.0,-5.54984524,189,3500,,,175000,,
175050,21.04761100769043,922,50.0,-5.50930826,189,3504,0.001,0.0492382875084877,175200,,
175250,21.05569061279297,923,50.0,-5.58707809,189,3508,0.001,0.046704777106642725,175400,,
175450,21.022217636108397,924,50.0,-5.514966179999999,189,3512,0.001,0.05132367007434368,175600,,
175650,21.00525817871094,925,50.0,-5.545996070000001,189,3516,0.001,0.04893778175115585,175800,,
175850,21.072484664916992,,,,,,0.001,0.05151314347982407,176000,-5.781022562924773,50.0
,,926,50.0,-5.5581979200000005,189,3520,,,176000,,
176050,21.073052825927736,927,50.0,-5.57742939,189,3524,0.001,0.049850131273269656,176200,,
176250,21.05616401672363,928,50.0,-5.57343336,189,3528,0.001,0.0492245003581047,176400,,
176450,21.060992660522462,929,50.0,-5.50192824,190,3532,0.001,0.047286123633384705,176600,,
176650,21.02926856994629,930,50.0,-5.494466049999999,190,3536,0.001,0.04924878690391779,176800,,
176850,20.978745651245116,,,,,,0.001,0.055015599578619005,177000,-5.866559684928506,50.0
,,931,50.0,-5.60168182,189,3540,,,177000,,
177050,20.989431304931642,932,50.0,-5.56599077,189,3544,0.001,0.0480064532905817,177200,,
177250,21.087876052856444,933,50.0,-5.500735929999999,189,3548,0.001,0.05463597018271685,177400,,
177450,21.02590431213379,934,50.0,-5.592834700000001,189,3552,0.001,0.04723602890968323,177600,,
177650,21.005844802856444,935,50.0,-5.642597029999999,189,3556,0.001,0.047103385552763936,177800,,
177850,21.052933197021485,,,,,,0.001,0.04348346147686243,178000,-5.7930851695127785,50.0
,,937,50.0,-5.594295859999999,189,3560,,,178000,,
178050,20.989627685546875,938,50.0,-5.6543341499999995,189,3564,0.001,0.05907390750944615,178200,,
178250,20.970473175048827,939,50.0,-5.690540049999998,189,3568,0.001,0.06621340710669756,178400,,
178450,21.052869262695314,940,50.0,-5.649759620000001,189,3572,0.001,0.04509320218116045,178600,,
178650,20.989803466796875,941,50.0,-5.543776360000001,189,3576,0.001,0.04403922986239195,178800,,
178850,20.990100326538087,,,,,,0.001,0.049790428057312965,179000,-5.80553415492177,50.0
,,942,50.0,-5.510524589999999,189,3580,,,179000,,
179050,21.00770538330078,943,50.0,-5.570636659999999,189,3584,0.001,0.048097681514918805,179200,,
179250,20.95666862487793,944,50.0,-5.42797593,189,3588,0.001,0.046587853133678435,179400,,
179450,20.94600639343262,945,50.0,-5.53500053,189,3592,0.001,0.04920308981090784,179600,,
179650,20.967452392578124,946,50.0,-5.61519843,189,3596,0.001,0.04869121987372637,179800,,
179850,20.979736099243166,,,,,,0.001,0.045380513221025466,180000,-5.83268917389214,50.0
,,947,50.0,-5.56402928,189,3600,,,180000,,
180050,20.985525970458983,948,50.0,-5.58541923,189,3604,0.001,0.04291419446468353,180200,,
180250,20.93499397277832,949,50.0,-5.52548629,189,3608,0.001,0.04903721265494823,180400,,
180450,20.99750518798828,950,50.0,-5.53174222,189,3612,0.001,0.047365623041987416,180600,,
180650,21.00956169128418,951,50.0,-5.51878874,189,3616,0.001,0.05841666176915169,180800,,
180850,20.938946990966798,,,,,,0.001,0.04522255189716816,181000,-6.164798713102937,50.0
,,953,50.0,-5.45843584,189,3620,,,181000,,
181050,20.893513107299803,954,50.0,-5.49208749,189,3624,0.001,0.04290368065237999,181200,,
181250,20.998060913085936,955,50.0,-5.512362079999999,189,3628,0.001,0.04975571785122156,181400,,
181450,20.968325958251953,955,50.0,-5.5962492,189,3632,0.001,0.044606522172689435,181600,,
181650,20.96412712097168,956,50.0,-5.63902464,189,3636,0.001,0.04358538687229156,181800,,
181850,20.997655944824217,,,,,,0.001,0.04674062609672546,182000,-6.081429406814277,50.0
,,957,50.0,-5.552924529999999,189,3640,,,182000,,
182050,20.922697067260742,958,50.0,-5.568412350000002,190,3644,0.001,0.07275924988090993,182200,,
182250,21.00186180114746,959,50.0,-5.6378712900000005,190,3648,0.001,0.0855423478037119,182400,,
182450,20.925476837158204,960,50.0,-5.58130209,190,3652,0.001,0.04200581982731819,182600,,
182650,20.980482940673827,961,50.0,-5.564075899999999,190,3656,0.001,0.04437091551721096,182800,,
182850,21.026069412231447,,,,,,0.001,0.0552581438422203,183000,-6.220036106789484,50.0
,,962,50.0,-5.530665260000001,190,3660,,,183000,,
183050,20.956905670166016,963,50.0,-5.536626729999999,190,3664,0.001,0.04878395453095436,183200,,
183250,21.00268737792969,964,50.0,-5.501903080000001,190,3668,0.001,0.04460143107920885,183400,,
