train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
201250,20.876990509033202,1055,50.0,-5.69612926,190,4028,0.001,0.04577507060021162,201400,,
201450,20.935554809570313,1056,50.0,-5.6214550700000006,190,4032,0.001,0.0503941611200571,201600,,
201650,20.88214729309082,1057,50.0,-5.695037559999999,190,4036,0.001,0.0504811131209135,201800,,
201850,20.94672866821289,,,,,,0.001,0.05044263698160648,202000,-6.308461787411943,50.0
,,1059,50.0,-5.676058100000001,190,4040,,,202000,,
202050,20.882943420410157,1060,50.0,-5.570720070000001,190,4044,0.001,0.04891661748290062,202200,,
202250,20.940563888549804,1061,50.0,-5.57060873,190,4048,0.001,0.04776143781840801,202400,,
202450,20.840237579345704,1062,50.0,-5.501465130000001,190,4052,0.001,0.04796308040618896,202600,,
202650,20.89032165527344,1063,50.0,-5.509343169999999,190,4056,0.001,0.044224231690168384,202800,,
202850,20.899391098022463,,,,,,0.001,0.04601060889661312,203000,-5.967147650197148,50.0
,,1064,50.0,-5.547256559999999,190,4060,,,203000,,
203050,20.89450714111328,1065,50.0,-5.50554907,190,4064,0.001,0.04868089705705643,203200,,
203250,20.858966369628906,1066,50.0,-5.471884529999999,190,4068,0.001,0.04445375610142946,203400,,
203450,20.868936767578123,1067,50.0,-5.3870844,190,4072,0.001,0.057815080359578136,203600,,
203650,20.877062454223633,1068,50.0,-5.436971190000001,190,4076,0.001,0.058146405518054965,203800,,
203850,20.875266036987306,,,,,,0.001,0.04464830912649632,204000,-6.338951254822314,50.0
,,1069,50.0,-5.372242340000001,190,4080,,,204000,,
204050,20.851463928222657,1070,50.0,-5.42653068,190,4084,0.001,0.04486259143799543,204200,,
204250,20.84630584716797,1072,50.0,-5.351478810000002,190,4088,0.001,0.043750122264027594,204400,,
204450,20.908935928344725,1072,50.0,-5.408989900000002,190,4092,0.001,0.046961995363235476,204600,,
204650,20.857159881591798,1073,50.0,-5.50380998,190,4096,0.001,0.04443466357886791,204800,,
204850,20.88224807739258,,,,,,0.001,0.04413494858890772,205000,-5.760775266587734,50.0
,,1075,50.0,-5.468692059999999,190,4100,,,205000,,
205050,20.895298080444334,1076,50.0,-5.498704960000001,190,4104,0.001,0.04426312066614628,205200,,
205250,20.908278274536134,1077,50.0,-5.48825029,190,4108,0.001,0.043139770328998565,205400,,
205450,20.88382568359375,1078,50.0,-5.608102610000002,190,4112,0.001,0.04965258434414863,205600,,
205650,20.86653526306152,1079,50.0,-5.612394999999999,190,4116,0.001,0.04956500589847565,205800,,
205850,20.87792205810547,,,,,,0.001,0.04242146924138069,206000,-6.584586893219966,50.0
,,1080,50.0,-5.603074810000001,190,4120,,,206000,,
206050,20.854043350219726,1081,50.0,-5.568713730000001,190,4124,0.001,0.05046359047293663,206200,,
206250,20.88804458618164,1082,50.0,-5.53926544,190,4128,0.001,0.04832910880446434,206400,,
206450,20.893770751953124,1083,50.0,-5.6226078799999994,190,4132,0.001,0.04804197371006012,206600,,
206650,20.84708297729492,1084,50.0,-5.47897818,190,4136,0.001,0.04561494626104832,206800,,
206850,20.90938606262207,,,,,,0.001,0.04837381184101105,207000,-6.058580780774355,50.0
,,1085,50.0,-5.49302207,190,4140,,,207000,,
207050,20.887325363159178,1086,50.0,-5.604013570000001,190,4144,0.001,0.046441724002361295,207200,,
207250,20.854592361450194,1087,50.0,-5.592614530000002,190,4148,0.001,0.04664663001894951,207400,,
207450,20.832949829101562,1088,50.0,-5.58743952,190,4152,0.001,0.04942407827824354,207600,,
207650,20.863477325439455,1089,50.0,-5.576564020000001,190,4156,0.001,0.04855017330497503,207800,,
207850,20.856733016967773,,,,,,0.001,0.06562108591198922,208000,-6.104284669179469,50.0
,,1091,50.0,-5.552143890000001,190,4160,,,208000,,
208050,20.82568778991699,1092,50.0,-5.62501899,190,4164,0.001,0.05135506637394428,208200,,
208250,20.795355224609374,1093,50.0,-5.658968739999999,190,4168,0.001,0.1186705119907856,208400,,
208450,20.81534912109375,1094,50.0,-5.7163281900000005,190,4172,0.001,0.049210947528481486,208600,,
208650,20.835157318115236,1095,50.0,-5.65901967,190,4176,0.001,0.043499673642218115,208800,,
208850,20.838052291870117,,,,,,0.001,0.04765603333711624,209000,-6.009184540528804,50.0
,,1096,50.0,-5.6610941100000005,190,4180,,,209000,,
209050,20.89456214904785,1097,50.0,-5.61255971,190,4184,0.001,0.048314171619713304,209200,,
209250,20.870551300048827,1098,50.0,-5.632369100000001,190,4188,0.001,0.0512098541110754,209400,,
209450,20.832519607543944,1099,50.0,-5.514581359999998,190,4192,0.001,0.04490076769143343,209600,,
209650,20.870033264160156,1100,50.0,-5.515220149999999,190,4196,0.001,0.049454503841698166,209800,,
209850,20.85781768798828,,,,,,0.001,0.052429856434464454,210000,-6.288827129080891,50.0
,,1101,50.0,-5.518128480000001,190,4200,,,210000,,
210050,20.835556411743163,1102,50.0,-5.55506266,190,4204,0.001,0.046972286216914655,210200,,
210250,20.8438484954834,1103,50.0,-5.588352999999999,190,4208,0.001,0.050087084583938124,210400,,
210450,20.90980079650879,1104,50.0,-5.55867747,190,4212,0.001,0.05489653490483761,210600,,
210650,20.79751564025879,1105,50.0,-5.59021351,190,4216,0.001,0.048561568707227706,210800,,
210850,20.794053039550782,,,,,,0.001,0.046406438127160075,211000,-6.579954275675118,50.0
,,1107,50.0,-5.623791859999999,190,4220,,,211000,,
211050,20.797883377075195,1107,50.0,-5.6346171400000005,190,4224,0.001,0.053182059340178965,211200,,
211250,20.900559768676757,1108,50.0,-5.60516108,190,4228,0.001,0.046089078783988956,211400,,
211450,20.79576629638672,1109,50.0,-5.581492040000001,190,4232,0.001,0.05237209782004357,211600,,
211650,20.876712036132812,1110,50.0,-5.65914014,190,4236,0.001,0.044452593326568604,211800,,
211850,20.81614013671875,,,,,,0.001,0.04880029045045376,212000,-6.249469554983079,50.0
,,1111,50.0,-5.620251840000001,190,4240,,,212000,,
212050,20.851046905517578,1112,50.0,-5.61758697,190,4244,0.001,0.051271199248731136,212200,,
212250,20.80687713623047,1113,50.0,-5.59947652,190,4248,0.001,0.043454318158328537,212400,,
212450,20.863834304809572,1114,50.0,-5.6114466100000016,190,4252,0.001,0.04556927587836981,212600,,
212650,20.855627136230467,1115,50.0,-5.716550779999999,190,4256,0.001,0.04677952136844397,212800,,
212850,20.83637626647949,,,,,,0.001,0.04222859643399715,213000,-6.317330880276859,50.0
,,1117,50.0,-5.719735910000001,190,4260,,,213000,,
213050,20.78312858581543,1118,50.0,-5.612488299999999,190,4264,0.001,0.052623253427445886,213200,,
213250,20.892789993286133,1119,50.0,-5.534334309999999,190,4268,0.001,0.051812095940113066,213400,,
213450,20.83652130126953,1120,50.0,-5.46638141,190,4272,0.001,0.08204553984105586,213600,,
213650,20.757707748413086,1121,50.0,-5.5639740699999995,190,4276,0.001,0.05875410784035921,213800,,
213850,20.821369705200194,,,,,,0.001,0.045383893847465516,214000,-6.734825615212321,50.0
,,1122,50.0,-5.5548061099999995,190,4280,,,214000,,
214050,20.838341903686523,1123,50.0,-5.5485125,190,4284,0.001,0.047622047886252405,214200,,
214250,20.75847068786621,1124,50.0,-5.512781480000001,190,4288,0.001,0.05185944773256779,214400,,
214450,20.741145095825196,1125,50.0,-5.6267338,190,4292,0.001,0.05493292886763811,214600,,
214650,20.835411148071287,1126,50.0,-5.59037424,190,4296,0.001,0.051371816024184225,214800,,
214850,20.814576187133788,,,,,,0.001,0.053479217439889905,215000,-6.5725339217111465,50.0
,,1128,50.0,-5.564383300000002,190,4300,,,215000,,
215050,20.749654388427736,1129,50.0,-5.5883936599999995,190,4304,0.001,0.042379398420453074,215200,,
215250,20.813830032348633,1130,50.0,-5.5408874,190,4308,0.001,0.04657158799469471,215400,,
215450,20.81525016784668,1131,50.0,-5.512512419999999,190,4312,0.001,0.04589525774121284,215600,,
215650,20.792354278564453,1132,50.0,-5.53300335,190,4316,0.001,0.04339867323637009,215800,,
215850,20.80521499633789,,,,,,0.001,0.057259855568408964,216000,-6.720258504711092,50.0
,,1133,50.0,-5.479346779999999,190,4320,,,216000,,
216050,20.791959228515626,1134,50.0,-5.409718459999999,190,4324,0.001,0.0438214148953557,216200,,
216250,20.817523040771484,1135,50.0,-5.384478860000001,190,4328,0.001,0.062001853436231616,216400,,
216450,20.77889228820801,1136,50.0,-5.39686554,190,4332,0.001,0.04748273722827435,216600,,
216650,20.801289443969726,1137,50.0,-5.34209313,190,4336,0.001,0.044003870002925397,216800,,
216850,20.815944061279296,,,,,,0.001,0.0485703032463789,217000,-6.524978796672076,50.0
,,1139,50.0,-5.310446300000001,190,4340,,,217000,,
217050,20.783446884155275,1140,50.0,-5.318843729999998,190,4344,0.001,0.053885602876544,217200,,
217250,20.79780860900879,1141,50.0,-5.3475357400000005,190,4348,0.001,0.04490614574402571,217400,,
217450,20.860474700927735,1142,50.0,-5.455706009999999,190,4352,0.001,0.05652614980936051,217600,,
217650,20.774609451293944,1143,50.0,-5.3176641799999995,190,4356,0.001,0.048432027995586394,217800,,
217850,20.75123809814453,,,,,,0.001,0.04453186471015215,218000,-6.692466654907912,50.0
,,1144,50.0,-5.26986816,190,4360,,,218000,,
218050,20.72346488952637,1145,50.0,-5.28572084,190,4364,0.001,0.04383883573114872,218200,,
218250,20.728348236083985,1146,50.0,-5.392574140000002,190,4368,0.001,0.05331554763019085,218400,,
218450,20.736360549926758,1147,50.0,-5.44279755,190,4372,0.001,0.05014841854572296,218600,,
218650,20.785151062011717,1148,50.0,-5.3533974,190,4376,0.001,0.06673026338219643,218800,,
218850,20.75947036743164,,,,,,0.001,0.04634308245033026,219000,-6.857068309560418,50.0
,,1149,50.0,-5.367294869999999,190,4380,,,219000,,
219050,20.767788467407225,1150,50.0,-5.420376149999999,190,4384,0.001,0.04405274461954832,219200,,
219250,20.773935546875,1152,50.0,-5.48760724,190,4388,0.001,0.04794810961931944,219400,,
219450,20.74333480834961,1153,50.0,-5.42434742,190,4392,0.001,0.05944829620420933,219600,,
219650,20.739636535644532,1154,50.0,-5.46173713,190,4396,0.001,0.04077809948474169,219800,,
219850,20.684462356567384,,,,,,0.001,0.047429327219724655,220000,-6.682642346993089,50.0
,,1155,50.0,-5.47404851,190,4400,,,220000,,
220050,20.79456329345703,1156,50.0,-5.46111618,190,4404,0.001,0.046573821976780894,220200,,
220250,20.736884002685546,1157,50.0,-5.387391910000002,190,4408,0.001,0.043129569478333,220400,,
220450,20.696745986938478,1158,50.0,-5.451579800000001,190,4412,0.001,0.04251188114285469,220600,,
220650,20.77614097595215,1159,50.0,-5.355500869999999,190,4416,0.001,0.0512894793972373,220800,,
220850,20.711774978637695,,,,,,0.001,0.046926485002040864,221000,-6.4760831723921,50.0
,,1160,50.0,-5.41364815,190,4420,,,221000,,
221050,20.775605545043945,1161,50.0,-5.433840909999999,190,4424,0.001,0.043245546035468575,221200,,
221250,20.75201057434082,1163,50.0,-5.4255697000000005,190,4428,0.001,0.05056681286543608,221400,,
221450,20.68980163574219,1164,50.0,-5.41230363,190,4432,0.001,0.0420716980099678,221600,,
221650,20.771276702880858,1165,50.0,-5.474258219999999,190,4436,0.001,0.04700234591960907,221800,,
221850,20.701663208007812,,,,,,0.001,0.042152465656399726,222000,-6.629190636426211,50.0
,,1166,50.0,-5.53729558,190,4440,,,222000,,
222050,20.684945220947267,1167,50.0,-5.470854169999996,190,4444,0.001,0.046719000451266764,222200,,
222250,20.762370300292968,1168,50.0,-5.498243659999999,190,4448,0.001,0.0583572942763567,222400,,
222450,20.76423095703125,1169,50.0,-5.41039088,190,4452,0.001,0.045111907571554186,222600,,
222650,20.65091018676758,1170,50.0,-5.46959615,190,4456,0.001,0.04837908994406462,222800,,
222850,20.720730209350585,,,,,,0.001,0.04638004064559936,223000,-6.621987661905587,50.0
,,1171,50.0,-5.543168179999999,190,4460,,,223000,,
223050,20.699415740966796,1172,50.0,-5.580760459999999,190,4464,0.001,0.04348886206746101,223200,,
223250,20.721536865234373,1174,50.0,-5.55905426,190,4468,0.001,0.0499406248703599,223400,,
223450,20.720725479125978,1175,50.0,-5.61433263,190,4472,0.001,0.048579229712486266,223600,,
223650,20.707448196411132,1176,50.0,-5.70455451,190,4476,0.001,0.045601168870925905,223800,,
223850,20.667128829956056,,,,,,0.001,0.04530307207256556,224000,-6.869505266286433,50.0
,,1177,50.0,-5.72310129,190,4480,,,224000,,
224050,20.675775680541992,1178,50.0,-5.70890222,190,4484,0.001,0.04599405869841575,224200,,
224250,20.66838684082031,1179,50.0,-5.68399687,190,4488,0.001,0.046713004298508165,224400,,
224450,20.65187187194824,1180,50.0,-5.7394127999999975,190,4492,0.001,0.050733313858509065,224600,,
224650,20.74863494873047,1181,50.0,-5.692197649999998,190,4496,0.001,0.05704000979661941,224800,,
224850,20.66708641052246,,,,,,0.001,0.04579967867583037,225000,-6.818987175449729,50.0
,,1182,50.0,-5.7283529999999985,190,4500,,,225000,,
225050,20.690643157958984,1183,50.0,-5.673300670000002,190,4504,0.001,0.04920393757522106,225200,,
225250,20.67300491333008,1184,50.0,-5.80546857,190,4508,0.001,0.0645083962008357,225400,,
225450,20.649915466308595,1185,50.0,-5.778240500000002,190,4512,0.001,0.052947065085172655,225600,,
225650,20.69131820678711,1186,50.0,-5.90652288,190,4516,0.001,0.052075615748763085,225800,,
225850,20.81809196472168,,,,,,0.001,0.05803315192461014,226000,-6.599245175719261,50.0
,,1188,50.0,-5.870778759999999,190,4520,,,226000,,
226050,20.669266662597657,1189,50.0,-5.911021429999998,190,4524,0.001,0.047005930133163926,226200,,
226250,20.685294036865233,1190,50.0,-5.929451059999999,190,4528,0.001,0.05155334040522575,226400,,
226450,20.689576568603517,1191,50.0,-5.96068046,190,4532,0.001,0.05558627106249332,226600,,
226650,20.733465042114258,1192,50.0,-5.932773559999999,190,4536,0.001,0.06214177813380957,226800,,
226850,20.71595863342285,,,,,,0.001,0.06070319019258022,227000,-6.7513430086779405,50.0
,,1193,50.0,-6.03084252,190,4540,,,227000,,
227050,20.713934707641602,1194,50.0,-6.0708767,190,4544,0.001,0.049582969695329666,227200,,
227250,20.7253018951416,1195,50.0,-6.013070429999999,190,4548,0.001,0.05202410042285919,227400,,
227450,20.796989135742187,1196,50.0,-6.002525800000001,190,4552,0.001,0.0569971615076065,227600,,
227650,20.714140625,1197,50.0,-6.03293677,190,4556,0.001,0.057867855466902256,227800,,
227850,20.713114624023437,,,,,,0.001,0.054404985010623935,228000,-6.783076577819884,50.0
,,1198,50.0,-5.989754369999999,190,4560,,,228000,,
228050,20.70085159301758,1200,50.0,-6.0132083299999985,190,4564,0.001,0.05314509503543377,228200,,
228250,20.672449264526367,1201,50.0,-5.994509689999998,190,4568,0.001,0.05624686233699322,228400,,
228450,20.64680618286133,1202,50.0,-5.94308413,190,4572,0.001,0.05037282422184944,228600,,
228650,20.72953674316406,1203,50.0,-5.8899308900000005,190,4576,0.001,0.052421131134033204,228800,,
228850,20.78035499572754,,,,,,0.001,0.05519325479865074,229000,-6.688748817332089,50.0
,,1204,50.0,-5.8797482699999986,190,4580,,,229000,,
229050,20.779654388427733,1205,50.0,-5.82729605,190,4584,0.001,0.05423989214003086,229200,,
229250,20.702665557861327,1206,50.0,-5.8583702,190,4588,0.001,0.055595001839101314,229400,,
229450,20.708658294677733,1207,50.0,-5.716450139999999,190,4592,0.001,0.04969978764653206,229600,,
229650,20.788542022705077,1208,50.0,-5.822672999999998,190,4596,0.001,0.08637002140283584,229800,,
229850,20.78223876953125,,,,,,0.001,0.059381992742419246,230000,-6.652813940960914,50.0
,,1209,50.0,-5.71326405,190,4600,,,230000,,
230050,20.69745491027832,1210,50.0,-5.7252319,190,4604,0.001,0.05508493639528751,230200,,
230250,20.783953857421874,1211,50.0,-5.657667530000001,190,4608,0.001,0.05704167135059834,230400,,
230450,20.74188995361328,1212,50.0,-5.6570603,190,4612,0.001,0.054389597997069355,230600,,
230650,20.70700698852539,1213,50.0,-5.636291290000002,190,4616,0.001,0.05273508995771408,230800,,
230850,20.779145965576173,,,,,,0.001,0.05294363256543875,231000,-6.766651265509426,50.0
,,1214,50.0,-5.661966720000001,190,4620,,,231000,,
231050,20.788829193115234,1215,50.0,-5.60661806,190,4624,0.001,0.0716847038269043,231200,,
231250,20.735429306030273,1216,50.0,-5.628126920000001,190,4628,0.001,0.05492740876972675,231400,,
231450,20.693594131469727,1217,50.0,-5.576544210000001,190,4632,0.001,0.05516499273478985,231600,,
231650,20.76881797790527,1218,50.0,-5.599249360000001,190,4636,0.001,0.05735472097992897,231800,,
231850,20.78866065979004,,,,,,0.001,0.056790328174829485,232000,-6.707478172332048,50.0
,,1219,50.0,-5.497222849999999,190,4640,,,232000,,
232050,20.819019393920897,1221,50.0,-5.53277815,190,4644,0.001,0.052380027770996096,232200,,
232250,20.77376037597656,1222,50.0,-5.61967284,190,4648,0.001,0.0516596869379282,232400,,
232450,20.771023025512694,1222,50.0,-5.657060610000001,190,4652,0.001,0.0544662756472826,232600,,
232650,20.791236801147463,1223,50.0,-5.69536514,190,4656,0.001,0.05222526255995035,232800,,
232850,20.73331962585449,,,,,,0.001,0.0535356043279171,233000,-6.79723730776459,50.0
,,1225,50.0,-5.68043826,190,4660,,,233000,,
233050,20.769645156860353,1226,50.0,-5.639488429999999,190,4664,0.001,0.05408535353839397,233200,,
233250,20.839391784667967,1226,50.0,-5.591077159999998,190,4668,0.001,0.08001980632543564,233400,,
233450,20.717190780639648,1227,50.0,-5.569705280000001,190,4672,0.001,0.06126325659453869,233600,,
233650,20.8174267578125,1228,50.0,-5.52997196,190,4676,0.001,0.049004642590880394,233800,,
233850,20.776643447875976,,,,,,0.001,0.054703175351023675,234000,-6.591806742176414,50.0
,,1230,50.0,-5.531858069999999,190,4680,,,234000,,
234050,20.82368667602539,1231,50.0,-5.498373610000001,190,4684,0.001,0.04724992081522941,234200,,
234250,20.73700996398926,1232,50.0,-5.42772099,190,4688,0.001,0.04918212778866291,234400,,
234450,20.763561096191406,1233,50.0,-5.521121639999999,190,4692,0.001,0.06214650608599186,234600,,
234650,20.74391166687012,1234,50.0,-5.482092689999999,190,4696,0.001,0.052773872911930086,234800,,
234850,20.800470428466795,,,,,,0.001,0.06591663733124734,235000,-6.774878689832986,50.0
,,1235,50.0,-5.592860830000002,190,4700,,,235000,,
235050,20.770169525146486,1236,50.0,-5.663791519999998,190,4704,0.001,0.05596655797213316,235200,,
235250,20.7237996673584,1237,50.0,-5.658598290000001,190,4708,0.001,0.0547828846424818,235400,,
235450,20.756674270629883,1238,50.0,-5.650098230000001,190,4712,0.001,0.06147833362221718,235600,,
235650,20.753338470458985,1239,50.0,-5.62005627,190,4716,0.001,0.051253410056233406,235800,,
235850,20.717737503051758,,,,,,0.001,0.05181425515562296,236000,-6.6988919923082,50.0
,,1240,50.0,-5.650490250000001,190,4720,,,236000,,
236050,20.782498779296876,1241,50.0,-5.76470283,190,4724,0.001,0.056998248510062695,236200,,
236250,20.691908416748046,1242,50.0,-5.756586820000001,190,4728,0.001,0.0498239379376173,236400,,
236450,20.728258972167968,1243,50.0,-5.807360180000001,190,4732,0.001,0.055877749100327494,236600,,
236650,20.71219436645508,1244,50.0,-5.801597440000002,190,4736,0.001,0.049608923047780994,236800,,
236850,20.720045852661134,,,,,,0.001,0.0533014415204525,237000,-7.007276155427098,50.0
,,1246,50.0,-5.80396211,190,4740,,,237000,,
237050,20.70896926879883,1247,50.0,-5.7528571799999995,190,4744,0.001,0.05456430196762085,237200,,
237250,20.73743827819824,1248,50.0,-5.71822286,190,4748,0.001,0.05521319828927517,237400,,
237450,20.75309211730957,1248,50.0,-5.743167710000002,190,4752,0.001,0.05784810855984688,237600,,
237650,20.689136505126953,1249,50.0,-5.66058214,190,4756,0.001,0.05113852687180042,237800,,
237850,20.6934432220459,,,,,,0.001,0.05603076372295618,238000,-6.6520159532316026,50.0
,,1251,50.0,-5.71053496,190,4760,,,238000,,
238050,20.744441986083984,1252,50.0,-5.622746610000002,190,4764,0.001,0.055983342602849005,238200,,
238250,20.702448120117186,1253,50.0,-5.7091810999999995,190,4768,0.001,0.0538332536816597,238400,,
238450,20.7945947265625,1254,50.0,-5.93171017,190,4772,0.001,0.05315571524202824,238600,,
238650,20.789973526000978,1255,50.0,-6.055592450000002,190,4776,0.001,0.05336159646511078,238800,,
238850,20.71116523742676,,,,,,0.001,0.05832161135971546,239000,-6.71061483444646,50.0
,,1256,50.0,-6.138441130000001,190,4780,,,239000,,
239050,20.766940307617187,1257,50.0,-6.25854995,190,4784,0.001,0.06369746662676334,239200,,
239250,20.74030891418457,1258,50.0,-6.278385579999999,190,4788,0.001,0.05181815549731254,239400,,
239450,20.723850021362306,1259,50.0,-6.3841122299999995,190,4792,0.001,0.06653249427676201,239600,,
239650,20.826511459350584,1260,50.0,-6.352896689999999,190,4796,0.001,0.056740170679986476,239800,,
239850,20.69428482055664,,,,,,0.001,0.05267876587808132,240000,-7.07709265742451,50.0
,,1262,50.0,-6.34074158,190,4800,,,240000,,
240050,20.72497871398926,1262,50.0,-6.3253862199999995,190,4804,0.001,0.068694451674819,240200,,
240250,20.73874885559082,1263,50.0,-6.380220230000001,190,4808,0.001,0.05682153441011906,240400,,
240450,20.757766952514647,1264,50.0,-6.422798790000001,190,4812,0.001,0.07502852395176887,240600,,
240650,20.751385803222657,1265,50.0,-6.38394393,190,4816,0.001,0.06036333784461021,240800,,
240850,20.70822814941406,,,,,,0.001,0.0539500018209219,241000,-6.794941815920174,50.0
,,1267,50.0,-6.35188372,190,4820,,,241000,,
241050,20.7431315612793,1268,50.0,-6.34741575,190,4824,0.001,0.05630599036812782,241200,,
241250,20.82017936706543,1269,50.0,-6.354329660000001,190,4828,0.001,0.060812696292996404,241400,,
241450,20.744822845458984,1270,50.0,-6.364864830000001,190,4832,0.001,0.05863899484276772,241600,,
241650,20.749111862182616,1271,50.0,-6.384531039999998,190,4836,0.001,0.06565433114767075,241800,,
241850,20.716971664428712,,,,,,0.001,0.05440624695271254,242000,-6.975136857293546,50.0
,,1272,50.0,-6.354486159999999,190,4840,,,242000,,
242050,20.763657455444335,1273,50.0,-6.38890801,190,4844,0.001,0.06610711723566055,242200,,
242250,20.812217025756837,1274,50.0,-6.4169999,190,4848,0.001,0.08536933854222298,242400,,
242450,20.78156509399414,1275,50.0,-6.43157902,190,4852,0.001,0.0686116086691618,242600,,
242650,20.794128189086916,1276,50.0,-6.486956760000001,190,4856,0.001,0.06840306296944618,242800,,
242850,20.809686813354492,,,,,,0.001,0.05587181881070137,243000,-6.8497538873925805,50.0
,,1278,50.0,-6.385944370000001,190,4860,,,243000,,
243050,20.77784698486328,1279,50.0,-6.398662340000002,190,4864,0.001,0.06310163535177708,243200,,
243250,20.865404052734377,1280,50.0,-6.38106195,190,4868,0.001,0.05922731183469296,243400,,
243450,20.783556747436524,1281,50.0,-6.19312227,190,4872,0.001,0.057633720114827154,243600,,
243650,20.833842315673827,1282,50.0,-6.16818468,190,4876,0.001,0.06310706049203872,243800,,
243850,20.791074752807617,,,,,,0.001,0.06206620268523693,244000,-7.0743182841688395,50.0
,,1283,50.0,-6.138433799999999,190,4880,,,244000,,
244050,20.85310501098633,1284,50.0,-6.098315879999999,190,4884,0.001,0.0666685412824154,244200,,
244250,20.795022583007814,1285,50.0,-6.07636486,190,4888,0.001,0.06483763560652733,244400,,
244450,20.80994010925293,1286,50.0,-6.01953195,190,4892,0.001,0.08441681414842606,244600,,
244650,20.77277717590332,1287,50.0,-5.95780115,190,4896,0.001,0.05874664209783077,244800,,
244850,20.827583084106447,,,,,,0.001,0.06152826637029648,245000,-7.507863226858899,50.0
,,1288,50.0,-5.888254729999999,190,4900,,,245000,,
245050,20.86331069946289,1289,50.0,-5.83318948,190,4904,0.001,0.06369177088141441,245200,,
245250,20.840349349975586,1290,50.0,-5.9216232999999985,190,4908,0.001,0.060632713437080384,245400,,
245450,20.748850021362305,1291,50.0,-5.862617479999999,190,4912,0.001,0.06498302258551121,245600,,
245650,20.822269744873047,1292,50.0,-5.921292279999999,190,4916,0.001,0.06343123324215412,245800,,
245850,20.84985626220703,,,,,,0.001,0.05808030445128679,246000,-7.608837644010782,50.0
,,1293,50.0,-5.9622820899999995,190,4920,,,246000,,
246050,20.861889724731444,1294,50.0,-5.9732438000000005,190,4924,0.001,0.05905198164284229,246200,,
246250,20.830650939941407,1295,50.0,-5.97211275,190,4928,0.001,0.06029189310967922,246400,,
246450,20.802798919677734,1296,50.0,-5.934195869999999,190,4932,0.001,0.06530901178717613,246600,,
246650,20.88518379211426,1297,50.0,-5.960318130000001,190,4936,0.001,0.06908313386142254,246800,,
246850,20.873084030151368,,,,,,0.001,0.05974687099456787,247000,-7.332858993299306,50.0
,,1299,50.0,-5.9922739100000015,190,4940,,,247000,,
247050,20.839822845458983,1300,50.0,-6.004775970000001,190,4944,0.001,0.05747378557920456,247200,,
247250,20.85947380065918,1301,50.0,-5.937330929999999,190,4948,0.001,0.059986175894737245,247400,,
247450,20.82740425109863,1302,50.0,-5.8162218900000004,190,4952,0.001,0.058130628168582915,247600,,
247650,20.818021926879883,1303,50.0,-5.84653565,190,4956,0.001,0.05884399183094501,247800,,
247850,20.89056427001953,,,,,,0.001,0.06312848679721356,248000,-7.282177025452256,50.0
,,1304,50.0,-5.88791893,190,4960,,,248000,,
248050,20.832128372192383,1305,50.0,-6.013273849999999,190,4964,0.001,0.05491518307477236,248200,,
248250,20.87376319885254,1306,50.0,-6.01713778,190,4968,0.001,0.057381154820322994,248400,,
248450,20.854757232666017,1307,50.0,-6.000530050000001,190,4972,0.001,0.05610308133065701,248600,,
248650,20.86218849182129,1309,50.0,-5.985780920000002,190,4976,0.001,0.05228334005922079,248800,,
248850,20.819464111328124,,,,,,0.001,0.0625073590874672,249000,-7.196073310123756,50.0
,,1310,50.0,-5.969640420000001,190,4980,,,249000,,
249050,20.785297012329103,1311,50.0,-5.963316129999999,190,4984,0.001,0.06988764084875583,249200,,
249250,20.805882034301757,1312,50.0,-5.989158530000001,190,4988,0.001,0.0660023570805788,249400,,
249450,20.86203842163086,1313,50.0,-5.99634324,190,4992,0.001,0.053462027832865716,249600,,
249650,20.866388092041017,1314,50.0,-6.0469571900000005,189,4996,0.001,0.05869938395917416,249800,,
249850,20.839363479614256,,,,,,0.001,0.058685953691601754,250000,-7.303946799971163,50.0
,,1316,50.0,-6.138812530000001,189,5000,,,250000,,
250050,20.816387939453126,1317,50.0,-6.1893924,189,5004,0.001,0.06113754533231258,250200,,
250250,20.896582107543946,1318,50.0,-6.08188778,189,5008,0.001,0.10813503853976726,250400,,
250450,20.953485260009767,1319,50.0,-6.101615230000001,189,5012,0.001,0.059149036332964894,250600,,
250650,20.81864532470703,1320,50.0,-6.1263,189,5016,0.001,0.06608528062701226,250800,,
250850,20.895915298461915,,,,,,0.001,0.06301939681172371,251000,-7.622699677851051,50.0
,,1321,50.0,-6.06971985,189,5020,,,251000,,
251050,20.954685592651366,1322,50.0,-6.06090148,189,5024,0.001,0.06980647094547748,251200,,
251250,20.94065902709961,1323,50.0,-6.06477741,189,5028,0.001,0.07389909997582436,251400,,
251450,20.934138107299805,1324,50.0,-6.1550489200000005,189,5032,0.001,0.06821260161697865,251600,,
251650,20.93515350341797,1325,50.0,-6.11191475,189,5036,0.001,0.07671094626188278,251800,,
251850,20.91711410522461,,,,,,0.001,0.077833152115345,252000,-7.190938880853355,50.0
,,1326,50.0,-6.085035239999999,189,5040,,,252000,,
252050,20.923543167114257,1327,50.0,-5.96394981,189,5044,0.001,0.06937938123941421,252200,,
252250,20.906919250488283,1328,50.0,-6.01230317,189,5048,0.001,0.06796767145395279,252400,,
