train/learning_rate,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
0.001,1327797,1326738,2606.57065263,86,1356,15421,7.417207329750061,-188.83528311157227,996.34,,
0.001,1330000,1329738,,,,,7.124269678354263,-189.0662621459961,,1000.0,2720.064781703055
0.001,1331797,1330738,2607.08768379,86,1360,15469,6.638517305850983,-189.00302941894532,996.34,,
0.001,1335000,1334738,,,,,6.936531992673874,-189.474067779541,,868.7,2438.0080111859365
,1335797,,2610.49189279,86,1364,15515,,,996.34,,
0.001,1337940,1336881,2619.74983323,86,1368,15532,6.335846770763397,-189.34824060058594,977.77,,
0.001,1340000,1339881,,,,,6.599245145797729,-190.08093280029297,,1000.0,2815.7838718771936
0.001,1341940,1340881,2622.6716725300003,86,1372,15579,6.869193521261216,-190.51172677612306,977.77,,
0.001,1345000,1344881,,,,,7.929083394289017,-190.67622088623048,,1000.0,2786.707173786685
,1345940,,2627.72585169,86,1376,15628,,,977.77,,
0.001,1349940,1348881,2630.9122064800003,86,1380,15661,6.997299003601074,-190.9378798522949,977.77,,
0.001,1350000,1349881,,,,,7.308651890516281,-190.68352075195313,,1000.0,2733.0234403498353
0.001,1353940,1352881,2631.9604143799997,86,1384,15707,7.06081919503212,-191.00878967285155,977.77,,
0.001,1355000,1354881,,,,,6.616002177000046,-191.44631170654296,,1000.0,2723.477666245308
0.001,1357940,1356881,2638.1588451499997,86,1388,15755,6.891979342222213,-191.37698403930665,977.77,,
0.001,1360000,1359881,,,,,6.755329135894775,-191.76153079223633,,1000.0,2685.730742268823
0.001,1361940,1360881,2639.38986475,86,1392,15802,7.041587116003036,-191.49388858032228,977.77,,
0.001,1365000,1364664,,,,,6.830652083473644,-191.3720698453942,,926.4,2560.07376582399
,1365723,,2645.51243473,86,1396,15846,,,979.26,,
0.001,1368824,1367765,2627.7354084099998,86,1400,15871,7.132709130971783,-191.70721971278655,970.27,,
0.001,1370000,1369765,,,,,6.51361413192749,-191.43461477661134,,986.3,2386.5982425089924
0.001,1372824,1371765,2635.7041675800006,86,1404,15919,7.157293703079223,-191.63421072387695,970.27,,
0.001,1375000,1374765,,,,,6.825080359697342,-191.90069201660157,,1000.0,2788.2917956992983
0.001,1376824,1375765,2643.73959329,86,1408,15969,6.443016216993332,-191.7828526916504,970.27,,
0.001,1380000,1379765,,,,,6.857177125930786,-191.7048032836914,,901.2,2530.193719821423
,1380824,,2652.9038733400002,86,1412,16017,,,970.27,,
0.001,1384824,1383765,2654.3506605,86,1416,16049,8.280874212265015,-191.85596560668947,970.27,,
0.001,1385000,1384765,,,,,6.054650243282318,-192.38681829833985,,997.2,1995.316210755473
0.001,1388824,1387765,2655.1454058799995,86,1420,16094,7.051686274051666,-192.41394876098633,970.27,,
0.001,1390000,1389765,,,,,6.327852685451507,-192.73210592651367,,951.7,2603.878297683783
0.001,1392824,1391765,2656.17444034,86,1424,16139,6.626164182662964,-192.7148366394043,970.27,,
0.001,1395000,1394765,,,,,6.350861985206604,-193.07278997802734,,863.7,1478.9794296827167
0.001,1396824,1395765,2662.2602362199996,86,1428,16182,6.527962671041489,-193.1421611328125,970.27,,
0.001,1400000,1399765,,,,,5.964822943687439,-192.95926260375975,,1000.0,2678.374593660608
,1400824,,2664.75788689,86,1432,16227,,,970.27,,
0.001,1404623,1403564,2663.84880653,86,1436,16257,6.528378657315938,-193.18855339050293,968.26,,
0.001,1405000,1404564,,,,,6.982448555707932,-193.60824655151367,,1000.0,2865.120189171657
0.001,1408623,1407564,2628.97651957,86,1440,16304,6.074483003854752,-193.68095510864256,968.26,,
0.001,1410000,1409564,,,,,6.102676074743271,-193.68971475219726,,1000.0,2502.9416346367448
0.001,1412623,1411564,2630.1386908800005,86,1444,16350,5.8894604794979095,-193.7950860595703,968.26,,
0.001,1415000,1414564,,,,,5.8622908843755726,-193.92824337768553,,1000.0,2902.825073528569
0.001,1416623,1415564,2631.5999901699997,86,1448,16399,7.90839709687233,-193.91428848266602,968.26,,
0.001,1420000,1419564,,,,,6.080591444730759,-194.4787046813965,,1000.0,2801.746123021096
,1420623,,2634.0368252099997,86,1452,16446,,,968.26,,
0.001,1423660,1422601,2610.04873588,86,1456,16470,7.026171996593475,-194.14341497802735,958.63,,
0.001,1425000,1424601,,,,,6.000169284105301,-194.2270495300293,,1000.0,2418.7510032884775
0.001,1427660,1426601,2617.28054676,86,1460,16516,6.19133925485611,-194.2730153503418,958.63,,
0.001,1430000,1429601,,,,,5.785349451303482,-194.1715114746094,,1000.0,2785.259764155373
0.001,1431660,1430601,2619.18088643,86,1464,16563,5.652958428621292,-194.1695979309082,958.63,,
0.001,1435000,1434601,,,,,6.237525075435639,-193.87942477416993,,1000.0,2893.3848639711737
,1435660,,2676.8275350299996,86,1468,16611,,,977.2,,
0.001,1439660,1438601,2680.04004701,86,1472,16642,6.468942819118499,-194.06859121704102,977.2,,
0.001,1440000,1439601,,,,,7.161707782506943,-193.89944076538086,,1000.0,2801.1630659520624
0.001,1443660,1442601,2678.1949198300003,86,1476,16689,7.221195603609085,-193.42063369750977,977.2,,
0.001,1445000,1444601,,,,,7.494402876138687,-193.3266820678711,,938.6,2636.027200796362
0.001,1447660,1446601,2677.43408623,86,1480,16734,7.501478073596954,-193.6371868286133,977.2,,
0.001,1450000,1449601,,,,,7.046965260744095,-193.27906155395507,,923.9,2530.777900238335
0.001,1451660,1450601,2678.7431613099993,86,1484,16780,6.562483281135559,-193.63246438598634,977.2,,
0.001,1455000,1454601,,,,,6.741509709835053,-193.58646685791015,,1000.0,2769.1913424445315
,1455660,,2678.48219239,86,1488,16825,,,977.2,,
0.001,1459660,1458601,2682.60007813,86,1492,16856,7.810841713905335,-193.45926010131836,977.2,,
0.001,1460000,1459601,,,,,6.857185793399811,-193.94324716186523,,969.4,2063.7493235573374
0.001,1463660,1462601,2661.84132325,86,1496,16901,6.596252601265907,-193.51614025878905,979.37,,
0.001,1465000,1464601,,,,,6.619404844522476,-194.17131521606444,,1000.0,2882.4546722739933
0.001,1467660,1466601,2687.51005728,86,1500,16948,8.081407801628114,-194.73524542236328,988.36,,
0.001,1470000,1469601,,,,,8.045344089508056,-195.09829010009764,,1000.0,2841.3218141837046
0.001,1471660,1470601,2694.1572554999993,86,1504,16993,7.707599135875702,-195.25730337524413,988.36,,
0.001,1475000,1474601,,,,,9.826671898126602,-196.17019033813477,,1000.0,2809.282058179006
,1475660,,2693.22132704,86,1508,17039,,,988.36,,
0.001,1479393,1478334,2652.95235556,86,1512,17067,9.002789091120638,-197.68360946613697,985.69,,
0.001,1480000,1479334,,,,,10.126844391345978,-197.7831051940918,,1000.0,223.55163619797676
0.001,1483393,1482334,2548.5443276099995,86,1516,17112,17.0148662211895,-201.4049137573242,985.69,,
0.001,1485000,1484346,,,,,31.11639695072174,-204.3002705078125,,1000.0,-2486.2398769551887
0.001,1486405,1485346,2372.72652504,86,1520,17150,44.101550240516666,-209.74956518554689,975.81,,
0.001,1490000,1489346,,,,,35.26877952957153,-247.02984329223634,,1000.0,-1855.5995497047902
,1490405,,2187.24764963,86,1524,17197,,,975.81,,
0.001,1494405,1493346,2021.0029027900005,86,1528,17227,40.63443792915344,-268.38632986450193,975.81,,
0.001,1495000,1494346,,,,,44.065811429977416,-273.7996074829102,,1000.0,-1046.9951239744435
0.001,1498405,1497346,1892.1115428900002,86,1532,17273,23.06896059703827,-279.36744885253904,975.81,,
0.001,1500000,1499346,,,,,17.173084921360015,-274.6636123352051,,1000.0,-514.4572975801769
0.001,1502405,1501346,1778.96178929,86,1536,17320,11.494330775260925,-268.4238087768555,977.82,,
0.001,1505000,1504346,,,,,12.059484213590622,-259.76253323364256,,845.5,-1102.9742201232195
0.001,1506405,1505346,1709.9897014100002,86,1540,17363,13.699237688064574,-257.0095888977051,977.82,,
0.001,1510000,1509346,,,,,11.65130938410759,-248.79178045654297,,974.5,2188.951012204122
,1510405,,1681.4335677399995,86,1544,17407,,,977.82,,
0.001,1514405,1513346,1650.6931150799999,86,1548,17437,10.51421404504776,-241.7937649230957,977.82,,
0.001,1515000,1514346,,,,,11.00059577178955,-240.5665010070801,,1000.0,2438.4390647850933
0.001,1518405,1517346,1636.23806925,86,1552,17481,10.098172610998153,-236.93269464111327,977.82,,
0.001,1520000,1519346,,,,,10.598576810359955,-234.75478939819337,,1000.0,2547.0351074993146
0.001,1522405,1521346,1655.81957123,86,1556,17526,9.434226886749268,-232.95222903442382,987.45,,
0.001,1525000,1524346,,,,,10.233275019168854,-229.84123638916014,,900.9,2117.8893013594206
0.001,1526405,1525346,1645.1315528100001,86,1560,17569,9.539781227588653,-228.99098373413085,987.45,,
0.001,1530000,1529346,,,,,9.12819320988655,-225.67744912719726,,1000.0,2744.3750173989683
,1530405,,1641.8822262999997,86,1564,17616,,,987.45,,
0.001,1534405,1533346,1633.8803420799998,86,1568,17648,8.952597800016402,-221.8683681640625,987.45,,
0.001,1535000,1534346,,,,,8.766889874458313,-221.27746459960937,,1000.0,2696.713898984343
0.001,1538405,1537346,1628.51892861,86,1572,17695,8.021090304851532,-219.37417098999023,987.45,,
0.001,1540000,1539346,,,,,7.970223545074463,-217.8527731628418,,1000.0,2776.5131695128975
0.001,1542405,1541346,1626.3371855399996,86,1576,17740,9.28988418650627,-217.15485498046874,987.45,,
0.001,1545000,1544346,,,,,7.923357614040375,-215.29740783691406,,1000.0,2782.6251830391584
0.001,1546405,1545346,1623.7714824900002,86,1580,17785,8.622213222742081,-214.93472369384764,987.45,,
0.001,1550000,1549346,,,,,7.783965567350387,-212.80254263305665,,1000.0,2798.7325694125147
,1550405,,1621.96811628,86,1584,17832,,,987.45,,
0.001,1554405,1553346,1620.0778421000002,87,1588,17866,6.807086880922317,-211.56620037841796,987.45,,
0.001,1555000,1554346,,,,,7.645013582706452,-211.53069012451172,,1000.0,2794.999267771281
0.001,1558405,1557346,1615.5260364399996,86,1592,17916,7.6226670787334445,-210.27347769165038,987.45,,
0.001,1560000,1559346,,,,,7.100830908298493,-209.61683276367188,,1000.0,2719.5651160962416
0.001,1562405,1561346,1643.53805291,86,1596,17965,7.206229391813278,-209.17240802001953,987.45,,
0.001,1565000,1564346,,,,,7.178017086982727,-208.01661264038086,,1000.0,2811.759397677705
0.001,1566405,1565346,1644.8727145,86,1600,18009,6.508958531618118,-207.93486184692384,987.45,,
0.001,1570000,1568996,,,,,7.129991419792176,-206.98942727661134,,928.0,2723.637974345684
,1570055,,1631.7702236399998,86,1604,18049,,,983.95,,
0.001,1574055,1572996,1636.56444378,87,1608,18079,6.170879993677139,-206.28584973144532,983.95,,
0.001,1575000,1573996,,,,,6.201159359931946,-206.40610549926757,,1000.0,2866.046054583974
0.001,1578055,1576996,1678.1764221099997,87,1612,18122,7.4210008351802825,-205.14256323242188,986.62,,
0.001,1580000,1578996,,,,,7.261069250583649,-205.37779086303712,,1000.0,2712.6406566620803
0.001,1582055,1580996,1782.8521422600002,87,1616,18168,6.083057223081589,-204.93737756347656,986.62,,
0.001,1585000,1583996,,,,,7.320679505348205,-204.64806958007813,,1000.0,2419.5835056386886
0.001,1586055,1584996,1959.7146175300002,87,1620,18214,6.964553611993789,-204.67494915771485,996.5,,
0.001,1590000,1588996,,,,,6.452035200834274,-204.02364474487305,,1000.0,2818.4795324414035
,1590055,,2148.1689300000003,87,1624,18259,,,996.5,,
0.001,1593882,1592823,2309.55209342,87,1628,18291,6.089427770409359,-203.99978179562177,994.77,,
0.001,1595000,1594823,,,,,6.297948327302933,-203.5031510620117,,1000.0,2866.0685709796844
0.001,1597882,1596823,2440.70758815,87,1632,18338,6.821402133464813,-203.67362371826172,994.77,,
0.001,1600000,1599823,,,,,7.387063252210617,-203.05846725463869,,845.4,2422.3331559505314
0.001,1601882,1600823,2559.55433426,87,1636,18384,6.192614470005036,-202.71481640625,994.77,,
0.001,1605000,1604823,,,,,7.219923149585724,-202.0828143310547,,1000.0,2866.789972801134
,1605882,,2632.6631373200003,87,1640,18433,,,994.77,,
0.001,1609882,1608823,2664.78994806,87,1644,18466,7.195208127498627,-201.3475799560547,994.77,,
0.001,1610000,1609823,,,,,6.697598953485489,-200.82572760009765,,1000.0,2827.9611679576337
0.001,1613882,1612823,2696.6347617600004,87,1648,18514,6.86747294473648,-201.02065795898437,994.77,,
0.001,1615000,1614823,,,,,6.723446979284287,-200.60061026000977,,1000.0,2884.482568813488
0.001,1617882,1616823,2714.3912855199997,87,1652,18564,7.42907678437233,-200.9168335876465,994.77,,
0.001,1620000,1619823,,,,,7.427853337287903,-200.98894689941406,,1000.0,2836.247371787578
0.001,1621882,1620823,2724.8881659100007,87,1656,18612,8.359317479372024,-200.59552767944336,994.77,,
0.001,1625000,1624823,,,,,6.543427871227264,-200.28793688964845,,1000.0,2848.0202667009085
,1625882,,2737.487245870001,87,1660,18659,,,994.77,,
0.001,1629882,1628823,2743.05232048,87,1664,18694,6.801595982551575,-200.26388302612304,994.77,,
0.001,1630000,1629823,,,,,6.621240970849991,-200.55329724121094,,1000.0,2746.942983713496
0.001,1633882,1632823,2749.2473021399996,87,1668,18741,7.023119846701622,-200.72985507202148,994.77,,
0.001,1635000,1634823,,,,,7.382550114393235,-200.46023187255858,,1000.0,2885.9342462874947
0.001,1637882,1636823,2754.4560545199997,87,1672,18785,6.7897055275440215,-200.3879303588867,994.77,,
0.001,1640000,1639823,,,,,6.7453989081382755,-200.09510607910155,,998.9,2759.0427121704442
0.001,1641882,1640823,2756.6452433399995,87,1676,18830,6.495850845336914,-200.3581933898926,994.77,,
0.001,1645000,1644823,,,,,6.510359986782074,-200.36915505981446,,1000.0,2838.0312697491145
,1645882,,2711.1095721400006,87,1680,18877,,,994.77,,
0.001,1649882,1648823,2712.9372743100002,87,1684,18908,7.274259886264801,-199.4142375793457,994.77,,
0.001,1650000,1649823,,,,,7.996750592947007,-199.82214242553712,,1000.0,2299.089212646196
0.001,1653882,1652823,2717.4539067,87,1688,18954,7.1287614254951475,-198.9234713745117,994.77,,
0.001,1655000,1654823,,,,,7.1887259314060215,-199.16689328002929,,1000.0,2878.968909233995
0.001,1657882,1656823,2722.29974878,87,1692,19000,7.392580697536468,-200.0098448486328,994.77,,
0.001,1660000,1659823,,,,,7.445862141609192,-199.77656109619141,,1000.0,2836.8216709118337
0.001,1661882,1660823,2727.0867655100005,87,1696,19046,7.498966866016388,-199.70882980346678,994.77,,
0.001,1665000,1664823,,,,,7.645390125513077,-199.87687280273437,,891.4,2457.1679654878562
,1665882,,2719.3168149499998,87,1700,19091,,,994.77,,
0.001,1669882,1668823,2732.0776049700003,87,1704,19125,8.821573245048523,-199.03810815429688,998.27,,
0.001,1670000,1669823,,,,,8.515117724657058,-198.83807006835937,,917.9,2480.844030368142
0.001,1673882,1672823,2727.60092337,87,1708,19173,9.612598497390747,-198.26684063720703,998.27,,
0.001,1675000,1674823,,,,,9.539804946184159,-198.00677261352538,,1000.0,2815.6273176480086
0.001,1677548,1676489,2716.5474775899997,87,1712,19218,8.778640935012886,-198.61338801570125,994.93,,
0.001,1680000,1679489,,,,,8.676089155435562,-198.27272595214845,,1000.0,2760.97609992018
0.001,1681548,1680489,2714.6104727,87,1716,19267,8.526835821866989,-198.80293716430663,994.93,,
0.001,1685000,1684489,,,,,10.356277935028077,-198.28753997802735,,992.2,2719.009678221075
,1685548,,2719.0828626200005,87,1720,19314,,,994.93,,
0.001,1689548,1688489,2717.0684232800004,87,1724,19347,9.116025131464005,-197.97046658325195,994.93,,
0.001,1690000,1689489,,,,,9.008967099905014,-198.61237200927735,,1000.0,2816.719275351986
0.001,1693548,1692489,2720.1646683399995,87,1728,19396,10.921865836381912,-198.21626486206054,996.66,,
0.001,1695000,1694489,,,,,9.357458750009537,-198.92848596191405,,1000.0,2587.884066588432
0.001,1697548,1696489,2715.17002727,87,1732,19444,9.145408233642579,-199.14002545166016,996.66,,
0.001,1700000,1699489,,,,,9.557719350337981,-198.97831167602538,,1000.0,2653.6784458458424
0.001,1701548,1700489,2711.0541376700003,87,1736,19492,9.278248021125794,-198.68116555786133,996.66,,
0.001,1705000,1704489,,,,,8.839765279531479,-198.7227114868164,,1000.0,2724.254340712726
,1705548,,2746.7748411800003,87,1740,19539,,,996.66,,
0.001,1709548,1708489,2745.204844089999,87,1744,19571,9.448272155284881,-199.35896893310547,996.66,,
0.001,1710000,1709489,,,,,9.85745950460434,-199.12589498901366,,1000.0,2879.573500965722
0.001,1713548,1712489,2749.4902648699995,87,1748,19621,8.81823207950592,-199.50032638549806,996.66,,
0.001,1715000,1714496,,,,,7.440621035439627,-197.72514724731445,,1000.0,2873.7820535205306
0.001,1716555,1715496,2718.45294299,87,1752,19657,8.122505381584167,-199.8264761352539,986.73,,
0.001,1720000,1719496,,,,,8.215272686719894,-199.48831506347656,,1000.0,2837.059565670602
,1720555,,2717.4494846499997,87,1756,19701,,,986.73,,
0.001,1724555,1723496,2716.8921497499996,87,1760,19731,8.47640065908432,-200.51783966064454,986.73,,
0.001,1725000,1724496,,,,,8.359089118003846,-200.30106924438476,,1000.0,2903.814092584699
0.001,1728555,1727496,2719.8703414,87,1764,19777,8.190973742961884,-200.4569569091797,986.73,,
0.001,1730000,1729496,,,,,8.747188775777817,-200.72455700683594,,1000.0,2832.704029803909
0.001,1732555,1731496,2722.5316715599997,87,1768,19822,8.543632145047187,-200.91005661010743,986.73,,
0.001,1735000,1734496,,,,,8.500206461429595,-201.30659454345704,,1000.0,2929.7835494188594
0.001,1736555,1735496,2726.1557453500004,87,1772,19866,8.23998285794258,-200.7365630493164,986.73,,
0.001,1740000,1739496,,,,,9.38679009437561,-201.371522857666,,1000.0,2817.6074932280926
,1740555,,2729.78607016,87,1776,19910,,,986.73,,
0.001,1744555,1743496,2781.8499820100005,87,1780,19941,8.233566276550293,-201.38302896118165,986.73,,
0.001,1745000,1744496,,,,,8.459445682048798,-201.16131423950196,,1000.0,2944.223776233196
0.001,1748555,1747496,2786.3783798200006,87,1784,19986,8.34360917854309,-201.6433455810547,986.73,,
0.001,1750000,1749496,,,,,8.144118614912033,-202.02394735717775,,1000.0,2819.68394066738
0.001,1752555,1751496,2785.8144830000006,87,1788,20032,8.318185613632203,-201.80300170898437,986.73,,
0.001,1755000,1754496,,,,,8.213865186452866,-202.3010227050781,,914.3,2718.330839530332
0.001,1756555,1755496,2788.6497979099995,87,1792,20078,8.148416274785996,-202.5356083984375,986.73,,
0.001,1760000,1759496,,,,,8.284685824155808,-202.42416680908204,,951.5,2744.5619815362616
,1760555,,2789.3647073899997,87,1796,20126,,,986.73,,
0.001,1764555,1763496,2800.33330348,87,1800,20159,7.040784260511399,-203.5471481628418,986.73,,
0.001,1765000,1764496,,,,,7.913651050329208,-203.25407098388672,,1000.0,2805.6102631270887
0.001,1768555,1767496,2802.57016759,87,1804,20207,7.294962455272675,-203.64697305297852,986.73,,
0.001,1770000,1769496,,,,,7.100069697618484,-203.530991607666,,1000.0,2944.484146581218
0.001,1772555,1771496,2809.7636705400005,87,1808,20256,6.569989778518677,-204.01969018554686,986.73,,
0.001,1775000,1774496,,,,,7.4877277066707615,-204.52667315673827,,1000.0,2986.7816088661552
0.001,1776555,1775496,2825.4742132,87,1812,20302,7.407223642349243,-204.04943670654296,990.07,,
0.001,1780000,1779496,,,,,7.117592916727066,-203.9466750793457,,1000.0,2964.4703255116938
,1780555,,2833.5052658400004,87,1816,20354,,,990.07,,
0.001,1784555,1783496,2837.56046952,87,1820,20389,6.9743976376056676,-203.9345659790039,990.07,,
0.001,1785000,1784496,,,,,7.524691466808319,-203.7500061340332,,1000.0,2936.838448352367
0.001,1788555,1787496,2844.2411978200003,87,1824,20438,7.274782410383224,-204.1977201538086,990.07,,
0.001,1790000,1789496,,,,,6.4122299299240115,-204.11276318359376,,923.8,2702.2305503092707
0.001,1792555,1791496,2852.4405697599996,87,1828,20487,6.939475691318512,-204.1766871948242,990.07,,
0.001,1795000,1794496,,,,,6.70889211511612,-203.9877248840332,,1000.0,2977.643169768434
0.001,1796555,1795496,2863.0915631600005,87,1832,20536,7.356680846452713,-204.28932467651367,990.07,,
0.001,1800000,1799423,,,,,6.365726128622423,-204.67792641163902,,1000.0,2951.9352893069386
,1800482,,2868.294154059999,87,1836,20585,,,989.34,,
0.001,1804482,1803423,2871.7487425400004,87,1840,20617,6.894197004556656,-204.94972717285157,989.34,,
0.001,1805000,1804423,,,,,6.4004195244312285,-205.19325192260743,,1000.0,2907.8016578148117
0.001,1808482,1807423,2878.97667138,87,1844,20663,6.522280975103378,-205.46122897338867,989.34,,
0.001,1810000,1809423,,,,,5.776590797662735,-205.83155505371093,,1000.0,2987.737799390964
0.001,1812482,1811423,2882.4450123299994,87,1848,20713,6.422787310600281,-206.15006192016602,989.34,,
0.001,1815000,1814914,,,,,6.603585652112961,-206.6019216003418,,1000.0,2573.6060074276756
,1815973,,2899.9207477299997,87,1852,20756,,,994.18,,
0.001,1819719,1818660,2895.23487701,87,1856,20785,6.923309130907059,-206.6717666015625,991.64,,
0.001,1820000,1819660,,,,,6.456739344239235,-206.90366696166993,,1000.0,3005.9436905446464
0.001,1823719,1822660,2899.6076321700007,87,1860,20837,6.724132122278213,-207.25290350341797,991.64,,
0.001,1825000,1824660,,,,,6.817084528923035,-207.21707650756835,,986.8,2945.6750590225683
0.001,1827125,1826066,2884.87848095,87,1864,20880,6.157440833806992,-207.34590423583984,985.7,,
0.001,1830000,1829066,,,,,6.522267245531082,-207.52805853271485,,1000.0,2987.5457875430584
0.001,1831125,1830066,2888.8166090100003,87,1868,20927,6.5579794330596926,-207.5620373840332,985.7,,
0.001,1835000,1834066,,,,,6.491021616697312,-207.93047912597658,,1000.0,2559.856028840877
,1835125,,2889.06018458,87,1872,20975,,,985.7,,
0.001,1838517,1837458,2874.73643828,87,1876,21007,7.616313079790193,-207.6286629657356,979.62,,
0.001,1840000,1839458,,,,,6.907938425779343,-207.86397467041016,,1000.0,2948.403981360048
0.001,1841872,1841458,2858.3815035899997,87,1880,21061,6.8162052788734435,-208.16596493530272,973.17,,
0.001,1845000,1844813,,,,,6.776167322874069,-207.88281677246093,,1000.0,2953.491125228256
,1845872,,2859.9878780399995,87,1884,21104,,,973.17,,
0.001,1849872,1848813,2866.31079389,87,1888,21139,6.031425996303558,-208.5676448059082,973.17,,
0.001,1850000,1849813,,,,,6.4408814558982845,-208.8940698852539,,865.7,2480.41599784093
0.001,1853729,1852670,2863.2140618,87,1892,21187,6.282953446388245,-208.63570175170898,971.74,,
0.001,1855000,1854670,,,,,7.007727388381958,-208.95034643554686,,1000.0,3023.8664826905356
0.001,1857075,1856670,2847.2912699300005,87,1896,21240,7.276712146282196,-209.0121726074219,965.2,,
0.001,1860000,1859029,,,,,5.722924801019522,-210.3245112101237,,923.0,2720.9987175351007
,1860088,,2822.3720101300005,87,1900,21277,,,955.33,,
0.001,1864088,1863029,2826.10715575,87,1904,21312,6.598558265209198,-209.185919921875,955.33,,
0.001,1865000,1864029,,,,,6.61407860827446,-209.56611779785158,,1000.0,2978.448761369288
0.001,1868088,1867029,2829.27217722,87,1908,21361,7.452568841695785,-209.9157522277832,955.33,,
0.001,1870000,1869029,,,,,7.589893642187119,-209.46716055297853,,1000.0,2982.9541896114592
0.001,1872088,1871029,2830.2189344900003,87,1912,21410,6.616495160222054,-209.32039279174805,955.33,,
0.001,1875000,1874029,,,,,6.531418331623078,-209.63539373779298,,986.2,2970.1263790462167
0.001,1876088,1875029,2834.6266262100003,87,1916,21458,6.695349542856216,-210.06032037353515,955.33,,
0.001,1880000,1879029,,,,,7.657384081840515,-209.35556372070312,,1000.0,2953.331008559605
,1880088,,2836.53179345,87,1920,21509,,,955.33,,
0.001,1884088,1883029,2838.886261819999,87,1924,21544,6.7281220842599865,-209.57253115844728,955.33,,
0.001,1885000,1884029,,,,,6.782009683609009,-209.3486694946289,,1000.0,2977.4602014962584
0.001,1888088,1887029,2839.3995737299997,87,1928,21595,6.96612224149704,-209.5789224243164,955.33,,
0.001,1890000,1889029,,,,,9.220315820932388,-209.78964025878906,,1000.0,2973.0571605933715
0.001,1892088,1891029,2839.5146077099994,87,1932,21645,7.646303617238998,-210.0345860595703,955.33,,
0.001,1895000,1894029,,,,,7.352401491165161,-210.57818969726563,,1000.0,3023.6447394273478
0.001,1896088,1895029,2844.796052949999,87,1936,21696,7.1741332533359525,-210.57626461791992,956.06,,
0.001,1900000,1899029,,,,,8.818364242076873,-210.69713330078125,,1000.0,3024.898841144517
,1900088,,2846.84340489,87,1940,21749,,,956.06,,
0.001,1904088,1903029,2846.5162011199996,87,1944,21783,7.6423761873245235,-211.1424905090332,956.06,,
0.001,1905000,1904029,,,,,7.664704377651215,-210.97434219360352,,1000.0,3000.2378364510832
0.001,1907102,1907029,2817.85319011,87,1948,21832,6.869278178691864,-211.35250772094727,946.2,,
0.001,1910000,1909043,,,,,6.930824174404144,-211.30087213134766,,1000.0,2982.356809010962
0.001,1911102,1910043,2834.3015215399996,87,1952,21872,7.144496186971664,-211.28847650146486,951.29,,
0.001,1914823,1914043,2836.5930911699998,87,1956,21907,7.09524506521225,-211.05987329101563,951.04,,
0.001,1915000,1914764,,,,,8.146432331299485,-211.23081915266295,,1000.0,2991.5338958002626
0.001,1918823,1917764,2836.7624964900006,87,1960,21957,8.378001850128173,-211.03795587158203,951.04,,
0.001,1920000,1919764,,,,,7.641241180419922,-211.20000177001953,,1000.0,3003.0429825626316
0.001,1922823,1921764,2854.7668922,87,1964,22008,7.689383412241936,-211.6889577331543,956.98,,
0.001,1925000,1924764,,,,,7.355072980165482,-211.61299887084962,,1000.0,2970.3027165174485
0.001,1926823,1925764,2854.299467409999,87,1968,22059,6.694713256120682,-211.57337686157226,956.98,,
0.001,1930000,1929764,,,,,6.964669512271881,-211.17954983520508,,1000.0,2947.799582407891
,1930823,,2854.4854349800003,87,1972,22110,,,956.98,,
0.001,1934823,1933764,2874.171985610001,87,1976,22146,8.39124760222435,-211.66635287475586,963.06,,
0.001,1935000,1934764,,,,,8.555122012615204,-211.63536541748047,,1000.0,3008.9851730231194
0.001,1938823,1937764,2892.9431063300003,87,1980,22198,8.992203850269318,-212.1570282897949,969.51,,
0.001,1940000,1939764,,,,,8.959316811323166,-212.39025299072264,,1000.0,3001.645211455878
0.001,1942823,1941764,2892.7283016899996,87,1984,22251,8.99363334083557,-212.60162893676758,969.51,,
0.001,1945000,1944764,,,,,8.908663357973099,-213.07187774658203,,951.8,2638.4333619799463
0.001,1946823,1945764,2890.3946139,87,1988,22302,9.192156538248062,-213.04581091308594,969.51,,
0.001,1950000,1949764,,,,,7.532777241706848,-212.8034833679199,,1000.0,2957.7041031662375
,1950823,,2894.2778718700006,87,1992,22352,,,970.94,,
0.001,1954823,1953764,2863.40618688,87,1996,22387,7.060292451381684,-212.6653645629883,977.48,,
0.001,1955000,1954764,,,,,7.993966535806656,-212.61328814697265,,920.9,2722.1668321982024
0.001,1958823,1957764,2889.8891315000005,87,2000,22437,8.736885164260864,-212.8182439880371,987.35,,
0.001,1960000,1959764,,,,,8.149473165988923,-212.7969880065918,,1000.0,2970.821597401984
0.001,1962823,1961764,2887.8488395500003,87,2004,22489,7.761239486932754,-212.47950442504882,987.35,,
0.001,1965000,1964764,,,,,8.823593281507492,-212.3118611755371,,1000.0,2877.640203086287
0.001,1966823,1965764,2886.29599218,87,2008,22538,8.174114352464676,-212.75826544189454,987.35,,
0.001,1970000,1969764,,,,,8.196233451843261,-212.42321780395508,,1000.0,2956.2005341246722
,1970823,,2887.6379292499996,87,2012,22587,,,987.35,,
0.001,1974823,1973764,2883.52479798,87,2016,22621,8.676397050142288,-212.6790286254883,987.35,,
