train/n_updates,train/actor_loss,time/total_timesteps,time/time_elapsed,train/critic_loss,time/episodes,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/learning_rate,eval/mean_ep_length,eval/mean_reward
11236,-5.027204608917236,11383,201,0.21932852938771247,72,158.09722222222223,56,-185.86794156944447,0.001,,
11560,-5.334112388747079,11679,205,0.25738946838421867,76,153.67105263157896,56,-180.23938384210527,0.001,,
12634,-7.093181451161702,12753,219,0.26352183106872773,80,159.4125,58,-185.8281129,0.001,,
12886,-7.295379993527434,13045,223,0.3110306117464514,84,155.29761904761904,58,-180.9556221547619,0.001,,
13059,-7.5476246233339666,13180,225,0.36382991406652665,88,149.77272727272728,58,-174.46389053409092,0.001,,
13222,-7.737295252936227,13343,227,0.3837055322669801,92,145.0326086956522,58,-168.9266651521739,0.001,,
14341,-8.902748735427856,14458,242,0.4236887372881174,96,150.60416666666666,59,-175.12610144791665,0.001,,
14360,-9.876917266845703,15000,,0.3681400747675645,,,,,0.001,1000.0,670.6951424159342
16467,-12.908701404571532,16624,296,0.6028091732263565,100,166.24,56,-192.43979919999998,0.001,,
17688,-16.285128672917683,17820,313,0.6522692993600318,104,166.42,56,-187.18761116999997,0.001,,
19781,-19.512158393859863,19968,340,0.8805880233645439,108,185.82,58,-209.53416053,0.001,,
19897,-20.73790330153245,20000,,0.8657265901565552,,,,,0.001,1000.0,444.5694857077775
19992,-20.80991285497492,20140,367,1.0654412480917843,112,186.54,54,-210.25832054999998,0.001,,
21134,-22.21178553390503,21269,380,1.1369569289684296,116,186.12,55,-208.84214852999997,0.001,,
21532,-23.835918672623173,21735,385,1.2502137655165138,120,189.45,56,-212.90195848,0.001,,
22707,-26.13082684410943,22848,397,1.2681111548397992,124,189.68,57,-213.97898751,0.001,,
22999,-26.595069059958824,23129,400,1.6758113286711953,128,191.06,57,-215.84510188000004,0.001,,
23246,-27.28435489109584,23429,402,1.5101580346117214,132,182.65,58,-206.90298687000003,0.001,,
24331,-28.526480937957764,25000,,1.7867347242236138,,,,,0.001,1000.0,607.0163276778883
25389,-31.68550780723835,25621,431,2.0269243162253807,136,202.89,59,-230.98518730000004,0.001,,
26741,-34.07888843167213,26906,441,1.9241289846480838,140,213.21,60,-244.13438999999994,0.001,,
29040,-37.52060359191894,30000,,2.4507347215414046,,,,,0.001,1000.0,548.7669522498967
,,30138,476,,144,233.17,63,-268.51804319,,,
30373,-40.55082506452288,30634,486,2.578721916171866,148,227.02,62,-262.43946090000003,0.001,,
31604,-42.518112356012516,31870,494,2.873006593349368,152,227.95,64,-264.96197964,0.001,,
31951,-43.01708114624024,32083,496,3.0915756726264956,156,228.25,64,-265.54924266,0.001,,
32162,-43.2372620900472,32284,497,3.7165110978213223,160,227.77,64,-265.29418635999997,0.001,,
33362,-44.88431947127633,33524,506,3.297242659589519,164,236.33,66,-276.07876864,0.001,,
34504,-45.74539110737462,34720,515,3.642627981842541,168,235.18,67,-276.57111417,0.001,,
34898,-46.08013661702474,35000,,4.135850355738685,,,,,0.001,1000.0,485.23167910513
,,35027,534,,172,236.44,65,-278.23699038,,,
36351,-47.339196600565096,36567,547,4.1165713180195205,176,248.88,66,-293.67307388999996,0.001,,
38493,-48.49445290374756,39591,566,3.9923145649433134,180,268.38,69,-318.44728063,0.001,,
39493,-48.899892517089846,40000,,4.228423425197601,,,,,0.001,1000.0,365.57352080580023
40588,-48.956282199957435,40868,594,5.583589368052297,184,278.23,68,-330.22738382999995,0.001,,
40934,-49.24884146974798,41082,596,5.01277592962822,188,279.02,68,-331.44997213000005,0.001,,
41190,-49.47519540786743,41319,598,5.312731726964315,192,279.76,69,-332.53360488000004,0.001,,
41349,-49.87653126436121,41458,599,7.229314067784478,196,270.0,69,-321.57991262,0.001,,
42425,-49.331950843811036,42716,609,5.440036226034165,200,260.92,70,-312.30006553999993,0.001,,
42741,-49.004095458984374,43839,613,3.519102430343628,204,260.19,71,-311.66255467999997,0.001,,
44741,-48.594174644470215,45000,,4.648080680370331,,,,,0.001,1000.0,239.04695450787548
44973,-48.255992571512856,45177,647,3.894345452388128,208,252.09,69,-302.09117997,0.001,,
45185,-48.31454740251814,45337,648,5.4170412222544355,212,251.97,69,-302.10148166,0.001,,
45419,-48.356510162353516,45538,650,5.727858976884321,216,242.69,70,-291.42549304999994,0.001,,
45651,-48.50018291708864,45896,652,6.7512778665390485,220,241.61,70,-290.04583537999997,0.001,,
45935,-48.229030160342944,46043,654,6.75177148510428,224,231.95,70,-278.76299663,0.001,,
46191,-48.39429910977682,46380,656,6.962258071014562,228,232.51,70,-279.5221709,0.001,,
46424,-48.56032265557183,46539,658,9.07722963227166,232,231.1,70,-277.67939500000006,0.001,,
46574,-48.01194745018368,46747,660,7.67274516384776,236,211.26,70,-254.368257,0.001,,
47922,-48.00548323059082,48057,672,6.251748560905456,240,211.51,71,-253.86412216,0.001,,
48143,-47.86274970845973,48280,674,6.268911406868383,244,181.42,71,-218.41573868000003,0.001,,
48377,-47.658357286453246,48601,676,5.719887021165457,248,179.67,71,-216.29414011,0.001,,
48590,-47.240768606012516,48915,678,6.8470372340895915,252,170.45,72,-204.93246396000004,0.001,,
48983,-47.494351136057,49114,680,6.3913708737022,256,170.31,72,-204.70742237000005,0.001,,
49177,-47.37700138921323,50000,,7.241330167080494,,,,,0.001,1000.0,220.8347462470876
,,50275,694,,260,179.91,72,-216.21290085000004,,,
50420,-46.94887498949395,50584,702,5.990935085233578,264,170.6,72,-204.90065399999995,0.001,,
51617,-46.132808905381424,51778,715,5.808028315122311,268,170.58,72,-204.41934129999999,0.001,,
51883,-45.489522389003206,52010,718,6.334504417010716,272,169.83,72,-203.71504761,0.001,,
52130,-45.40508594512939,52246,721,8.92376614228273,276,156.79,72,-188.02318624999995,0.001,,
54181,-45.406779766082764,54381,745,5.526469938682787,280,147.9,72,-175.61651691,0.001,,
54359,-44.27022806803385,54512,747,5.232160743077596,284,136.44,72,-162.07991443999998,0.001,,
54547,-44.27665742238363,54731,750,7.441214917457267,288,136.49,72,-162.01759510999997,0.001,,
54707,-44.30299490851325,55000,,6.499781827668886,,,,,0.001,1000.0,336.18552377939193
54972,-44.50994982038225,56070,783,6.124826431274414,292,147.51,71,-174.53602264,0.001,,
57140,-42.80931418282645,58238,811,5.012003816877093,296,167.8,71,-197.49174709000002,0.001,,
59572,-41.706171359235086,59707,840,4.606397236299793,300,169.91,71,-199.34495041000002,0.001,,
59813,-41.80111589102909,59973,843,4.212019451593949,304,161.34,71,-189.56392172,0.001,,
59875,-41.74056994530462,60000,,4.374697712159926,,,,,0.001,1000.0,253.25332004762566
61026,-41.17865188305195,61231,882,4.579166394013625,308,160.54,69,-188.17973540000003,0.001,,
62268,-40.55473155975342,62409,898,4.41706259739399,312,170.72,69,-199.25760177000004,0.001,,
63425,-39.75707849642126,64523,917,3.607327583359509,316,189.85,70,-220.62972315,0.001,,
64657,-39.79193305969238,64813,931,3.444529645583209,320,189.17,69,-219.7569471,0.001,,
64821,-39.09589817212976,65000,,3.1718955065341707,,,,,0.001,1000.0,415.10389559031535
64919,-39.1659601951132,65071,960,5.4296570651385245,324,190.28,67,-220.99083317,0.001,,
66995,-38.041966524991125,67336,988,2.9995572675358164,328,209.56,68,-241.90884854000004,0.001,,
68312,-37.688262939453125,68449,1006,3.1345399916172028,332,219.1,68,-252.28683889999996,0.001,,
68462,-38.10842768351237,68589,1008,3.0267421472363356,336,218.42,68,-251.29438329,0.001,,
69710,-37.739002655029296,69913,1024,3.5365124244689943,340,218.56,68,-250.72515228,0.001,,
69852,-37.317321375796666,70000,,3.021224389205108,,,,,0.001,1000.0,218.66933114206148
70929,-37.55816687011719,71073,1062,3.3163195486068724,344,227.93,66,-260.86362754000004,0.001,,
72042,-37.26318621063233,73140,1077,3.115990334510803,348,245.39,67,-279.46800507,0.001,,
74090,-37.01394030922338,74373,1100,4.226153972986582,352,254.58,67,-289.49516130999996,0.001,,
74413,-36.94432311222471,75000,,2.9508888474826156,,,,,0.001,1000.0,351.20286048492414
75413,-37.12074179840088,75541,1144,2.806892555117607,356,264.27,65,-300.1893997,0.001,,
75499,-36.878945668538414,75621,1145,3.864562144646278,360,253.46,66,-287.20819516,0.001,,
77623,-37.16576056671143,77848,1163,2.774006587266922,364,272.64,66,-308.08985771000005,0.001,,
77869,-37.16596425374349,78032,1165,3.7370013018449146,368,262.54,66,-296.34778667,0.001,,
78934,-37.3757516708374,80000,,2.850209435045719,,,,,0.001,1000.0,490.37549377133837
79945,-37.071974182128905,80122,1197,2.507274096662348,372,281.12,66,-316.70577404,0.001,,
81239,-37.87087431619334,82337,1209,2.9141451650961288,376,300.91,68,-338.5558855,0.001,,
83400,-38.17772937643117,83514,1222,2.2448536095948053,380,291.33,68,-327.7707741600001,0.001,,
83657,-38.28354747711666,83806,1224,2.211329201857249,384,292.94,68,-329.51778107999996,0.001,,
83901,-38.42983597203305,84049,1226,2.6833508846006895,388,293.18,68,-329.67301879,0.001,,
84264,-38.47195491317875,85000,,2.924251151282758,,,,,0.001,1000.0,457.02907988537333
,,85362,1246,,392,292.92,68,-328.36509153,,,
85493,-38.392663637797035,85614,1253,2.5057553911209105,396,273.76,68,-306.70415362,0.001,,
86617,-38.93900898524693,86778,1261,2.9498614643661067,400,270.71,68,-302.69935324,0.001,,
86919,-39.06216471904033,87047,1263,2.383139691896887,404,270.74,68,-302.75983253000004,0.001,,
88031,-39.13961743927002,88176,1271,2.590613990008831,408,269.45,69,-301.12764924000004,0.001,,
88345,-39.217039015234974,88486,1273,2.5959472670787718,412,260.77,69,-291.7772148700001,0.001,,
88670,-39.39816436767578,88848,1276,2.5019432698979096,416,243.25,69,-272.31724638,0.001,,
88920,-39.352592595418294,89361,1278,2.821770762403806,420,245.48,69,-274.7581255300001,0.001,,
89461,-39.58535308837891,89618,1281,2.97216399123029,424,245.47,69,-274.65437159000004,0.001,,
89520,-39.745391845703125,90000,,2.744746276887797,,,,,0.001,1000.0,541.1233658460812
90561,-39.90170015607561,91659,1305,3.845051654747554,428,243.23,70,-272.17677217,0.001,,
93659,-40.52235376739502,93826,1325,2.43239846098423,432,253.77,70,-283.07812286000006,0.001,,
93977,-40.658800252278645,94093,1327,2.181680479645729,436,255.04,70,-284.6873239900001,0.001,,
94313,-40.82823234629408,94561,1330,2.2958309850960132,440,246.48,71,-275.42289059,0.001,,
94463,-40.76982655843099,95000,,2.471064406236013,,,,,0.001,1000.0,360.08854068485306
95569,-40.9153563670623,95700,1360,2.2215029363390766,444,246.27,70,-275.47298834000003,0.001,,
96730,-41.419959259033206,96920,1376,2.713136115316617,448,237.8,70,-266.43466477999993,0.001,,
96923,-41.299220209536344,97063,1378,2.3490522896989865,452,226.9,70,-254.45189259999998,0.001,,
97996,-41.51542945098877,98397,1392,2.3830130907297136,456,228.56,70,-256.36272786999996,0.001,,
98440,-41.50824165344238,98587,1397,2.512080931663513,460,229.66,70,-257.65504956999996,0.001,,
98604,-41.909428989186004,98715,1399,2.658485507263857,464,208.67,70,-234.73783194,0.001,,
98826,-41.65600614727668,99006,1402,2.9517791856010005,468,209.74,70,-235.76699251999997,0.001,,
99123,-41.88784468801398,99233,1405,2.8876463112078214,472,191.11,70,-215.04546863999994,0.001,,
99164,-41.93735326131185,100000,,2.5303699518072196,,,,,0.001,1000.0,542.7681197954632
101164,-42.27401440429688,102262,1456,2.351621677875519,476,199.25,70,-223.39887964000002,0.001,,
102381,-42.6564817575308,102527,1469,2.701543337516202,480,190.13,69,-213.19136418000005,0.001,,
102674,-42.882775907163264,102866,1472,2.2960113286972046,484,190.6,69,-213.78425501000004,0.001,,
103535,-42.91521432026323,103703,1484,2.4061190740889815,488,196.54,69,-220.36650599,0.001,,
103707,-42.919371643066405,103877,1486,2.413769761721293,492,185.15,69,-208.33002741,0.001,,
104078,-42.942323511297054,104203,1491,2.6145119125192817,496,185.89,69,-209.06574296,0.001,,
104506,-43.22840194702148,104715,1496,2.472501899136437,500,179.37,69,-202.00413832000007,0.001,,
104735,-43.44197541576321,105000,,3.1549417841232428,,,,,0.001,1000.0,394.4559625047259
105798,-43.51503026485443,105908,1535,2.291496153861757,504,188.61,68,-212.01979100000005,0.001,,
106007,-43.598873524726194,106169,1538,2.2530172755883173,508,179.93,69,-202.54767876000003,0.001,,
107250,-44.047288970947264,108348,1556,2.456139397621155,512,198.62,69,-222.46664409000002,0.001,,
108534,-44.51444644927979,108670,1570,2.4079541722430458,516,198.22,69,-221.84486013000003,0.001,,
108671,-44.56186049325125,108829,1572,2.406340343611581,520,194.68,69,-218.09276293,0.001,,
109106,-44.567705266615924,110000,,2.512516523809994,,,,,0.001,1000.0,518.0451352463976
110106,-44.838199638366696,110300,1607,2.4309848321676255,524,206.82,68,-231.57943839,0.001,,
112267,-45.68095093536377,112501,1623,2.425330797314644,528,208.42,69,-233.16473607,0.001,,
113472,-46.16802110290527,113614,1632,2.39148517036438,532,197.88,69,-222.14096682,0.001,,
114673,-46.335413321470604,114892,1641,2.437711795171102,536,207.99,70,-233.03990657999998,0.001,,
114794,-46.59413716050445,115000,,2.3471732129735394,,,,,0.001,1000.0,513.9397481153661
117028,-47.26390910339355,117318,1672,2.3015300773382186,540,227.57,70,-254.18669790000004,0.001,,
118052,-47.616410812529004,118286,1680,2.406165944403084,544,225.86,70,-251.86645140000002,0.001,,
119319,-48.004618326822914,119499,1689,2.348552793264389,548,225.79,70,-251.22959909000005,0.001,,
119679,-48.23765127999442,119899,1691,2.4191421440669467,552,228.36,70,-254.00213911000003,0.001,,
119893,-47.63750139872233,120000,,3.528143048286438,,,,,0.001,1000.0,567.5045685789606
,,120056,1707,,556,216.59,70,-240.68394139000003,,,
120038,-48.21314239501953,120248,1708,2.452160943638195,560,216.61,70,-240.70399684000003,0.001,,
122213,-48.876566486973914,122397,1729,1.977295550089034,564,236.82,70,-262.35103800999997,0.001,,
123440,-48.89321846797549,123560,1741,2.543376951382078,568,245.54,70,-271.91104244,0.001,,
123645,-49.44756342569987,123761,1743,2.0540562214389926,572,245.28,70,-271.69249766999997,0.001,,
123842,-49.093798483571696,123989,1745,2.7058951151175576,576,217.27,71,-241.21213266000007,0.001,,
123922,-49.65099811553955,125000,,1.7334645948102396,,,,,0.001,1000.0,404.44975332975156
124940,-49.58851072523329,125108,1768,2.1328939265675015,580,225.81,70,-250.56197232000002,0.001,,
125153,-49.34007873535156,125275,1769,2.410597042242686,584,224.09,70,-248.56258175000002,0.001,,
126336,-50.11806869506836,126450,1775,2.309122098179964,588,227.47,71,-251.83320960999998,0.001,,
127466,-49.97889585876465,127608,1781,2.5931468417048453,592,237.31,71,-262.61624298,0.001,,
127642,-50.21206309877593,128027,1783,2.223428301643907,596,238.24,71,-263.73787794000003,0.001,,
129161,-50.34894695281982,129425,1790,2.676710507631302,600,247.1,72,-273.65900582,0.001,,
129409,-50.71308322069122,130000,,2.957814254411837,,,,,0.001,1000.0,26.700090545462444
130473,-50.7928763628006,131571,1808,3.0149499094113708,604,256.63,72,-283.87993424,0.001,,
131704,-51.35314002403846,131893,1814,2.45698730303691,608,257.24,72,-284.45815517,0.001,,
132901,-51.19764474722055,133036,1822,2.4287068125529165,612,246.88,72,-273.5014811,0.001,,
133060,-51.27375920613607,133209,1823,2.710096337822046,616,245.39,73,-271.77876996000003,0.001,,
133215,-52.17569204477164,133351,1824,2.3249443769454956,620,245.22,73,-271.36982582,0.001,,
133394,-50.96185474395752,133571,1825,2.686153907042283,624,232.71,73,-257.50159446000004,0.001,,
134818,-51.60729210662842,134954,1834,2.7079705954790114,628,224.53,73,-248.34396372,0.001,,
134899,-51.36385409037272,135000,,2.258694190245408,,,,,0.001,1000.0,372.16245420446796
134945,-51.69646288001019,136043,1846,2.521144371965657,632,224.29,73,-248.26774383,0.001,,
136111,-51.69327163696289,136230,1852,1.9062421984142728,636,213.38,73,-236.29897214999997,0.001,,
136307,-52.06623894827707,136430,1853,2.859778401463531,640,191.12,73,-211.93449673000003,0.001,,
137401,-51.64920425415039,137537,1860,2.641784507036209,644,192.51,73,-213.6831235,0.001,,
137574,-51.591799630059135,137752,1861,2.8651580538068497,648,182.53,74,-203.17808029000003,0.001,,
139677,-52.281283866882326,139798,1872,2.7944331673383713,652,198.99,74,-220.76227586999997,0.001,,
139856,-52.40644073486328,140000,,2.3947712637129284,,,,,0.001,1000.0,288.33811576573646
140856,-52.47966893768311,140977,1887,2.5975982702970506,656,209.21,74,-231.78877759,0.001,,
140959,-51.385728982778694,141090,1888,3.133651453715104,660,208.42,74,-230.7999295,0.001,,
141152,-52.40374511327499,141319,1889,2.4347620474827756,664,189.22,74,-210.24440979000002,0.001,,
143274,-52.73428866577149,143389,1901,2.7102034549713134,668,198.29,75,-220.38692841999998,0.001,,
143475,-53.84484354654948,143602,1903,2.1946343421936034,672,198.41,75,-220.50127709,0.001,,
144713,-52.91761604309082,144910,1909,2.8381746448278427,676,209.21,75,-232.34161478,0.001,,
144881,-53.40010506766183,145000,,2.3451560877618336,,,,,0.001,1000.0,339.86317675197495
145881,-52.99317017364502,146074,1925,2.909100750684738,680,209.66,75,-232.77389614000003,0.001,,
147108,-52.586829884847006,147221,1932,2.8671895265579224,684,219.46,76,-243.47258723000002,0.001,,
148431,-53.5499148272828,148566,1939,2.9280222206307736,688,221.16,76,-245.80015641999995,0.001,,
149490,-53.41025227355957,150000,,2.964516019463539,,,,,0.001,1000.0,197.51837162218288
150490,-53.71257471466065,150672,1966,2.7742229528427123,692,230.64,76,-256.64525783,0.001,,
151700,-53.751428649902344,151827,1973,2.907813245534897,696,238.0,76,-264.51297285,0.001,,
152048,-53.72683561609146,152215,1975,2.562790100292493,700,227.9,77,-253.36989356,0.001,,
153297,-54.189281772922826,153446,1981,2.426686997381633,704,218.75,77,-243.48898918999998,0.001,,
153609,-53.58379971539533,153820,1984,3.096077143062245,708,219.27,77,-244.19095066999998,0.001,,
154900,-54.035697967529295,155000,,2.859462717294693,,,,,0.001,1000.0,230.46049394565634
,,155028,2001,,712,219.92,77,-244.72089483000002,,,
155991,-54.204325881958006,156100,2007,2.9301060397624967,716,228.91,77,-254.43207225000003,0.001,,
156122,-54.386331134372284,157220,2009,4.491452587975396,720,238.69,78,-265.05412076,0.001,,
157356,-53.940262930733816,157539,2015,3.1441903774227415,724,239.68,78,-266.10862091,0.001,,
157683,-54.635423766242134,157825,2017,3.887632722723974,728,228.71,78,-254.37474226999996,0.001,,
158772,-54.26099126434326,159870,2024,3.227163985133171,732,238.27,78,-264.71331389000005,0.001,,
159825,-54.01400522085336,160000,,3.800628034573681,,,,,0.001,1000.0,299.64186159856615
161079,-54.66019538819321,161191,2046,3.3583225302808866,736,249.61,78,-277.17312175,0.001,,
162151,-54.65351104736328,162276,2052,3.516826093196869,740,258.46,79,-287.18574765,0.001,,
162265,-55.63312742445204,162438,2053,3.5734190344810486,744,249.01,79,-276.74931709,0.001,,
163427,-54.51570578983852,163675,2059,3.122534283569881,748,259.23,79,-288.14829114,0.001,,
163845,-55.131194305419925,163958,2061,3.6466908049583435,752,241.6,79,-269.25144776,0.001,,
163995,-54.4970771244594,165000,,3.806678823062352,,,,,0.001,1000.0,291.5604504720774
164995,-54.86712660980225,165139,2076,3.792839938044548,756,241.62,79,-269.63214861,0.001,,
165182,-55.52804547264462,166280,2078,3.944287244866534,760,251.9,80,-281.28356879999995,0.001,,
167368,-54.98608589172363,167490,2090,3.7710963325067,764,261.71,80,-292.27611751,0.001,,
168488,-55.201757219102646,168665,2096,3.4676328930589886,768,252.76,80,-282.14832867,0.001,,
168634,-55.1041374206543,168747,2097,4.233007695939806,772,251.45,80,-280.72820542,0.001,,
169772,-55.08652826690674,170000,,4.277932476758957,,,,,0.001,1000.0,366.5962788313278
,,170870,2118,,776,259.6,80,-289.75504381999997,,,
172805,-55.132702102661135,173024,2135,4.131130033731461,780,269.5,81,-300.91451904,0.001,,
174003,-55.50179373699686,174144,2142,4.282101920310487,784,269.23,81,-300.81325935999996,0.001,,
174046,-55.275026148015804,175000,,4.984762441280276,,,,,0.001,1000.0,398.0815202931659
176152,-55.426530982971194,176285,2168,4.829458607435226,788,277.19,81,-309.70722975999996,0.001,,
178242,-55.700531005859375,178380,2181,4.807931609587236,792,277.08,81,-308.96538668999995,0.001,,
179282,-55.355303283691406,180000,,4.935924580693245,,,,,0.001,1000.0,583.8683822882479
181282,-55.52212431335449,181427,2214,4.738968432307243,796,296.0,81,-329.89805663,0.001,,
182470,-55.30531865900213,183568,2223,5.293032671466018,800,313.53,82,-348.71251896,0.001,,
184470,-55.72523916625977,185000,,4.360997804641723,,,,,0.001,1000.0,522.6303209650039
185493,-55.827448758212,185620,2259,6.550843197366466,804,321.74,82,-357.55569838,0.001,,
188522,-56.20079412841797,189620,2281,4.239779007554055,808,358.0,83,-397.18140621000003,0.001,,
189865,-55.96206914054023,190000,,4.310430922179386,,,,,0.001,1000.0,691.2256771550049
,,190963,2305,,812,359.35,82,-398.70451710999987,,,
191271,-56.428028787885395,191411,2313,4.694219531757491,816,353.11,82,-392.2440183899999,0.001,,
192386,-56.57380643463135,192597,2322,4.07962494969368,820,353.77,82,-392.81921769,0.001,,
192597,-56.544410705566406,192714,2323,4.359500299108789,824,351.75,82,-390.6165306199999,0.001,,
193752,-56.501893867492676,194850,2333,3.8293415194749834,828,370.25,83,-410.85512536000005,0.001,,
194881,-56.527365112304686,195000,,4.098909974098206,,,,,0.001,1000.0,828.8936618899927
,,195149,2356,,832,352.79,82,-391.88015208999997,,,
195235,-56.878114541371666,196333,2360,3.363923119038952,836,351.42,83,-390.12073223,0.001,,
197309,-57.220120112101235,198407,2382,3.905442343383539,840,361.31,83,-400.7647526,0.001,,
198458,-56.87132305569119,198595,2393,4.318819515845355,844,361.57,82,-401.18547172,0.001,,
199554,-56.74350306193034,199672,2406,4.478377707799276,848,359.97,82,-399.04407886999985,0.001,,
199789,-57.297485938439,200000,,4.9075370529029945,,,,,0.001,1000.0,818.8175483453088
,,200887,2436,,852,369.29,82,-409.2353171,,,
201839,-56.32235590616862,202041,2458,4.847435802221298,856,369.02,82,-409.25630062999994,0.001,,
203007,-57.50149430847168,204105,2475,4.089802984833717,860,378.25,82,-418.71218557,0.001,,
204069,-57.54024726466129,205000,,4.083813019287892,,,,,0.001,1000.0,763.3347833681852
205069,-57.54283345794678,205189,2520,3.9648792705535887,864,376.99,81,-417.11065155000006,0.001,,
206203,-57.81102625528971,206391,2534,3.694216481276921,868,377.26,81,-417.04590987000006,0.001,,
208394,-58.0196730669807,208527,2552,3.397105641884379,872,397.8,81,-438.75411158,0.001,,
208498,-57.69805097579956,208620,2553,2.9329972714185715,876,377.5,81,-416.41602327,0.001,,
209619,-57.81129197513356,210000,,4.322223268887576,,,,,0.001,830.4,670.2691055717092
,,210717,2574,,880,376.93,81,-415.32820138999995,,,
211681,-57.588218688964844,211802,2587,3.9798042206537154,884,376.58,81,-414.32043816,0.001,,
212827,-58.38292699432373,212984,2595,3.9094152708053587,888,366.99,82,-403.75270823000005,0.001,,
213137,-58.26529528489753,213392,2597,3.829986167837072,892,350.12,82,-385.71235081,0.001,,
214337,-58.38466286659241,214458,2605,3.6009726487100124,896,330.31,82,-363.65525388000003,0.001,,
214461,-58.17736892700195,215000,,3.739287535349528,,,,,0.001,1000.0,702.0890179165639
215461,-58.79224352264404,215636,2627,4.092256618022919,900,320.68,82,-353.12280726999995,0.001,,
215636,-59.447947333840766,215764,2629,4.409020142121748,904,301.44,82,-332.26646679000004,0.001,,
217706,-59.15608654022217,218804,2645,4.775905328989029,908,291.84,82,-321.96776179,0.001,,
218896,-58.34990930557251,219036,2652,4.17665122350057,912,280.73,82,-309.78037150000006,0.001,,
219186,-59.01813213999679,219299,2654,4.427162930277959,916,278.88,82,-307.6568233,0.001,,
219201,-59.46973146711077,220000,,4.765808343887329,,,,,0.001,1000.0,865.5248357777949
221210,-60.14166030883789,221414,2685,5.26723411348131,920,288.17,82,-317.74667655,0.001,,
221513,-59.17587471008301,221622,2687,3.7619223594665527,924,289.08,82,-318.8401781,0.001,,
223595,-59.230088915143696,223729,2702,4.749623770445165,928,288.79,82,-317.97756981,0.001,,
223749,-59.85891758311879,223875,2703,4.0833134542812,932,287.26,82,-316.30501002,0.001,,
224811,-60.45842590332031,224925,2710,3.703746771812439,936,285.92,82,-315.28538189,0.001,,
224878,-59.6899534372183,225000,,3.930718078332789,,,,,0.001,804.5,723.1006517462432
225910,-59.59949950408936,227008,2732,4.372862664818764,940,286.01,83,-314.83258569000003,0.001,,
227951,-59.893433707101,228102,2745,3.6068326830863953,944,295.07,83,-324.57637281,0.001,,
229138,-59.75097244262695,229272,2753,4.367945418000221,948,296.0,83,-325.58534133999996,0.001,,
229324,-59.77928699146617,229450,2755,4.066776965939721,952,285.63,83,-314.35719185,0.001,,
229367,-58.68293816702707,230000,,4.391541417439779,,,,,0.001,903.6,798.9245552544483
230420,-60.32213098031503,231518,2777,3.888389915790198,956,294.77,83,-323.72561653,0.001,,
231518,-59.52503331502279,231727,2783,3.875117031733195,960,276.22,83,-303.78563822999996,0.001,,
232691,-59.79510800933838,232826,2791,4.2858837875127795,964,276.37,83,-303.89599884000006,0.001,,
233829,-60.135404362398035,233944,2798,4.466027180353801,968,275.53,83,-303.24188526,0.001,,
234004,-60.035801119920684,235000,,4.174011779420169,,,,,0.001,914.2,779.4777286296245
235004,-60.12080680847168,235152,2819,4.190386804103851,972,266.25,83,-293.91032243999996,0.001,,
236143,-60.154293617248534,236583,2827,4.424250337600708,976,279.63,83,-308.70644606,0.001,,
236602,-60.06232401529948,236744,2829,4.951937856345341,980,260.27,83,-287.94033839,0.001,,
