time/total_timesteps,time/fps,train/critic_loss,train/learning_rate,rollout/ep_len_mean,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
1959039,65,26.096485709190368,0.001,933.03,1958039,-314.53315985107423,3999.7467866,2032,29990,,
1960000,,20.817777861118316,0.001,,1959039,-314.6088267211914,,,,4314.854477407527,1000.0
1963039,65,22.488513813495636,0.001,933.6,1962039,-313.91601361083985,3999.3255964199993,2036,30025,,
1965000,,28.72590167760849,0.001,,1964039,-313.6595216674805,,,,4364.094292561384,1000.0
1967039,65,23.7203668718338,0.001,933.6,1966039,-313.27294769287107,3999.2872471299993,2040,30059,,
1970000,,20.825335843086243,0.001,,1969039,-313.455698059082,,,,4302.12377553545,1000.0
1971039,65,25.380331126213072,0.001,933.6,1970039,-313.39696557617185,3998.19453572,2044,30093,,
1975000,,19.23146903991699,0.001,,1974039,-313.6843712158203,,,,4152.597926269145,928.7
1975039,65,,,933.6,,,4008.5460758299996,2048,30126,,
1979039,65,21.30617297935486,0.001,933.6,1978039,-313.9902410888672,4008.62830307,2052,30150,,
1980000,,22.11154808473587,0.001,,1979039,-313.8648420410156,,,,4224.025072542764,1000.0
1983039,65,21.739632556915282,0.001,942.73,1982039,-314.409410949707,4045.5699023300003,2056,30182,,
1985000,,17.280969851493836,0.001,,1984039,-314.2056353149414,,,,4269.921013818821,1000.0
1987039,65,26.1838260178566,0.001,942.73,1986039,-314.4526488647461,4042.1445565999993,2060,30216,,
1990000,,24.853018583617267,0.001,,1989618,-314.4691499907395,,,,4028.849099369813,916.6
1990618,65,,,938.52,,,4024.1987069,2064,30247,,
1994618,65,23.817682647228242,0.001,938.65,1993618,-314.88232110595703,4030.81634174,2068,30272,,
1995000,,20.662828261375427,0.001,,1994618,-314.9343569946289,,,,3720.5214908269236,941.0
1998618,65,25.285564846038817,0.001,944.87,1997618,-314.7688991088867,3999.67251842,2072,30305,,
2000000,,22.881546588420868,0.001,,1999618,-314.51548181152344,,,,3154.0331654273905,744.5
