time/episodes,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
216,3384,16,200,15.53,66.90025129,-23.93771689278739,1.564624508221944,0.001,3273,,
220,3445,17,200,15.52,67.04922924000002,-25.01162576675415,1.903910093009472,0.001,3335,,
224,3508,17,200,15.53,67.1932641,-25.27751840863909,1.1613447427749635,0.001,3397,,
228,3570,17,200,15.55,67.45892793,-24.871708393096924,1.4097745828330517,0.001,3459,,
232,3632,18,200,15.55,67.60067096,-25.25761079788208,1.4400750160217286,0.001,3522,,
236,3695,18,200,15.57,67.76700745,-26.272226572036743,1.4898907542228699,0.001,3585,,
240,3758,18,200,15.58,67.88859068999999,-26.12412370954241,1.4388237714767456,0.001,3647,,
244,3821,19,199,15.61,68.18817528999999,-26.82551383972168,1.598422810435295,0.001,3711,,
248,3884,19,199,15.63,68.4556819,-26.19810938835144,1.7806424610316753,0.001,3773,,
252,3948,19,199,15.65,68.66434574999998,-26.07333755493164,1.3518302235752344,0.001,3837,,
256,4010,20,199,15.65,68.82806370999998,-26.600064277648926,1.6114260517060757,0.001,3899,,
260,4074,20,199,15.68,69.11211143999999,-26.631996631622314,1.3404320515692234,0.001,3963,,
264,4138,20,198,15.68,69.06098336999999,-27.31990671157837,1.5438271537423134,0.001,4027,,
268,4200,21,198,15.66,69.01790282,-27.887675523757935,2.047860322520137,0.001,4089,,
272,4263,21,197,15.68,69.06865721000001,-27.233714818954468,2.3460078557332356,0.001,4152,,
276,4327,21,198,15.7,69.15858341,-27.56470799446106,1.8564903065562248,0.001,4216,,
280,4390,22,198,15.71,69.26079974999999,-27.94837737083435,2.0132664665579796,0.001,4279,,
284,4453,22,198,15.72,69.36208914,-28.169228076934814,2.1466455310583115,0.001,4342,,
288,4516,22,197,15.71,69.41209857999998,-27.948248386383057,1.6306968331336975,0.001,4405,,
292,4580,23,197,15.72,69.51507358999999,-28.96673274040222,1.40618197619915,0.001,4469,,
296,4642,23,197,15.71,69.41486233999998,-29.13587188720703,1.2418560422956944,0.001,4531,,
300,4706,23,197,15.73,69.57096532,-27.80344009399414,1.4734437204897404,0.001,4595,,
304,4768,24,197,15.72,69.56950727999998,-28.666090965270996,1.7691065594553947,0.001,4658,,
308,4831,24,197,15.73,69.61643514999999,-29.327584505081177,1.8902703449130058,0.001,4720,,
312,4893,24,197,15.72,69.62263422999999,-29.21226143836975,1.5561924055218697,0.001,4783,,
316,4956,25,197,15.72,69.73185327,-29.94465708732605,1.5846553705632687,0.001,4846,,
,5000,,,,,-30.03950309753418,1.451644230633974,0.001,4893,68.5157916009426,15.6
320,5019,25,194,15.74,69.82587104,-28.810985565185547,1.4707161597907543,0.001,4909,,
324,5083,26,194,15.75,69.92976967999999,-29.528579473495483,1.432005949318409,0.001,4972,,
328,5147,26,194,15.77,69.96951135,-29.586432218551636,0.9750951752066612,0.001,5036,,
332,5211,26,194,15.79,70.00729719,-30.239124536514282,1.4211690463125706,0.001,5100,,
336,5275,27,194,15.8,70.11527541000001,-30.148618936538696,1.146927934139967,0.001,5164,,
340,5338,27,194,15.8,70.12390599,-29.892789602279663,1.4787951298058033,0.001,5227,,
344,5400,27,194,15.79,70.02835420999999,-30.095359563827515,1.98598288372159,0.001,5290,,
348,5463,28,194,15.79,69.98092167,-29.95373272895813,1.6520602125674486,0.001,5352,,
352,5526,28,194,15.78,69.93876853,-30.154390811920166,1.780348476022482,0.001,5415,,
356,5588,28,194,15.78,69.89274365,-30.83294187273298,1.746536002556483,0.001,5477,,
360,5650,28,194,15.76,69.79051186,-30.92619562149048,1.8536595463752747,0.001,5540,,
364,5713,29,194,15.75,69.79673111,-31.148476123809814,1.5380406267940998,0.001,5603,,
368,5775,29,195,15.75,69.80377062,-31.832539796829224,1.2535923322041829,0.001,5664,,
372,5838,29,194,15.75,69.85110427999999,-31.12187910079956,1.6224460527300835,0.001,5727,,
376,5900,30,194,15.73,69.81302435999999,-30.976074934005737,1.4109026715159416,0.001,5790,,
380,5964,30,195,15.74,69.74705758,-31.37110662460327,1.475804265588522,0.001,5853,,
384,6027,30,195,15.74,69.7479793,-32.19976234436035,1.5817147120833397,0.001,5916,,
388,6089,31,194,15.73,69.59972735,-30.81478214263916,1.4465596874554951,0.001,5978,,
392,6153,31,195,15.73,69.59989291,-32.665313720703125,1.280774962157011,0.001,6042,,
396,6216,31,194,15.74,69.65508899000001,-32.430671146937776,1.1410397211710612,0.001,6105,,
400,6279,32,194,15.73,69.59880068000001,-31.261982917785645,1.4823467172682285,0.001,6168,,
404,6342,32,194,15.74,69.59349248000001,-32.435472215924946,1.837014615535736,0.001,6231,,
408,6405,32,194,15.74,69.70132488,-31.921786308288574,2.3390936590731144,0.001,6294,,
412,6466,33,194,15.73,69.60673756,-32.24246525764465,1.3672678033510843,0.001,6356,,
416,6529,33,194,15.73,69.49701612,-32.18899703025818,2.5646910332143307,0.001,6419,,
420,6593,33,194,15.74,69.48707089999999,-31.820279121398926,4.294560261070728,0.001,6482,,
424,6655,34,193,15.72,69.2936935,-31.822222232818604,1.6236752793192863,0.001,6544,,
428,6719,34,193,15.72,69.29853861000001,-32.16524410247803,2.121198385953903,0.001,6608,,
432,6783,34,193,15.72,69.25099494,-32.56351661682129,1.7653997354209423,0.001,6672,,
436,6845,35,193,15.7,69.15459123999999,-33.19045557294573,2.031205757459005,0.001,6735,,
440,6908,35,193,15.7,69.20099915,-32.754564557756694,1.171091632048289,0.001,6797,,
444,6971,36,193,15.71,69.30176995999999,-33.953511238098145,1.9345218658447265,0.001,6860,,
448,7034,36,193,15.71,69.2977245,-33.06874132156372,1.6187962926924229,0.001,6923,,
452,7096,36,193,15.7,69.19457227,-32.84515380859375,2.2639999866485594,0.001,6985,,
456,7158,36,193,15.7,69.18119508,-32.78920446123396,2.0419774691263837,0.001,7047,,
460,7221,37,193,15.71,69.17525688,-32.17672038078308,1.4399591609835625,0.001,7111,,
464,7283,37,193,15.7,69.12719704,-31.867246082850865,2.0007938464482624,0.001,7173,,
468,7345,37,193,15.7,69.12403911999999,-34.03175449371338,1.7645838223397732,0.001,7234,,
472,7409,38,193,15.71,69.16268566999999,-33.37023115158081,1.4349445030093193,0.001,7298,,
476,7472,38,193,15.72,69.15832254,-33.52427339553833,1.9607595279812813,0.001,7361,,
480,7534,38,193,15.7,69.17021763999999,-33.213998794555664,1.5858240803082784,0.001,7423,,
484,7598,39,193,15.71,69.21431919,-34.59709882736206,1.8839910812675953,0.001,7487,,
488,7661,39,193,15.72,69.25906731,-33.68200421333313,1.2936531106630962,0.001,7550,,
492,7722,39,193,15.69,68.96234488,-34.48058264596121,1.7279686689376832,0.001,7611,,
496,7784,40,193,15.68,68.9035687,-32.822553873062134,1.2766040675342083,0.001,7673,,
500,7845,40,193,15.66,68.76680148,-33.57857942581177,1.3248603604733944,0.001,7735,,
504,7909,40,193,15.67,68.81222465,-32.509315967559814,1.6636353451758623,0.001,7798,,
508,7972,41,193,15.67,68.76100123,-34.84363392421177,1.6349614620208741,0.001,7861,,
512,8036,41,193,15.7,68.89703000000002,-32.88675236701965,1.7681190446019173,0.001,7925,,
516,8099,41,192,15.7,68.99423773000001,-33.42820715904236,1.5474575906991959,0.001,7988,,
520,8163,42,192,15.7,68.99254076999999,-33.70349836349487,1.8389503136277199,0.001,8052,,
524,8226,42,192,15.71,69.08860275,-33.07375454902649,4.217484839260578,0.001,8115,,
528,8288,42,192,15.69,68.99275471,-33.407671213150024,1.607661004861196,0.001,8178,,
532,8351,43,192,15.68,69.05182871000002,-32.82256484031677,1.8844950031489134,0.001,8240,,
536,8415,43,192,15.7,69.14835255999999,-33.650543212890625,1.4939567781984806,0.001,8304,,
540,8478,44,192,15.7,69.09542814999999,-33.54530797685896,1.2925168216228484,0.001,8367,,
544,8540,44,192,15.69,68.99621292,-33.81407356262207,1.9084433396657308,0.001,8429,,
548,8602,44,192,15.68,68.99977106,-32.05255341529846,1.7248947143554687,0.001,8492,,
552,8666,45,192,15.7,69.14561685,-32.2103636264801,1.841944631189108,0.001,8555,,
556,8729,45,192,15.71,69.19248415,-33.3055624961853,1.3621825575828552,0.001,8618,,
560,8792,45,192,15.71,69.19337871,-33.229620933532715,1.3413363881409168,0.001,8682,,
564,8855,46,192,15.72,69.29782736000001,-33.38870882987976,1.5661761239171028,0.001,8744,,
568,8919,46,192,15.74,69.39584758000001,-34.48877930641174,1.1982064731419086,0.001,8808,,
572,8982,46,192,15.73,69.35572995,-33.21343183517456,1.3033144287765026,0.001,8871,,
576,9043,47,192,15.71,69.25971356,-33.120490074157715,1.3361974768340588,0.001,8933,,
580,9105,47,192,15.71,69.26380086,-34.577536821365356,1.3516280464828014,0.001,8995,,
584,9168,47,192,15.7,69.21531489,-33.64573178972517,1.4821752667427064,0.001,9057,,
588,9229,47,192,15.68,69.17796374000001,-33.62335181236267,1.9917119105656942,0.001,9118,,
592,9292,48,192,15.7,69.43623122,-33.79843997955322,1.585426937788725,0.001,9181,,
596,9356,48,192,15.72,69.53602196000001,-33.938857078552246,1.7025918811559677,0.001,9245,,
600,9419,49,192,15.74,69.61846498000001,-33.75242495536804,2.1570587873458864,0.001,9308,,
604,9480,49,192,15.71,69.47620207999998,-33.17895841598511,1.8535077969233196,0.001,9370,,
608,9542,49,192,15.7,69.38471318,-34.20905017852783,1.692345179617405,0.001,9431,,
612,9605,50,192,15.69,69.33396877,-33.93575620651245,2.84716584533453,0.001,9494,,
616,9668,50,192,15.69,69.33771274,-33.76626515388489,1.5050327256321907,0.001,9557,,
620,9729,50,192,15.66,69.25016183000001,-34.67794854300363,1.406287173430125,0.001,9619,,
624,9792,50,192,15.66,69.24833824,-33.443586111068726,1.7911882847547531,0.001,9681,,
628,9856,51,192,15.68,69.38982970999999,-33.42513680458069,1.1291738711297512,0.001,9745,,
632,9919,51,192,15.68,69.34250867,-32.85014820098877,1.5041166543960571,0.001,9809,,
636,9983,51,192,15.68,69.28871455000001,-34.0483832359314,1.170358331874013,0.001,9872,,
,10000,,,,,-33.86897683143616,1.1207313723862171,0.001,9904,68.5157916009426,15.6
640,10045,52,191,15.67,69.18860480000001,-33.60905122756958,1.45875194867452,0.001,9934,,
644,10107,52,191,15.67,69.24501808999999,-34.47006688799177,1.5872195978959402,0.001,9997,,
648,10168,53,191,15.66,69.14552153,-34.79561233520508,2.182822696864605,0.001,10058,,
652,10231,53,191,15.65,69.15529413,-32.96872138977051,2.2211084643999737,0.001,10120,,
656,10295,53,191,15.66,69.26189679000001,-32.82506322860718,1.286676563322544,0.001,10184,,
660,10359,54,191,15.67,69.30384534000001,-34.09061312675476,1.256790777668357,0.001,10248,,
664,10420,54,191,15.65,69.15631276,-34.532920360565186,1.4048235043883324,0.001,10310,,
668,10483,54,191,15.64,69.10806138,-33.936500787734985,1.5212874505668879,0.001,10372,,
672,10545,54,191,15.63,69.00935184999999,-34.07915769304548,1.258575475215912,0.001,10435,,
676,10608,55,191,15.65,69.04707717000001,-33.81002593040466,1.1542907506227493,0.001,10497,,
680,10670,55,191,15.65,69.10272486,-34.91236901283264,1.3186545129865408,0.001,10559,,
684,10732,55,191,15.64,69.06233701000001,-33.70794023786272,2.2041760007540385,0.001,10621,,
688,10795,56,191,15.66,69.1484019,-34.384605884552,1.610978588461876,0.001,10685,,
692,10858,56,191,15.66,69.08484735999998,-33.33680963516235,2.809071570634842,0.001,10747,,
696,10921,56,191,15.65,69.09004324,-34.15261435508728,1.9788395538926125,0.001,10810,,
700,10984,57,191,15.65,69.14814439999999,-33.033948625837056,1.6193685134251912,0.001,10873,,
704,11047,57,191,15.67,69.23743725,-32.68020009994507,1.5440990626811981,0.001,10936,,
708,11111,57,191,15.69,69.37282515,-32.38149547576904,1.7842772118747234,0.001,11000,,
712,11173,58,191,15.68,69.38843724,-33.24808406829834,1.510148536413908,0.001,11063,,
716,11234,58,191,15.66,69.30189409,-32.288432359695435,1.7012223154306412,0.001,11124,,
720,11298,58,191,15.69,69.33147681,-34.01337814331055,1.4602997116744518,0.001,11187,,
724,11359,59,191,15.67,69.24241866,-32.84352493286133,1.6207444588343303,0.001,11249,,
728,11422,59,191,15.66,69.14569401,-34.269493103027344,1.4772744655609131,0.001,11311,,
732,11485,59,191,15.66,69.08330552000001,-32.825382232666016,1.7963819429278374,0.001,11374,,
736,11548,60,191,15.65,69.03260585,-33.31051421165466,1.1042339988052845,0.001,11437,,
740,11611,60,191,15.66,69.13324801,-33.260347843170166,1.473434492945671,0.001,11501,,
744,11673,60,191,15.66,69.07634138000002,-34.50425148010254,1.4839981757104397,0.001,11563,,
748,11737,61,191,15.69,69.27358153,-33.22073006629944,1.8423737660050392,0.001,11626,,
752,11801,61,191,15.7,69.31565111,-34.460784912109375,1.5867283940315247,0.001,11690,,
756,11865,61,191,15.7,69.26206752,-33.38442659378052,1.6185860931873322,0.001,11754,,
760,11928,62,191,15.69,69.22518256000001,-32.74591302871704,1.4934042766690254,0.001,11818,,
764,11992,62,191,15.72,69.31313315999999,-33.99267220497131,1.0615212861448526,0.001,11881,,
768,12054,62,191,15.71,69.26680006000001,-33.709529638290405,2.1014893278479576,0.001,11943,,
772,12116,63,191,15.71,69.32135342,-33.25652098655701,1.813239675015211,0.001,12005,,
776,12179,63,191,15.71,69.42809327,-33.99505639076233,1.85967960357666,0.001,12068,,
780,12242,63,191,15.72,69.42441874,-34.34173631668091,1.4689652658998966,0.001,12131,,
784,12305,64,192,15.73,69.41144071000001,-34.68968677520752,1.475414764881134,0.001,12194,,
788,12368,64,191,15.73,69.46434032,-33.405513763427734,2.5373529717326164,0.001,12257,,
792,12432,64,192,15.74,69.51517939,-33.02291178703308,1.85034716501832,0.001,12321,,
796,12495,65,192,15.74,69.51483239999999,-34.53889346122742,1.5254299640655518,0.001,12384,,
800,12558,65,192,15.74,69.41583624,-33.40897914341518,1.704549256960551,0.001,12447,,
804,12621,65,192,15.74,69.48273008,-34.37572383880615,1.2535589896142483,0.001,12510,,
808,12685,66,192,15.74,69.47978884999999,-34.566585302352905,1.619206853210926,0.001,12574,,
812,12747,66,192,15.74,69.42777133999999,-33.58196020126343,1.1829882860183716,0.001,12636,,
816,12809,66,192,15.75,69.41641835,-33.802183389663696,1.7725708683331807,0.001,12698,,
820,12872,66,192,15.74,69.37176165,-33.297980070114136,1.3541544564068317,0.001,12761,,
824,12935,67,192,15.76,69.51477435,-34.197911500930786,2.1459294334053993,0.001,12824,,
828,12998,67,192,15.76,69.57030407,-34.41675138473511,1.6603178828954697,0.001,12887,,
832,13059,67,192,15.74,69.52916373,-33.83600044250488,1.3121408144632976,0.001,12949,,
836,13123,68,192,15.75,69.52675452,-34.19772028923035,1.2526196725666523,0.001,13012,,
840,13186,68,192,15.75,69.53309867,-34.19908094406128,1.5309611186385155,0.001,13076,,
844,13249,68,192,15.76,69.58741073,-33.01829552650452,1.825720652937889,0.001,13139,,
848,13313,69,192,15.76,69.52835043,-34.733845710754395,1.3528826795518398,0.001,13202,,
852,13373,69,192,15.72,69.29107302999999,-35.43552725655692,1.361545236905416,0.001,13263,,
856,13435,69,192,15.7,69.20236089,-34.85755133628845,1.2060811519622803,0.001,13324,,
860,13499,70,192,15.71,69.29860877,-33.16311264038086,1.5042473524808884,0.001,13388,,
864,13563,70,192,15.71,69.33452340999999,-33.19099044799805,1.1882624886929989,0.001,13452,,
868,13625,70,192,15.71,69.28654667999999,-31.973597935267858,1.9265740633010864,0.001,13515,,
872,13688,71,191,15.72,69.27831714,-35.318946838378906,1.5849925756454468,0.001,13577,,
876,13751,71,192,15.72,69.22635552000001,-35.67008447647095,1.5788495615124702,0.001,13640,,
880,13813,71,192,15.71,69.17263501000001,-34.68671441078186,1.4059545358022054,0.001,13702,,
884,13876,72,192,15.71,69.22318612,-34.531919717788696,1.52888585627079,0.001,13765,,
888,13938,72,192,15.7,69.06350599000001,-34.00706972394671,1.4664798378944397,0.001,13827,,
892,14001,72,192,15.69,69.07023887999999,-34.44918966293335,1.5907651464144388,0.001,13890,,
896,14064,73,192,15.69,69.05797807,-34.22889542579651,1.6112577095627785,0.001,13954,,
900,14127,73,192,15.69,69.15906383999999,-33.91577625274658,1.7406094074249268,0.001,14016,,
904,14191,73,192,15.7,69.20133831999999,-33.03808069229126,1.4263037666678429,0.001,14080,,
908,14255,74,192,15.7,69.26607003999999,-33.23730540275574,1.6396642848849297,0.001,14144,,
912,14317,74,192,15.7,69.26862676,-34.979287828717915,1.8960794687271119,0.001,14207,,
916,14378,74,192,15.69,69.28214213,-33.89784359931946,2.0635457187891006,0.001,14268,,
920,14439,75,192,15.67,69.24380748,-34.07188391685486,1.7593902508417765,0.001,14328,,
924,14503,75,192,15.68,69.29084118,-32.83671450614929,2.014481384307146,0.001,14392,,
928,14567,75,192,15.69,69.33859437999999,-34.68875455856323,1.5007230751216412,0.001,14456,,
932,14631,76,192,15.72,69.42683029000001,-34.907663345336914,1.4633679650723934,0.001,14520,,
936,14692,76,192,15.69,69.33444023000001,-32.98652505874634,1.5115693668524424,0.001,14582,,
940,14753,76,192,15.67,69.28316301999999,-33.28850173950195,1.366557765752077,0.001,14643,,
944,14816,77,192,15.67,69.33105066000002,-34.213637828826904,1.1461700033396482,0.001,14705,,
948,14879,77,192,15.66,69.34367124999999,-33.87210440635681,1.5244518741965294,0.001,14768,,
952,14942,77,192,15.69,69.48738944,-34.10920572280884,2.044855920597911,0.001,14831,,
,15000,,,,,-33.71190309524536,1.5812946893274784,0.001,14894,68.5157916009426,15.6
956,15005,78,191,15.7,69.58231729,,,,,,
960,15068,78,191,15.69,69.42495957,-34.58809443882534,1.6286865592002868,0.001,14957,,
964,15130,79,191,15.67,69.27984905000001,-34.95749173845564,1.4521572987238567,0.001,15019,,
968,15193,79,191,15.68,69.37114111,-34.94163179397583,1.280673187226057,0.001,15082,,
972,15254,79,191,15.66,69.28034063999999,-34.57057428359985,1.573582144578298,0.001,15144,,
976,15317,80,191,15.66,69.33741238,-32.8829505443573,2.618660543113947,0.001,15206,,
980,15380,80,191,15.67,69.38699353,-33.708611488342285,1.842739351093769,0.001,15270,,
984,15443,80,191,15.67,69.3360429,-34.286725997924805,1.4569871239364147,0.001,15333,,
988,15504,81,191,15.66,69.34869596,-33.393059730529785,1.4463032111525536,0.001,15394,,
992,15567,81,191,15.66,69.34159249,-34.73922395706177,1.4418458677828312,0.001,15457,,
996,15630,81,191,15.66,69.35315546999999,-33.831989015851704,1.205489412943522,0.001,15519,,
1000,15692,82,191,15.65,69.29706585999999,-34.73027563095093,1.3609233349561691,0.001,15582,,
1004,15752,82,191,15.61,69.06107791000001,-34.75373196601868,1.588833459218343,0.001,15642,,
1008,15816,82,191,15.61,68.95948431,-33.68195176124573,1.410317625850439,0.001,15705,,
1012,15879,83,191,15.62,69.00356934,-33.740474224090576,2.2609346583485603,0.001,15768,,
1016,15943,83,191,15.65,69.08009864,-33.41440558433533,1.2537059746682644,0.001,15832,,
1020,16005,83,191,15.66,69.12795277000001,-34.90961170196533,1.218837633728981,0.001,15895,,
1024,16068,84,191,15.65,69.0293617,-33.485716342926025,1.4035920053720474,0.001,15957,,
1028,16131,84,191,15.64,68.93433996,-34.46523857116699,1.2943702419598897,0.001,16020,,
1032,16194,84,191,15.63,68.94170229,-34.724000453948975,1.1630997732281685,0.001,16083,,
1036,16258,84,191,15.66,69.02467427999999,-32.64912295341492,1.6838315930217505,0.001,16147,,
1040,16320,85,191,15.67,69.08136849,-33.65985155105591,1.5228638569513957,0.001,16210,,
1044,16384,85,191,15.68,69.01940323,-34.10256338119507,1.8246674686670303,0.001,16273,,
1048,16448,85,191,15.69,69.01596965,-35.206295013427734,1.8240545652806759,0.001,16337,,
1052,16510,86,191,15.68,69.01658633000001,-33.68106460571289,1.4803784973919392,0.001,16400,,
1056,16573,86,191,15.68,68.96110715,-33.89450263977051,1.223235591252645,0.001,16462,,
1060,16636,86,191,15.68,69.07352013999999,-33.42911502293178,1.4479004859924316,0.001,16525,,
1064,16699,87,191,15.69,69.18713811,-33.88412690162659,1.897254891693592,0.001,16588,,
1068,16761,87,191,15.68,69.09572340000001,-34.20500159263611,1.444658390680949,0.001,16650,,
1072,16824,87,191,15.7,69.13480940000001,-35.21043252944946,1.3831509947776794,0.001,16713,,
1076,16885,88,191,15.68,69.04272568,-33.94220243181501,1.5711521625518798,0.001,16775,,
1080,16949,88,191,15.69,69.14347896999999,-33.79403614997864,1.6882421001791954,0.001,16838,,
1084,17011,88,191,15.68,69.14843773999999,-34.81103992462158,1.4887911435216665,0.001,16900,,
1088,17074,89,191,15.7,69.24858599999999,-33.464394433157786,1.380812907218933,0.001,16963,,
1092,17137,89,191,15.7,69.19350988,-35.137566566467285,1.4979744777083397,0.001,17026,,
1096,17200,89,191,15.7,69.13463603999999,-32.53189958844866,1.5167204062143962,0.001,17089,,
1100,17263,90,191,15.71,69.1884811,-35.55496311187744,1.787303440272808,0.001,17152,,
1104,17325,90,191,15.73,69.32682901999999,-34.17487859725952,1.2363888192921877,0.001,17214,,
1108,17387,90,191,15.71,69.27416636,-34.33994221687317,1.5906153172254562,0.001,17277,,
1112,17450,91,191,15.71,69.32336283999999,-33.524723052978516,1.1384585984051228,0.001,17339,,
1116,17513,91,191,15.7,69.22495218,-34.09607696533203,1.34268319606781,0.001,17402,,
1120,17575,91,191,15.7,69.28026233,-34.680213928222656,1.5317719181378682,0.001,17464,,
1124,17639,92,191,15.71,69.32636323000001,-33.16007709503174,1.618123522028327,0.001,17528,,
1128,17703,92,191,15.72,69.36643721,-34.81246042251587,2.287885345518589,0.001,17592,,
1132,17767,92,191,15.73,69.30937469999999,-33.725505113601685,1.2700056172907352,0.001,17656,,
1136,17831,93,191,15.73,69.4181539,-33.48508858680725,1.5762469843029976,0.001,17720,,
1140,17891,93,191,15.71,69.32657503,-34.624297278267996,1.6508790890375773,0.001,17781,,
1144,17954,93,191,15.7,69.38430735999998,-33.71710133552551,1.4904731288552284,0.001,17843,,
1148,18018,94,191,15.7,69.43393010999999,-33.24077892303467,1.637964703142643,0.001,17907,,
1152,18082,94,191,15.72,69.47887004999998,-34.183977127075195,1.7883011922240257,0.001,17971,,
1156,18146,94,191,15.73,69.51990316999999,-34.00162076950073,1.5315934382379055,0.001,18035,,
1160,18210,95,191,15.74,69.51516101,-33.77134442329407,1.465608175843954,0.001,18099,,
1164,18271,95,191,15.72,69.42636956999999,-34.19031763076782,1.2070897240191698,0.001,18161,,
1168,18333,95,191,15.72,69.41057873,-34.911438260759624,1.534806986649831,0.001,18223,,
