time/episodes,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,time/fps,eval/mean_reward,eval/mean_ep_length
72,63386,0.5318602695018053,0.001,894.5,89.91108330555556,64404,424,-19.85999354171753,151,,
,64386,0.5398606702685356,0.001,,,65000,,-20.508442607879637,,799.9019257587381,1000.0
76,67386,0.5724805161058902,0.001,900.0526315789474,127.1154030394737,68404,455,-21.647834991455078,150,,
,69386,0.5712371300458908,0.001,,,70000,,-22.772552764892577,,700.2870420055027,1000.0
80,71386,0.5740659055113793,0.001,905.05,159.041673225,72404,486,-24.01308979797363,148,,
,74386,0.6723771041631699,0.001,,,75000,,-25.612114749908446,,939.1727392705507,1000.0
84,75386,0.6333819047808648,0.001,909.5714285714286,184.06661089285717,76404,513,-25.88548977279663,148,,
,79386,0.6099867544174195,0.001,,,80000,,-28.3702332611084,,885.2778849429218,1000.0
88,,,,913.6818181818181,213.77045356818186,80404,544,,147,,
92,83386,0.778681322813034,0.001,917.4347826086956,232.7643867173913,84404,563,-31.37136908721924,149,,
,84386,0.8551564525365829,0.001,,,85000,,-32.083187534332275,,788.0762979352846,1000.0
96,87386,0.9052569920718669,0.001,920.875,260.65855665625,88404,591,-34.030111408233644,149,,
,89386,0.9587057443857193,0.001,,,90000,,-35.67931773376465,,833.8659676691517,1000.0
100,91386,0.9245460792183876,0.001,924.04,286.1074472,92404,618,-36.9391478805542,149,,
,94386,0.9945356610417366,0.001,,,95000,,-38.633656059265135,,663.1667503987904,1000.0
104,95386,1.0076455261409283,0.001,933.86,371.47879845999995,96404,645,-39.04095289611816,149,,
,99386,1.221775561273098,0.001,,,100000,,-41.70970980834961,,143.6110125090694,1000.0
108,,,,943.16,456.02761233000007,100404,677,,148,,
112,103386,1.2627947074472905,0.001,951.96,542.1243926100001,104404,697,-43.305773612976076,149,,
,104942,2.1707415206612444,0.001,,,105000,,-43.485994942754296,,-339.16778923769596,1000.0
116,106942,1.1761246067583562,0.001,966.2,566.67061196,107960,722,-43.672371269226076,149,,
,109942,1.00095541626215,0.001,,,110000,,-44.3813430480957,,953.5093176892027,1000.0
120,110942,0.9690869462788105,0.001,985.71,606.1582386200001,111960,750,-44.70229595947266,149,,
,114942,0.8765888608396053,0.001,,,115000,,-45.60236602020264,,1336.8251075521111,1000.0
124,,,,985.71,638.57723702,115960,777,,149,,
128,118942,0.8731194234490395,0.001,985.71,670.4620509499999,119960,797,-46.977056922912595,150,,
,119942,0.876039662271738,0.001,,,120000,,-47.48013946533203,,1089.6136155025567,1000.0
132,122942,0.9069570604562759,0.001,995.56,721.8081441200002,123960,824,-48.68076234436035,150,,
,124942,0.9397843007743358,0.001,,,125000,,-49.19998870849609,,1107.79778972473,1000.0
136,126942,0.9403817032575608,0.001,995.56,744.23838231,127960,853,-49.760619300842286,150,,
,129942,0.9329173872470856,0.001,,,130000,,-50.70896968078613,,1178.0664342083037,1000.0
140,130942,0.9567646296620369,0.001,995.56,766.8907900200002,131960,879,-50.87981686401367,149,,
,134942,0.9975457151532173,0.001,,,135000,,-52.52211683654785,,1427.8669355484658,1000.0
144,,,,995.56,802.8159290899999,135960,909,,149,,
148,138942,1.0105036338567734,0.001,995.56,829.9212457000001,139960,928,-54.1989898147583,150,,
,139942,1.005219903230667,0.001,,,140000,,-54.391160377502445,,1498.9627314297481,1000.0
152,142942,1.0645155364573002,0.001,995.56,855.2124628699999,143960,956,-55.58189379119873,150,,
,144942,1.0568290489912033,0.001,,,145000,,-56.38948043060303,,1400.606925697485,1000.0
156,146942,1.1439221530258656,0.001,995.56,884.2903429000002,147960,985,-57.17762438201904,150,,
,149942,1.0813765538334847,0.001,,,150000,,-58.82110311126709,,1639.341018247977,1000.0
160,150942,1.1647551593482495,0.001,995.56,922.09766776,151960,1014,-59.286435943603514,149,,
,154942,1.1724177888035774,0.001,,,155000,,-61.03783045959473,,1383.5142160114833,961.7
164,,,,995.56,947.32210308,155960,1043,,149,,
168,158942,1.3477613008022309,0.001,995.56,985.6521777900001,159960,1062,-63.49796068572998,150,,
,159942,1.3446430079340934,0.001,,,160000,,-64.13788053131104,,1798.0995542636142,1000.0
172,162942,1.486139172554016,0.001,995.56,1024.20934474,163960,1091,-66.28566846466065,150,,
,164942,1.5038509174585342,0.001,,,165000,,-67.7778355255127,,1671.6018447759561,1000.0
176,166942,1.7426316067576408,0.001,995.56,1061.3463354100002,167960,1121,-69.37920222473144,149,,
,169942,2.37801673746109,0.001,,,170000,,-73.03469857788086,,1642.499790660478,991.2
180,170942,2.346865408420563,0.001,995.56,1097.18532962,171960,1150,-74.22573637390137,149,,
,174233,2.225708347082138,0.001,,,175000,,-77.22280906677246,,470.247133757337,608.0
184,,,,988.47,1103.3715052300001,175251,1172,,149,,
188,176304,3.182718744179715,0.001,969.18,1103.68219918,177322,1182,-79.21537010579169,149,,
,179304,3.22509022128582,0.001,,,180000,,-82.58851124572755,,1266.8376097318717,1000.0
192,180304,3.407545318841934,0.001,969.18,1089.62030987,181322,1213,-83.61848818969726,149,,
196,183463,3.410824392557144,0.001,960.77,1109.26115072,184481,1229,-84.54956394958496,150,,
,184463,3.0616394332647325,0.001,,,185000,,-84.59914791870118,,1833.5444393780083,1000.0
200,187463,3.1678110568523405,0.001,960.77,1138.8275961799998,188481,1258,-84.98614624023438,149,,
,189942,2.7392001071218717,0.001,,,190000,,-85.78214479435636,,644.6778248038784,1000.0
204,,,,945.56,1146.8785551299998,190960,1279,,149,,
208,193605,3.666779941678047,0.001,942.19,1171.63827337,194623,1297,-87.11367134094239,149,,
,194605,3.477136384010315,0.001,,,195000,,-87.48577857971192,,504.14666884444824,1000.0
212,197605,3.2062753067016603,0.001,942.19,1174.9829532100002,198623,1327,-88.33621726989746,149,,
,199605,3.426890407919884,0.001,,,200000,,-88.89093460083008,,1745.301953351777,1000.0
216,201605,2.7643828554153442,0.001,946.63,1232.9576584400002,202623,1357,-89.47326174926758,149,,
,204605,2.6135956423282622,0.001,,,205000,,-90.85047674560546,,1791.0791036233306,1000.0
220,205605,2.9000960869789125,0.001,946.63,1278.91018772,206623,1386,-91.28481021118164,149,,
,209605,2.69844097840786,0.001,,,210000,,-93.47197123718261,,1813.0049586698412,1000.0
224,,,,946.63,1311.3612483799998,210623,1415,,148,,
228,213136,3.022964280962944,0.001,941.94,1289.64552009,214154,1432,-94.3177416229248,149,,
,214136,3.4802402342557905,0.001,,,215000,,-94.61267755126953,,1760.2941334581933,1000.0
232,217136,3.4678054913282392,0.001,941.94,1312.7503233000002,218154,1462,-96.06704190063476,149,,
,219136,3.9695388127565385,0.001,,,220000,,-96.69132569885254,,585.4031681841705,921.1
236,221136,4.18163455593586,0.001,941.94,1307.5496736100001,222154,1491,-97.0990505065918,148,,
,224136,4.287111251592636,0.001,,,225000,,-98.30360928344727,,1579.26920625497,902.5
240,225136,4.189649428725243,0.001,941.94,1343.9040716700003,226154,1518,-98.44618243408203,148,,
,229136,4.6087431620359425,0.001,,,230000,,-99.49510708618165,,1823.1280323418323,1000.0
244,,,,941.94,1366.8993721699999,230154,1548,,148,,
248,233136,4.431083037137985,0.001,940.46,1382.2473976699998,234006,1568,-101.16210099792481,149,,
,233988,4.793317402052767,0.001,,,235000,,-101.55849299184594,,1937.1703493714333,1000.0
252,236988,4.57272965335846,0.001,940.46,1378.31272363,238006,1600,-102.29136134338378,148,,
,238988,4.722689766407013,0.001,,,240000,,-102.9323968963623,,1032.9863709489116,945.9
256,240988,4.25068245279789,0.001,940.46,1401.4710730299996,242006,1628,-103.60354719543457,148,,
,243988,5.211953918933869,0.001,,,245000,,-103.92674858093261,,1644.8762827501632,1000.0
260,244988,5.495663268327713,0.001,940.46,1371.9875009199998,246006,1657,-104.03788528442382,148,,
,248988,6.020042635679245,0.001,,,250000,,-104.69106924438476,,1978.7786700097029,1000.0
264,,,,940.46,1386.9671688000003,250006,1687,,148,,
268,252988,5.833076540470123,0.001,940.46,1400.8065272,254006,1708,-106.79081999206542,148,,
,253988,5.899212875366211,0.001,,,255000,,-107.58070475769043,,2047.4661828486248,1000.0
272,256988,5.556953446865082,0.001,940.46,1415.32818383,258006,1736,-108.45060572814941,148,,
,258988,5.696146923780441,0.001,,,260000,,-109.33043461608887,,1972.3836220184342,1000.0
276,260988,6.137083670854569,0.001,940.46,1412.6000406699998,262006,1766,-110.07471508789062,148,,
,263988,6.102765713691712,0.001,,,265000,,-110.2281682434082,,2152.1714118795003,1000.0
280,264988,5.709232602596283,0.001,940.46,1431.7583579399998,266006,1795,-110.28538790893555,148,,
,268988,5.478438932657242,0.001,,,270000,,-111.3584347076416,,2131.214659603662,1000.0
284,,,,947.55,1483.9087245599994,270006,1824,,147,,
288,272988,5.774300438404083,0.001,966.84,1535.85924629,274006,1845,-112.70304754638671,148,,
,274316,5.752700161643144,0.001,,,275000,,-113.47855428370033,,2116.5467771802096,1000.0
292,276316,6.237066173791885,0.001,960.12,1595.4986865499998,277334,1871,-113.63324913024903,148,,
,279316,6.37371759223938,0.001,,,280000,,-115.50008686828613,,1910.3976431858027,1000.0
296,280316,5.606202944040298,0.001,968.53,1622.67179022,281334,1900,-115.33737710571289,148,,
,284316,5.54624645113945,0.001,,,285000,,-117.3926487121582,,1962.2236061893404,941.4
300,,,,968.53,1642.2330981999999,285334,1929,,147,,
304,288316,5.252244024276734,0.001,983.74,1685.8627340500002,289334,1950,-118.2078857421875,148,,
,289316,5.292217063903808,0.001,,,290000,,-119.09296356201172,,2152.377283814311,1000.0
308,292316,6.611580751895905,0.001,987.11,1738.0778989999997,293334,1979,-120.15190274047852,148,,
,294316,6.007274778842926,0.001,,,295000,,-120.36874267578125,,2278.8459860090165,1000.0
312,295604,7.34519469158517,0.001,979.99,1769.4008571499996,296622,2005,-120.35492081112332,147,,
,299604,6.506583868265152,0.001,,,300000,,-121.87944236755371,,2325.2596310722643,1000.0
316,,,,979.99,1795.2680861200001,300622,2036,,147,,
320,303604,7.185748856306076,0.001,970.61,1787.64108351,303684,2055,-123.12810466003418,147,,
,304666,6.630365335941315,0.001,,,305000,,-122.72606259155273,,1701.9303488369449,923.5
324,306666,6.7080622887611385,0.001,970.61,1804.20007113,307684,2083,-123.22170629882812,147,,
,309666,6.689335098028183,0.001,,,310000,,-124.32023684692383,,2432.5257466983517,1000.0
328,310666,7.220598264932632,0.001,975.3,1874.5498497499998,311684,2114,-124.68287854003906,147,,
,314666,6.651879608869552,0.001,,,315000,,-125.06703056335449,,2236.743902491219,1000.0
332,,,,975.3,1892.4043376299999,315684,2140,,147,,
336,318666,7.011663984775543,0.001,975.3,1947.1076074999996,319684,2159,-126.91694984436035,148,,
,319666,6.81445692372322,0.001,,,320000,,-126.66295416259766,,2387.815156153869,1000.0
340,322666,7.260333592176438,0.001,975.3,1962.2001338099997,323684,2186,-127.55351391601563,148,,
,324666,7.143096615791321,0.001,,,325000,,-128.15206001281737,,2199.280380259501,951.5
344,326666,6.71113026547432,0.001,975.3,1978.8809816399998,327684,2214,-129.16511851501465,147,,
,329666,7.406277440786361,0.001,,,330000,,-129.34724699401855,,2137.6680706167126,1000.0
348,330666,7.765433959960937,0.001,976.78,1933.96070026,331684,2240,-129.46425604248046,148,,
,334038,7.765056692143922,0.001,,,335000,,-129.61573159822854,,2502.1958796417807,1000.0
352,,,,970.5,1969.03742087,335056,2263,,148,,
356,338038,7.827620387792587,0.001,970.5,1980.38809694,339056,2282,-129.8021170501709,148,,
,339038,9.39028979086876,0.001,,,340000,,-130.03713836669922,,2373.6381401750027,1000.0
360,342038,8.02318777346611,0.001,970.5,2041.27917649,343056,2309,-130.80579748535158,148,,
,344211,7.705236811876297,0.001,,,345000,,-131.92436616516113,,1694.9790678065735,712.7
364,345211,7.549043061733246,0.001,962.23,2046.6097594699997,346229,2329,-131.62709547424316,148,,
,349211,8.14812009382248,0.001,,,350000,,-133.3592172088623,,2349.7305089339616,1000.0
368,,,,962.23,2060.1809525199997,350229,2357,,148,,
372,353211,8.12498461484909,0.001,962.23,2046.9484233399999,354229,2378,-133.8272745513916,148,,
,354211,7.693883314847946,0.001,,,355000,,-133.59897773742676,,2207.744739808375,1000.0
376,357211,7.829496895074844,0.001,962.23,2071.23034607,358229,2405,-135.1066153717041,148,,
,359211,7.876134439229965,0.001,,,360000,,-135.334229888916,,2668.6460684567223,1000.0
380,361211,8.57699240899086,0.001,962.23,2052.8815630599997,362229,2432,-135.1285694885254,148,,
,364211,9.720228839159011,0.001,,,365000,,-134.99122476196288,,2521.9923927169293,974.0
384,365211,9.38894350171089,0.001,953.96,2047.3633498500003,365402,2457,-134.98701133728028,148,,
388,368384,9.313714821100236,0.001,952.88,2021.5381761100004,369294,2472,-134.97291484069825,149,,
,369276,10.005609485867847,0.001,,,370000,,-134.97843585848273,,2514.1580295002323,1000.0
392,372276,9.80304921412468,0.001,959.6,2051.32593667,373294,2498,-135.32314833068847,149,,
,374276,10.100744959831237,0.001,,,375000,,-135.95368629455567,,2259.1466385922395,866.3
396,376276,9.449569022417068,0.001,959.6,2063.1357087799997,377294,2524,-136.9031712799072,149,,
,379276,10.039987350940704,0.001,,,380000,,-136.40641456604004,,2483.461879074387,1000.0
400,380276,10.027417576313018,0.001,950.28,2054.88817027,380362,2549,-137.10848518371583,149,,
404,383344,10.170537443637848,0.001,950.28,2068.3026585400003,384362,2566,-137.07023417663575,149,,
,384384,10.531761634349824,0.001,,,385000,,-140.2002098083496,,1204.5119550992501,817.9
408,386384,9.861531776428222,0.001,940.68,2066.7350829000006,387402,2587,-137.53937382507326,149,,
,389384,9.743253466129303,0.001,,,390000,,-138.39319052124023,,2038.751725110854,906.3
412,390384,10.561887088775634,0.001,947.8,2111.80424703,391402,2613,-138.74978677368165,149,,
,394384,10.725445964813233,0.001,,,395000,,-138.65725770568847,,2015.7792937664315,809.0
416,,,,947.8,2132.42919466,395402,2638,,149,,
420,398384,10.593588527679444,0.001,957.18,2166.29637724,399402,2656,-139.88145765686036,150,,
,399384,9.8896685090065,0.001,,,400000,,-140.52769599914552,,2481.3135107381268,1000.0
424,402384,10.549235434293747,0.001,957.18,2173.95398961,403402,2682,-141.44281846618654,150,,
,404384,9.659385035037994,0.001,,,405000,,-142.38301327514648,,2287.3734836924823,900.8
428,406384,10.004671074867248,0.001,950.34,2165.13942395,406718,2708,-142.64237162780762,150,,
,409700,10.497185184001923,0.001,,,410000,,-142.83012803649902,,2070.144296415895,958.0
432,,,,950.34,2174.25886715,410718,2734,,150,,
436,413700,9.733920107603073,0.001,950.34,2186.8947055,414718,2754,-146.13313356018065,150,,
,414700,9.654915796756745,0.001,,,415000,,-145.97561701965333,,-1011.8388282723026,1000.0
440,417700,9.884866857290268,0.001,950.34,2154.9875854999996,418718,2781,-147.49144732666016,150,,
,419700,9.176184275150298,0.001,,,420000,,-148.06674935913085,,1026.8917733764974,743.6
444,421700,9.289477504491806,0.001,950.34,2121.06563127,422718,2805,-148.32233572387696,150,,
,424700,9.891399397850037,0.001,,,425000,,-149.40606896972656,,2666.8400530338754,995.8
448,425700,9.479279306173325,0.001,950.34,2201.9436663200004,426718,2833,-149.2327476043701,150,,
,429700,9.01305259656906,0.001,,,430000,,-150.12115438842773,,2743.3334106410853,1000.0
452,,,,956.62,2227.7614467999997,430718,2859,,150,,
456,433700,8.379220164775848,0.001,956.62,2244.51229463,434718,2878,-151.6922765197754,151,,
,434700,8.893755478858948,0.001,,,435000,,-151.75655795288085,,2571.39114355864,1000.0
460,437700,9.650951454639435,0.001,956.62,2255.96862608,438718,2906,-152.39568896484374,150,,
,439700,9.101795623779298,0.001,,,440000,,-153.46004110717774,,2891.2490369938314,1000.0
464,441700,9.38257933831215,0.001,964.89,2298.35118803,442718,2932,-153.25814480590822,150,,
,444700,9.082757954359055,0.001,,,445000,,-153.59340017700194,,2666.07755105719,945.1
468,445700,9.00127712392807,0.001,964.89,2317.83417603,446718,2957,-154.72654306030273,151,,
,449700,9.193688661813736,0.001,,,450000,,-156.0962579650879,,3025.3387724140894,1000.0
472,,,,964.89,2360.71523103,450718,2983,,151,,
476,453700,10.314757907629014,0.001,964.89,2349.17500024,454718,3002,-156.8281841430664,151,,
,454700,9.827549086332322,0.001,,,455000,,-157.14713006591796,,2713.445741323233,933.3
480,457700,10.036155194997788,0.001,964.89,2397.6432064299997,458718,3028,-158.0167370605469,151,,
,459700,9.893704243659974,0.001,,,460000,,-158.40620837402344,,2746.0549150587294,936.4
484,461700,9.837293820619584,0.001,973.16,2435.6660287199998,462718,3053,-158.70336291503907,151,,
,464700,11.523730087518691,0.001,,,465000,,-159.2296512145996,,1700.0360101487488,709.6
488,465700,10.812779535770416,0.001,974.24,2489.2980559700004,466718,3077,-159.88663653564453,151,,
,469700,10.983399033069611,0.001,,,470000,,-160.19577627563476,,2391.504659117735,1000.0
492,,,,974.24,2498.34878251,470718,3104,,151,,
496,473700,11.355714420318604,0.001,973.88,2521.6882800099997,474682,3123,-161.37462899780274,151,,
,474664,12.060506128671259,0.001,,,475000,,-161.74708957592975,,2923.459337615478,1000.0
500,477664,12.025164016246796,0.001,983.2,2477.07661716,478682,3149,-162.09419094848633,151,,
,479316,12.705592661547515,0.001,,,480000,,-161.7236686191676,,1006.3824068087619,630.7
504,481316,11.985075276851655,0.001,979.72,2479.58897211,482334,3171,-161.63708880615235,152,,
,484316,11.945294331550597,0.001,,,485000,,-162.50315460205078,,2676.080316045182,1000.0
508,485316,12.438205578804016,0.001,989.32,2521.7562808300004,486334,3200,-162.96247369384767,151,,
,489316,12.332276248455047,0.001,,,490000,,-162.75945693969726,,2800.004079960473,1000.0
512,,,,989.32,2535.89923869,490334,3226,,151,,
516,493316,13.02767341184616,0.001,989.32,2550.2375518999997,494334,3245,-163.50716412353515,152,,
,494316,13.051025227546692,0.001,,,495000,,-164.49527740478516,,3006.9444602605654,1000.0
520,497316,13.972675473690034,0.001,989.32,2563.8861825299996,498334,3274,-165.5339382019043,152,,
,499316,12.633105738162994,0.001,,,500000,,-165.88749237060546,,2400.2484542281136,1000.0
524,501316,13.100586787223817,0.001,989.32,2573.06951799,502334,3301,-165.851497467041,152,,
,504316,12.357039401054383,0.001,,,505000,,-167.61277780151366,,1407.7859323008452,771.3
528,505316,11.79592676305771,0.001,996.16,2604.245981,506334,3326,-167.8750700378418,152,,
,509316,12.197501134634019,0.001,,,510000,,-168.90255349731444,,2396.5361249161883,848.7
532,,,,996.16,2613.8051648,510334,3351,,152,,
536,513316,11.912475070476532,0.001,986.29,2572.9886586300004,513347,3369,-170.0181001586914,152,,
,514329,12.904147974014283,0.001,,,515000,,-169.88892068481445,,2244.6083723161646,1000.0
540,516123,11.99315971517563,0.001,984.23,2613.4618553299997,517141,3390,-170.938515625,152,,
,519706,14.116093363761902,0.001,,,520000,,-171.35934884643555,,2977.054916674737,1000.0
544,,,,980.06,2659.0818485,520724,3414,,152,,
548,523706,12.80431433725357,0.001,980.06,2668.19472621,524724,3432,-172.4930446472168,152,,
,524706,14.024199786186218,0.001,,,525000,,-173.12872085571288,,2971.9921739647166,1000.0
552,527706,13.656249364852906,0.001,980.06,2681.5002130600005,528724,3458,-173.60617236328125,152,,
,529706,13.202137610912324,0.001,,,530000,,-174.2440284729004,,2959.519187401049,1000.0
556,531706,12.511699458122253,0.001,980.06,2690.0471532500005,532724,3484,-174.67891818237305,152,,
,534706,13.68915678024292,0.001,,,535000,,-175.1447527770996,,2567.672699388303,926.5
560,535706,13.022975187301636,0.001,980.06,2694.4509357,536724,3509,-175.1233466796875,152,,
,539689,15.357327789159175,0.001,,,540000,,-175.8360878814262,,2715.0517190037876,902.1
564,,,,979.89,2696.69104566,540707,3534,,152,,
568,543689,13.67669726896286,0.001,979.89,2663.9543208500004,544707,3553,-176.12737243652344,153,,
,544689,14.257287318706512,0.001,,,545000,,-175.46141357421874,,1791.9926919406512,836.6
572,547689,14.37816378068924,0.001,979.89,2665.85787748,548707,3578,-176.35121826171874,153,,
,549689,14.089434297084809,0.001,,,550000,,-176.1157866821289,,3076.0886293103918,1000.0
576,551689,15.171180090904237,0.001,979.89,2663.3849346599995,552707,3605,-175.65199291992187,153,,
,554000,16.23719426826649,0.001,,,555000,,-176.2290285550631,,2712.6534128854983,909.6
580,555000,15.889739021301269,0.001,970.18,2635.5850313300007,555736,3627,-176.52362130737305,153,,
584,558718,15.776701787948609,0.001,970.18,2638.884993310001,559736,3646,-176.81638247680664,153,,
,559718,15.906882396697998,0.001,,,560000,,-177.0453865966797,,2874.8505050302483,1000.0
588,562718,16.659324981689455,0.001,970.18,2643.5585260100006,563736,3676,-176.78870452880858,153,,
,564718,15.588707251548767,0.001,,,565000,,-176.8394631958008,,2686.630755545944,1000.0
592,566718,16.714536929130553,0.001,970.18,2652.35054407,567736,3704,-178.68104293823242,153,,
,569718,16.24835139465332,0.001,,,570000,,-178.9353168334961,,2982.207348540006,1000.0
596,570718,16.51483413696289,0.001,970.54,2653.96782177,571736,3732,-178.4156330871582,153,,
,574718,16.267681941986083,0.001,,,575000,,-178.3205736694336,,2738.676451926166,988.1
600,,,,970.54,2743.3602440400005,575736,3760,,153,,
604,578718,14.866375524520874,0.001,974.02,2766.5461282600004,579736,3779,-179.38133657836914,153,,
,579718,16.12630370283127,0.001,,,580000,,-179.37416888427734,,3012.9441347032785,1000.0
608,581810,13.559192393137062,0.001,964.94,2741.3660294200004,582828,3802,-178.82196708347487,153,,
,584810,14.477685106277466,0.001,,,585000,,-180.33502807617188,,3052.3923215242335,1000.0
612,585810,15.420885074615478,0.001,964.94,2746.3694789600004,586828,3828,-181.21184619140624,153,,
,589810,14.2676771941185,0.001,,,590000,,-180.9510148010254,,3006.2227243645116,1000.0
616,,,,964.94,2742.6086488899996,590828,3855,,153,,
620,593395,14.937863002300263,0.001,960.79,2732.5723758699996,594413,3872,-181.5577808227539,153,,
,594395,14.612205514431,0.001,,,595000,,-181.82808245849608,,3015.0255460048093,1000.0
624,597395,14.775909018039703,0.001,960.79,2739.3270764599997,598413,3898,-182.1689211730957,153,,
,599395,14.275706971645356,0.001,,,600000,,-182.95051638793944,,3095.7940717780266,973.1
628,601395,14.3500923371315,0.001,960.79,2748.0107972000005,602413,3924,-183.09288293457033,153,,
,604395,15.008135876178741,0.001,,,605000,,-183.7093741760254,,2313.15718463324,765.5
632,605395,14.04234831571579,0.001,960.79,2757.40306332,606413,3949,-184.24607913208007,153,,
,609395,14.178929354667664,0.001,,,610000,,-184.82890988159178,,2620.3991277669093,853.4
636,,,,970.66,2812.2647580899998,610413,3974,,153,,
640,613087,14.708646966542812,0.001,961.11,2796.9817820099997,613252,3992,-184.61707535231045,153,,
,614545,14.48177809381485,0.001,,,615000,,-184.74007977294923,,2954.486234932556,948.0
644,615545,15.107593530654908,0.001,958.39,2791.41045873,616563,4011,-184.90898162841796,153,,
,619545,14.422981982231141,0.001,,,620000,,-185.158497467041,,3218.9317593336104,1000.0
648,,,,958.39,2797.8584638699995,620563,4037,,153,,
652,623545,15.067156362056732,0.001,958.39,2801.7878203099995,624563,4055,-186.04437741088867,153,,
,624545,14.39865577840805,0.001,,,625000,,-185.3431392211914,,2935.158408893179,920.1
656,627545,14.544844495296479,0.001,958.39,2809.3553783299994,628563,4080,-185.68978811645508,154,,
,629545,16.30374191093445,0.001,,,630000,,-186.3345188293457,,3092.9753433170495,1000.0
660,631545,15.108012024402619,0.001,958.39,2813.19481646,632563,4107,-186.8456896057129,153,,
,634545,15.308952597141266,0.001,,,635000,,-186.26132275390626,,3065.420789892599,1000.0
664,635545,15.439349486827851,0.001,958.56,2821.3694277300006,636563,4134,-187.04243368530274,153,,
,639545,14.94434818649292,0.001,,,640000,,-187.06730328369142,,2894.648209692724,1000.0
668,,,,958.56,2864.4640660600003,640563,4161,,153,,
672,643030,15.158325263023377,0.001,944.87,2825.09372766,643194,4177,-187.2914132385254,153,,
,644176,14.139118817806244,0.001,,,645000,,-188.3006882019043,,3215.0168423788623,1000.0
676,646176,14.949170897006988,0.001,944.87,2874.0818369200006,647194,4201,-188.50631448364257,154,,
,649176,14.896418205738067,0.001,,,650000,,-189.1328298034668,,3056.690024841641,1000.0
680,650176,15.660046504020691,0.001,954.58,2908.76764473,651194,4227,-188.65763168334962,154,,
,654176,15.371626372814179,0.001,,,655000,,-189.11990075683593,,2728.1540306201205,871.3
684,,,,954.58,2918.04083718,655194,4252,,154,,
688,658176,14.734583992958068,0.001,954.58,2930.70174349,659194,4271,-190.46335232543944,154,,
,659466,17.902139778794915,0.001,,,660000,,-189.41738386483027,,3125.366544847982,1000.0
692,661466,16.715239166736602,0.001,947.48,2914.8314282200004,662484,4296,-191.4150512084961,154,,
,664466,14.265243498802185,0.001,,,665000,,-191.95930364990235,,3172.8771923343184,1000.0
