time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,rollout/ep_len_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
5,13.104289549999997,1215,116,231,10.46,0.001,-3.698351188139482,0.24180477792802063,1045,,
5,13.589523219999998,1313,120,221,11.16,0.001,-4.260693920983209,0.36507492595248753,1201,,
6,13.29167055,1385,124,221,11.6,0.001,-4.296984063254462,0.37761668488383293,1273,,
6,12.992268860000003,1457,128,220,12.04,0.001,-4.478122181362576,0.40261254294051063,1345,,
6,12.70022715,1528,132,219,12.47,0.001,-4.412653022342258,0.312697880797916,1417,,
7,12.807203030000004,1604,136,218,12.95,0.001,-4.608035299513075,0.3721959951023261,1488,,
7,14.106864690000004,1692,140,216,13.55,0.001,-4.929110908508301,0.5165685064026287,1575,,
8,15.420504450000001,1781,144,214,14.16,0.001,-5.202171282334761,0.5146060067674388,1665,,
8,16.720561319999998,1869,148,212,14.76,0.001,-5.478649486194957,0.5402649376880039,1753,,
9,18.02774173,1957,152,210,15.36,0.001,-5.7178215980529785,0.5017592388959158,1840,,
9,19.333084569999997,2045,156,209,15.96,0.001,-5.963124491951683,0.4983334622599862,1929,,
10,20.62622305,2132,160,207,16.55,0.001,-6.436395385048606,0.3603815236552195,2017,,
10,21.94387397,2221,164,206,17.16,0.001,-6.833169026808306,0.4893969361754981,2105,,
11,23.256652060000008,2310,168,205,17.77,0.001,-6.974763909975688,0.46151578879874683,2194,,
11,24.587579260000002,2400,172,204,18.39,0.001,-7.465067299929532,0.3885993395339359,2283,,
12,25.914941000000002,2490,176,204,19.01,0.001,-7.721478418870405,0.35745514556765556,2373,,
,,2500,,,,0.001,-7.953347563743591,0.46151280208774237,2396,22.15,38.80227783322334
13,27.217918769999997,2578,180,197,19.61,0.001,-8.134688594124533,0.47585059702396393,2462,,
13,28.52163376,2666,184,196,20.21,0.001,-8.253207206726074,0.36798464540730824,2551,,
14,29.83337603,2754,188,195,20.81,0.001,-8.94678631695834,0.47872447019273584,2638,,
14,31.15872579000001,2843,192,195,21.42,0.001,-9.300309788097035,0.6609483171593059,2726,,
15,32.47209214,2931,196,194,22.02,0.001,-9.284885146401145,0.6278641755166261,2815,,
15,32.754835799999995,3018,200,194,22.15,0.001,-9.725614166259765,0.6658575520628974,2901,,
16,32.78278191,3107,204,194,22.17,0.001,-10.10925206271085,0.6650113562742869,2990,,
16,32.740587569999995,3196,208,194,22.15,0.001,-10.180175383885702,0.6679825277432151,3080,,
16,32.69040726,3283,212,194,22.12,0.001,-10.584853432395242,0.6847704662518068,3167,,
17,31.82096528,3371,216,194,21.56,0.001,-10.962624376470393,0.6052290472117338,3255,,
17,32.66023798,3460,220,193,21.47,0.001,-10.765938845547764,0.6167770928957246,3343,,
18,34.277211349999995,3549,224,193,21.64,0.001,-11.384756088256836,0.6586224151694257,3433,,
18,35.89147258999999,3637,228,193,21.8,0.001,-11.473196029663086,0.6208179869822094,3520,,
19,37.51018391,3726,232,193,21.98,0.001,-11.887903993779963,0.3959025259722363,3610,,
19,38.68644216,3813,236,192,22.09,0.001,-12.038842114535244,0.42443397505716846,3697,,
20,38.71115958,3902,240,192,22.1,0.001,-12.547689958052201,0.3943435021422126,3786,,
20,38.70476504,3990,244,192,22.09,0.001,-12.776700886813076,0.3566132851622321,3874,,
21,38.73390678,4078,248,192,22.09,0.001,-12.842171062122691,0.3902529620311477,3962,,
21,38.74252797,4166,252,192,22.09,0.001,-13.236215591430664,0.266690693795681,4050,,
22,38.761379670000004,4255,256,192,22.1,0.001,-13.190146793018688,0.292506990107623,4138,,
22,38.79541273999999,4344,260,192,22.12,0.001,-13.741393956271084,0.24967133660208096,4228,,
23,38.78627815,4432,264,192,22.11,0.001,-13.878406206766764,0.2540080320575963,4316,,
23,38.78688927,4520,268,192,22.1,0.001,-14.089350006797098,0.26308395103974774,4404,,
23,38.780247370000005,4609,272,192,22.09,0.001,-14.393484462391246,0.26215084303509106,4492,,
24,38.767310970000004,4697,276,192,22.07,0.001,-14.518824317238547,0.2914258201013912,4580,,
24,38.76884857,4785,280,192,22.07,0.001,-15.165990569374777,0.2910591598067965,4668,,
25,38.79140316,4874,284,192,22.08,0.001,-14.70182904330167,0.3068020845001394,4758,,
25,39.108608509999996,4990,288,192,22.36,0.001,-16.060307562351227,0.6209176365406283,4870,,
,,5000,,,,0.001,-16.109237084021935,0.845800410096462,4896,24.75,37.62117559164763
26,39.00719236,5086,292,190,22.43,0.001,-16.436206499735516,1.3271806115905445,4968,,
27,38.90277093,5182,296,190,22.51,0.001,-16.51127250989278,1.3784457047780354,5064,,
27,38.82766447,5278,300,190,22.6,0.001,-16.902371168136597,1.6847278115650017,5160,,
28,38.71137249,5374,304,190,22.67,0.001,-17.717051188151043,1.538656714061896,5256,,
28,38.81699612,5498,308,190,23.02,0.001,-17.80985476175944,1.5705886483192444,5373,,
30,40.61780502,5714,312,190,24.31,0.001,-18.04099544402092,2.091554420609628,5589,,
30,41.78712297,5906,316,191,25.35,0.001,-18.18729575475057,2.249455181260904,5743,,
32,45.17110943000001,6204,320,191,27.44,0.001,-18.599030996623792,2.6190826955594515,6043,,
33,48.23189904,6488,324,192,29.39,0.001,-19.347031893048968,2.2209673213287138,6323,,
34,51.50030522,6783,328,193,31.46,0.001,-19.57196483096561,2.8355338785746325,6612,,
36,55.11723043,7089,332,193,33.63,0.001,-20.25765629818565,2.6438152868496743,6921,,
38,59.02927387,7408,336,193,35.95,0.001,-20.8428373336792,3.1521562449634075,7236,,
,,7500,,,,0.001,-21.059444904327393,3.21082271138827,7386,76.45,130.8398859500885
40,62.54631845,7707,340,188,38.05,0.001,-21.449414443969726,3.9213612645487244,7540,,
42,66.33547268000001,8021,344,188,40.31,0.001,-21.948629429465846,3.199546283012942,7848,,
44,69.93073016999999,8326,348,187,42.48,0.001,-22.269379465203535,3.685851063383253,8159,,
46,73.76802436000001,8640,352,187,44.74,0.001,-23.055303759691192,4.161055132383254,8471,,
47,77.41533199999999,8943,356,188,46.88,0.001,-23.473151206970215,4.010713539625469,8771,,
49,81.00937637,9249,360,188,49.05,0.001,-23.691853703679264,4.407222938537598,9079,,
50,84.97723624,9571,364,189,51.39,0.001,-24.23105766659691,4.686861075550677,9396,,
51,87.79521063,9831,368,189,53.11,0.001,-25.06730658919723,4.850845809336062,9686,,
,,10000,,,,0.001,-25.21225180992713,3.786803225301347,9867,76.45,127.84915693998337
54,90.97865001000002,10114,372,186,55.05,0.001,-25.199388710228174,5.910857602341534,9940,,
55,93.60529724999998,10368,376,187,56.71,0.001,-25.762764177824323,4.447841881157516,10201,,
56,96.21961122000002,10612,380,187,58.27,0.001,-26.042428970336914,4.511706445898328,10467,,
57,97.72802541000003,10795,384,188,59.21,0.001,-26.38182382998259,4.5748536586761475,10659,,
58,98.65330182,10969,388,188,59.79,0.001,-27.00747523588293,4.703299903869629,10845,,
58,98.79588357,11090,392,188,60.04,0.001,-27.08310661315918,4.903212761878967,10965,,
59,99.01633813000001,11214,396,188,60.32,0.001,-27.475647989908854,6.821925670869889,11089,,
60,100.49656988999999,11387,400,188,61.09,0.001,-27.64344887111498,5.701973153197247,11260,,
61,101.49327944999999,11541,404,188,61.67,0.001,-28.17403777440389,4.578754258652528,11405,,
62,103.24973581,11738,408,188,62.4,0.001,-28.514248809814454,5.167336113598882,11594,,
63,103.25360573,11932,412,188,62.18,0.001,-29.69548972447713,4.352928866942723,11788,,
64,103.88078550999998,12127,416,189,62.21,0.001,-30.16378418604533,4.512271891037623,11982,,
65,102.19642592999999,12317,420,188,61.13,0.001,-30.12433346112569,5.629967264831066,12176,,
,,12500,,,,0.001,-31.013368606567383,5.524676647186279,12379,49.65,85.31883603930473
67,101.07815082,12521,424,186,60.33,,,,,,
68,99.77097753999999,12726,428,186,59.43,0.001,-30.96769368207013,5.41888052004355,12581,,
69,98.03760978999999,12927,432,186,58.38,0.001,-31.388134384155272,5.578587548405516,12783,,
70,95.97110987999999,13122,436,186,57.14,0.001,-32.45739455845045,5.653857877913942,12979,,
71,94.30921889999999,13321,440,187,56.14,0.001,-32.63442817687988,5.794288308620453,13175,,
72,92.57687981,13532,444,187,55.11,0.001,-32.90943855285644,4.7683830120984245,13385,,
73,90.84716662,13731,448,187,54.05,0.001,-33.49224365234375,6.935314106941223,13587,,
74,88.73061028999999,13921,452,187,52.81,0.001,-33.314891732257344,4.878886613440006,13779,,
75,86.82166538999999,14113,456,187,51.7,0.001,-34.00218319892883,5.0587648923198385,13972,,
76,84.9666187,14306,460,188,50.57,0.001,-34.30634172757467,4.8259499218999125,14163,,
77,82.98577889999999,14512,464,187,49.41,0.001,-34.373684353298614,7.024158495443839,14370,,
78,82.04162401000002,14711,468,187,48.8,0.001,-34.50293477376302,4.8925051226907845,14567,,
79,80.71043037,14909,472,187,47.95,0.001,-35.257846408420136,4.869793281240283,14768,,
,,15000,,,,0.001,-35.823140411376954,5.903685007095337,14865,51.95,89.69632994532586
81,80.12808228,15116,476,186,47.48,0.001,-35.85698699951172,4.869323872602903,14969,,
81,79.255858,15307,480,186,46.95,0.001,-35.51993719736735,6.879321843385696,15163,,
82,79.68493883,15511,484,186,47.16,0.001,-35.99616813659668,5.298386800747651,15365,,
83,79.98085456000001,15688,488,186,47.19,0.001,-36.49098500338468,6.605557968450147,15548,,
84,81.5190483,15868,492,186,47.78,0.001,-36.49561425913935,5.1880513456132675,15728,,
86,85.21897169,16174,496,187,49.6,0.001,-36.79652749338457,6.105783939361572,15992,,
87,86.26997703,16405,500,187,50.18,0.001,-37.05787194293478,6.045342267827785,16247,,
89,89.54125705,16726,504,187,51.85,0.001,-37.53958266122,6.1079970962861,16573,,
90,92.33596541000001,17072,508,187,53.34,0.001,-37.876905314127605,6.834201768542943,16890,,
92,94.82383470000002,17397,512,187,54.65,0.001,-38.28732370775799,6.2294194123324225,17214,,
,,17500,,,,0.001,-38.25524458774301,6.7499929361565165,17389,87.0,158.3648025840521
95,97.73497163000002,17745,516,185,56.18,0.001,-38.87565266808798,6.237264788852018,17562,,
97,100.70962983,18092,520,184,57.75,0.001,-38.659999515699305,5.473553867130489,17912,,
99,103.59052764,18445,524,184,59.24,0.001,-39.14280412462023,6.476375843142415,18259,,
101,106.43617914999999,18792,528,184,60.66,0.001,-39.53633791901345,6.522560600624528,18613,,
103,109.49176593999996,19147,532,184,62.2,0.001,-39.24627448187934,5.262566802236769,18968,,
105,112.52974576999999,19496,536,185,63.74,0.001,-39.97280111312866,6.00594509691,19315,,
107,115.40694567999998,19842,540,185,65.21,0.001,-40.064744567871095,7.743461279074351,19662,,
,,20000,,,,0.001,-39.75396964663551,6.373513555526733,19833,84.45,152.85649811327457
110,118.19450036,20192,544,182,66.6,0.001,-39.97827597724067,7.327718849976858,20016,,
112,120.79606340999999,20525,548,183,67.94,0.001,-39.89064081703744,6.730611123234393,20345,,
113,123.25567487,20848,552,183,69.27,0.001,-40.310090008903956,5.169619276243098,20669,,
115,125.83133528,21178,556,183,70.65,0.001,-40.44569475000555,6.37021813202988,21009,,
117,128.65886024999998,21520,560,183,72.14,0.001,-40.54542278108143,6.251218682312103,21338,,
118,130.95100921,21848,564,183,73.36,0.001,-40.72882675543064,6.279809052685657,21669,,
120,133.38503957,22178,568,184,74.67,0.001,-40.87129211425781,6.025801606121517,22003,,
,,22500,,,,0.001,-41.167558902647436,7.024645689057141,22331,81.55,143.8420176535845
123,135.75894145,22506,572,182,75.97,,,,,,
124,137.9670175,22833,576,183,77.17,0.001,-41.01308264383456,7.888484419845954,22658,,
126,140.38374384,23159,580,183,78.52,0.001,-41.225904220189804,8.383231719837912,22979,,
127,142.78786031,23493,584,183,79.82,0.001,-41.94430216347299,4.61790712052081,23317,,
129,145.82598306,23832,588,183,81.44,0.001,-41.95627399020725,5.696860123216436,23658,,
131,148.26118276,24150,592,183,82.82,0.001,-42.2974484761556,6.347838688980449,23974,,
133,148.66854842,24477,596,183,83.03,0.001,-41.83860524495443,6.59740746588934,24305,,
135,150.31994352,24795,600,183,83.9,0.001,-42.73134178339049,7.09784318679987,24631,,
,,25000,,,,0.001,-43.30895810808454,4.591182386875152,24843,69.3,122.75010697841644
137,149.69852964999998,25080,604,181,83.54,0.001,-42.83998903547015,5.0064952458654135,24913,,
139,148.62747719,25368,608,182,82.96,0.001,-43.10957168130314,4.422031925005071,25206,,
140,147.86259135999998,25652,612,182,82.55,0.001,-43.48473188612196,5.639202032290714,25480,,
142,147.47586469,25992,616,182,82.47,0.001,-43.5681581302565,7.676818482729853,25806,,
144,146.66698753,26299,620,182,82.07,0.001,-43.77075772407727,5.596553311898158,26127,,
145,144.60218997999996,26546,624,182,81.01,0.001,-44.201170701246994,5.931158213615418,26382,,
146,142.98763370999998,26829,628,182,80.37,0.001,-44.41369917586043,6.413210253192954,26670,,
147,137.89508167999998,26955,632,182,78.08,0.001,-45.12494087219238,4.532027853162665,26840,,
148,133.84121051000002,27124,636,182,76.28,0.001,-45.03680775083345,10.457967725850768,26963,,
148,127.91407397999997,27208,640,182,73.66,0.001,-45.44389088948568,9.349466171529558,27091,,
149,121.99927184999999,27302,644,182,71.1,0.001,-45.460282839261566,8.356029336269085,27176,,
149,116.30406105,27379,648,182,68.54,0.001,-45.39742872450087,9.379197312725914,27270,,
150,110.82735499,27445,652,182,65.97,0.001,-45.77330059475369,9.088492828256944,27334,,
,,27500,,,,0.001,-45.10023880004883,5.161591678857803,27399,16.0,6.861606218863744
150,105.21854497999998,27509,656,182,63.31,,,,,,
151,100.57214542999998,27641,660,182,61.21,0.001,-44.86877981821696,8.693735485275587,27471,,
152,100.00568560000002,27951,664,182,61.03,0.001,-45.43000120865671,7.28245715091103,27783,,
153,95.08973686999998,28078,668,182,59.0,0.001,-46.56185621373794,8.266210149316226,27952,,
154,90.21501203,28198,672,182,56.92,0.001,-45.238837178548174,7.352950383876932,28072,,
155,85.52700045,28331,676,182,54.98,0.001,-45.7769577923943,11.509783225900987,28197,,
156,83.27409806,28573,680,182,54.14,0.001,-46.37809629698057,10.437917087529156,28442,,
157,81.49302581,28830,684,182,53.37,0.001,-45.890693283081056,8.474758254157173,28675,,
158,78.74044441,29059,688,183,52.27,0.001,-45.32834380013602,14.555310090382894,28880,,
160,78.91825621,29375,692,183,52.25,0.001,-46.85970045390882,10.500997210477854,29199,,
162,79.00030955999999,29703,696,183,52.26,0.001,-46.835345570634054,8.974329676972815,29519,,
,,30000,,,,0.001,-47.73669195175171,6.735415218751641,29866,82.5,145.9946804434061
165,79.34178277000002,30039,700,181,52.44,,,,,,
167,80.46166585,30383,704,181,53.03,0.001,-47.811866937681685,12.071634748886371,30207,,
169,81.48732763,30729,708,181,53.61,0.001,-48.22632728923451,10.31488799111227,30547,,
170,82.69421629,31078,712,182,54.26,0.001,-48.1350923018022,9.90407310041149,30893,,
172,83.43721934,31448,716,182,54.56,0.001,-48.65966493256238,9.330218098827244,31260,,
174,84.98547425999999,31834,720,182,55.35,0.001,-49.264127528413816,10.90888400534366,31643,,
176,87.60214157,32221,724,182,56.75,0.001,-49.00190760872581,9.967018225219812,32037,,
,,32500,,,,0.001,-49.64033465915256,11.814896161739643,32397,94.65,171.4526859909296
179,89.38464931,32582,728,181,57.53,,,,,,
181,94.48881844000002,32943,732,181,59.88,0.001,-49.85792550173673,10.440690062262796,32762,,
183,98.58439929000001,33299,736,181,61.75,0.001,-50.25234465165572,9.021538927313987,33117,,
185,104.33969766999999,33638,740,181,64.3,0.001,-49.28316059112549,9.871376190656497,33459,,
187,110.11378729999998,33986,744,181,66.84,0.001,-50.63237837086553,8.897972387271922,33806,,
189,116.46727617999998,34357,748,181,69.78,0.001,-50.38392656114366,9.992315087999616,34165,,
191,123.38911933,34762,752,181,73.17,0.001,-50.411662101745605,8.283638591949757,34568,,
,,35000,,,,0.001,-50.575528364915115,9.891360937981378,34873,107.3,187.1736266285181
195,130.31738966999998,35170,756,180,76.61,0.001,-50.702684475825386,9.465994125375381,34977,,
197,136.50176936999998,35610,760,180,79.69,0.001,-49.92221171515329,7.088280823378437,35413,,
199,138.83302298,36039,764,180,80.88,0.001,-50.99407445734197,6.925551210437809,35845,,
201,144.82505401,36429,768,180,83.51,0.001,-51.07627349853516,7.8003815495967865,36237,,
203,151.82227176000004,36888,772,181,86.9,0.001,-51.26354512860698,6.8878084125518795,36675,,
205,158.67386909,37346,776,181,90.15,0.001,-51.41571058545794,10.920736919462154,37143,,
,,37500,,,,0.001,-50.87404797123928,10.249593715065892,37355,100.5,178.2983797699213
208,162.39042631,37747,780,180,91.74,0.001,-51.26814921696981,7.585570770815799,37554,,
210,165.26945565000003,38137,784,180,93.07,0.001,-51.484877030054726,9.548263335965343,37943,,
212,168.78165879000005,38524,788,180,94.65,0.001,-51.03602981567383,8.572872579782858,38316,,
215,169.81955811,38910,792,180,95.35,0.001,-51.674233300345286,8.27766699166525,38726,,
217,171.12050104999997,39322,796,181,96.19,0.001,-51.106839705486685,8.061890233536156,39102,,
219,172.01075203,39697,800,180,96.58,0.001,-51.84826578992478,6.625741001179343,39501,,
,,40000,,,,0.001,-52.16646099090576,8.031892931709686,39808,109.0,180.10870908498765
223,172.95323975000002,40126,804,179,97.43,0.001,-52.086032231648765,8.687709711013584,39917,,
226,173.74332100000004,40529,808,179,98.0,0.001,-51.43784515674297,7.388703362299846,40347,,
227,174.14692464000007,40896,812,179,98.18,0.001,-51.84564930459727,6.662275752295619,40703,,
229,174.68749707000003,41322,816,179,98.74,0.001,-51.33395248413086,7.002340422868729,41126,,
231,174.80633089,41722,820,179,98.88,0.001,-51.81285047531128,6.611699752509594,41530,,
233,174.66200052,42084,824,180,98.63,0.001,-51.1302981906467,6.407720140616099,41910,,
235,174.52700835,42428,828,180,98.46,0.001,-51.67942959329356,6.357582544503004,42250,,
,,42500,,,,0.001,-52.19483230227516,4.884904150451932,42334,78.3,142.07303848862648
238,174.48292837,42777,832,179,98.34,0.001,-51.902679443359375,6.979023923819092,42593,,
240,174.87176241999998,43149,836,179,98.5,0.001,-51.95391946909379,6.578004416154355,42963,,
242,175.31127993,43506,840,179,98.68,0.001,-52.23687015880238,7.5737225765531715,43323,,
244,176.24368254,43901,844,179,99.15,0.001,-51.96402813838078,6.9857469487648745,43705,,
246,176.50901573,44276,848,179,99.19,0.001,-52.10122050409732,5.681566945968136,44091,,
248,176.54306041999996,44668,852,179,99.06,0.001,-52.74235275268555,6.966209369130654,44471,,
,,45000,,,,0.001,-53.29372069414924,6.4385567591028305,44885,92.55,174.15962567925453
251,176.78113684,45075,856,178,99.05,,,,,,
253,176.17880434000003,45459,860,179,98.49,0.001,-53.48685867932378,7.3671368753787165,45270,,
255,175.40251691999998,45826,864,179,97.87,0.001,-53.233458823346076,6.414471945454998,45636,,
257,176.38449694000002,46267,868,179,98.38,0.001,-53.5579565516058,8.296258175484487,46067,,
259,175.82689854,46670,872,179,97.82,0.001,-54.03002746582031,5.047132549863873,46482,,
261,175.17252420999998,47066,876,179,97.2,0.001,-53.59097392742451,6.021743941765565,46873,,
263,175.30144191000002,47459,880,180,97.12,0.001,-54.979982223510746,6.014095734357834,47265,,
,,47500,,,,0.001,-53.80345634460449,5.144430123567581,47365,112.25,199.65450516939163
267,175.85827233999996,47876,884,178,97.39,0.001,-54.154587538346,7.424783345107194,47676,,
269,176.96151401000003,48327,888,179,98.03,0.001,-54.929727613925934,6.648576684824125,48126,,
272,177.42174348999998,48720,892,178,98.1,0.001,-54.440101305643715,7.192667779234267,48527,,
274,177.47093503,49109,896,179,97.87,0.001,-54.699171447753905,6.985460147857666,48915,,
276,178.06402094000003,49514,900,179,98.17,0.001,-55.171034954963844,4.265084200717033,49312,,
278,178.31445580000002,49919,904,179,97.93,0.001,-55.261986923217776,8.11368701717641,49721,,
,,50000,,,,0.001,-55.54869923224816,6.730695633934094,49825,98.2,183.0994660615921
281,179.30642739000004,50359,908,178,98.3,0.001,-56.10781471946023,6.207518295124844,50161,,
283,180.03524457,50760,912,178,98.64,0.001,-55.91033869523268,7.2341147133937245,50560,,
285,180.74607646,51195,916,179,98.73,0.001,-56.18917534568093,7.428523324836384,50993,,
288,182.31202777000001,51690,920,179,99.68,0.001,-56.19483178853989,6.472676816396415,51477,,
290,183.41237336000006,52128,924,179,100.44,0.001,-56.64796802453827,8.237288639210819,51929,,
,,52500,,,,0.001,-57.062026258827984,5.822418043578881,52405,124.95,219.575053524971
294,185.61136120000003,52618,928,178,101.9,,,,,,
297,187.54107858999996,53092,932,178,103.15,0.001,-57.01280010871167,5.015314155029801,52873,,
299,188.91276127,53552,936,178,104.03,0.001,-57.37581022854509,6.428849030763675,53343,,
302,191.05475115000002,54056,940,178,105.5,0.001,-57.99387458275105,8.293649130397373,53835,,
304,192.10231284999998,54515,944,178,106.14,0.001,-57.96359945933024,5.7259969228555345,54305,,
,,55000,,,,0.001,-58.38677439970129,6.558951747768066,54786,121.85,213.65507837235927
308,193.80898449000003,55012,948,178,107.36,,,,,,
311,195.53007815000004,55533,952,178,108.65,0.001,-58.80426119194656,7.118958881643952,55313,,
313,196.60758727,56019,956,178,109.44,0.001,-59.558421419377915,6.630637031898164,55794,,
316,198.15859687,56510,960,178,110.51,0.001,-59.533238145171616,7.133221384907557,56286,,
318,200.40796876999997,57042,964,178,112.16,0.001,-59.63516195496516,8.136001047803395,56807,,
,,57500,,,,0.001,-59.76676807981549,6.700313209577371,57314,133.9,227.16663599312307
323,201.2007487,57543,968,177,112.76,,,,,,
326,202.55284464,58043,972,177,113.73,0.001,-60.343250744159405,7.5297283043388195,57833,,
328,203.4526766,58504,976,177,114.38,0.001,-60.60115674825815,6.137940736917349,58297,,
331,204.86828609,59001,980,178,115.42,0.001,-60.683292071024574,8.092326162275205,58769,,
334,205.90927726,59489,984,177,116.13,0.001,-61.008041882124104,8.33806592964929,59290,,
336,206.40915398,59962,988,178,116.35,0.001,-61.39598760065043,7.103934772660799,59737,,
,,60000,,,,0.001,-60.99041805845319,6.890945865907742,59868,121.6,203.72578446865083
341,207.03710710000004,60426,992,177,117.06,0.001,-61.329203605651855,7.4690158003852485,60209,,
344,208.04782190999998,60940,996,176,118.31,0.001,-61.3101521694299,6.979924566873157,60756,,
346,208.77157820999997,61436,1000,177,119.22,0.001,-62.037892737755406,6.05577029631688,61242,,
348,208.16334407999994,61830,1004,177,119.11,0.001,-61.70383791490035,6.709480999530046,61624,,
351,208.43901964999995,62294,1008,177,119.35,0.001,-61.76107046739111,5.44489527086042,62073,,
,,62500,,,,0.001,-62.567917236915,6.553676629295716,62304,112.9,202.51101018339395
355,208.61892980000002,62721,1012,176,119.61,0.001,-62.52249369127997,7.801500778773735,62529,,
357,208.89516381,63169,1016,176,119.74,0.001,-62.675078913850605,7.27955073343133,62963,,
359,208.33743130999994,63612,1020,176,119.22,0.001,-62.554626950350674,7.446241578188809,63416,,
362,208.74176845999995,64067,1024,176,119.39,0.001,-63.0436258997236,5.557256438902447,63856,,
364,208.47153692999996,64527,1028,176,119.09,0.001,-62.66498593417081,7.664687027802339,64297,,
,,65000,,,,0.001,-63.423500916053506,6.8358108385749485,64796,108.2,199.52118020653725
368,208.64566869999996,65004,1032,176,119.12,,,,,,
371,208.68908926999995,65459,1036,176,119.07,0.001,-63.17859875953803,8.73858593278012,65245,,
373,208.14790128000004,65908,1040,176,118.52,0.001,-63.72198049371893,7.525251793431806,65701,,
375,207.96187268000003,66343,1044,176,118.28,0.001,-64.06769482842807,6.4031712443664155,66138,,
377,206.75971818999997,66780,1048,176,117.68,0.001,-64.02693624345083,5.8426450495682065,66552,,
379,206.72652720000002,67273,1052,177,117.4,0.001,-64.31711972144342,8.322299432754516,67059,,
,,67500,,,,0.001,-64.1021661077227,7.958542151110513,67291,118.55,217.25377873182296
383,206.60126941,67728,1056,176,117.09,0.001,-64.78849547764041,3.6275754278560854,67513,,
386,206.37369339000006,68179,1060,176,116.69,0.001,-64.59397777210583,11.260687934268605,67970,,
388,205.77720485000006,68639,1064,176,115.97,0.001,-64.92609071731567,6.300757749804428,68431,,
391,205.89824140000005,69120,1068,176,115.77,0.001,-64.90746999191026,5.363757543644662,68897,,
393,205.73115219000002,69577,1072,176,115.34,0.001,-64.84389114379883,7.337782780329387,69372,,
,,70000,,,,0.001,-65.49599781742802,6.149699436293708,69820,121.55,223.81493595838546
397,206.12144671000001,70036,1076,176,115.32,,,,,,
400,206.27784358,70517,1080,176,115.16,0.001,-65.46647669474284,6.759029863278071,70308,,
402,206.60601455999998,71005,1084,176,115.16,0.001,-65.96975883108671,6.6348444565397795,70785,,
405,207.25361225,71504,1088,176,115.42,0.001,-66.62505074152871,8.57590366348507,71283,,
408,208.82481427,72031,1092,176,116.05,0.001,-66.33525532484055,7.536331356503069,71800,,
,,72500,,,,0.001,-66.03569290854715,6.908161333113005,72333,124.65,227.876171708107
413,210.016026,72556,1096,175,116.16,,,,,,
