time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
126,192.1,19328,152,-223.16300048999994,104,19208,0.001,-16.402144061194527,0.5824946653511789,,
,,20000,,,,19256,0.001,-16.59212629000346,0.6603536680340767,-80.65144350671908,1000.0
146,192.22,21464,146,-216.43450883000003,108,21313,0.001,-20.315006732940674,0.7537231549882052,,
147,191.23,21565,146,-215.28696793999998,112,21475,0.001,-20.694821039835613,0.8967803684440819,,
148,191.43,21863,147,-215.69635334999998,116,21651,0.001,-20.675658798217775,0.953990000486374,,
150,183.21,22146,147,-206.37496768,120,22064,0.001,-21.42894642928551,1.0674207355665124,,
152,185.9,22669,148,-209.77863519000002,124,22390,0.001,-21.958765983581543,1.0557175993919372,,
154,187.15,23015,148,-211.29704408999999,128,22862,0.001,-22.737087376912434,1.2802375296751658,,
155,177.44,23213,148,-200.91026841,132,23091,0.001,-23.015105843544006,1.2805249293645222,,
161,186.76,24295,150,-212.14589742000004,136,24179,0.001,-24.815196990966797,1.238541448658163,,
163,184.56,24642,150,-210.12095933,140,24516,0.001,-25.101667004539852,1.4622335019565764,,
,,25000,,,,24570,0.001,-25.432911696257413,1.5396776000658672,-58.765849276364314,1000.0
178,194.04,25729,144,-221.53242595000006,144,25618,0.001,-27.060911996023997,1.2679180640440721,,
185,193.81,26964,145,-222.83039367,148,26880,0.001,-28.32731209564209,1.5278312794566153,,
185,193.87,27245,146,-223.18099932000004,152,27021,0.001,-29.07604491710663,1.5138154607830625,,
187,194.31,27513,146,-223.82289306,156,27280,0.001,-29.826728548322404,2.450636946238004,,
189,185.82,27800,147,-215.15579375000002,160,27669,0.001,-29.728638690450918,2.2304999802702214,,
196,197.51,29275,149,-229.06898802000003,164,29106,0.001,-31.025251117706297,1.9370410033464431,,
,,30000,,,,29203,0.001,-31.61309063434601,1.7571898416145562,-2.8334454527663184,1000.0
212,189.11,30517,143,-221.01872601,168,30311,0.001,-32.84074277877808,1.7738092452287675,,
219,192.31,31968,145,-225.89755250000002,172,31701,0.001,-33.52773825073242,2.0995675818920136,,
221,192.73,32282,145,-226.64735031,176,32183,0.001,-34.31965105650855,2.2448690533638,,
222,192.64,32448,145,-226.71124086999995,180,32358,0.001,-34.49020425204573,2.3314296459329538,,
233,202.76,34584,148,-239.07742222999997,184,34454,0.001,-35.21848399353027,2.1914580389261245,,
,,35000,,,,34512,0.001,-35.62701310782597,2.414521507148085,372.2982432873999,1000.0
249,222.91,36713,147,-263.40795671,188,35641,0.001,-35.94850008111251,2.557889003258247,,
264,232.26,38837,147,-274.52242958,192,38699,0.001,-36.14124707794189,2.191542526125908,,
265,224.0,39138,147,-265.26164683,196,38930,0.001,-36.27326583862305,1.9474013272453756,,
266,212.21,39324,147,-251.62162807000004,200,39168,0.001,-36.5468500773112,2.30163867076238,,
268,203.09,39637,147,-241.48728132,204,39540,0.001,-36.47848883019873,3.064889837033821,,
,,40000,,,,39846,0.001,-36.48762876722548,2.9653042740292017,577.8180138560798,1000.0
279,185.51,40015,143,-221.20931863,208,,,,,,
280,185.9,40155,143,-221.58312901999997,212,40066,0.001,-36.35885429382324,3.4401805865562567,,
281,185.8,40443,143,-221.59576632,216,40219,0.001,-36.241838895357574,3.136887421974769,,
283,186.75,40821,143,-222.84121606000005,220,40628,0.001,-36.584630535494895,3.649050014634286,,
290,194.19,42088,144,-231.38627323,224,41967,0.001,-36.67307984201532,2.5183112088002657,,
291,192.44,42259,145,-229.47823116000004,228,42083,0.001,-36.52233441670736,4.44421889881293,,
292,191.77,42390,145,-228.60505063000005,232,42291,0.001,-36.640357971191406,4.383373910188675,,
303,201.5,44445,146,-239.46782265000002,236,44360,0.001,-36.48895735967727,2.3869372804959617,,
304,200.53,44695,147,-238.27145040000002,240,44546,0.001,-36.46166258591872,2.878656275132123,,
305,192.42,44971,147,-228.79543823999995,244,44750,0.001,-36.405128232894405,2.556202357815158,,
,,45000,,,,44899,0.001,-36.28369877789471,3.1740643330068394,511.74834852603965,1000.0
320,191.56,46120,143,-227.20773188999996,248,45985,0.001,-36.13266331808908,3.3825029901095798,,
322,190.97,46342,143,-226.47961016999997,252,46202,0.001,-35.91551951358193,2.7448470310160986,,
323,191.55,46668,144,-227.04493201000003,256,46574,0.001,-36.62904096904554,3.1674671298579167,,
335,210.71,48871,145,-249.54443676000002,260,48729,0.001,-35.97237332661947,2.64843337607563,,
336,199.37,49212,146,-236.45368690000004,264,49099,0.001,-35.8999961169798,2.9047021732401492,,
,,50000,,,,49140,0.001,-35.85757228306362,2.6772862352975983,536.6227167528908,1000.0
352,198.61,50378,143,-235.54349766999997,268,50257,0.001,-35.894305836070664,2.3098268021236765,,
358,196.69,51637,144,-232.80085452000006,272,51493,0.001,-35.28824781334919,2.2784573621647333,,
364,205.84,52866,144,-243.13872465000003,276,52700,0.001,-35.54683450552133,3.0440240981532076,,
366,206.4,53088,144,-243.70624980000005,280,53003,0.001,-35.43154138134372,3.3416630750702274,,
367,188.97,53481,145,-223.23999912,284,53166,0.001,-35.103224992752075,3.238164123147726,,
370,180.08,54721,147,-211.84403608,288,53649,0.001,-35.49021212259928,2.155645191669464,,
,,55000,,,,54920,0.001,-34.52531814575195,2.5194526218598887,540.633675037167,1000.0
385,161.65,55002,142,-190.11945144,292,,,,,,
391,169.93,56131,143,-199.68653698999998,296,56036,0.001,-34.67694536844889,2.942007606228193,,
402,188.42,58166,144,-220.3920692,300,58081,0.001,-34.05369804000855,2.429766436457634,,
403,187.6,58397,144,-219.2612389,304,58281,0.001,-34.16709353129069,2.5668628606639925,,
,,60000,,,,59416,0.001,-33.80103526687622,2.546546266436577,536.3982153847115,1000.0
419,204.73,60488,144,-238.38407010999998,308,,,,,,
424,206.27,60782,143,-240.42732624999996,312,60584,0.001,-33.548452550714664,2.3367507566105234,,
425,206.02,61045,143,-240.12385815,316,60830,0.001,-33.122511863708496,2.3331197388470173,,
426,204.11,61232,143,-237.78504488999997,320,61140,0.001,-33.28323262078421,2.5723648880209242,,
427,193.39,61427,143,-225.21597236000002,324,61335,0.001,-33.12402496337891,2.561039239168167,,
433,203.55,62614,144,-236.56252535000004,328,62413,0.001,-33.26824282836914,2.810078452348709,,
439,213.01,63691,144,-247.42041817,332,63585,0.001,-33.49130121866862,2.2653974890708923,,
445,203.33,64778,145,-235.67297451999994,336,64652,0.001,-32.16281424628364,2.0096506343947516,,
,,65000,,,,64830,0.001,-32.80212711838057,2.7969653032860666,549.98573877046,1000.0
456,203.46,65041,142,-235.58566104999997,340,64938,0.001,-32.89043634909171,2.370293003541452,,
457,203.22,65293,142,-234.89339067999998,344,65192,0.001,-32.71244615827288,2.4525169253349306,,
459,202.92,66412,144,-234.06461481,348,65340,0.001,-32.49338156601478,3.0243051935886514,,
464,202.91,66633,143,-233.97226025999996,352,66490,0.001,-32.593501941577806,2.3930454640775114,,
465,202.69,66937,143,-233.65297621000002,356,66838,0.001,-32.52566568968726,2.9822764807060116,,
468,185.66,67437,143,-213.6385828,360,67348,0.001,-32.57185654292833,2.563239038188592,,
473,193.03,68515,144,-221.45215648,364,68423,0.001,-32.34736688931783,2.3415199250591043,,
475,192.94,69672,146,-220.61827328000004,368,68600,0.001,-31.90990138053894,2.393652596781331,,
481,183.29,69966,145,-209.25142129000002,372,69859,0.001,-32.03639762346135,2.617861417836921,,
,,70000,,,,69916,0.001,-31.486419851129707,2.2407578392462297,495.82536215606086,1000.0
491,173.0,70166,142,-197.33368941,376,70073,0.001,-32.08319409688314,2.196249955230289,,
502,191.51,72239,143,-217.80264604000004,380,72139,0.001,-31.83010467529297,2.388888380885124,,
504,191.18,72599,143,-217.47043881999997,384,72497,0.001,-32.169861112322124,2.4556883414586386,,
505,181.74,72895,144,-206.50999545000002,388,72794,0.001,-31.958321010365207,2.431459473140204,,
507,181.6,73162,144,-206.27151984000002,392,73039,0.001,-31.792186816533405,2.7748847314991902,,
513,182.93,74424,144,-206.82573553000003,396,74303,0.001,-31.552377849430233,2.351627803468085,,
515,167.0,74866,145,-189.1147094899999,400,74757,0.001,-31.721956570943195,2.219117256005605,,
,,75000,,,,74898,0.001,-31.61637177834144,2.160573802315272,603.6427506366803,1000.0
527,167.23,75120,142,-189.28770393,404,75026,0.001,-31.611596478356255,2.323627915647295,,
528,149.44,75432,142,-169.296569,408,75271,0.001,-31.34592083522252,2.3723944340433394,,
534,158.24,76606,143,-178.42784239999997,412,76496,0.001,-31.62541933441162,2.520677603960037,,
535,156.81,76726,143,-176.63295596000003,416,76621,0.001,-31.34577422671848,2.4746137406374955,,
541,165.69,77801,143,-186.61104698,420,77703,0.001,-31.504178365071613,2.559425567587217,,
547,176.73,79100,144,-199.05566394000002,424,78978,0.001,-31.528134689331054,2.281770876190006,,
548,167.36,79350,144,-188.13127822,428,79169,0.001,-31.25438449693763,2.7338333586429027,,
,,80000,,,,79369,0.001,-31.355051676432293,2.2415966201614546,569.5536849810393,1000.0
564,168.17,80508,142,-188.44329710999997,432,80405,0.001,-31.406006813049316,1.8935834765434265,,
565,159.14,80692,142,-178.46736903999997,436,80597,0.001,-31.69809036254883,3.395605540275574,,
570,167.09,81750,143,-187.06869107,440,81661,0.001,-31.474924339294432,2.1693537464141848,,
572,168.6,82153,143,-188.63972345000005,444,81984,0.001,-31.59583364950644,2.184842091959876,,
574,160.18,82430,143,-179.54029855000005,448,82331,0.001,-31.436349987983704,2.5743672066593764,,
575,160.43,82676,143,-179.76800536,452,82550,0.001,-31.357368050551997,2.1913422890651373,,
575,158.2,82757,143,-177.15295096000003,456,82653,0.001,-31.503050486246746,2.019441246986389,,
580,162.77,83714,144,-182.42369223999998,460,83617,0.001,-31.438163513527776,2.333694388033899,,
581,153.26,83841,144,-171.70216612000002,464,83740,0.001,-31.529584693908692,2.095616296717995,,
582,143.42,84014,144,-160.97547591,468,83907,0.001,-31.494311904907228,3.166139341169788,,
,,85000,,,,83942,0.001,-31.566749466790093,2.290474615778242,495.857357773729,1000.0
602,161.83,86149,142,-181.0457761,472,86018,0.001,-31.534619281166478,2.2408024621637246,,
603,161.42,86308,142,-180.64580815000002,476,86209,0.001,-31.500784039497375,1.8391155710587135,,
606,153.0,87539,144,-171.38332211,480,86467,0.001,-31.476663498651412,2.1619556033334066,,
615,161.39,88738,144,-180.7220101,484,88571,0.001,-31.807848294576008,1.9015904267628987,,
621,169.68,89863,144,-189.58441534000002,488,89750,0.001,-32.043150901794434,2.2281479914983113,,
622,167.98,89960,144,-187.69402811,492,89874,0.001,-31.86350371620872,2.078807484535944,,
,,90000,,,,89888,0.001,-32.02544103349958,1.9219953502927507,625.5728751389659,1000.0
632,157.13,90137,142,-175.95550306999996,496,90028,0.001,-31.57118091583252,2.203921902179718,,
634,156.51,90517,142,-175.21938244,500,90328,0.001,-32.00556901160707,1.9152180869528588,,
635,154.88,90608,142,-173.31127597,504,90516,0.001,-31.742881481464092,2.2076330471038816,,
640,162.53,91685,143,-181.44837132,508,91598,0.001,-32.1995179494222,1.8033611610017974,,
646,161.56,92762,143,-180.70425767000003,512,92670,0.001,-32.17082297515869,1.9730122470855713,,
647,162.81,93007,143,-182.25432432999997,516,92869,0.001,-32.093274964226616,3.686656874579352,,
648,154.07,93208,143,-172.58565915,520,93100,0.001,-32.189452778209336,2.1379785953566084,,
650,143.69,93469,143,-160.88998940000002,524,93340,0.001,-32.20387054892147,2.1042770580811934,,
651,142.71,93621,143,-160.02848974,528,93528,0.001,-32.37583941505069,2.858661938281286,,
651,132.8,93788,143,-149.26252169,532,93690,0.001,-32.182017099289666,3.243364863279389,,
652,132.92,93984,143,-149.48686803,536,93888,0.001,-31.92899573476691,3.5851143501900338,,
,,95000,,,,94314,0.001,-32.3754412911155,2.185468066822399,511.96519202117634,1000.0
669,136.89,95439,142,-154.3649056,540,95314,0.001,-32.369201034545895,2.2078220854401587,,
676,145.33,96686,142,-163.9592094,544,96558,0.001,-32.56388388107072,2.3396705331197425,,
681,153.16,97746,143,-172.32328363,548,97660,0.001,-32.66625955963135,2.020967944562435,,
682,152.62,97938,143,-171.66022876999995,552,97840,0.001,-32.837320709228514,1.9121990275382996,,
688,163.57,99114,143,-183.93889587,556,98938,0.001,-32.886331157684324,2.128458055496216,,
689,156.2,99334,143,-175.40574256,560,99230,0.001,-33.143828245309685,2.075262529918781,,
,,100000,,,,99280,0.001,-33.10687383015951,1.9754847486813862,486.1139764333493,1000.0
704,165.5,100391,142,-185.94008537999997,564,100298,0.001,-33.46555370754666,2.085236589113871,,
710,175.1,101524,142,-196.45484465,568,101431,0.001,-33.463832511901856,2.0405975657701494,,
711,157.76,101925,143,-177.62907080999997,572,101608,0.001,-33.52008952265201,1.978356297897256,,
714,159.72,102280,143,-179.64068109,576,102193,0.001,-33.7196008644852,2.1250764463005996,,
720,159.18,103457,143,-179.09806414,580,103339,0.001,-33.8163099899292,2.0785768383145333,,
721,149.38,103676,143,-167.98887109,584,103573,0.001,-34.04988620899342,2.024907248991507,,
723,149.09,104772,144,-167.73943931999997,588,103885,0.001,-34.01338863372803,2.6402813464403154,,
,,105000,,,,104830,0.001,-34.15898084640503,2.0636634031931558,545.9323090927821,1000.0
738,159.42,105902,143,-179.05204489000005,592,,,,,,
752,179.85,108122,143,-201.44547476000002,596,107873,0.001,-34.92996286010742,2.054825471162796,,
759,188.63,109380,143,-211.16742458000002,600,109270,0.001,-35.31724654571919,2.18371556454067,,
761,189.99,109607,144,-212.61797858000003,604,109496,0.001,-35.33619861602783,2.067678432166576,,
762,182.06,109891,144,-203.99721079,608,109789,0.001,-35.48203101158142,2.2664172746241094,,
,,110000,,,,109901,0.001,-35.48840722805116,2.371576320834276,523.2453353062723,1000.0
772,173.11,110073,142,-194.10911708999996,612,109986,0.001,-35.48053471247355,2.0010467057532453,,
773,172.63,110270,142,-193.47709056000002,616,110146,0.001,-35.58235810019753,2.1538843268697914,,
780,182.84,111492,142,-204.73917010999998,620,111407,0.001,-35.69933353770863,2.4873974910422936,,
790,200.87,113556,143,-224.39936512,624,113463,0.001,-36.176913772583006,2.104840486466885,,
796,211.85,114806,144,-236.33526901000002,628,114535,0.001,-36.4997866494315,2.155594378709793,,
,,115000,,,,114902,0.001,-36.55046690078009,2.126695412610258,480.0165041426291,1000.0
814,232.44,117032,143,-259.13133227,632,115960,0.001,-36.724764015197756,2.1716489894986153,,
819,233.27,117311,143,-260.06711004,636,117209,0.001,-37.151676803338724,2.042153381421918,,
821,221.72,117611,143,-247.04329377,640,117412,0.001,-37.198837573711685,1.7775186061859132,,
821,210.26,117712,143,-234.28487751,644,117621,0.001,-37.114904721577965,1.9485935879250367,,
828,213.58,119104,143,-238.31024147,648,118923,0.001,-37.429722663879396,2.1568331925868987,,
830,215.08,119446,143,-239.83429205000002,652,119275,0.001,-37.62596991754347,2.5684902839660646,,
,,120000,,,,119474,0.001,-37.621170361836754,2.533117692521278,493.3898127613526,1000.0
846,215.2,120634,142,-239.71905531000004,656,120474,0.001,-37.8763609085083,2.170395058453083,,
847,214.21,120755,142,-238.4855203,660,120646,0.001,-38.13584795865145,2.3589549118822273,,
853,215.4,121931,142,-239.56515064999996,664,121793,0.001,-38.40385780334473,1.9933081018924712,,
854,205.97,122121,142,-229.01943283999998,668,122033,0.001,-38.31185060388901,2.7201228509931004,,
855,204.3,122355,143,-226.92637954999998,672,122189,0.001,-38.49807666596912,2.249083940372911,,
861,212.1,123490,143,-235.10311894999998,676,123387,0.001,-38.71103812908304,2.3089795749762962,,
867,213.12,124769,143,-236.0325444,680,124569,0.001,-39.17276394005978,2.2373873528681303,,
,,125000,,,,124748,0.001,-39.372475110567535,2.9580747029360603,460.6347772853995,1000.0
882,222.49,125925,142,-246.62472859999997,684,125781,0.001,-39.660391092300415,2.5407835389628555,,
888,222.32,127004,142,-246.49547812,688,126895,0.001,-39.36470756530762,2.2825843890508017,,
889,213.61,127263,142,-237.09687457000004,692,127156,0.001,-39.703323884443805,2.4169616103172302,,
890,193.08,127430,143,-214.80457748,696,127337,0.001,-39.75185188880334,3.24030038383272,,
891,181.97,127577,143,-202.41379656,700,127448,0.001,-39.8120875151261,2.318845183952995,,
892,181.05,127712,143,-201.31798005000002,704,127605,0.001,-39.94793589909872,3.0381162482865003,,
893,179.94,127885,143,-200.0914301,708,127745,0.001,-40.078816731770836,3.1048278166697574,,
903,199.17,129990,143,-220.94357412000002,712,129879,0.001,-40.38208261108399,2.6004069010615347,,
,,130000,,,,129918,0.001,-40.42417411804199,2.921490880159231,390.2547162576011,1000.0
914,198.23,130093,142,-219.87420265000003,716,130002,0.001,-40.50222367506761,3.090487003326416,,
919,197.06,131198,142,-218.27079032000006,720,131108,0.001,-41.01163101196289,3.326373342672984,,
923,191.36,132692,143,-211.93073153,724,131620,0.001,-40.875676836286274,2.608145582503167,,
933,190.41,133847,143,-210.99890304000002,728,133744,0.001,-41.394375801086426,2.611701512336731,,
934,170.21,134053,143,-188.4412332,732,133889,0.001,-41.277822934664215,2.4217195419164805,,
935,171.7,134481,143,-190.17062789,736,134226,0.001,-41.6595863486236,2.723846542267572,,
937,170.76,134687,143,-189.12461384999997,740,134574,0.001,-41.61641447279188,3.2650677380936868,,
938,171.55,134867,143,-189.99195722999997,744,134777,0.001,-41.919433784484866,2.761953388154507,,
,,135000,,,,134889,0.001,-41.745723643201465,2.599433409406784,285.6538173019886,1000.0
949,160.91,135195,142,-178.24386683999992,748,135025,0.001,-41.8847405569894,2.2824754416942596,,
950,160.07,135453,142,-177.5077944,752,135266,0.001,-41.684336228804156,2.807577785991487,,
952,151.11,135745,142,-167.78271514,756,135659,0.001,-41.822219166002775,3.2584154119042203,,
953,151.11,135866,142,-167.8379304,760,135779,0.001,-41.79049287523542,4.233254611492157,,
954,150.35,136966,143,-167.20231450000003,764,135894,0.001,-41.895140647888184,3.1299444437026978,,
960,153.34,137455,143,-170.41002923000005,768,137313,0.001,-41.81827750572791,2.6426191467505236,,
962,154.51,137806,143,-171.93972396,772,137675,0.001,-41.84437387639826,2.500187256119468,,
963,144.34,137924,143,-161.17363279,776,137835,0.001,-42.5248347195712,2.5464858243714517,,
965,143.74,139143,144,-160.70503319,780,138071,0.001,-42.054237365722656,2.9050429595841303,,
971,135.3,139455,143,-151.09571516999998,784,139329,0.001,-42.67040047278771,3.6000774869552026,,
,,140000,,,,139383,0.001,-42.42819962678132,2.659012719436928,356.54903444896047,1000.0
991,147.09,141713,142,-164.36917913000002,788,141477,0.001,-43.14637462615967,2.8815644261837003,,
994,150.73,142336,143,-168.28884144,792,142138,0.001,-42.887964487075806,2.982887763530016,,
996,151.81,142611,143,-169.27107465999998,796,142456,0.001,-43.230149269104004,2.9912710885206857,,
1002,161.95,143772,143,-180.50223385,800,143618,0.001,-43.75566617180319,2.497115299982183,,
1004,163.54,144066,143,-182.42320005000002,804,143936,0.001,-43.72145554513642,2.708885420369738,,
,,145000,,,,143994,0.001,-43.67052367637898,2.883153746868002,245.05924679224262,1000.0
1020,182.9,146175,143,-203.84221042000001,808,145103,0.001,-44.11701350741916,2.693593531041532,,
1031,174.14,147404,142,-194.67358603000005,812,147307,0.001,-44.49804912469326,2.762232176768474,,
1032,175.37,147630,143,-195.98674501000002,816,147539,0.001,-44.44418487548828,4.0208444481804255,,
1034,176.8,148878,143,-197.51183978,820,147806,0.001,-44.369811375935875,3.102827790710661,,
,,150000,,,,149878,0.001,-45.02054792785645,2.937834447264671,160.99219535498122,1000.0
1058,183.17,151009,142,-204.79036386000004,824,150878,0.001,-45.209151733398436,3.0789508714675904,,
1064,182.23,152070,142,-203.6479607,828,151980,0.001,-45.44403047180176,2.958982016444206,,
1066,192.68,153321,143,-215.41452285,832,152249,0.001,-45.622760831392725,2.843280663017098,,
1072,190.76,153557,143,-213.20363970000002,836,153472,0.001,-45.74496340751648,2.8144690319895744,,
,,155000,,,,154523,0.001,-45.922395736694334,2.958499169588089,509.6453364240762,1000.0
1092,209.44,155631,142,-233.98344988000005,840,155523,0.001,-46.12154248046875,3.02612462747097,,
1094,219.98,156865,143,-245.57518676000004,844,155793,0.001,-46.19640949104406,3.0557120018785104,,
1099,218.87,157082,142,-244.04998376,848,156964,0.001,-46.56242136801443,2.889517051558341,,
1105,227.63,158216,143,-253.75285777000002,852,158123,0.001,-46.65831478881836,3.0192296595573427,,
1106,236.0,159345,143,-262.69155570000004,856,158273,0.001,-46.611392656962074,2.8809912252426146,,
,,160000,,,,159390,0.001,-47.09770534349524,3.590452676349216,72.8305169689003,1000.0
1126,246.05,160471,142,-273.51154277999996,860,160390,0.001,-47.13518653869629,2.9684094347953796,,
1132,246.96,161662,142,-274.5543912,864,161548,0.001,-47.22975104195731,2.8336598873138428,,
1133,244.34,161889,142,-271.81928032,868,161740,0.001,-47.450746324327255,2.5765821967806133,,
1134,243.3,162136,142,-270.56799911,872,162039,0.001,-47.328062656947544,2.651246433526697,,
1135,243.68,162292,142,-271.12249181,876,162146,0.001,-47.368085861206055,3.1043898022693135,,
1146,253.45,164488,143,-281.88534331999995,880,164340,0.001,-47.83679367828369,3.2766902359724046,,
,,165000,,,,164754,0.001,-47.81933011506733,3.259526082072489,-74.86269148207138,1000.0
1159,263.71,165826,143,-292.73336496,884,,,,,,
1164,242.81,165994,142,-269.70619330999995,888,165904,0.001,-48.232618522644046,2.970112742521824,,
1165,238.61,166197,142,-264.87496037999995,892,166073,0.001,-48.06393384933472,2.532907612621784,,
1166,238.74,166485,142,-264.95754676,896,166343,0.001,-48.11518330044217,3.5042206148306527,,
1172,238.07,167579,142,-264.03419594,900,167474,0.001,-48.43430311029608,3.70029139789668,,
1174,238.99,167965,143,-265.25003485999997,904,167871,0.001,-48.462757255457625,3.3535855768611595,,
1176,229.53,169128,143,-254.64885847999997,908,168056,0.001,-48.55088494040749,3.1003165407614275,,
1181,219.76,169380,143,-243.81498184999998,912,169187,0.001,-48.83006200482768,2.9478317272095453,,
1184,222.66,169896,143,-247.29901352999997,916,169792,0.001,-48.77761529621325,3.6274995505809784,,
,,170000,,,,169909,0.001,-48.81169216449444,3.758811517403676,-296.31198085837167,1000.0
1195,221.61,171039,143,-246.57579702000004,920,169967,0.001,-48.902642348717,3.1962119978049706,,
1206,221.17,173126,143,-245.58682798,924,172054,0.001,-48.94740036773682,3.3448491204977033,,
1213,223.74,174444,143,-248.48111049,928,173372,0.001,-49.50180319081182,3.7649836089875963,,
,,175000,,,,174649,0.001,-49.4013597516046,3.620437110804479,52.80058129868994,1000.0
1234,227.35,176056,142,-252.87554947999996,932,175838,0.001,-49.64942137065687,3.518710613881469,,
1236,228.12,176369,142,-253.54912466,936,176256,0.001,-49.99107122421265,3.7461272970078485,,
1237,209.7,176601,142,-233.04120561000002,940,176503,0.001,-49.757950619953434,3.7832324396480215,,
1240,210.15,177880,143,-233.56506939999997,944,176808,0.001,-49.69530570983887,3.4224628863023154,,
1246,220.85,179167,143,-245.55530697999998,948,178095,0.001,-49.89512217595027,3.590724459061256,,
1253,215.06,179722,143,-239.22498775,952,179497,0.001,-50.328461386940695,3.5348989393400108,,
1254,206.0,179945,143,-229.54747944000002,956,179838,0.001,-50.133725084577286,3.536760674204145,,
,,180000,,,,179873,0.001,-49.73883079080021,4.081538391113281,350.1930250435369,1000.0
1271,208.89,181360,142,-232.39142775,960,181193,0.001,-50.35090069580078,3.483811784863472,,
1272,198.87,181549,142,-221.25307869,964,181413,0.001,-50.2100511278425,3.5696912675068297,,
1278,208.6,182749,142,-232.32056924000005,968,182592,0.001,-50.50776288604737,3.7852089257240293,,
1285,218.39,183975,143,-242.36697358,972,183820,0.001,-50.79978382226193,3.68807357098117,,
,,185000,,,,183952,0.001,-50.75901443481445,3.5068822539582545,180.23257774547818,1000.0
1300,227.82,185074,142,-252.76329241,976,184969,0.001,-50.701457023620605,2.999831795692444,,
1302,208.87,185375,142,-231.83241440999996,980,185191,0.001,-50.57304962158203,4.284609827340818,,
1308,206.39,186465,142,-229.36070284999994,984,186373,0.001,-50.84516456604004,3.86884162068367,,
1309,208.64,186858,142,-232.23418811999997,988,186562,0.001,-50.90650142942156,3.5679433517627888,,
1311,210.4,187237,142,-234.35545331999998,992,187015,0.001,-50.96430571182914,3.379090804120769,,
1318,228.35,189320,143,-254.16207051000004,996,188248,0.001,-51.256417989730835,4.098911496900743,,
,,190000,,,,189320,0.001,-51.160187530517575,3.3962181970990937,-535.9890260388844,1000.0
1339,238.13,191392,142,-264.35586829999994,1000,190320,0.001,-51.243427345275876,3.746693934440613,,
1345,238.5,191815,142,-264.3444082,1004,191633,0.001,-51.561456827016976,3.090216155235584,,
1351,240.0,193128,142,-266.33063164,1008,192866,0.001,-51.50203159877232,3.559373873036082,,
