time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
112603,104,1073,149.53,-168.20070542000002,632,112495,-48.82344875913678,3.673903237689625,0.001,,
112818,104,1074,150.04,-169.02489142,636,112678,-48.37481580461775,4.253205095018659,0.001,,
113907,105,1082,158.55,-178.19346503,640,113799,-48.804280647277835,4.330880458593368,0.001,,
114153,105,1083,157.39,-176.76800107,644,113960,-48.70212745666504,4.999722987413406,0.001,,
115000,,,,,,114192,-48.90329647064209,3.5847242195159197,0.001,1000.0,352.9140662090358
115463,104,1104,167.69,-188.18284960000005,648,115276,-48.93455968584333,4.070347686608632,0.001,,
117519,105,1112,185.15,-207.32894086999997,652,116430,-49.5939224243164,3.4033971428871155,0.001,,
118265,105,1121,190.19,-212.78267983,656,118127,-49.34403131828933,4.266341891025473,0.001,,
118479,105,1123,188.37,-210.70937792,660,118374,-49.60588888688521,3.973706838696502,0.001,,
118726,105,1124,189.26,-211.82985053000002,664,118604,-49.350531260172524,4.278973298914292,0.001,,
119019,105,1126,180.17,-201.95605123999997,668,118845,-49.412280811982995,4.339321760570302,0.001,,
119199,105,1127,178.47,-200.14329102,672,119029,-49.54921197891235,5.090136371552944,0.001,,
119425,105,1128,168.53,-188.77370443,676,119265,-49.38776057475322,4.384246966323337,0.001,,
120000,,,,,,119336,-49.417647467719185,4.688400663120646,0.001,1000.0,265.18238637806496
120714,105,1147,177.92,-198.93802197000002,680,120559,-49.62744110508969,4.501208575148332,0.001,,
122783,105,1160,187.12,-209.01805514999995,684,122671,-49.84877265167236,4.301245281457901,0.001,,
123958,106,1163,191.31,-213.69785224,688,122869,-49.715031433105466,4.5926576375961305,0.001,,
124152,106,1168,191.04,-213.53851054000003,692,123995,-50.06595303935389,4.6746463121906405,0.001,,
124335,106,1169,178.97,-200.11187267999998,696,124198,-50.19889101300921,4.431055742761363,0.001,,
124550,106,1170,176.49,-197.34318265000002,700,124383,-50.00270080566406,6.933601873261588,0.001,,
124940,106,1172,167.87,-187.94137338000002,704,124673,-49.88512019107216,5.343542151636892,0.001,,
125000,,,,,,124851,-50.04448554221164,5.316459315546443,0.001,1000.0,377.1895375766038
125439,105,1185,162.11,-181.74857942,708,125279,-50.20305029551188,5.416581130027771,0.001,,
126900,106,1193,173.89,-194.90411363000007,712,126594,-50.25300697227577,5.080094684962353,0.001,,
127414,106,1195,175.4,-196.79311052,716,127045,-49.999415461222334,4.506306081521706,0.001,,
127801,106,1198,177.3,-198.97909336000004,720,127537,-50.127662883085364,4.898104722008986,0.001,,
128166,106,1201,168.94,-189.57889104000006,724,128004,-50.23019505970514,4.540525256697811,0.001,,
129447,107,1208,179.54,-201.24117583000003,728,129319,-50.40846508839091,4.517276855765796,0.001,,
130000,,,,,,129510,-50.3800014149059,4.034023009813749,0.001,1000.0,282.9124668267439
130599,106,1221,179.96,-201.87912504000005,732,,,,,,
130878,106,1227,180.6,-202.48396863000002,736,130749,-50.568819257948135,5.601480583349864,0.001,,
131976,106,1234,180.69,-202.82687120999998,740,131828,-50.46348762512207,4.182440742202427,0.001,,
134145,107,1242,199.92,-223.56014472999996,744,133056,-50.603962097167965,5.231307997107506,0.001,,
134375,107,1248,189.12,-211.72064926,748,134222,-50.74013442993164,4.685074782371521,0.001,,
135000,,,,,,134468,-50.96245002746582,4.805487518509229,0.001,1000.0,48.97814243515022
135557,107,1263,180.38,-202.14703272000003,752,,,,,,
136118,107,1270,178.53,-199.87627913999998,756,135826,-50.91311264038086,6.101691997968233,0.001,,
138214,107,1283,197.35,-221.10123224,760,138059,-51.128613535563154,4.925215125083923,0.001,,
138375,107,1284,196.49,-220.10878015999998,764,138246,-51.03271632724338,6.155503087573582,0.001,,
139561,108,1292,205.42,-229.97410709,768,139455,-50.96725562310988,5.6819177284240725,0.001,,
140000,,,,,,139472,-50.88259082370334,5.278943019754746,0.001,1000.0,181.91267246224015
140626,107,1313,214.27,-239.80809007,772,140524,-51.21851321629116,4.700795412063599,0.001,,
141969,107,1321,225.44,-252.33134964999996,776,141842,-51.060403405166255,5.299625042977372,0.001,,
142248,107,1323,215.34,-241.71456254,780,142061,-50.904827055383905,4.961077160951568,0.001,,
142529,107,1324,197.46,-222.38143047000003,784,142373,-50.91340708732605,6.769714157397931,0.001,,
143682,107,1332,197.24,-222.36174831999995,788,143565,-51.17239883422852,4.979436259269715,0.001,,
144793,108,1338,206.41,-232.43101187,792,144655,-51.011554786682126,5.499933111310005,0.001,,
145000,,,,,,144808,-51.26851712740385,5.786034813294044,0.001,1000.0,86.60095553164793
145199,107,1350,208.64,-234.75678830999996,796,144999,-51.123460307874176,5.777568342798043,0.001,,
148233,108,1363,236.83,-265.02275703000004,800,147144,-51.2338503112793,5.676624690175056,0.001,,
148439,108,1369,234.99,-263.04082283,804,148338,-51.330165516246446,5.371900784423928,0.001,,
149614,109,1371,241.75,-270.73417059,808,148525,-51.179439544677734,5.674913776417573,0.001,,
149928,108,1377,230.28,-258.01914081,812,149755,-51.295476329569915,5.906498468283451,0.001,,
150000,,,,,,149875,-51.127679612901474,8.441713445716434,0.001,1000.0,141.29678516343165
150269,107,1391,228.55,-256.13489467000005,816,150143,-51.30871981666202,5.577578099693839,0.001,,
150684,108,1393,228.83,-256.52473578000007,820,150442,-51.16568611286305,6.11478210271791,0.001,,
151034,108,1395,228.68,-256.52240335,824,150853,-51.30404828389486,6.341320405240919,0.001,,
153149,109,1403,237.02,-266.19799323,828,152060,-51.21694400024414,6.323005445957184,0.001,,
154687,109,1417,240.88,-270.92732496,832,154433,-51.16456630312163,6.052822463813869,0.001,,
155000,,,,,,154817,-50.88803162113313,5.8797851454827095,0.001,1000.0,28.90698931034276
155906,108,1434,250.28,-280.92952449999996,836,,,,,,
156257,108,1440,242.81,-272.99654308,840,156079,-51.269464247297535,5.746411407347953,0.001,,
157609,108,1449,234.64,-264.57417546,844,157451,-51.165939826965335,6.152622490644455,0.001,,
158123,108,1452,237.48,-267.69102871,848,157966,-51.120846112569176,6.900264445771563,0.001,,
158425,108,1454,228.68,-258.02435424,852,158250,-51.421409034729,6.660609936102842,0.001,,
160000,,,,,,159456,-51.14232331085205,6.411784949660301,0.001,1000.0,105.33387249910865
160707,108,1478,245.89,-277.21092385000003,856,160456,-51.17689356231689,6.1238179905414585,0.001,,
162768,109,1488,245.54,-276.3155725,860,162637,-51.19350614929199,6.195093004703522,0.001,,
163098,109,1490,247.23,-278.30018738,864,162964,-51.51812616984049,5.631060600280762,0.001,,
163400,109,1492,238.39,-268.69576351,868,163168,-51.23246828715006,6.978822028636932,0.001,,
164566,109,1499,239.4,-269.77580945,872,164408,-51.1162393930796,6.1433855964712905,0.001,,
165000,,,,,,164770,-51.15774756983707,7.150118309656779,0.001,1000.0,158.58200866006956
165859,109,1514,238.9,-269.18083181000003,876,,,,,,
168446,109,1532,261.98,-294.68085052,880,167825,-51.18090647125244,6.139161669015884,0.001,,
170000,,,,,,169379,-51.28787294769287,5.957149873018265,0.001,1000.0,233.27394038390702
170632,109,1560,281.03,-315.46492255,884,170379,-51.195903282165524,6.235118031024933,0.001,,
171838,109,1563,281.56,-315.7364184,888,170749,-51.41584298965779,5.472562353661719,0.001,,
172373,109,1569,275.8,-309.46772381,892,172183,-51.44747404618697,5.511414102886034,0.001,,
172662,109,1571,274.63,-308.39366248000005,896,172439,-51.21518462044852,6.208043146701086,0.001,,
173071,109,1573,248.38,-280.26795713,900,172895,-51.312083768173004,6.046962365298204,0.001,,
173473,110,1575,250.34,-282.46371182999997,904,173267,-51.18395631209664,6.868870182860669,0.001,,
174687,110,1583,250.73,-282.99581429,908,174496,-51.20424461364746,6.34912467788864,0.001,,
175000,,,,,,174678,-51.28007784756747,6.408008492270182,0.001,1000.0,200.07406318665943
175767,110,1593,258.39,-291.27157131,912,,,,,,
175930,109,1599,256.61,-289.14460178999997,916,175815,-51.120409565587195,7.069833840093305,0.001,,
176097,110,1600,254.13,-286.28241448,920,175946,-51.0795783996582,6.460841699650413,0.001,,
176547,110,1602,255.13,-287.57811464,924,176430,-50.95352606679879,7.221643115959916,0.001,,
177743,110,1609,245.94,-276.73025482,928,177635,-51.037823571099175,6.759157293445462,0.001,,
179126,110,1616,244.39,-274.17756323000003,932,178945,-51.02536369772518,5.917749827248709,0.001,,
179717,111,1618,238.11,-267.73969495,936,179209,-50.89242056437901,6.419373375124636,0.001,,
180000,,,,,,179872,-50.93325155289447,6.472280035253431,0.001,1000.0,201.3458301327073
180178,110,1633,239.21,-268.76610011,940,179953,-50.818320751190186,5.486760840271458,0.001,,
180659,110,1636,230.5,-259.34954264,944,180554,-50.939009041621766,6.358328141015152,0.001,,
181308,110,1639,231.85,-261.08221829999997,948,181025,-50.79677240472091,6.495476800125915,0.001,,
181563,110,1641,231.38,-260.56717488,952,181441,-51.01641192966037,6.782791251606412,0.001,,
183874,111,1650,231.67,-261.13135889999995,956,182785,-50.90403093610491,6.413384793296693,0.001,,
184969,111,1661,222.01,-250.59144729999997,960,184831,-50.55201873779297,5.420663697378976,0.001,,
185000,,,,,,184880,-50.733593444824216,6.2871570100589675,0.001,1000.0,197.1396118925204
187059,111,1684,239.61,-270.29288056,964,186917,-50.843617324829104,6.558399712324142,0.001,,
189133,111,1695,257.33,-289.23647646999996,968,189012,-50.837670112609864,6.226438465118409,0.001,,
190000,,,,,,189189,-50.790238402610605,6.570383734481279,0.001,1000.0,221.6328038041491
191278,111,1713,267.12,-299.74060615,972,190189,-50.65864601898193,6.388940570354461,0.001,,
193561,111,1730,277.02,-310.3174671,976,193392,-50.53635591125488,6.024945358037948,0.001,,
193921,111,1731,254.75,-285.61998281,980,193696,-50.491843185424806,5.864223135842217,0.001,,
195000,,,,,,194177,-50.62769571940104,5.716707317692459,0.001,1000.0,54.34822789329155
195292,111,1751,246.6,-277.08387018,984,195177,-50.48647621917725,6.210373824357986,0.001,,
196576,112,1754,247.38,-277.83730785999995,988,195487,-50.32868952500193,6.024525780426829,0.001,,
197701,112,1765,253.28,-283.97216254,992,197578,-50.2866701398577,6.9895414880343845,0.001,,
200000,,,,,,199729,-50.335358757019044,5.916768650054932,0.001,1000.0,-81.31751385007374
200818,112,1789,281.56,-314.63794654000003,996,,,,,,
201021,112,1794,279.5,-312.46608589,1000,200853,-49.93446771722091,5.422153723545564,0.001,,
201253,112,1795,277.8,-310.6478465,1004,201152,-50.3480275888912,5.946986405317449,0.001,,
201734,112,1797,270.47,-302.62143052000005,1008,201582,-50.498958685459236,5.497378343190903,0.001,,
202926,112,1803,271.59,-304.11306451,1012,202780,-50.113027572631836,6.5138649344444275,0.001,,
203234,112,1805,273.04,-305.85933523999995,1016,203108,-50.315292694989374,4.815309859033841,0.001,,
203417,112,1806,273.2,-306.06357907,1020,203260,-50.09472550286187,5.670936591284615,0.001,,
203841,112,1809,272.94,-305.64521900000005,1024,203734,-50.00113816096865,6.417728188750032,0.001,,
204160,112,1810,264.17,-296.60066756,1028,203995,-50.00142699021559,5.677289494761714,0.001,,
204421,112,1812,252.95,-284.76117123000006,1032,204315,-50.043938615587024,6.258253239013336,0.001,,
205000,,,,,,204721,-50.6095609664917,6.599763617796056,0.001,1000.0,-39.587791878421925
205810,112,1830,260.93,-293.59824543999997,1036,,,,,,
207065,112,1842,268.87,-302.04523947000007,1040,206938,-50.00878160095215,5.848990830421448,0.001,,
208266,112,1844,276.07,-309.73491886,1044,207177,-49.85076262985451,5.980788386386374,0.001,,
210000,,,,,,209347,-49.96859959193638,6.340625047683716,0.001,1000.0,-0.9563015304742294
210436,112,1868,291.28,-326.09719568,1048,,,,,,
210858,112,1875,292.95,-328.03523711,1052,210722,-49.907393537248886,5.7045975560727324,0.001,,
211117,112,1876,272.43,-305.2550414,1056,210905,-49.89862357245551,5.19688473365925,0.001,,
213191,112,1888,282.22,-315.78457528,1060,213054,-49.74038446044922,5.818239579677582,0.001,,
214411,113,1895,273.52,-305.91225512,1064,214290,-49.65458970911362,5.224337674603603,0.001,,
215000,,,,,,214387,-49.76845235409944,5.726807863815971,0.001,1000.0,-647.3872601827491
215585,112,1910,264.52,-296.55321514,1068,215387,-49.684960914611814,5.39502328813076,0.001,,
215842,112,1912,245.64,-276.00280429,1072,215690,-49.72517478466034,5.231582774056329,0.001,,
216240,112,1914,226.79,-255.75097251,1076,216070,-49.74977461932457,5.479765416824654,0.001,,
216639,112,1917,227.18,-256.26610468999996,1080,216483,-49.30279201931424,5.420364505366275,0.001,,
217075,113,1919,217.83,-245.80345977000002,1084,216807,-49.63589523777817,5.069103966897993,0.001,,
219172,113,1927,225.96,-254.58285264000003,1088,218083,-50.022778034210205,6.172236558162805,0.001,,
219526,113,1933,218.25,-246.69844613999993,1092,219301,-48.68410873413086,6.756436228752136,0.001,,
220000,,,,,,219767,-49.593887473052405,5.207509306241882,0.001,1000.0,86.80612436485637
220856,113,1949,200.38,-227.21740394999998,1096,,,,,,
223054,113,1966,220.33,-249.2092211,1100,222864,-49.364677581787106,5.37243660235405,0.001,,
224175,113,1968,229.22,-258.5724015,1104,223086,-49.27273941040039,5.114599168300629,0.001,,
225000,,,,,,224086,-49.26825968170166,5.225790647029877,0.001,1000.0,-235.81928854211728
227213,113,2002,254.79,-286.17003076,1108,227086,-49.26533638000488,4.733296671032906,0.001,,
227739,113,2005,248.13,-278.76997624,1112,227624,-49.19108932495117,4.97032620549202,0.001,,
228882,113,2011,256.48,-287.67352559000005,1116,228763,-49.21960194905599,4.847949382421133,0.001,,
230000,,,,,,229389,-49.14447211494011,4.861787405530762,0.001,1000.0,6.7384365190453535
230527,113,2032,271.1,-303.80824296,1120,230389,-49.130079010009766,4.790282107234001,0.001,,
230916,113,2033,270.75,-303.34740895,1124,230627,-49.08026469837535,4.686373671488975,0.001,,
232057,113,2041,278.97,-311.98625039,1128,231874,-48.935316721598305,4.768620284398397,0.001,,
233597,113,2049,291.76,-325.58172175000004,1132,233298,-48.994211304862546,5.000027167347242,0.001,,
233810,113,2052,280.0,-312.51407832000007,1136,233690,-49.10806583222889,4.453830067704364,0.001,,
234033,113,2053,269.68,-301.33516378,1140,233913,-48.79225176030939,5.245177656412125,0.001,,
235000,,,,,,234126,-48.80953561692011,6.254989255042303,0.001,1000.0,36.414328076894165
235215,113,2067,269.49,-301.12207434000004,1144,,,,,,
235477,113,2073,250.41,-280.30513555,1148,235324,-48.72684470089999,4.69075581945222,0.001,,
235898,113,2076,250.4,-280.41934784,1152,235756,-48.87882319535359,4.894415193529271,0.001,,
238936,114,2089,278.19,-310.76126799,1156,237847,-48.98507061767578,4.820180839061737,0.001,,
239115,114,2095,259.24,-290.22301671,1160,238995,-49.13086098564996,4.156220585435301,0.001,,
240000,,,,,,239026,-49.17054796218872,5.148615221823415,0.001,1000.0,-92.72885333772282
241216,113,2118,268.05,-300.09195089,1164,241113,-49.27386802850768,4.260887980461121,0.001,,
242669,114,2126,270.84,-302.9942383,1168,242443,-49.148977157592775,4.76751321709156,0.001,,
243818,114,2133,279.76,-312.46258897,1172,243698,-49.01266380592629,4.904309855567084,0.001,,
245000,,,,,,244782,-49.39497271728516,4.746428632736206,0.001,1000.0,-108.08512877481553
245871,114,2152,296.31,-330.4045732,1176,,,,,,
249076,114,2175,324.37,-361.06760669000005,1180,248782,-49.8481064453125,4.577549905538559,0.001,,
249419,114,2178,323.44,-360.1401313099999,1184,249303,-49.83174764698949,4.4983045812380515,0.001,,
250000,,,,,,249345,-49.168683188302175,4.911084715525309,0.001,1000.0,32.35776130784943
251496,114,2196,323.24,-359.8889392299999,1188,250407,-49.822938980594756,4.846149679153196,0.001,,
251821,114,2203,322.95,-359.2907865000001,1192,251709,-49.774985414870244,4.2649567663354215,0.001,,
253996,114,2211,331.4,-369.09864593000003,1196,252907,-49.95330216454678,4.7274517035875165,0.001,,
255000,,,,,,253963,-49.96230929238455,4.9314694958073755,0.001,1000.0,33.731327758092085
257052,114,2240,339.98,-377.77630556,1200,255963,-50.13933529663086,4.284584875583649,0.001,,
257553,114,2247,333.78,-371.44863284,1204,257430,-49.925472665340344,4.545806567719642,0.001,,
257954,114,2249,307.41,-342.66457819999994,1208,257766,-50.1514516557966,4.453935972127048,0.001,,
258184,114,2250,304.45,-339.40387727,1212,258009,-50.307624368106616,4.457726941389196,0.001,,
258605,114,2253,297.23,-331.58295122000004,1216,258471,-49.875902811686196,3.894006854837591,0.001,,
258817,114,2254,282.9,-315.82054295,1220,258692,-50.168467737013295,4.533475891236336,0.001,,
259246,114,2256,283.3,-316.34153005,1224,259137,-50.10384433674363,4.524297718731862,0.001,,
260000,,,,,,259281,-50.10543211116347,3.9606431421192214,0.001,1000.0,140.7945020893705
260427,114,2274,283.7,-316.85959772,1228,260281,-50.08596142578125,4.699221253037453,0.001,,
261699,114,2281,281.02,-314.35232033999995,1232,261519,-49.85808023592321,4.237742932446031,0.001,,
263793,115,2293,299.83,-334.81194730000004,1236,263651,-49.61285171508789,5.401179964949445,0.001,,
264987,115,2301,309.54,-345.73056420999995,1240,264833,-49.91643768310547,4.552589878320694,0.001,,
265000,,,,,,264898,-50.502416437322445,4.354818006662222,0.001,1000.0,62.021999370507544
265496,114,2315,302.81,-338.59041856000005,1244,265396,-50.00021594083762,4.329362063468257,0.001,,
267652,115,2323,321.75,-359.24675425999993,1248,266563,-50.1391487121582,4.228972135419431,0.001,,
268130,115,2330,322.32,-359.76384827000004,1252,267840,-49.86928886591002,3.915597467921501,0.001,,
269396,115,2338,304.6,-340.22277961,1256,269219,-50.596137364705406,4.239805022875468,0.001,,
269770,115,2340,306.55,-342.37037581000004,1260,269616,-50.11797126134237,4.748504697008336,0.001,,
270000,,,,,,269859,-49.89515447616577,4.325521209023216,0.001,1000.0,69.47550690460484
270025,114,2352,288.09,-321.66320232999993,1264,,,,,,
270327,114,2354,276.58,-308.86630454,1268,270195,-50.184447878883,4.6827062118885125,0.001,,
270798,114,2357,269.8,-301.93577281999995,1272,270631,-49.822189857219826,4.194217736904438,0.001,,
271009,114,2358,251.38,-281.8096678,1276,270817,-49.80759143829346,3.4505203056335447,0.001,,
271433,114,2360,223.57,-251.39205741999996,1280,271273,-49.77936131021251,5.086379448572795,0.001,,
272661,115,2368,232.42,-260.78375814,1284,272488,-49.921116927574424,4.273697537961214,0.001,,
272998,115,2370,215.02,-242.03780068,1288,272846,-49.845759720098776,4.6102763384826915,0.001,,
275000,,,,,,273974,-50.02949454567649,4.521241719906147,0.001,1000.0,30.624235175130888
276063,115,2394,242.42,-272.13773764,1292,274974,-49.99458628082275,4.208277789592743,0.001,,
277260,115,2406,232.64,-260.97226463,1296,277152,-50.24989792960031,4.344786603961672,0.001,,
278581,115,2413,215.29,-242.4448977,1300,278447,-50.56628234863281,4.423767730301502,0.001,,
279723,115,2415,221.7,-249.12898094000005,1304,278634,-49.4523802863227,3.9822331456577076,0.001,,
280000,,,,,,279634,-50.01023817443848,4.340544211268425,0.001,1000.0,29.990875505616714
280315,115,2433,223.61,-251.41670567,1308,280088,-49.417674360604124,4.623834527772049,0.001,,
282465,115,2446,242.81,-272.3095874,1312,282295,-49.943504844665526,4.188999938011169,0.001,,
283664,115,2454,250.59,-280.73490135000003,1316,283564,-49.88199460601807,3.9588628882169723,0.001,,
284832,115,2457,260.15,-291.60206652,1320,283743,-50.054532668169806,4.050989901318269,0.001,,
285000,,,,,,284858,-50.288600739978605,3.776242968581972,0.001,1000.0,-52.94763730472623
285126,115,2474,258.8,-290.0748006,1324,,,,,,
285316,115,2475,248.89,-279.02010206,1328,285212,-49.52999773892489,4.06091984835538,0.001,,
286716,115,2483,250.17,-280.24106728000004,1332,286353,-49.92751854344418,5.063202971067184,0.001,,
287937,115,2491,241.44,-270.57518099000004,1336,287827,-49.91503901762121,4.276209550044116,0.001,,
289141,115,2498,241.54,-270.7263777,1340,288969,-49.6170182875645,3.9285167595486583,0.001,,
289576,115,2500,240.8,-269.64692831,1344,289410,-50.01373097555978,3.6848401561860116,0.001,,
290000,,,,,,289815,-49.80418025271993,3.8851183727904632,0.001,1000.0,197.34466007773298
290086,115,2515,224.34,-251.79717165000002,1348,289956,-50.06581470328317,4.010806034642754,0.001,,
291363,115,2523,232.33,-260.30169626,1352,291149,-50.224927357264924,4.282391198983429,0.001,,
292482,115,2529,230.86,-258.44265702000007,1356,292353,-49.82050671386719,4.02037415099144,0.001,,
293791,115,2536,240.21,-268.87165887000003,1360,293669,-49.87618948364258,4.049740181207657,0.001,,
295000,,,,,,294064,-49.85274668257366,4.306867345761696,0.001,1000.0,-95.5513949138578
295153,115,2551,251.28,-281.27731699,1364,,,,,,
295495,115,2557,251.68,-281.80785547,1368,295385,-49.70426559448242,3.576719490190347,0.001,,
295685,115,2558,248.87,-278.37035483000005,1372,295540,-49.971104049682616,4.155781797873668,0.001,,
295848,115,2559,248.39,-277.80306566,1376,295708,-49.774426778157554,4.424174464982132,0.001,,
296940,115,2566,255.07,-285.03244721000004,1380,296806,-50.019471682035004,3.80979416847229,0.001,,
297120,115,2567,244.59,-273.53833084000007,1384,296964,-50.05999514261882,4.067890826861063,0.001,,
297452,115,2569,244.54,-273.5092309700001,1388,297352,-49.421280479431154,4.050871469393498,0.001,,
297777,115,2571,217.14,-243.41854814000007,1392,297638,-49.22068638271756,4.686211675405502,0.001,,
297949,115,2572,206.89,-232.26791106000002,1396,297842,-50.305655002593994,4.763830200831095,0.001,,
298215,115,2574,196.34,-220.58209191000003,1400,298088,-49.62190997216009,4.486931370525825,0.001,,
298554,115,2576,188.31,-212.07217052,1404,298403,-49.770779079861114,4.953921024863784,0.001,,
298928,115,2578,186.13,-209.57609548999997,1408,298691,-50.29948176508365,4.406869572141896,0.001,,
299128,115,2579,166.63,-188.35158665,1412,298990,-49.75707390194847,4.888692915439606,0.001,,
300000,,,,,,299039,-49.25437068939209,4.060702031972457,0.001,1000.0,312.055744472165
301294,115,2604,176.3,-198.85781225,1416,301140,-49.823065589904786,4.269444585204124,0.001,,
302508,116,2607,176.76,-198.70835863,1420,301419,-49.47421384538923,3.871218484891972,0.001,,
302654,115,2613,175.28,-196.90688355000003,1424,302538,-50.109467315673825,4.6654052098592125,0.001,,
303011,115,2615,176.95,-198.82250170999998,1428,302857,-49.53483156057504,4.423045623870123,0.001,,
303510,115,2617,167.94,-188.79499044999997,1432,303243,-49.84156290690104,4.050471254974414,0.001,,
304570,116,2624,166.33,-187.41141578999998,1436,304467,-49.89882636260986,4.250506567358971,0.001,,
304866,116,2625,157.25,-177.34264494,1440,304753,-49.769367508266285,4.519455566921749,0.001,,
305000,,,,,,304882,-49.586601893107094,4.551484589845362,0.001,1000.0,204.47309757210314
306015,115,2642,164.39,-184.9160209,1444,305882,-49.74794654083252,4.224328346967697,0.001,,
309150,116,2657,190.64,-213.32229461999995,1448,308061,-49.99196431174207,4.762953579867328,0.001,,
310000,,,,,,309162,-49.69929504394531,4.087723507397417,0.001,1000.0,114.32094125406002
310408,115,2679,190.45,-213.27892425,1452,310162,-49.89265068054199,4.505964534401894,0.001,,
310703,115,2681,182.21,-204.66146227,1456,310572,-49.698123931884766,4.128907203674316,0.001,,
311028,115,2683,172.37,-193.39666375999994,1460,310904,-50.01287777018997,4.349287905783023,0.001,,
313151,116,2691,179.98,-201.83018749000001,1464,312062,-49.90122492980957,4.756000388860702,0.001,,
313688,116,2699,181.93,-203.85380494999998,1468,313532,-49.834929377762315,4.747134028479111,0.001,,
315000,,,,,,314762,-49.81937545776367,5.276194372955634,0.001,1000.0,121.37685649819468
315093,115,2717,194.08,-217.18904588,1472,,,,,,
315173,115,2719,193.25,-216.13359050000003,1476,315071,-50.229574839274086,5.400487194458644,0.001,,
315428,115,2720,184.88,-206.76831310999998,1480,315293,-49.97824920307506,4.36253993619572,0.001,,
315611,115,2721,184.91,-206.86324054,1484,315451,-50.70317677089146,6.017021502767291,0.001,,
317047,116,2729,195.95,-218.77774177999996,1488,316887,-49.75773332383898,5.024550218052334,0.001,,
319326,116,2738,215.49,-240.28730256,1492,318237,-49.55175031464675,4.978259684190218,0.001,,
319687,116,2744,217.38,-242.33965839,1496,319467,-49.4942019535945,5.078125755741911,0.001,,
320000,,,,,,319663,-48.93443902333578,4.569024562835693,0.001,1000.0,219.1922129377199
320827,116,2762,226.12,-252.08142612000003,1500,320663,-49.624542854309084,4.8752907758951185,0.001,,
322127,116,2769,235.73,-263.03212249,1504,321963,-49.930691498976486,4.505408484980745,0.001,,
323318,116,2776,243.9,-271.93740820000005,1508,323212,-49.288617764986476,5.14855790877527,0.001,,
323659,116,2778,245.31,-273.51810987,1512,323447,-49.797191122303836,5.074345319829089,0.001,,
323926,116,2780,226.32,-252.90097595,1516,323816,-48.992731366838726,5.448489597865513,0.001,,
325000,,,,,,323978,-49.572872161865234,5.092266480973426,0.001,1000.0,371.7636586930603
326103,116,2805,235.95,-263.50631029,1520,325978,-49.30950687408447,5.634279994368553,0.001,,
326450,116,2806,237.96,-265.87148824999997,1524,326200,-49.336290526808355,5.530122558275859,0.001,,
326645,116,2808,236.34,-264.01315252,1528,326519,-48.380285051133896,6.363346325723748,0.001,,
327743,116,2814,242.33,-270.64334798000004,1532,327611,-49.01699011666434,5.744127086230686,0.001,,
329078,116,2822,245.08,-273.22043461,1536,328930,-49.1282250289917,5.98123271727562,0.001,,
330000,,,,,,329188,-49.44254801823543,6.198408206303914,0.001,1000.0,-50.49481817089018
330277,116,2836,254.11,-282.58524109999996,1540,,,,,,
331410,116,2842,253.95,-282.47147914000004,1544,330321,-48.94632186889648,8.16330554268577,0.001,,
334435,117,2857,252.85,-281.22441994999997,1548,333346,-48.88088571166992,5.9499781498908995,0.001,,
335000,,,,,,334457,-49.18457592234892,6.349443224498204,0.001,1000.0,126.13930177018774
