time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
764917,118,6443,330.88,-365.42509766999996,2828,764784,-59.26585944366455,7.299464792132378,0.001,,
765000,,,,,,764828,-58.228452162309125,7.546488379890269,0.001,1000.0,761.467928944435
767028,118,6460,341.23,-376.85426810000007,2832,765939,-59.63204603928786,8.762466616100735,0.001,,
769073,118,6472,340.82,-376.77899391,2836,767984,-59.280884376525876,7.433586588382721,0.001,,
770000,,,,,,769098,-59.432093484061106,7.0198414875910835,0.001,797.3,613.1107307535829
770187,118,6487,341.23,-377.26412272999994,2840,,,,,,
771275,118,6497,340.8,-376.85712469000003,2844,771155,-59.301989723205565,7.609085978031159,0.001,,
773314,118,6509,360.15,-397.70008129999997,2848,773212,-59.1763681265024,11.1310118161715,0.001,,
774497,118,6516,369.99,-408.21724601999995,2852,774379,-59.13479014587402,8.382359452724456,0.001,,
774626,118,6517,360.35,-397.88630858,2856,774481,-58.82647450764974,9.549063046773275,0.001,,
775000,,,,,,774583,-58.53336251300314,8.36041285680688,0.001,828.1,651.9027059081011
775725,118,6530,350.98,-387.62616808,2860,775610,-58.41377639770508,9.192127236613521,0.001,,
777783,118,6540,369.3,-407.42129232,2864,777652,-59.14839517211914,7.548844338417053,0.001,,
779935,119,6551,379.65,-418.53830108,2868,779719,-59.196412788391115,7.559213530540466,0.001,,
780000,,,,,,779846,-59.34362345933914,7.9638304419404875,0.001,1000.0,773.904227030807
781104,118,6566,379.63,-418.62647955,2872,780972,-59.31571369934082,7.7196296352148055,0.001,,
783245,119,6577,389.24,-429.59259849,2876,783125,-59.29058359319514,7.799152554165233,0.001,,
785000,,,,,,784233,-59.46965888214111,7.921719736695289,0.001,911.2,656.8659775648732
785322,119,6593,406.44,-448.1643264,2880,,,,,,
787415,119,6604,406.05,-448.39841477999994,2884,786326,-58.976316928863525,8.76456013818582,0.001,,
787561,119,6609,386.84,-427.3385488199999,2888,787448,-58.80152893066406,9.307138963981911,0.001,,
789611,119,6620,377.1,-417.07924170000007,2892,789492,-59.177960220336914,7.395938887119293,0.001,,
790000,,,,,,789522,-59.363094329833984,6.968931976954142,0.001,1000.0,828.9823116410989
792626,119,6640,396.16,-437.9006939399999,2896,791537,-58.715467180524556,9.233905029296874,0.001,,
794698,119,6650,396.15,-438.06990128000007,2900,793609,-58.35792501349198,8.399183493394117,0.001,,
795000,,,,,,794609,-59.56500252532959,7.511596418023109,0.001,909.4,719.812095017056
797733,119,6675,415.89,-459.62813285,2904,796644,-59.73314454820421,7.241965334756034,0.001,,
800000,,,,,,799662,-59.67080627441406,8.020823774933815,0.001,904.1,718.3199034663849
800751,119,6700,434.48,-479.79480699,2908,,,,,,
802028,119,6711,435.9,-481.48145349000004,2912,801893,-59.70428128051758,8.010158192873002,0.001,,
804096,119,6718,425.98,-470.20245392,2916,803007,-59.838531867980954,8.015316840767861,0.001,,
805000,,,,,,804007,-59.76574906158447,8.572326186537742,0.001,1000.0,873.7306536464952
805265,119,6737,435.15,-480.13872883999994,2920,805106,-59.907233646937776,6.528102177840013,0.001,,
806348,119,6739,425.46,-469.15473563,2924,805259,-59.59506334577288,6.801756680011749,0.001,,
807504,119,6748,425.87,-469.24671048999994,2928,807316,-60.11342784336635,9.593854112284523,0.001,,
808564,119,6750,415.36,-457.46478676,2932,807475,-60.24605941772461,7.7394068241119385,0.001,,
810000,,,,,,809547,-60.20761040278843,6.889880086694445,0.001,1000.0,752.4578964819666
810636,119,6771,415.63,-457.79691776,2936,,,,,,
811711,119,6777,415.24,-457.60200620999996,2940,810622,-59.8180958884103,8.017627618930957,0.001,,
811843,119,6782,405.68,-447.13672815999996,2944,811729,-59.97698129926409,8.142552925007683,0.001,,
813004,119,6787,396.9,-437.94884342000006,2948,812808,-59.926099609375,7.4984738441705705,0.001,,
815000,,,,,,813915,-59.86889608764648,7.730598244190216,0.001,1000.0,815.3090029043611
816043,119,6808,415.46,-458.4313064,2952,814954,-60.26943359375,7.201216948338044,0.001,,
817241,119,6818,426.15,-469.55942686999987,2956,817069,-59.723598945617674,7.372161014318467,0.001,,
819311,120,6826,435.86,-479.77736818000005,2960,818222,-59.67624737548828,7.627318691372872,0.001,,
820000,,,,,,819234,-60.00849850972494,6.400858044624329,0.001,1000.0,766.5385058899119
821346,119,6847,435.63,-479.56195657000006,2964,820257,-60.263437097722836,9.750778250072313,0.001,,
824422,120,6863,444.87,-489.5641016400001,2968,823333,-60.332677138479134,7.707197092081371,0.001,,
825000,,,,,,824409,-59.7042016654179,8.271089081036843,0.001,1000.0,771.837717422843
825523,119,6882,444.19,-488.82136789,2972,825409,-60.144939193725584,7.437345777750015,0.001,,
828560,120,6894,453.15,-497.78688171999994,2976,827471,-60.101358955383304,7.164064936876297,0.001,,
830000,,,,,,829471,-60.006791511535646,6.990818624973297,0.001,1000.0,710.1382564216852
830611,119,6921,452.89,-498.0052851599999,2980,830510,-60.728689956665036,5.960324428020379,0.001,,
831716,120,6927,443.01,-487.3695011,2984,831615,-59.67871125539144,8.379722823699316,0.001,,
833871,120,6934,463.1,-509.59152733,2988,832782,-60.26530344732876,7.3356201011559055,0.001,,
835000,,,,,,834859,-60.00871011352539,7.182368607521057,0.001,1000.0,784.5653369793669
835044,120,6953,454.33,-500.15153158,2992,,,,,,
836161,120,6959,435.35,-479.5654814,2996,836043,-59.53021240234375,7.007094479318875,0.001,,
838256,120,6970,435.58,-479.69187882,3000,838151,-60.2476686706543,7.09821776843071,0.001,,
839391,120,6976,416.58,-459.0961937,3004,839253,-60.258768501281736,7.151374626040458,0.001,,
840000,,,,,,839302,-60.45788528442383,7.026807089241183,0.001,1000.0,748.9774402962066
843115,120,7005,423.64,-466.71675854999995,3008,842302,-60.01983138275146,7.311790651321411,0.001,,
845000,,,,,,844026,-60.19669355010986,6.968584937930107,0.001,1000.0,772.4436357945203
846132,120,7030,441.04,-485.914182,3012,845043,-59.75445318222046,5.863689198213465,0.001,,
846983,120,7035,428.87,-472.6128103900001,3016,846186,-60.675724029541016,6.05779128489287,0.001,,
849004,120,7049,437.39,-481.37314969000005,3020,848906,-58.67193412780762,7.021615584691365,0.001,,
850000,,,,,,848931,-60.21876621246338,6.7129464745521545,0.001,1000.0,805.4527400366962
850067,120,7065,437.19,-480.93332115,3024,849945,-61.63770730154855,6.366461140768869,0.001,,
852060,120,7075,445.56,-490.64792343999994,3028,851884,-60.35797365570068,7.5184103472232815,0.001,,
852392,120,7077,438.28,-482.98571891,3032,852230,-60.693359375,8.735660457611084,0.001,,
853442,120,7083,428.06,-471.76175407999995,3036,853338,-59.38179842631022,6.978544274965922,0.001,,
854530,120,7084,428.19,-472.03077987999995,3040,853441,-61.96449239630448,7.949078816633958,0.001,,
855000,,,,,,854441,-60.555465744018555,7.551445860147476,0.001,1000.0,745.3812006115913
857592,120,7115,457.49,-503.72411956999997,3044,857441,-60.42998613739014,6.942161451578141,0.001,,
859674,120,7127,466.7,-513.91474364,3048,859539,-60.99171553717719,7.7629399167166815,0.001,,
860000,,,,,,859585,-60.96754521908967,6.815901745920596,0.001,1000.0,795.0584856688977
862791,120,7151,467.48,-514.7348417300001,3052,861702,-61.30315483222574,7.3202030251168795,0.001,,
863887,120,7160,466.46,-513.65459056,3056,863737,-60.83729954528808,6.964566436290741,0.001,,
865000,,,,,,864798,-61.064030494689945,6.932483696460724,0.001,1000.0,797.819644548744
867067,120,7182,477.56,-525.24198317,3060,865978,-61.0552248840332,7.182133417844772,0.001,,
867294,120,7188,459.48,-505.52133019,3064,867182,-60.70427738536488,7.606587905993407,0.001,,
869338,120,7198,449.16,-493.8329583500001,3068,869228,-61.10791184234619,6.844835447907448,0.001,,
869664,120,7200,441.41,-485.3114855400001,3072,869463,-61.063694995382555,6.689495278942969,0.001,,
870000,,,,,,869600,-61.93693366417518,6.803815059661865,0.001,1000.0,763.8796234369278
871738,120,7217,431.78,-475.09959783,3076,870649,-62.10856739679972,6.185872946466718,0.001,,
873838,120,7232,432.27,-475.75940836999996,3080,873692,-61.43723432159424,6.499029568195343,0.001,,
874992,120,7239,432.76,-476.0925986699999,3084,874873,-61.520165470668246,6.338596444734385,0.001,,
875000,,,,,,874903,-61.225405883789065,6.872546641031901,0.001,1000.0,751.5754940986633
877085,120,7258,432.14,-475.24072490000003,3088,876940,-62.491431186073704,7.803434842341655,0.001,,
879155,121,7265,441.11,-484.53488100000004,3092,878066,-61.758254547119144,7.313891725063324,0.001,,
879310,120,7270,431.49,-474.14428537,3096,879149,-61.70513558387756,6.539587645819693,0.001,,
880000,,,,,,879221,-62.198864724900986,7.897273555397987,0.001,1000.0,734.6957973212004
881432,120,7287,431.76,-474.14947242999995,3100,880343,-61.08830531438192,7.510471428434054,0.001,,
881554,120,7292,421.63,-463.17408408000006,3104,881450,-61.669435303786706,6.72010178315012,0.001,,
883647,121,7299,405.32,-445.21526598000014,3108,882558,-61.73446178436279,6.795647999048233,0.001,,
885000,,,,,,884607,-61.80376190185547,7.258219246506691,0.001,1000.0,781.0795502364635
885696,121,7319,395.64,-433.9782967400001,3112,,,,,,
888785,121,7336,418.02,-458.32350776,3116,887696,-61.80632359313965,7.325306948542595,0.001,,
890000,,,,,,889739,-62.059672561645506,7.419298872828484,0.001,1000.0,772.5639847040177
891828,121,7360,428.24,-469.82818689,3120,890739,-62.08948165893555,7.659182901740074,0.001,,
892888,121,7369,428.21,-470.43549715999995,3124,892779,-61.8257810804579,6.231274671024746,0.001,,
894175,121,7375,421.15,-462.17493174000003,3128,893952,-62.06169243621826,7.658260017156601,0.001,,
895000,,,,,,894150,-62.4748557806015,8.293479513376951,0.001,1000.0,818.5578711729497
896298,121,7392,439.06,-481.41855821999997,3132,895209,-62.05301034861598,7.93129254599749,0.001,,
896588,121,7398,431.46,-473.34974727,3136,896450,-62.78583090645926,5.963753955704825,0.001,,
898639,121,7409,441.09,-483.91531388,3140,898511,-62.323837860107425,7.441059385299683,0.001,,
899795,121,7415,422.03,-463.79716255000005,3144,899675,-62.21581874847412,7.5048501267433165,0.001,,
900000,,,,,,899735,-61.972961970738005,7.266226275213834,0.001,1000.0,828.240573147079
901868,121,7431,421.94,-463.2285309699999,3148,900779,-61.78816067088734,8.109857353297146,0.001,,
903945,121,7442,411.54,-451.56476078,3152,902856,-61.473806063334145,8.528557231028875,0.001,,
904097,121,7447,402.1,-441.65807386,3156,903987,-62.258521052769254,7.014976704120636,0.001,,
905000,,,,,,904038,-62.596400197347,7.316663193702698,0.001,1000.0,798.0549181841313
906145,121,7462,390.78,-430.28642471000006,3160,905056,-62.02700975206163,7.181110673480564,0.001,,
908231,121,7476,409.37,-450.1520965700001,3164,908074,-62.41847666168213,7.459793979287148,0.001,,
909438,121,7482,401.0,-441.56975143000005,3168,909253,-62.438152176993235,6.78870237501044,0.001,,
910000,,,,,,909414,-61.97056047844164,7.632205101159903,0.001,1000.0,792.8949208941252
910546,121,7498,408.82,-449.8303899900001,3172,910442,-62.40219906398228,6.970105418137142,0.001,,
913609,121,7510,418.71,-461.06103635999995,3176,912520,-62.54197406768799,7.1632490410804746,0.001,,
913702,121,7514,398.64,-438.6387078,3180,913588,-62.76977062225342,7.228080117184183,0.001,,
915000,,,,,,914626,-62.44835974884033,7.4217296662330625,0.001,1000.0,751.0060826805536
915741,121,7534,407.49,-448.23074501999986,3184,915626,-62.41598337554932,7.443641848802566,0.001,,
916401,121,7535,393.16,-432.64683545,3188,915788,-62.845668129299,8.316708109113906,0.001,,
919439,121,7549,402.84,-443.39322481999994,3192,918350,-62.580911775914636,7.277604067192194,0.001,,
920000,,,,,,919350,-62.48674417877197,7.569092258572579,0.001,1000.0,775.3915812257677
921496,121,7573,421.86,-464.14631986,3196,921390,-62.28835945129394,8.317359328269958,0.001,,
921634,121,7573,402.02,-442.64544158000007,3200,921532,-61.79195594787598,6.637114644050598,0.001,,
923688,121,7584,421.34,-463.78832159999996,3204,923570,-62.739998123168945,8.155041132330895,0.001,,
925000,,,,,,924664,-62.37107467651367,7.304074184711163,0.001,1000.0,787.6860555149615
926753,121,7605,431.06,-474.60076078000003,3208,925664,-62.80367376708984,7.720491722345352,0.001,,
927859,121,7614,421.63,-464.62764549,3212,927746,-62.78618155585395,6.745720765169929,0.001,,
929934,121,7625,411.49,-453.20323269,3216,929809,-62.7625606918335,7.518009880304336,0.001,,
930000,,,,,,929845,-62.622877544826935,9.19290135966407,0.001,1000.0,793.9005059242248
930087,121,7636,382.59,-421.76807341999995,3220,929966,-61.8636744817098,7.549056222041448,0.001,,
930302,121,7637,374.14,-412.21432274000006,3224,930166,-62.763455052529615,6.730477157186289,0.001,,
930567,121,7639,363.92,-401.10974497,3228,930445,-61.491391563415526,7.2330342211374425,0.001,,
931725,121,7644,354.27,-390.34357149000004,3232,931539,-62.75135220979389,6.592115567280696,0.001,,
933830,121,7655,372.42,-410.00745463000004,3236,933704,-63.093630676269534,7.121690384268761,0.001,,
934919,122,7661,362.8,-398.9863028100001,3240,934792,-62.82546790313721,7.167684912443161,0.001,,
935000,,,,,,934830,-62.736632899234166,8.197144950691023,0.001,1000.0,787.9128074884414
936949,121,7680,371.54,-408.19634823,3244,936849,-63.03775017547608,6.9788051760196685,0.001,,
938035,122,7686,361.67,-397.29924,3248,937908,-62.93563674926758,7.742898986935615,0.001,,
938346,122,7687,344.01,-378.5327890199999,3252,938199,-63.65690263112386,6.3164151000976565,0.001,,
938691,122,7689,345.94,-380.59573863,3256,938545,-62.69697125752767,7.416236885508201,0.001,,
940000,,,,,,939623,-63.26020736694336,9.867637918108986,0.001,1000.0,800.5922187924385
940762,122,7709,346.17,-380.83609389000003,3260,940623,-63.26925126647949,7.295547136068344,0.001,,
943807,122,7720,355.76,-391.44290134000005,3264,942718,-63.20830486131751,7.310266145070394,0.001,,
944008,122,7725,345.7,-380.27195032000003,3268,943876,-63.337284955111414,7.396435213643451,0.001,,
945000,,,,,,944001,-64.00305278126787,7.576078382934012,0.001,1000.0,780.229748353106
946112,122,7741,355.66,-391.3680590200001,3272,945023,-63.2572846846147,6.578793243928389,0.001,,
948223,122,7755,346.14,-380.63404438,3276,948091,-63.29495174407959,7.340220149755478,0.001,,
950000,,,,,,949162,-63.17917251586914,7.195203363895416,0.001,1000.0,769.9939833760261
950314,122,7774,366.12,-402.16421668999993,3280,950162,-63.23366374206543,7.172015560150147,0.001,,
951482,122,7776,357.41,-392.41861373999996,3284,950393,-62.850983074733186,8.353689294112357,0.001,,
952053,122,7783,356.52,-391.27972625999996,3288,951927,-63.96742582321167,5.720285583944881,0.001,,
955000,,,,,,953964,-63.28963214111328,7.520987369298935,0.001,1000.0,836.2489221572876
955114,122,7807,356.75,-391.17141998,3292,954964,-63.20855038452149,6.928147307038307,0.001,,
957217,122,7814,357.21,-391.44091832,3296,956128,-63.15126419067383,6.518128773995808,0.001,,
958491,122,7824,368.57,-403.7500440200001,3300,958331,-64.32084861168495,7.112069051999312,0.001,,
960000,,,,,,959582,-63.09683400934393,7.684094309806824,0.001,1000.0,810.6004646033049
960671,122,7841,369.83,-404.48067759,3304,,,,,,
961731,122,7850,349.78,-382.74481438999993,3308,961628,-64.28653218195988,7.540906386375427,0.001,,
963910,122,7860,360.51,-394.12651852000005,3312,963746,-62.90008222139799,7.017313840297552,0.001,,
964444,122,7863,345.1,-377.65862086,3316,964311,-62.902612798354205,6.759852967400482,0.001,,
965000,,,,,,964511,-63.140758416591545,8.030198776569122,0.001,1000.0,803.9592484205962
965744,122,7878,356.57,-390.10742928,3320,965593,-62.816466540825076,8.56721054053888,0.001,,
966880,122,7884,365.78,-400.44470036999996,3324,966768,-63.348831540062314,7.094100957963525,0.001,,
968047,122,7890,374.8,-410.09403262,3328,967921,-63.29265594482422,7.44466461454119,0.001,,
969273,122,7893,375.48,-411.27450959000004,3332,968184,-63.34043190696023,7.883806217284429,0.001,,
969416,122,7897,355.86,-390.09929719,3336,969278,-61.86558532714844,9.696202838420868,0.001,,
970000,,,,,,969438,-62.82308419545492,8.28432381321007,0.001,1000.0,838.435121518001
971527,122,7914,366.08,-401.68386984999995,3340,970438,-62.923684356689456,8.039777782201767,0.001,,
974540,122,7930,375.91,-412.636536,3344,973451,-63.16990142059326,7.5269973201751705,0.001,,
975000,,,,,,974608,-63.43508857593202,7.359886209521673,0.001,1000.0,802.1833919279277
975708,122,7951,376.73,-413.8288080999999,3348,975608,-63.15579795074463,7.401408258676529,0.001,,
977949,122,7959,396.03,-434.62644212,3352,976860,-63.225269912719725,7.294623905777931,0.001,,
979989,122,7970,412.98,-452.6559426399999,3356,978900,-64.21291087223933,7.885002489089966,0.001,,
980000,,,,,,979900,-63.14441486358643,7.554074490189552,0.001,1000.0,815.5122191332281
980152,122,7984,393.9,-431.85941348000006,3360,980039,-62.72083230452104,8.721745199627346,0.001,,
983173,122,7996,393.66,-431.48278442000003,3364,982084,-63.107163093566896,7.484092273950576,0.001,,
984471,122,8006,404.63,-443.62790758000006,3368,984346,-63.18431905110677,7.840181465148926,0.001,,
985000,,,,,,984382,-63.7720161014133,7.301128572887844,0.001,1000.0,846.5171622127294
987495,123,8027,413.83,-453.1272886100001,3372,986406,-62.970808029174805,6.408945788939794,0.001,,
987645,122,8032,394.22,-431.7107593500001,3376,987536,-62.8841105374423,8.13325975519238,0.001,,
989802,123,8043,394.88,-432.04235595,3380,989583,-62.73369862483098,7.632473415798611,0.001,,
990000,,,,,,989781,-62.11907802928578,7.157173993852403,0.001,1000.0,849.0354873418808
990870,123,8055,393.88,-431.42205329999996,3384,,,,,,
992047,122,8065,399.94,-437.78971035,3388,991944,-63.31040690612793,7.750514252066612,0.001,,
993142,123,8071,380.28,-416.69905839000006,3392,993025,-63.70733409457736,7.441281985592198,0.001,,
995000,,,,,,994120,-63.549130493164064,7.734415988564491,0.001,1000.0,857.9929869949817
995209,123,8086,379.92,-416.69622693,3396,,,,,,
997340,123,8101,388.49,-425.90979154,3400,997188,-63.28591314697265,7.659012882471084,0.001,,
998423,123,8107,377.52,-414.86911810000004,3404,998305,-63.333985946655275,7.600206377983093,0.001,,
999535,123,8112,378.04,-415.19483201,3408,999405,-63.379487663269046,7.867053906559944,0.001,,
1000000,,,,,,999446,-63.9512806846982,7.076291462270225,0.001,1000.0,815.1755983412265
1001616,123,8134,377.06,-413.88117537000005,3412,1001469,-64.59665541215377,10.764868487482486,0.001,,
1002751,123,8140,383.07,-420.51893469999993,3416,1002590,-61.60789704322815,7.132294947101224,0.001,,
1003993,123,8146,382.49,-419.8285056700001,3420,1003841,-62.847890063029965,7.696164882544315,0.001,,
1005000,,,,,,1004904,-63.19013105773926,8.132357209324837,0.001,993.9,815.9613098144531
1006060,123,8165,391.8,-429.71841178,3424,1005930,-63.51478924560547,8.080313203930855,0.001,,
1007197,123,8167,391.5,-429.4577286,3428,1006108,-63.1831060556265,7.880979562734629,0.001,,
1010000,,,,,,1009108,-63.28681437683105,7.677891938328743,0.001,1000.0,803.6860578164458
1011197,123,8196,419.24,-459.69238162,3432,1010108,-63.38906342315674,7.403447631835937,0.001,,
1011460,123,8201,420.44,-460.99844347000004,3436,1011178,-62.89608911367563,6.94878260905926,0.001,,
1013501,123,8212,419.74,-460.11536017,3440,1013395,-62.89964803059896,7.25089360276858,0.001,,
1014595,123,8217,400.55,-439.07276621000005,3444,1014459,-63.51951626586914,7.69589120221138,0.001,,
1015000,,,,,,1014618,-63.525281633649556,8.19439296317952,0.001,1000.0,819.8990172535181
1016781,123,8233,410.73,-450.09697955999997,3448,1015692,-64.43501085848422,8.062159770243877,0.001,,
1018169,123,8244,402.2,-441.24703532000007,3452,1017880,-63.77737511528863,9.002576927220598,0.001,,
1019306,123,8251,393.17,-431.9150212800001,3456,1019201,-63.45470333099365,6.917921841144562,0.001,,
1020000,,,,,,1019217,-63.258158683776855,8.28873036801815,0.001,1000.0,799.9967381298542
1020418,123,8265,402.66,-442.15135899,3460,1020266,-64.45122549268935,8.64132167233361,0.001,,
1022610,123,8273,394.37,-433.6946955,3464,1021521,-63.72722905181175,8.84967960313309,0.001,,
1023734,123,8282,392.63,-431.57311068999996,3468,1023586,-63.92291947174072,8.162411233186722,0.001,,
1025000,,,,,,1024827,-64.10435981750489,7.945126301646233,0.001,1000.0,840.2089165706187
1025916,123,8298,384.21,-422.58005595,3472,,,,,,
1027182,123,8308,395.37,-434.82789412000005,3476,1026945,-64.2387953037169,7.322129654597087,0.001,,
1030000,,,,,,1029590,-63.61739951324463,7.837708979606629,0.001,1000.0,843.218113688007
1030679,123,8332,408.77,-449.87201153000007,3480,,,,,,
1032708,123,8342,418.38,-459.8282974400001,3484,1031619,-64.01752556610107,7.407459176301956,0.001,,
1034758,123,8357,427.11,-469.78568908,3488,1034638,-63.98223320007324,7.41474229478836,0.001,,
1035000,,,,,,1034669,-62.60996119181315,7.7692367184546685,0.001,1000.0,786.6795853316784
1036991,123,8377,438.49,-482.1425370400001,3492,1036860,-63.73274175262451,7.335437491059303,0.001,,
1039296,123,8385,440.87,-484.39273907999996,3496,1038207,-64.1279441333208,6.7487062836081035,0.001,,
1040000,,,,,,1039381,-63.72196359744017,7.634915246360603,0.001,1000.0,829.8679860919714
1040523,123,8404,431.83,-474.9306540200001,3500,1040406,-64.30164073063777,9.327965764999389,0.001,,
1042646,123,8411,442.23,-485.44935596000005,3504,1041557,-64.07095995816317,8.45010026641514,0.001,,
1043736,123,8421,442.01,-485.1614480599999,3508,1043595,-63.51814842224121,6.775995224714279,0.001,,
1045000,,,,,,1044647,-64.43686515808105,7.822721836924553,0.001,1000.0,815.4552061855793
1046765,124,8441,451.49,-495.72480477000005,3512,1045676,-64.23408991495768,7.977772293419673,0.001,,
1046971,123,8445,442.2,-485.7963418400001,3516,1046856,-63.832936230827784,6.229090957930594,0.001,,
1050000,,,,,,1049882,-64.56295610046386,7.004405090808868,0.001,1000.0,795.562748798728
1050971,124,8470,469.78,-515.48355003,3520,,,,,,
1052052,124,8480,459.92,-504.59781791999995,3524,1051936,-64.56323602464464,8.594473688943046,0.001,,
1054101,124,8491,469.04,-514.4375852500001,3528,1053992,-64.98554712931315,8.877470657743256,0.001,,
1055000,,,,,,1054012,-65.2028018951416,8.49849169254303,0.001,1000.0,800.8225008517504
1056174,124,8510,449.77,-493.44882928000015,3532,1056024,-65.0145657857259,7.079203903675079,0.001,,
1057315,124,8511,458.55,-503.05402518000005,3536,1056226,-63.78460464477539,6.929562377929687,0.001,,
1058462,124,8521,449.61,-493.25543838,3540,1058291,-64.62808522311124,8.206928147210014,0.001,,
1058596,124,8522,440.01,-482.5462009499999,3544,1058496,-65.08045283726284,7.4718709571020945,0.001,,
1060000,,,,,,1059567,-65.25627481079101,7.830820906639099,0.001,1000.0,772.3694377601147
1060656,124,8538,438.75,-481.27387831999994,3548,,,,,,
1061786,124,8548,436.17,-478.07215672999996,3552,1061652,-65.87922265189034,8.166229139055524,0.001,,
1062004,124,8549,426.98,-467.99947166,3556,1061884,-65.64494705200195,7.885223984718323,0.001,,
1064115,124,8556,436.97,-478.72807127999994,3560,1063026,-65.27103268432617,7.338407140612603,0.001,,
1065000,,,,,,1064182,-65.75807283841647,7.485781222123366,0.001,1000.0,793.2545007105916
1066271,124,8576,436.61,-478.31996541000007,3564,1065182,-65.16772604370117,7.4033636146783826,0.001,,
1069363,124,8596,456.29,-499.42419393999995,3568,1069182,-64.95077837371826,7.250276630520821,0.001,,
1070000,,,,,,1069274,-65.24217705104662,8.040975648423899,0.001,1000.0,711.3058443322777
1072485,124,8621,465.69,-509.75960834000006,3572,1072274,-65.37979851531982,7.465792711734772,0.001,,
1074574,124,8633,473.92,-518.4885546200001,3576,1074416,-66.13810882568359,9.66183408498764,0.001,,
1075000,,,,,,1074485,-65.02779657700482,7.270043124323306,0.001,903.9,735.7582436755299
1077593,124,8652,469.14,-512.9737742000001,3580,1076504,-65.45870323181153,5.246302692513717,0.001,,
1079739,124,8664,470.31,-514.5581437,3584,1078650,-64.63204713301225,5.347031979333787,0.001,,
1080000,,,,,,1079650,-65.73727758789063,7.578010706067086,0.001,1000.0,759.8947792850435
1081886,124,8683,471.28,-515.25631458,3588,1080797,-65.61169876923432,8.168806395015201,0.001,,
1084913,124,8698,479.22,-523.6421230499999,3592,1083824,-65.70513561793736,10.668790022532145,0.001,,
1085000,,,,,,1084888,-65.68865825511791,6.355405997346948,0.001,907.3,700.4536183383316
1086100,124,8715,468.04,-511.69863411,3596,1085888,-66.05211074829101,7.312298899292946,0.001,,
1087228,124,8721,467.05,-509.9456148499999,3600,1087095,-65.7079303741455,6.337022441625595,0.001,,
1090000,,,,,,1089139,-66.02674617767335,7.3590982247591015,0.001,1000.0,796.6750363398344
1091228,124,8747,485.82,-530.65530688,3604,1090139,-66.05537424468994,7.364360134005547,0.001,,
1093281,124,8758,495.45,-540.66905442,3608,1092192,-65.1687068939209,8.26823702836648,0.001,,
1095000,,,,,,1094192,-66.3073826675415,7.4063218703269955,0.001,1000.0,771.9037615150213
1097281,124,8788,505.16,-551.06587258,3612,1096192,-66.24572360229492,7.487898410201073,0.001,,
1098463,124,8797,514.92,-561.6553537799999,3616,1098306,-66.12848626650296,7.063577191187785,0.001,,
1099673,124,8804,487.02,-531.76158304,3620,1099488,-66.6709798965454,7.303566549062729,0.001,,
1100000,,,,,,1099717,-67.15284881591796,7.452639046262522,0.001,1000.0,769.215448311111
1100852,124,8819,488.0,-532.68039789,3624,1100717,-66.54149897003174,7.156099168777466,0.001,,
1102955,124,8826,488.54,-533.4940239599999,3628,1101866,-66.63736010820438,7.870972891906639,0.001,,
1105000,,,,,,1104866,-66.53347908782959,7.679255133986473,0.001,1000.0,749.0899676978588
1106061,124,8854,498.87,-544.03561094,3632,1105866,-66.50824504852295,6.775892887949944,0.001,,
1106279,124,8855,489.64,-533.9283501,3636,1106148,-67.05407182560411,6.716159831776339,0.001,,
1108440,125,8862,499.78,-545.26500149,3640,1107351,-66.41939809417724,7.307268901109696,0.001,,
1109655,125,8868,510.59,-557.2055866300001,3644,1108566,-66.08346574956721,8.663108220045594,0.001,,
1110000,,,,,,1109566,-66.52713423156739,7.463935062646866,0.001,1000.0,714.8731358187972
1111719,125,8887,510.63,-556.6141896699999,3648,1110630,-66.53963763897235,6.432342381477356,0.001,,
1114773,125,8903,529.87,-577.1181464999999,3652,1113684,-66.4416404800415,7.068596159696579,0.001,,
1115000,,,,,,1114707,-65.00961962613192,8.969300601793373,0.001,952.9,701.6792282838375
1117796,125,8926,557.92,-607.51041806,3656,1116707,-66.43441177368165,6.977826614022255,0.001,,
1119046,125,8933,549.31,-598.1032269899999,3660,1117957,-66.30425465106964,5.9626479442303,0.001,,
1119341,125,8938,530.7,-577.5181276,3664,1119178,-65.9906741282979,7.1359469496514185,0.001,,
1120000,,,,,,1119282,-65.4609858194987,5.908423395717845,0.001,1000.0,765.8081463336945
1120404,125,8952,510.41,-555.57101329,3668,1120282,-66.53758801269531,6.987750730872154,0.001,,
1122451,125,8962,499.66,-543.65343337,3672,1122335,-66.56991876983642,7.010908291339875,0.001,,
1125000,,,,,,1124379,-66.61991262435913,5.80335722250097,0.001,1000.0,741.464529711008
1125468,125,8982,508.94,-553.5613615099999,3676,,,,,,
1128552,125,8998,509.59,-554.53278154,3680,1127463,-66.80357192230224,7.146598275899887,0.001,,
1129723,125,9008,499.84,-543.81199984,3684,1129593,-67.51330458812224,7.170322739160978,0.001,,
1130000,,,,,,1129749,-67.35901023246147,7.206552431390092,0.001,1000.0,725.7417131304741
1130838,125,9019,489.52,-532.89360018,3688,,,,,,
1132886,125,9033,479.73,-522.0853008800001,3692,1132773,-66.24649238586426,5.591279665629069,0.001,,
