rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,eval/mean_ep_length,eval/mean_reward
,45000,,,,,-54.032892938870106,44854,0.001,6.73370871866556,113.8,228.80699068009852
125.98,45203,249.98633972,146,307,416,-53.64648203695974,44978,0.001,9.77667199603973,,
126.24,45662,250.32468968999993,147,309,420,-53.53234775730821,45457,0.001,8.598673718874572,,
123.3,45822,243.15434223,147,311,424,-52.617532920837405,45677,0.001,14.318023025989532,,
124.89,46433,244.76073513,148,313,428,-53.303261158078215,46147,0.001,11.360367797013652,,
130.19,47384,251.88420317999996,148,318,432,-52.94661289936787,47054,0.001,9.696884636959787,,
,47500,,,,,-53.24434466154679,47285,0.001,9.689402681408506,179.7,266.39032896459105
135.71,48361,259.52029439999995,148,325,436,-52.80780715242438,48023,0.001,8.81573339466635,,
139.49,49232,265.11347534,149,330,440,-52.81920276641846,48902,0.001,9.394638922214508,,
,50000,,,,,-52.69764679922184,49682,0.001,9.557271834830162,318.95,494.3943735748529
144.76,50411,271.92578183999996,148,340,444,-52.833775947833885,50031,0.001,9.689538618213469,,
150.41,51456,279.08614912999997,148,346,448,-52.352881685309455,51106,0.001,8.627426082934809,,
,52500,,,,,-52.624188149493676,52193,0.001,8.921803191013295,317.35,495.3971309617162
152.18,52608,281.96267426,147,357,452,,,,,,
159.58,53849,290.96370493,147,364,456,-52.7166827896894,53495,0.001,7.902004118693077,,
162.71,54651,295.76826422,148,368,460,-52.56339480751439,54340,0.001,8.36649153346107,,
,55000,,,,,-52.58513028434153,54730,0.001,7.174063674519571,188.15,344.49062064886095
165.26,55385,299.85573911,147,375,464,-52.65573842474755,55104,0.001,8.424710192144873,,
167.81,56119,303.69122511,147,379,468,-52.667145450909935,55845,0.001,7.786711670574129,,
170.77,56884,307.90726918,148,383,472,-52.521220246622384,56581,0.001,7.521676235947727,,
,57500,,,,,-52.72971951830518,57347,0.001,7.832267809435318,157.9,316.80303252637384
173.08,57604,311.53265858,147,390,476,,,,,,
176.27,58393,316.17095255,147,394,480,-52.65089764641326,58104,0.001,7.968744611740112,,
179.5,59254,320.41669228,148,398,484,-52.77540833359465,58938,0.001,7.419796193411591,,
181.76,59985,323.89956179000006,148,403,488,-52.36535793397485,59719,0.001,8.05990498967287,,
,60000,,,,,-52.15905720846994,59886,0.001,8.735211746421403,178.5,337.33447114229205
183.72,60643,327.37269925,148,409,492,-52.60158562962013,60379,0.001,8.479412938064,,
185.85,61306,330.89064445,148,413,496,-52.58530546979206,61040,0.001,8.214168112452437,,
187.72,61972,334.09490529999994,148,416,500,-52.778017068838146,61704,0.001,6.658959472880644,,
,62500,,,,,-52.62944607618378,62368,0.001,7.246374748102048,166.75,322.9993492126465
189.54,62634,337.26952131999997,148,422,504,,,,,,
192.15,63404,341.13519547,148,427,508,-52.528436346899106,63070,0.001,7.757907231142567,,
194.54,64151,344.90843042000006,148,430,512,-53.027796766493054,63799,0.001,7.214165801472134,,
196.34,64837,347.91042360000006,149,435,516,-52.94725936498397,64580,0.001,10.042992035035164,,
,65000,,,,,-52.913613572905334,64738,0.001,8.076838410353359,245.25,403.14049980044365
199.37,65599,352.5558586899999,148,442,520,-52.65353349197743,65331,0.001,9.194746562214785,,
204.63,66285,363.59921108000003,148,446,524,-52.874885606765744,66015,0.001,6.793615193100449,,
205.41,66974,365.86890413000003,148,450,528,-52.86981012791763,66710,0.001,7.232506513595581,,
,67500,,,,,-53.02624109958081,67229,0.001,7.9131021398715875,174.8,330.28128847181796
202.85,67669,363.09576884999996,148,457,532,-52.94286288771519,67401,0.001,6.533627324326094,,
200.16,68377,359.9392892799999,148,461,536,-53.248525922948666,68092,0.001,7.614248737692833,,
198.75,69107,358.1641088499999,148,465,540,-53.116389775040126,68836,0.001,7.23994821695546,,
193.21,69732,352.20104912000005,148,469,544,-53.02545142468111,69476,0.001,7.0111466175244175,,
,70000,,,,,-53.119546145927615,69796,0.001,6.856390726346911,165.85,324.8651835411787
189.42,70398,348.4687766800001,148,475,548,-53.16703889536303,70135,0.001,7.638680397430596,,
184.99,71107,343.66169652000013,148,479,552,-53.04766530004041,70833,0.001,6.868202638352054,,
179.73,71822,338.20019633000004,148,483,556,-53.26910523308648,71543,0.001,7.2747352162996926,,
,72500,,,,,-53.20264423136808,72270,0.001,7.0077795228179625,168.15,326.8730611294508
178.88,72539,337.14242086999997,147,490,560,,,,,,
178.74,73259,337.09486581000004,148,494,564,-53.173999492938705,72981,0.001,8.124323492521768,,
178.29,73948,336.84794680000005,148,498,568,-53.32839175953585,73669,0.001,7.426523576702988,,
177.2,74604,335.82362767,148,501,572,-53.17155102985661,74350,0.001,6.856752543914609,,
172.93,74897,327.28345347000004,148,503,576,-53.143070736446894,74724,0.001,13.03817291782327,,
,75000,,,,,-53.10792118794209,74873,0.001,8.382928743362427,74.55,128.28854875862598
168.03,75196,318.2437917,148,506,580,-53.00019259066195,75021,0.001,6.055488583203909,,
166.03,75857,317.02033938,148,509,584,-53.42185269869291,75586,0.001,6.990518560776343,,
163.46,76331,312.77168564,148,512,588,-53.42358374293846,76152,0.001,7.281059760081617,,
163.81,77024,313.65476715000005,149,516,592,-53.7526351928711,76753,0.001,7.443532427849128,,
,77500,,,,,-53.322455377862006,77288,0.001,6.809684199861961,157.25,329.5414900660515
164.14,77720,314.99817677000004,148,522,596,-53.564715663089025,77446,0.001,7.828663362732416,,
164.92,78464,316.07037449,149,526,600,-53.699551010131835,78197,0.001,8.61553413080414,,
164.58,79092,316.23832529,149,530,604,-53.991085583650616,78843,0.001,8.192225631279282,,
163.49,79753,315.8321728800001,149,533,608,-53.728033016889526,79485,0.001,7.096873559769551,,
,80000,,,,,-54.00261136318775,79843,0.001,7.83743489356268,162.2,335.30022800862787
162.7,80421,315.78317792000007,148,539,612,-54.01716410649287,80166,0.001,6.372149398903441,,
162.1,81047,315.49645967,149,543,616,-53.98107290267944,80793,0.001,7.5822981958803926,,
161.24,81723,315.31436634,149,547,620,-53.859142345386545,81461,0.001,7.255887662971412,,
160.75,82360,316.30878887,149,550,624,-54.00236668586731,82104,0.001,6.15608376711607,,
,82500,,,,,-53.83210651691143,82261,0.001,7.123386033781015,164.15,351.23874912559984
160.18,82992,316.76373313000005,149,556,628,-53.912928989955354,82738,0.001,6.798447598039714,,
159.62,83631,317.36126565,149,560,632,-54.280856651595876,83371,0.001,6.5134446409684195,,
,85000,,,,,-54.626948998898875,83901,0.001,7.9621065441443,373.7,517.6845795035363
167.75,85152,325.01952915,148,574,636,-54.737319839477536,84901,0.001,6.757417266130448,,
174.95,86602,331.10003312000003,149,578,640,-54.94934604592519,85503,0.001,7.423575346161719,,
175.04,87236,331.78470576,148,586,644,-55.281314156272195,86985,0.001,7.300665609248273,,
,87500,,,,,-55.015773626474235,87292,0.001,6.213222983575636,154.0,337.867103099823
174.53,87851,332.05343597,148,591,648,-55.20838368733724,87597,0.001,7.287935547481309,,
173.66,88473,332.47802952000006,148,594,652,-55.381911507135705,88218,0.001,5.8893095490279475,,
172.86,89108,333.01224642999995,148,598,656,-55.59333472781711,88853,0.001,5.9593572221953295,,
171.65,89704,332.81544802,149,601,660,-56.0627321879069,89457,0.001,6.257882041931152,,
,90000,,,,,-56.04323363304138,89764,0.001,7.4258057996162075,157.15,353.3800387024879
170.5,90309,332.62033800000006,148,606,664,-56.158211844308035,90062,0.001,6.082181007521493,,
169.68,90916,332.87007351,149,609,668,-56.4332177734375,90659,0.001,6.3048037472150185,,
169.17,91521,333.47434505999996,149,612,672,-56.223572045984405,91274,0.001,6.653284111766951,,
172.18,92115,341.5268227600001,149,615,676,-56.48851172129313,91869,0.001,7.071196368644977,,
,92500,,,,,-56.512373977237274,92308,0.001,6.472076344323325,146.8,327.4107571542263
175.08,92704,349.23851967,149,620,680,-56.18618654224971,92455,0.001,8.775447814642977,,
174.57,93314,348.98428308999996,149,624,684,-56.87218454149034,93055,0.001,6.66791032922679,,
176.19,93950,353.71680578,149,627,688,-57.313760662078856,93691,0.001,6.984411356612022,,
175.6,94584,353.6419571,149,630,692,-57.24847103070609,94325,0.001,7.3068693643845855,,
,95000,,,,,-57.63620791435242,94804,0.001,8.445771014690399,156.8,343.64562329649925
175.02,95222,353.51456143000013,149,636,696,-57.61664141884333,94962,0.001,7.095954742612718,,
174.16,95880,353.72116219,149,640,700,-57.7636519908905,95614,0.001,7.163487049018812,,
174.43,96535,355.6104403100001,149,644,704,-57.997979819056496,96270,0.001,6.677016659938928,,
174.42,97195,357.05241417,150,647,708,-58.15258416675386,96935,0.001,7.58152032324246,,
,97500,,,,,-58.29511195053289,97259,0.001,7.707703881468509,163.9,377.08417084515094
174.26,97847,358.37618598000006,149,654,712,-58.26114875887647,97585,0.001,6.8759665577499955,,
174.51,98498,360.08767467999996,149,657,716,-57.97667452184165,98236,0.001,8.137857781677711,,
174.14,99137,361.08030957000005,149,661,720,-58.2213677406311,98876,0.001,6.8969635408629415,,
174.24,99784,361.63286582000006,150,664,724,-58.76181318701767,99520,0.001,7.844256117576506,,
,100000,,,,,-59.03386832446587,99848,0.001,7.322908451220741,158.95,349.9008124887943
174.37,100429,362.6473689,149,670,728,-58.7854100227356,100166,0.001,7.409664482440588,,
174.38,101069,363.6431938,149,674,732,-58.91706433708285,100811,0.001,7.827312856544683,,
165.85,101737,357.84582279999995,150,677,736,-59.13751983642578,101470,0.001,8.00172797983343,,
157.92,102394,353.40109094,150,680,740,-58.835598415798614,102127,0.001,8.23179930704503,,
,102500,,,,,-59.325444493974956,102295,0.001,8.250395343417214,165.05,386.89387449622154
158.09,103045,354.84991189,149,687,744,-59.22029762268066,102787,0.001,7.447864072024823,,
158.28,103679,355.63781746,150,690,748,-59.4891660666164,103421,0.001,7.1350473412927595,,
158.54,104327,356.13660978,150,693,752,-59.37642283611987,104067,0.001,7.753328087800991,,
158.58,104966,356.0964321599999,150,696,756,-59.31658578220802,104707,0.001,7.964254740649049,,
,105000,,,,,-59.47456464767456,104867,0.001,6.999011519551277,157.95,347.5296726882458
159.0,105604,356.7162474699999,150,702,760,-59.52210183143616,105344,0.001,7.64579387280926,,
159.39,106248,357.56098346,150,705,764,-59.474095693448696,105991,0.001,7.977085769176483,,
159.88,106904,358.5148935599999,150,709,768,-59.4084387523372,106641,0.001,6.725435841374281,,
159.06,107427,355.52944584000005,150,712,772,-59.96254442558914,107210,0.001,6.927947382457921,,
,107500,,,,,-59.693719766907776,107328,0.001,7.370644201666622,129.0,248.17031551003456
158.64,107979,353.9531949099999,150,716,776,-59.405064719063894,107712,0.001,9.60344546508789,,
159.62,108666,356.45470628000004,150,720,780,-60.13611288631664,108388,0.001,8.799848484569752,,
160.29,109343,358.19139161,150,724,784,-60.16355634022908,109072,0.001,8.279868408858057,,
,110000,,,,,-60.132889632340316,109736,0.001,9.370344674194252,177.4,402.81194799244406
160.63,110013,358.98175796000004,150,730,788,,,,,,
161.12,110696,360.38031078999995,150,734,792,-60.03966938764199,110428,0.001,8.589404300711621,,
161.53,111375,360.7752235800001,150,737,796,-60.35340816218679,111115,0.001,7.064237023272166,,
161.35,112015,360.4945410300001,151,741,800,-60.21757954726984,111755,0.001,7.667982585591041,,
,112500,,,,,-60.111144969337865,112387,0.001,7.347543242710088,46.15,65.97872218191624
159.97,112532,356.16187034,150,745,804,,,,,,
160.17,113212,355.2739523,151,748,808,-60.05784041623035,112935,0.001,7.213693868614243,,
160.17,113864,354.91947391,151,752,812,-60.758804631787676,113596,0.001,8.452598106094271,,
159.96,114494,354.837987,151,755,816,-60.26950183546687,114262,0.001,8.594333283872489,,
,115000,,,,,-60.45065475091702,114817,0.001,10.213205368053622,163.5,366.5357341974974
159.41,115078,352.58430732999994,151,761,820,,,,,,
159.76,115760,353.13171158999995,151,765,824,-60.41505715016569,115498,0.001,8.48278382673102,,
159.84,116413,353.66691088,151,768,828,-60.47669001323421,116148,0.001,8.07189019033514,,
159.9,117059,353.48116669,151,772,832,-60.50282908708621,116803,0.001,7.17996246386797,,
,117500,,,,,-60.660622644424436,117284,0.001,7.08220729438014,161.85,362.87014528810977
159.8,117717,353.20594946,151,777,836,-60.44187154887635,117446,0.001,7.55184398315571,,
159.63,118357,352.0836570899999,151,781,840,-60.74870154562961,118107,0.001,7.598020337940602,,
160.43,119088,353.50865380999994,151,785,844,-61.058125340661334,118819,0.001,8.111136032666774,,
161.06,119785,355.4949944999999,151,788,848,-60.43891588846842,119517,0.001,7.705338528875768,,
,120000,,,,,-61.17704599553888,119862,0.001,8.687255214561116,135.65,261.63022602796553
161.05,120432,355.21005667,151,794,852,-61.16738408048388,120140,0.001,7.529719041594377,,
162.27,121193,358.23643888,151,798,856,-61.47818851470947,120908,0.001,7.610576365006532,,
163.6,121964,362.01387357,152,802,860,-61.21890936506556,121663,0.001,8.360981024326161,,
,122500,,,,,-61.511434450254335,122243,0.001,8.275691966541478,198.85,465.5547956198454
164.88,122736,365.65147959999996,151,809,864,-61.69609310150147,122442,0.001,8.631379583972183,,
166.06,123510,368.9767717,151,813,868,-61.59308892029982,123226,0.001,9.714247076983613,,
168.72,124299,376.02014950999995,151,818,872,-62.08063386411083,123996,0.001,7.779843067511534,,
,125000,,,,,-61.91060860643109,124828,0.001,8.286910116381762,204.1,484.78837006390097
171.53,125132,383.6658932100001,151,825,876,,,,,,
172.64,125930,385.00920396999993,151,830,880,-61.84653575603779,125696,0.001,8.267929945236597,,
174.12,126755,389.2405925799999,151,834,884,-62.88308702073655,126461,0.001,8.148332421555113,,
174.76,127489,390.98944206999994,151,838,888,-62.87411197662354,127197,0.001,8.288953392505645,,
,127500,,,,,-63.03523474624477,127390,0.001,7.077154783387258,194.8,466.53240826427935
175.61,128257,394.46972911999995,151,845,892,-63.30216359077616,127968,0.001,9.797776830957291,,
176.2,128995,397.60324805000005,151,849,896,-63.57611375444391,128713,0.001,8.173959685437506,,
177.02,129717,401.29155317000004,151,853,900,-63.62668141451749,129434,0.001,8.670239237376622,,
,130000,,,,,-63.37634333064047,129797,0.001,8.292867274257723,184.0,444.1626492351294
179.26,130458,408.6077023000001,151,860,904,-64.0082601054331,130160,0.001,7.508764027209764,,
180.21,131233,412.8508702000001,151,864,908,-63.92371066586002,130919,0.001,8.925468743173152,,
181.11,131975,416.11367258000007,151,868,912,-64.50650600857205,131683,0.001,7.5915719632944345,,
,132500,,,,,-64.6263556877772,132258,0.001,8.181471118128112,191.2,461.26504260003566
182.64,132758,420.17278447000007,151,875,916,-64.92019420423006,132448,0.001,9.191000999902425,,
184.29,133507,425.7056698099999,151,879,920,-64.99504101530034,133224,0.001,7.829845358716681,,
184.78,134238,428.39199539000003,151,884,924,-65.08485009935167,133952,0.001,7.414625631438361,,
185.38,134951,430.45044995000006,152,887,928,-65.80947013334794,134671,0.001,7.861010573127053,,
,135000,,,,,-65.94944662576194,134852,0.001,7.005775028829417,192.3,440.95764500498774
186.51,135710,433.6097136200001,151,894,932,-65.5471980932987,135435,0.001,8.885910789171854,,
187.88,136505,437.2142007699999,151,899,936,-65.97960436344147,136224,0.001,8.036324081321558,,
189.59,137316,442.17221466,151,903,940,-66.18258848644439,137012,0.001,9.563715498788016,,
,137500,,,,,-66.99034668417538,137217,0.001,8.814431825498255,187.05,459.7505275309086
190.26,138114,445.16989560999997,151,910,944,-66.40590941790238,137806,0.001,8.848384324515738,,
191.84,138969,447.26086865,151,915,948,-66.67298189798991,138672,0.001,8.216257567687702,,
192.77,139709,450.47205342,152,918,952,-67.36161157708419,139391,0.001,8.105678568388287,,
,140000,,,,,-67.5978958932977,139801,0.001,8.64449425642403,171.55,403.7809998124838
192.51,140444,450.190887,151,925,956,-67.37310402279809,140204,0.001,8.30297465551467,,
192.15,141179,449.47425077,151,929,960,-67.32481496710527,140881,0.001,9.563141940769396,,
192.85,142021,451.15109181,151,934,964,-68.00560853191625,141725,0.001,8.872532418955153,,
,142500,,,,,-67.91019602105169,142312,0.001,9.569460294034222,213.65,514.5449206441641
193.27,142837,452.53200918000005,151,942,968,-68.00299316982053,142525,0.001,9.096103604410736,,
193.71,143670,454.57739567,151,946,972,-68.49631667364211,143357,0.001,9.510700211070834,,
193.55,144487,454.90671412999995,151,951,976,-68.47177360171364,144189,0.001,11.465797605968657,,
,145000,,,,,-68.05710433156867,144766,0.001,9.42426212502535,208.5,491.3579176902771
193.42,145272,456.70176231000005,151,958,980,-68.57251403355363,144968,0.001,9.475067602525844,,
193.43,146098,456.57031175,151,963,984,-68.45414273879108,145798,0.001,9.65031951081519,,
193.72,146861,456.85231015000005,151,967,988,-68.59446321050805,146557,0.001,9.200903432915009,,
