time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/learning_rate,eval/mean_reward,eval/mean_ep_length,train/actor_loss,train/n_updates,train/critic_loss
1356,989.01,11956,1324443,604.5718042799999,110,0.001,,,-65.54976788330079,1323395,0.996449960693717
,,,1325000,,,0.001,850.94693146348,1000.0,-65.5581120147705,1324395,1.108466277435422
1360,996.0,12004,1328443,607.59614835,110,0.001,,,-65.48072843170166,1327395,1.1168371367454528
,,,1330000,,,0.001,827.64231402874,1000.0,-65.35392869567872,1329395,1.1866040915623308
1364,996.0,12052,1332443,607.3116371599999,110,0.001,,,-65.18956174468994,1331395,1.1309420349374413
,,,1335000,,,0.001,898.1497997045517,1000.0,-65.30515104675293,1334395,0.9967188625037671
1368,996.0,12100,1336443,606.59826367,110,0.001,,,-65.3625043258667,1335395,0.9076649730801583
,,,1340000,,,0.001,762.7098274201155,1000.0,-65.22664798736572,1339395,1.1526693031936883
1372,996.0,12147,1340443,605.10001452,110,,,,,,
1376,996.0,12178,1344443,603.57764012,110,0.001,,,-65.26085903167724,1343395,1.1229725096970797
,,,1345000,,,0.001,577.3651880383492,1000.0,-65.3102663345337,1344395,1.2274134969636799
1380,998.9,12224,1348443,604.84603499,110,0.001,,,-65.29162670135499,1347395,1.3933000744879245
,,,1350000,,,0.001,844.9844408512115,1000.0,-65.27330612945556,1349395,1.1353196672797203
1384,998.9,12269,1352443,604.85499749,110,0.001,,,-65.26120790863037,1351395,1.1063776711076498
,,,1355000,,,0.001,823.8109607756138,1000.0,-65.17079512023926,1354395,0.950806939907372
1388,998.9,12315,1356443,603.69211915,110,0.001,,,-65.18224452209472,1355395,0.860710079908371
,,,1360000,,,0.001,820.7224659800529,1000.0,-65.08647043609619,1359395,0.8791979154646397
1392,998.9,12359,1360443,602.28787232,110,,,,,,
1396,998.9,12389,1364443,602.2147664299999,110,0.001,,,-64.9100778427124,1363395,0.9218670427501202
,,,1365000,,,0.001,848.179844135046,1000.0,-64.99536463165283,1364395,0.991417336948216
1400,998.9,12434,1368443,603.4849588699999,110,0.001,,,-65.01495770263672,1367395,0.9782053702995182
,,,1370000,,,0.001,664.4412337601185,1000.0,-64.77305780029297,1369395,1.198229997202754
1404,998.9,12479,1372443,600.20133218,109,0.001,,,-64.66488649749756,1371395,1.0675994936674833
,,,1375000,,,0.001,786.4472003430128,1000.0,-64.84106812286377,1374395,1.138107075855136
1408,998.9,12526,1376443,599.8428815000001,109,0.001,,,-64.81406723022461,1375395,1.1182493126168846
,,,1380000,,,0.001,864.4903533399105,1000.0,-65.00607776641846,1379395,1.1060841870829463
1412,1000.0,12572,1380443,600.89216197,109,,,,,,
1416,1000.0,12604,1384443,602.23472601,109,0.001,,,-65.08685493469238,1383395,0.9513786152154208
,,,1385000,,,0.001,899.9496326982975,1000.0,-65.09945853424072,1384395,0.9605974379256368
1420,1000.0,12653,1388443,595.41822925,109,0.001,,,-65.20334789276123,1387395,1.049835937589407
,,,1390000,,,0.001,660.7038708060979,1000.0,-65.29366708374023,1389395,1.0865555333197117
1424,1000.0,12701,1392443,592.31486848,109,0.001,,,-65.33028227996826,1391395,1.2045860709547997
,,,1395000,,,0.001,864.8405757904053,1000.0,-65.1857656173706,1394395,1.2235044304803013
1428,1000.0,12747,1396443,593.6767923799999,109,0.001,,,-65.17219554901124,1395395,1.0148197857886552
,,,1400000,,,0.001,886.9839934587478,1000.0,-65.27657669830322,1399395,1.0135592444241046
1432,1000.0,12792,1400443,595.23890125,109,,,,,,
1436,1000.0,12822,1404443,595.60871451,109,0.001,,,-65.09807103729248,1403395,1.292269587472081
,,,1405000,,,0.001,869.8437952578067,1000.0,-65.1443989944458,1404395,1.1353824156969785
1440,998.45,12868,1408288,595.3402317700001,109,0.001,,,-65.02411621856689,1407395,1.0667317836582662
,,,1410000,,,0.001,855.1225829124451,1000.0,-64.99558457946777,1409240,1.0490233062505723
1444,998.45,12914,1412288,596.6404940599999,109,0.001,,,-65.10531203460694,1411240,1.2522313380241394
,,,1415000,,,0.001,854.7117325156927,1000.0,-65.31599487304688,1414240,1.0319360482990743
1448,998.45,12960,1416288,598.7883548499999,109,0.001,,,-65.1896987915039,1415240,1.0160149757266044
,,,1420000,,,0.001,866.5274994134903,1000.0,-65.13744661712647,1419240,1.100304398700595
1452,998.45,13007,1420288,599.1068239,109,,,,,,
1456,998.45,13037,1424288,598.3920029699999,109,0.001,,,-65.0866416015625,1423240,1.126002128958702
,,,1425000,,,0.001,871.7048477590084,1000.0,-65.18620001983642,1424240,1.0916782219856977
1460,998.45,13082,1428288,599.61698208,109,0.001,,,-65.06699912261963,1427240,1.0980644145235419
,,,1430000,,,0.001,879.8381115913392,1000.0,-64.9111990890503,1429240,1.0630854915529488
1464,998.45,13127,1432288,599.68208191,109,0.001,,,-64.9200281906128,1431240,0.9926193092465401
,,,1435000,,,0.001,873.3619453668595,1000.0,-65.00257466888428,1434240,0.9722827024012805
1468,998.45,13174,1436288,599.66308653,109,0.001,,,-65.10134517669678,1435240,1.0014344996660949
,,,1440000,,,0.001,855.5533134162426,1000.0,-64.99347174835205,1439240,1.0696020835340023
1472,998.45,13217,1440288,599.33368861,108,,,,,,
1476,998.45,13246,1444288,598.3539246,109,0.001,,,-65.00576353454589,1443240,0.9488396346494555
,,,1445000,,,0.001,885.2841721095144,1000.0,-65.20622403717041,1444240,1.0618747686743737
1480,998.45,13290,1448288,598.56997868,108,0.001,,,-65.26856270599366,1447240,0.9434096530228854
,,,1450000,,,0.001,816.2206254541874,1000.0,-65.24119176483154,1449240,0.9750827995687723
1484,998.45,13334,1452288,598.42769831,108,0.001,,,-65.38763770294189,1451240,0.9403975951895118
,,,1455000,,,0.001,848.8964180767537,1000.0,-65.43274977874756,1454240,0.9238975584656001
1488,998.45,13381,1456288,599.6388301499999,108,0.001,,,-65.53775653839111,1455240,0.8634843080192804
,,,1460000,,,0.001,815.7087922811509,1000.0,-65.78840695190429,1459240,0.9715999571532011
1492,998.45,13427,1460288,601.2801953000001,108,,,,,,
1496,998.45,13456,1464288,599.8200693599999,108,0.001,,,-65.93996380615235,1463240,0.9333705376014113
,,,1465000,,,0.001,837.1085843026638,1000.0,-65.92290462493897,1464240,0.8679648518189788
1500,998.45,13502,1468288,601.13853105,108,0.001,,,-66.13002317810059,1467240,0.8163693736046552
,,,1470000,,,0.001,824.0659811377525,1000.0,-66.05407768249512,1469240,0.9853867964595556
1504,998.45,13546,1472288,604.05515109,108,0.001,,,-65.92286693572999,1471240,0.8785009665489196
,,,1475000,,,0.001,858.6288224101066,1000.0,-65.93432875061035,1474240,0.8643792160749435
1508,998.45,13593,1476288,604.33000705,108,0.001,,,-66.00672478485107,1475240,0.7749782489985227
,,,1480000,,,0.001,870.5829891085625,1000.0,-66.00479104614257,1479240,0.7672243830934167
1512,998.45,13641,1480288,604.51290639,108,,,,,,
1516,998.45,13670,1484288,603.86190118,108,0.001,,,-65.94248960876465,1483240,0.7026890062019229
,,,1485000,,,0.001,860.9495419204235,1000.0,-66.09554038238525,1484240,0.6312587925940752
1520,998.45,13716,1488288,610.84307381,108,0.001,,,-66.00616367340088,1487240,0.6813510702103376
,,,1490000,,,0.001,836.0344535708427,1000.0,-66.13815114593505,1489240,0.6101630782335996
1524,998.45,13762,1492288,612.78172269,108,0.001,,,-66.17090721893311,1491240,0.603241014264524
,,,1495000,,,0.001,863.5826080083847,1000.0,-66.26584303283691,1494240,0.6710196322649717
1528,998.45,13808,1496288,613.5380004399999,108,0.001,,,-66.35398859405518,1495240,0.7598122080639005
,,,1500000,,,0.001,856.916185939312,1000.0,-66.27613968658447,1499240,0.6434052012786269
1532,998.45,13855,1500288,612.0969406900001,108,,,,,,
1536,998.45,13885,1504288,613.0041027899999,108,0.001,,,-66.26077388763427,1503240,0.6460582411065697
,,,1505000,,,0.001,814.0445642769337,1000.0,-66.34193975830078,1504240,0.7460951961874962
1540,1000.0,13932,1508288,613.47345345,108,0.001,,,-66.19277262878418,1507240,0.7134619370698929
,,,1510000,,,0.001,724.4416234433651,1000.0,-66.14958985900878,1509240,0.5514395538121462
1544,1000.0,13977,1512288,612.41045416,108,0.001,,,-66.10353863525391,1511240,0.6761279514729976
,,,1515000,,,0.001,883.1135166168212,1000.0,-66.11416459655761,1514240,0.7732329231053591
1548,1000.0,14021,1516288,612.05065105,108,0.001,,,-66.0962977142334,1515240,0.7035054277703165
,,,1520000,,,0.001,857.4639728724957,1000.0,-66.06659642028809,1519240,0.7119013391509652
1552,1000.0,14064,1520288,612.0047167600001,108,,,,,,
1556,995.31,14090,1523819,608.41164521,108,0.001,,,-65.9544073791504,1522771,0.7216319193392992
,,,1525000,,,0.001,475.2656382381916,1000.0,-65.79963356018067,1524771,0.6940496757179498
1560,995.31,14134,1527819,605.62244576,108,0.001,,,-65.57122969055176,1526771,0.5915558155626058
,,,1530000,,,0.001,803.164629393816,1000.0,-65.32302781677247,1529771,0.5635992910042406
1564,995.31,14179,1531819,605.32505339,108,0.001,,,-65.29220941162109,1530771,0.5603678711429239
,,,1535000,,,0.001,876.7409132063389,1000.0,-65.20571450805664,1534771,0.6866500141099096
1568,995.31,14226,1535819,604.1010956,107,,,,,,
1572,995.31,14256,1539819,603.27999051,108,0.001,,,-65.20045638275147,1538771,0.5416375883370638
,,,1540000,,,0.001,863.6609295390547,1000.0,-65.22263189697266,1539771,0.5851679524257779
1576,995.31,14302,1543819,603.03546289,107,0.001,,,-65.22449243164063,1542771,0.7618849782943725
,,,1545000,,,0.001,844.8187815189361,1000.0,-65.23065112304687,1544771,0.597987387381494
1580,995.31,14349,1547819,601.98793428,107,0.001,,,-65.10942109680175,1546771,0.6302832867279649
,,,1550000,,,0.001,818.4867098808288,1000.0,-65.09224502563477,1549771,0.5996257711052895
1584,995.31,14395,1551819,600.24048499,107,0.001,,,-65.06276164245605,1550771,0.62144204492867
,,,1555000,,,0.001,837.8621823966503,1000.0,-65.15945639801025,1554771,0.4964407736361027
1588,995.31,14440,1555819,598.6841338000002,107,,,,,,
1592,995.31,14471,1559819,596.7804260300001,107,0.001,,,-64.98564580535889,1558771,0.5328239041268825
,,,1560000,,,0.001,849.0655228197575,1000.0,-64.97052373504638,1559771,0.559891864232719
1596,993.12,14518,1563600,596.95404392,107,0.001,,,-65.14806171417236,1562771,0.5987544909566641
,,,1565000,,,0.001,829.5864967465401,1000.0,-65.20809113311768,1564552,0.584081660054624
1600,993.12,14564,1567600,595.64914526,107,0.001,,,-65.22053205108642,1566552,0.4598836698308587
,,,1570000,,,0.001,853.8756291091443,1000.0,-65.35709420013428,1569552,0.547022999793291
1604,993.12,14611,1571600,596.53866592,107,0.001,,,-65.36518570709228,1570552,0.55965371966362
,,,1575000,,,0.001,885.8449893176555,1000.0,-65.4122213973999,1574552,0.46825532519817353
1608,993.12,14658,1575600,596.9938336700001,107,,,,,,
1612,993.12,14688,1579600,596.0167373199998,107,0.001,,,-65.59757587432861,1578552,0.5081392786353827
,,,1580000,,,0.001,849.7903313696385,1000.0,-65.55224699401856,1579552,0.5051700393483043
1616,993.12,14733,1583600,595.4379498499999,107,0.001,,,-65.6873871536255,1582552,0.5297324731647969
,,,1585000,,,0.001,871.2308344125747,1000.0,-65.85201482391358,1584552,0.4768623540699482
1620,985.21,14772,1586809,589.91113697,107,0.001,,,-65.9151834341196,1585761,0.3768329503433556
,,,1590000,,,0.001,909.9591224253178,1000.0,-66.20802811431885,1589761,0.47456175051629546
1624,985.21,14819,1590809,590.76064876,107,,,,,,
1628,985.21,14850,1594809,590.61239824,107,0.001,,,-66.27123333740235,1593761,0.4894659042879939
,,,1595000,,,0.001,853.7313963234425,1000.0,-66.25939375305175,1594761,0.4697664665281773
1632,985.21,14895,1598809,591.0862737699999,107,0.001,,,-66.35864846801758,1597761,0.4878672789335251
,,,1600000,,,0.001,849.1768926501275,1000.0,-66.35378149414062,1599761,0.4582114655151963
1636,985.21,14941,1602809,590.1556884999999,107,0.001,,,-66.34228308105469,1601761,0.5668168412521482
,,,1605000,,,0.001,859.7581047773361,1000.0,-66.53594900512695,1604761,0.5014202441498637
1640,985.21,14988,1606809,591.0252933500001,107,0.001,,,-66.48550219726563,1605761,0.47921008978039026
,,,1610000,,,0.001,874.5722313880921,1000.0,-66.66860778045654,1609761,0.46914453314989807
1644,985.21,15034,1610809,591.52194738,107,,,,,,
1648,985.21,15064,1614809,591.1542372400002,107,0.001,,,-66.72087927246093,1613761,0.4428357019647956
,,,1615000,,,0.001,885.3504949510098,1000.0,-66.81711703491212,1614761,0.4476387268304825
1652,985.21,15112,1618809,591.8645567,107,0.001,,,-66.90312538146972,1617761,0.48097010421007874
,,,1620000,,,0.001,860.9187909603119,1000.0,-66.9198671875,1619761,0.4617276354506612
1656,989.9,15159,1622809,594.43296934,107,0.001,,,-66.93780374145508,1621761,0.5416910993084312
,,,1625000,,,0.001,861.6880082726478,1000.0,-67.00711410522462,1624761,0.44942178478091954
1660,982.11,15201,1626030,591.8049300499999,106,0.001,,,-67.00179242658186,1624982,0.5375537403029015
1664,972.47,15224,1629066,583.54151741,107,0.001,,,-67.01699984741211,1628018,0.4838319808617234
,,,1630000,,,0.001,870.0247489988803,1000.0,-67.06700149536132,1629018,0.4883444105312228
1668,972.47,15272,1633066,584.0228425500001,106,0.001,,,-67.22228216552735,1632018,0.4467193099409342
,,,1635000,,,0.001,875.3869445741177,1000.0,-67.38183583068847,1634018,0.42476044967025517
1672,972.47,15312,1637066,584.97828226,106,0.001,,,-67.39785299682617,1636018,0.5151579256951809
,,,1640000,,,0.001,874.9130336105824,1000.0,-67.32063394165039,1639018,0.5383971659094096
1676,972.47,15347,1641066,585.6703681,106,0.001,,,-67.3407028503418,1640018,0.5947410231158138
,,,1645000,,,0.001,830.3469615161418,1000.0,-67.3941057434082,1644018,0.4776899073123932
1680,972.47,15380,1645066,585.74656203,106,,,,,,
1684,972.47,15404,1649066,586.6990449100001,107,0.001,,,-67.32196537780762,1648018,0.430145486600697
,,,1650000,,,0.001,831.2932839810849,1000.0,-67.36527314758301,1649018,0.3805107506737113
1688,972.47,15440,1653066,587.11282794,107,0.001,,,-67.22059910583496,1652018,0.4107205673754215
,,,1655000,,,0.001,855.231433236599,1000.0,-67.27105268859863,1654018,0.4092855153679848
1692,972.47,15477,1657066,588.0971704899999,107,0.001,,,-67.22920326232911,1656018,0.453000077649951
,,,1660000,,,0.001,811.3481138169766,1000.0,-67.21133762957102,1659350,0.375867161854922
1696,967.98,15509,1660398,584.662298,107,,,,,,
1700,967.98,15533,1664398,585.18409665,107,0.001,,,-67.14471234130859,1663350,0.4055493550673127
,,,1665000,,,0.001,844.4513839602471,1000.0,-67.15338803100586,1664350,0.44368611765652893
1704,967.98,15570,1668398,585.79088789,107,0.001,,,-67.19184140014649,1667350,0.4709721161201596
,,,1670000,,,0.001,849.1226671159268,1000.0,-67.29605386352539,1669350,0.4830991436094046
1708,967.98,15604,1672398,587.0587645899999,107,0.001,,,-67.38301289367676,1671350,0.48684650763124226
,,,1675000,,,0.001,881.6389176487922,1000.0,-67.46649731445312,1674350,0.3813716318234801
1712,967.98,15640,1676398,588.2258381199999,107,0.001,,,-67.48756883239746,1675350,0.4185261543095112
,,,1680000,,,0.001,882.1721799731255,1000.0,-67.66082035827637,1679350,0.4083496407568455
1716,967.98,15676,1680398,589.26852986,107,,,,,,
1720,968.52,15695,1683661,585.48008344,107,0.001,,,-67.69746596940601,1682613,0.4711332940726679
,,,1685000,,,0.001,871.3103687286377,1000.0,-67.70932563781739,1684613,0.35458089311420915
1724,968.52,15732,1687661,585.08535779,107,0.001,,,-67.66096704101562,1686613,0.4061353363916278
,,,1690000,,,0.001,856.6071094810962,1000.0,-67.63483430480957,1689613,0.37630229800194503
1728,968.52,15769,1691661,584.51692919,107,0.001,,,-67.62591070556641,1690613,0.4904111959412694
,,,1695000,,,0.001,874.4201230168343,1000.0,-67.63683201599122,1694613,0.4805683899745345
1732,968.52,15806,1695661,584.80754721,107,,,,,,
1736,968.52,15830,1699661,586.2763159900001,107,0.001,,,-67.71154089355468,1698613,0.4053256706371903
,,,1700000,,,0.001,876.1911746323109,1000.0,-67.78423428344726,1699613,0.3596256758347154
1740,968.52,15867,1703661,586.7922955399999,107,0.001,,,-67.90118176269532,1702613,0.410071334682405
,,,1705000,,,0.001,865.8391522884369,1000.0,-67.93682873535157,1704613,0.4114485409632325
1744,968.52,15904,1707661,586.86583614,107,0.001,,,-67.95834585571289,1706613,0.44870981799811127
,,,1710000,,,0.001,916.9210257828236,1000.0,-68.08651559448242,1709613,0.4808512797579169
1748,968.52,15940,1711661,587.6777250800001,107,0.001,,,-68.15629797363282,1710613,0.33686599201709033
,,,1715000,,,0.001,885.5352464020252,1000.0,-68.2510955657959,1714613,0.45293120769411327
1752,968.52,15977,1715661,587.79899507,107,,,,,,
1756,968.52,16002,1719661,589.5047867200001,107,0.001,,,-68.30433277893066,1718613,0.46898838933557274
,,,1720000,,,0.001,869.8277054667473,1000.0,-68.29051434326172,1719613,0.46707966646552085
1760,972.22,16036,1723252,593.50894383,107,0.001,,,-68.39054930114746,1722204,0.4119080550223589
,,,1725000,,,0.001,885.9190288424492,1000.0,-68.48708793640137,1724204,0.5368072214499116
1764,978.08,16070,1726874,599.5710652000001,107,0.001,,,-68.46828964300323,1726117,0.5575238290892635
,,,1730000,,,0.001,857.5723250329495,1000.0,-68.38591244506836,1729826,0.4995660527944565
1768,978.08,16105,1730874,600.28908378,107,,,,,,
1772,978.08,16129,1734874,600.28656966,107,0.001,,,-68.37348384094238,1733826,0.43513871313631536
,,,1735000,,,0.001,875.7358987033367,1000.0,-68.37870208740235,1734826,0.44759078351408244
1776,978.08,16164,1738874,601.49635199,107,0.001,,,-68.44596894836425,1737826,0.5042020823583007
,,,1740000,,,0.001,856.3135326504707,1000.0,-68.4912276763916,1739826,0.5060738263949752
1780,978.08,16200,1742874,602.03342529,107,0.001,,,-68.38818727111817,1741826,0.5081238712668419
,,,1745000,,,0.001,832.0232740342617,1000.0,-68.30282730102539,1744856,0.5228173769414425
1784,968.38,16230,1745904,596.2980464499999,107,,,,,,
1788,968.38,16255,1749904,595.6871214099999,107,0.001,,,-68.11190344238281,1748856,0.44823950634896753
,,,1750000,,,0.001,891.3036981225014,1000.0,-68.0765288696289,1749856,0.4967526537105441
1792,968.38,16294,1753904,596.83042793,107,0.001,,,-68.05434912109375,1752856,0.5010036132931709
,,,1755000,,,0.001,853.875439453125,1000.0,-67.97112634277343,1754856,0.6978753197714687
1796,975.06,16329,1757904,601.38270174,107,0.001,,,-67.93700204467774,1756856,0.505277639746666
,,,1760000,,,0.001,833.4261407911778,1000.0,-67.73047451782226,1759856,0.5335047766938805
1800,975.06,16378,1761904,599.07239456,107,0.001,,,-67.71039178466796,1760856,0.41494772704690697
,,,1765000,,,0.001,865.1560325145722,1000.0,-67.48346502685547,1764856,0.40931384658813474
1804,975.06,16420,1765904,596.86324943,107,,,,,,
1808,975.06,16446,1769904,595.07117206,107,0.001,,,-67.33835841369628,1768856,0.46027793976664544
,,,1770000,,,0.001,874.0856378376484,1000.0,-67.37978520202637,1769856,0.44369542939960954
1812,975.06,16482,1773904,593.16231643,107,0.001,,,-67.22339245605468,1772856,0.4295110405161977
,,,1775000,,,0.001,853.0453893780708,1000.0,-67.1791646270752,1774856,0.5128205583915114
1816,975.06,16516,1777904,591.5735317300001,107,0.001,,,-67.08643977355958,1776856,0.47520150800794364
,,,1780000,,,0.001,828.500410592556,1000.0,-67.04146006774903,1779856,0.5424972717389465
1820,982.43,16552,1781904,599.59135803,107,0.001,,,-66.95217239379883,1780856,0.5353433557748795
,,,1785000,,,0.001,843.6418011546135,1000.0,-66.90816792297363,1784856,0.49623361124098303
1824,982.43,16587,1785904,599.11407696,107,,,,,,
1828,982.43,16610,1789904,599.30603352,107,0.001,,,-66.93817143249511,1788856,0.6627364753037691
,,,1790000,,,0.001,900.4934397101403,1000.0,-66.95890620422364,1789856,0.5970233470499515
1832,982.43,16646,1793904,599.0495533499999,107,0.001,,,-66.8959069366455,1792856,0.5140657492503524
,,,1795000,,,0.001,860.7456810593605,1000.0,-66.95617039489746,1794856,0.5918875297904015
1836,982.43,16682,1797904,598.34465509,107,0.001,,,-66.98288893127442,1796856,0.5519950982704759
,,,1800000,,,0.001,868.8456963300705,1000.0,-67.06297053527832,1799856,0.5212228526175022
1840,982.43,16719,1801904,598.1710965899999,107,0.001,,,-67.08792330932617,1800856,0.4750364997982979
,,,1805000,,,0.001,885.547974562645,1000.0,-67.25485293579102,1804856,0.6315371897816658
1844,982.43,16754,1805904,598.7295501299999,107,,,,,,
1848,982.43,16778,1809904,598.1797929300001,107,0.001,,,-67.18132389831543,1808856,0.5333075909540057
,,,1810000,,,0.001,873.1570827543735,1000.0,-67.2312967376709,1809856,0.5093560516759753
1852,982.43,16815,1813904,597.0244438,107,0.001,,,-67.27954206848145,1812856,0.4352609000504017
,,,1815000,,,0.001,853.9074128985405,1000.0,-67.26188032531738,1814856,0.4488766768351197
1856,982.43,16852,1817904,596.88736267,107,0.001,,,-67.31072758483887,1816856,0.4961264550834894
,,,1820000,,,0.001,883.7426032185555,1000.0,-67.24813972473144,1819826,0.5734818371087312
1860,986.22,16889,1821874,598.29245151,107,0.001,,,-67.19645521545411,1820826,0.5443705876246094
,,,1825000,,,0.001,872.4399160087108,1000.0,-67.23061824035645,1824826,0.44452336537837983
1864,990.0,16926,1825874,601.54546528,107,,,,,,
1868,990.0,16950,1829874,600.9019695200001,107,0.001,,,-67.18150849914551,1828826,0.563627487078309
,,,1830000,,,0.001,856.1545676767826,1000.0,-67.2374584350586,1829826,0.4561884009987116
1872,990.0,16986,1833874,600.4717149100001,107,0.001,,,-67.15751872253418,1832826,0.561242832288146
,,,1835000,,,0.001,885.0023369133472,1000.0,-67.18790608215332,1834826,0.4458115938529372
1876,990.0,17022,1837874,599.2993579900001,107,0.001,,,-67.15418072509766,1836826,0.4304386243745685
,,,1840000,,,0.001,841.7957721471787,1000.0,-67.18899229431152,1839826,0.40241236808896064
1880,990.0,17058,1841874,598.6441060200001,107,0.001,,,-67.08634437561035,1840826,0.4609864159449935
,,,1845000,,,0.001,854.2056647837162,1000.0,-67.16223602294922,1844826,0.43094105953723194
1884,999.7,17094,1845874,604.6261778,107,,,,,,
1888,999.7,17119,1849874,605.51045163,108,0.001,,,-67.23090444946288,1848826,0.48351367297023534
,,,1850000,,,0.001,862.8906455338001,1000.0,-67.15424620056152,1849826,0.4650967741683126
1892,999.7,17155,1853874,603.82189738,108,0.001,,,-67.07779182434082,1852826,0.4042768461704254
,,,1855000,,,0.001,855.0233857274055,1000.0,-67.12401960754394,1854826,0.4478570325151086
1896,999.7,17192,1857874,603.5919074799999,108,0.001,,,-67.02707218933105,1856826,0.5665631058067083
,,,1860000,,,0.001,847.8172326266765,1000.0,-67.03596011352539,1859826,0.501160513870418
1900,999.7,17229,1861874,605.26836693,108,0.001,,,-67.07982772827148,1860826,0.49459366872161625
,,,1865000,,,0.001,841.1672912716865,1000.0,-67.12501690673828,1864826,0.5696412648409604
1904,999.7,17265,1865874,606.6364653599999,108,,,,,,
1908,999.7,17290,1869874,607.5521629,108,0.001,,,-67.17272354125977,1868826,0.44889012576639653
,,,1870000,,,0.001,895.8414304375649,1000.0,-67.2031732635498,1869826,0.5676470663622022
1912,999.7,17327,1873874,607.7402794,108,0.001,,,-67.26894636535644,1872826,0.4689443578198552
,,,1875000,,,0.001,844.0356863856316,1000.0,-67.18952067565918,1874826,0.4327597435340285
1916,999.7,17363,1877874,607.9918829,108,0.001,,,-67.1953494720459,1876826,0.4486613042801619
,,,1880000,,,0.001,832.0735283970832,1000.0,-67.10967102050782,1879826,0.484586728438735
1920,999.7,17401,1881874,606.34232017,108,0.001,,,-67.13979780578613,1880826,0.47303812635689974
,,,1885000,,,0.001,857.1963370144367,1000.0,-67.15343969726563,1884826,0.4627514131888747
1924,999.7,17438,1885874,606.6071600099999,108,,,,,,
1928,999.7,17461,1889874,606.27908978,108,0.001,,,-67.20457809448243,1888826,0.45236496584862473
,,,1890000,,,0.001,861.476140832901,1000.0,-67.23946447753906,1889826,0.49396474900841714
1932,999.7,17498,1893874,606.1730749999999,108,0.001,,,-67.20346517944336,1892826,0.3982376116886735
,,,1895000,,,0.001,859.981199324131,1000.0,-67.2924382019043,1894826,0.3924830958619714
1936,999.7,17532,1897874,605.61126634,108,0.001,,,-67.23668933105469,1896826,0.4057760140374303
,,,1900000,,,0.001,838.6956895053387,1000.0,-67.1665795288086,1899826,0.4708085936382413
1940,999.7,17567,1901874,604.1772132899999,108,0.001,,,-67.11216276550293,1900826,0.390431918092072
,,,1905000,,,0.001,856.7028808236122,1000.0,-67.05533940124512,1904064,0.5266893987581134
1944,992.08,17595,1905112,598.2789331700001,108,,,,,,
1948,992.08,17618,1909112,597.91650814,108,0.001,,,-67.16334170532227,1908064,0.39801013281196357
,,,1910000,,,0.001,848.4736552119255,1000.0,-67.13841271972656,1909064,0.5032374280914664
1952,992.08,17652,1913112,599.06043791,108,0.001,,,-67.27538792419433,1912064,0.5094519352689385
,,,1915000,,,0.001,851.0833445489407,1000.0,-67.34932005310058,1914064,0.4498246236369014
1956,992.08,17685,1917112,598.3214838,108,0.001,,,-67.32644178771973,1916064,0.360167025975883
,,,1920000,,,0.001,800.8041847705841,1000.0,-67.28356988525391,1919064,0.48195736333727834
1960,992.38,17718,1921112,597.7985037000001,108,0.001,,,-67.1965475616455,1920064,0.4148540061116219
,,,1925000,,,0.001,843.3269729137421,1000.0,-67.12260475158692,1924064,0.4083512481376529
1964,992.38,17753,1925112,596.68288171,108,,,,,,
1968,992.38,17776,1929112,596.4182524299999,108,0.001,,,-67.17875610351562,1928064,0.4280989361256361
,,,1930000,,,0.001,847.0867869913578,1000.0,-67.17523425292968,1929064,0.4101393810734153
1972,986.29,17810,1932503,593.17073027,108,0.001,,,-67.31465841674805,1932064,0.43393725842237474
,,,1935000,,,0.001,842.8102957069874,1000.0,-67.3129462890625,1934455,0.46365951687842605
1976,983.97,17840,1936271,591.64683077,108,0.001,,,-67.27664332580567,1935455,0.45781022144854067
,,,1940000,,,0.001,843.9147327005863,1000.0,-67.28082653808593,1939223,0.5254816769510507
1980,983.97,17873,1940271,592.22448497,108,,,,,,
1984,983.97,17896,1944271,591.0891426599999,108,0.001,,,-67.30155731201172,1943223,0.4780318881124258
,,,1945000,,,0.001,856.1733534932137,1000.0,-67.2836771850586,1944223,0.46757447416335346
1988,983.97,17929,1948271,589.95789631,108,0.001,,,-67.17592491149902,1947223,0.478408274628222
,,,1950000,,,0.001,880.8722126960754,1000.0,-67.10128070068359,1949223,0.46071447226405143
1992,983.97,17964,1952271,590.63689166,108,0.001,,,-67.10947264099121,1951223,0.46921823839843274
,,,1955000,,,0.001,853.9130476057529,1000.0,-67.14817658996581,1954223,0.4554073696732521
1996,983.97,18710,1956271,591.1217796799999,104,0.001,,,-67.14246693420411,1955223,0.41025026102364065
,,,1960000,,,0.001,845.8846605241299,1000.0,-67.03357170104981,1959223,0.5028419338911772
2000,983.97,18743,1960271,590.35866592,104,,,,,,
2004,983.97,18766,1964271,589.64107383,104,0.001,,,-66.9842890625,1963223,0.5137406145185233
,,,1965000,,,0.001,842.0364799320698,1000.0,-66.97466841125488,1964223,0.5307938321903348
2008,983.97,18798,1968271,589.25519153,104,0.001,,,-67.02459548950195,1967223,0.43637769676744936
,,,1970000,,,0.001,855.4006102979183,1000.0,-67.00073387145996,1969223,0.5160718880072236
2012,983.97,18831,1972271,588.5951560199999,104,0.001,,,-66.8740612487793,1971223,0.4711595985069871
