train/learning_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/n_updates,time/total_timesteps,train/actor_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,,,,,7.60916338467598,1949859,1950000,-4.894582827011123,,1000.0,39.57654131330783
,1992,1000.0,628.8165461399999,13903,,,1950859,,140,,
0.001,1996,1000.0,590.6699313800001,13924,9.273004563808442,1953859,1954859,1.6138864644039421,140,,
0.001,,,,,11.104379415512085,1954899,1955000,3.458719865977764,,1000.0,-975.3122419058112
0.001,2000,980.86,542.80088714,13950,11.986683628559113,1956899,1956945,3.148653277936857,140,,
0.001,,,,,15.725383445739746,1959945,1960000,2.8104848469011485,,539.5,-635.8886281498475
,2004,980.86,485.40162143000003,13972,,,1960945,,140,,
0.001,2008,973.24,419.38930401000005,13989,20.008093195915222,1963183,1964183,11.034020931243896,140,,
0.001,,,,,21.245727729797363,1964183,1965000,14.376232661247254,,644.6,-1382.750687354384
0.001,2012,954.01,360.5501803100001,14006,29.130184769630432,1965260,1966260,26.12493399779002,140,,
0.001,,,,,44.868403245925904,1969260,1970000,37.97614934539795,,743.9,-1226.4956545868888
,2016,954.01,274.15219026999995,14034,,,1970260,,140,,
0.001,2020,934.34,201.08434448999998,14044,44.7493078212738,1971293,1972293,52.536934959411624,140,,
0.001,2024,914.87,133.54869080999998,14059,58.93271443939209,1974304,1974346,64.45631187438966,140,,
0.001,,,,,60.27740696498326,1974346,1975000,64.41147631690616,,905.4,-2458.679033242166
0.001,2028,895.27,55.70163149999999,14078,45.89177963829041,1976372,1976386,64.22598725891113,140,,
0.001,2032,876.94,-26.440599370000015,14089,40.07518171059965,1978485,1978553,68.4632539554518,140,,
0.001,2036,841.06,-61.542980760000006,14090,40.9929721094981,1978790,1978965,69.30397167205811,140,,
0.001,,,,,47.87197585727858,1979044,1980000,70.16073481241862,,815.1,-2023.8487489670515
0.001,2040,812.62,-113.36986301000003,14104,40.94524548530578,1980044,1980121,72.2457739868164,140,,
0.001,2044,803.78,-170.99940135,14116,34.58311120605469,1982237,1983237,77.13490747070313,140,,
0.001,,,,,30.197263542175293,1984237,1985000,73.58744467926026,,1000.0,-629.2120950706769
0.001,2048,803.78,-221.91493386000005,14147,27.058292795181274,1986237,1987237,68.92522583770752,140,,
0.001,,,,,26.14102272891998,1989237,1990000,65.51097462463379,,1000.0,-896.9038199976087
0.001,2052,803.78,-272.41734019999996,14176,26.873193225860597,1990237,1991237,64.69661282348633,140,,
0.001,2056,793.93,-282.28513,14192,35.074424489339194,1993252,1994252,58.98912858963013,140,,
0.001,,,,,33.16938652420044,1994252,1995000,58.90862908935547,,815.3,-1854.2323129307479
0.001,2060,793.93,-360.91417989000007,14222,54.393706830978395,1997252,1998252,49.65796408843994,140,,
0.001,,,,,51.59022106552124,1999252,2000000,35.378908321380614,,804.0,-948.6673024229706
