time/episodes,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
,,-40.38638732147217,,0.9217451848685742,180000,0.001,,,179548,1000.0,1297.690377859492
200,44,,986.03,,180603,,503.52546333,4029,,,
204,44,-42.585870529174805,986.03,0.9766577055454254,184603,0.001,514.8779489699999,4119,183548,,
,,-43.08859172058106,,1.0236851119101047,185000,0.001,,,184548,1000.0,1444.619458493637
208,44,-45.05729872131348,986.03,1.0444418215751647,188603,0.001,548.04149749,4217,187548,,
,,-46.79639694976807,,1.0655760047137737,190000,0.001,,,189548,1000.0,1299.5978510159578
212,44,-48.371613388061526,986.03,1.1134332519471646,192603,0.001,577.66140066,4315,191548,,
,,-50.500690422058106,,1.1793234416544438,195000,0.001,,,194548,995.6,776.7689284875902
216,44,-51.3850584564209,986.03,1.2114147723913193,196603,0.001,589.8605711299999,4414,195548,,
,,-54.465897666931156,,1.3259806116819381,200000,0.001,,,199548,1000.0,1640.7620345257687
220,44,,986.03,,200603,,626.32027813,4511,,,
224,44,-58.05702416229248,986.03,1.4389023842215538,204603,0.001,680.9883823399999,4600,203548,,
,,-58.991840660095214,,1.4831775747537612,205000,0.001,,,204548,960.2,653.128019630583
228,44,-60.573948532104495,977.78,1.6681883866786957,207778,0.001,711.8491283699998,4680,206723,,
,,-62.9598971862793,,1.5324670305848123,210000,0.001,,,209723,1000.0,1774.0199441067875
232,44,-63.6753561706543,977.78,1.5827743175625801,211778,0.001,755.9837681700001,4778,210723,,
,,-66.6142883682251,,1.7578723715543747,215000,0.001,,,214723,881.2,759.7541900044977
236,44,,977.78,,215778,,777.7337821799998,4876,,,
240,44,-69.97443740844727,977.78,1.9036031060218812,219778,0.001,826.71969352,4965,218723,,
,,-70.78894880676269,,2.099987834215164,220000,0.001,,,219723,1000.0,1732.1390158408437
244,44,-73.6654700012207,981.88,2.0936705070734023,223778,0.001,859.3626574800002,5063,222723,,
,,-74.55270695495605,,2.135332805335522,225000,0.001,,,224723,1000.0,1490.4669769208413
248,44,-76.00995628356934,991.75,2.1098632231354713,227778,0.001,923.2332546800001,5161,226723,,
,,-78.21875207519531,,2.054857318878174,230000,0.001,,,229723,1000.0,1311.9100595658208
252,44,-78.85162469482422,991.75,2.288650843322277,231778,0.001,981.31414974,5259,230723,,
,,-81.75639343261719,,2.122095290362835,235000,0.001,,,234723,1000.0,1972.8276592677503
256,44,,991.75,,235778,,1033.66615907,5356,,,
260,44,-84.74386155700684,991.75,2.3083553968667982,239778,0.001,1090.60570332,5446,238723,,
,,-85.34508903503418,,2.341610806107521,240000,0.001,,,239723,848.9,777.2570137188828
264,43,-87.74933770751953,991.75,2.412314510703087,243778,0.001,1143.92937807,5542,242723,,
,,-89.26464689636231,,2.3960284801125526,245000,0.001,,,244723,819.1,771.161215453918
268,43,-90.54307092285157,991.75,2.8754256415367125,247778,0.001,1213.9654989500002,5639,246723,,
,,-92.64289125061035,,2.58417941737175,250000,0.001,,,249723,929.6,1679.5479548697826
272,43,-93.28070236206055,991.75,3.0600364637374877,251778,0.001,1274.61447382,5737,250723,,
,,-96.3081400756836,,3.051174045801163,255000,0.001,,,254723,1000.0,1728.4348550400523
276,43,,991.75,,255778,,1312.37609809,5837,,,
280,43,-98.58025630187988,991.75,2.7753188844919205,259778,0.001,1368.94949476,5925,258723,,
,,-98.96097856140136,,3.053605076670647,260000,0.001,,,259723,1000.0,1933.4516397672705
284,43,-100.58046630859376,991.75,2.923278500199318,263778,0.001,1439.9261679600002,6025,262723,,
,,-101.74636177062989,,2.9621287952661515,265000,0.001,,,264723,1000.0,102.73303134477464
288,43,-102.54167823791504,991.75,3.0401749329566954,267778,0.001,1500.23100415,6124,266723,,
,,-103.69689335632324,,3.157220057606697,270000,0.001,,,269723,1000.0,2126.3410332781264
292,43,-103.8802437133789,991.75,3.196428092122078,271778,0.001,1551.09049152,6224,270723,,
,,-106.44142994689942,,3.0964517493247987,275000,0.001,,,274723,1000.0,2105.862254524231
296,43,,991.75,,275778,,1607.94854633,6320,,,
300,43,-108.24272886657715,991.75,3.167644366979599,279778,0.001,1643.7590051099999,6411,278723,,
,,-108.71063110351562,,3.1465460220575334,280000,0.001,,,279723,1000.0,2143.7216283120215
304,43,-109.94953578186035,991.75,3.081732782006264,283778,0.001,1687.9264309399996,6509,282723,,
,,-110.31164202880859,,3.149825341939926,285000,0.001,,,284732,1000.0,2118.893889051117
308,43,-111.1858631286621,981.84,3.7219687722921373,286787,0.001,1694.4648147399996,6585,285732,,
,,-112.35917919921874,,3.0320350308418273,290000,0.001,,,289732,1000.0,2164.2609382503665
312,43,,981.84,,290787,,1733.94807682,6683,,,
316,43,-114.00423292541504,981.84,3.1038446605205534,294787,0.001,1789.27709416,6774,293732,,
,,-114.30312210083008,,3.664143039226532,295000,0.001,,,294732,1000.0,1865.5433839701116
320,43,-115.86772804260254,981.84,4.071435328245163,298787,0.001,1814.5311359999998,6874,297732,,
,,-116.66794929504394,,3.0812065889835356,300000,0.001,,,299732,1000.0,2122.813472468918
324,43,-117.58382357788086,981.84,3.141219757437706,302787,0.001,1838.1819401500002,6973,301732,,
,,-118.51700456237793,,3.722760619521141,305000,0.001,,,304732,1000.0,2185.1676183899863
328,43,-118.83972663879395,990.09,3.505479915976524,306787,0.001,1879.35572759,7073,305732,,
,,-120.58393676757812,,3.474073130965233,310000,0.001,,,309732,1000.0,2244.550289859553
332,43,,990.09,,310787,,1907.5916140699999,7173,,,
336,43,-122.16664828491211,989.18,3.2697915548086165,314696,0.001,1947.0035292500004,7262,313641,,
,,-122.69191717529297,,3.6032781740427016,315000,0.001,,,314641,1000.0,2182.7127228683325
340,43,-124.35344703674316,989.18,3.719558496236801,318696,0.001,1963.4651896700002,7361,317641,,
,,-124.88226329040528,,3.271363926768303,320000,0.001,,,319641,1000.0,2239.737131673656
344,43,-125.86252954101562,989.18,3.574388750433922,322696,0.001,2014.6374516900003,7460,321641,,
,,-126.29003782653808,,3.7611920268535615,325000,0.001,,,324641,1000.0,2273.904577595421
348,43,-126.94007028198243,989.18,3.163750607728958,326696,0.001,2031.79731085,7559,325641,,
,,-128.1439902038574,,3.1628809146881105,330000,0.001,,,329641,1000.0,2265.114161334466
352,43,,989.18,,330696,,2050.85443494,7658,,,
356,43,-129.5681625061035,989.18,3.4599175717830657,334696,0.001,2063.65310968,7749,333641,,
,,-130.22363235473634,,3.601927563071251,335000,0.001,,,334641,1000.0,2217.65000815019
360,43,-131.44925743103028,989.18,3.178518693327904,338696,0.001,2078.81280346,7848,337641,,
,,-131.8539732208252,,3.856287959814072,340000,0.001,,,339641,986.2,1900.8943652376533
364,43,-132.74844860839843,989.18,3.3735019075870514,342696,0.001,2099.31674475,7946,341641,,
,,-133.56212135314942,,3.7133060486316682,345000,0.001,,,344641,1000.0,2296.387413661182
368,43,-133.77617219543458,989.18,3.428296601653099,346696,0.001,2122.14821459,8045,345641,,
,,-135.35597169494628,,3.3511370562314986,350000,0.001,,,349641,1000.0,1930.0664711111342
372,43,,989.18,,350696,,2134.19852381,8144,,,
376,43,-135.94316966247558,989.18,3.1654686613082887,354696,0.001,2154.608063,8236,353641,,
,,-136.30964779663086,,4.042118467450142,355000,0.001,,,354641,1000.0,2211.6615575417877
380,43,-136.4725415802002,989.18,3.7665208431482315,358696,0.001,2163.2780020200003,8336,357641,,
,,-136.52103930664063,,3.679828268647194,360000,0.001,,,359641,1000.0,2303.78096822612
384,42,-137.05341035461427,989.18,3.574711399078369,362696,0.001,2173.5661901199996,8437,361641,,
,,-138.0590486602783,,3.7542053929567336,365000,0.001,,,364641,930.0,2179.6930477957476
388,42,-138.1266494140625,989.18,4.112136239767074,366696,0.001,2202.3102851000003,8537,365641,,
,,-139.29155618286134,,3.822809200644493,370000,0.001,,,369641,1000.0,1668.5433158549743
392,42,,989.18,,370696,,2205.22201767,8638,,,
396,42,-139.73143322753907,979.35,3.647456183552742,373713,0.001,2192.07202007,8704,372658,,
,,-140.22645582580566,,3.71424529337883,375000,0.001,,,374658,1000.0,2341.104555579275
400,42,-140.09704040527345,979.35,4.011562695503235,377713,0.001,2200.40242476,8804,376658,,
,,-140.72734371948243,,3.8507820323705673,380000,0.001,,,379658,949.3,2287.0363929579034
404,42,-140.63732914733887,979.35,4.25738262116909,381713,0.001,2210.9182484099997,8903,380658,,
,,-141.95409378051758,,3.8946437134742737,385000,0.001,,,384658,1000.0,2376.8919569681398
408,42,,989.26,,385713,,2240.79168939,9003,,,
412,42,-142.57006506347656,984.35,3.9811761902570724,389222,0.001,2236.30062017,9082,388167,,
,,-143.0459112854004,,4.101443313241005,390000,0.001,,,389167,1000.0,2160.45890308246
416,42,-143.49871493530273,984.35,4.159616866588593,393222,0.001,2242.12276835,9182,392167,,
,,-143.82051441955565,,3.9887617409229277,395000,0.001,,,394167,1000.0,2438.0142611075194
420,42,-144.17474951171874,984.35,4.044895933628082,397222,0.001,2248.24940442,9281,396167,,
,,-144.72254568481446,,4.203784531950951,400000,0.001,,,399167,1000.0,2399.7112458816264
424,42,-144.91892111206056,984.35,3.952856776714325,401222,0.001,2257.70859895,9380,400167,,
,,-145.26965325927733,,4.635727065563202,405000,0.001,,,404167,1000.0,2394.5255260514095
428,42,,984.35,,405222,,2262.43311975,9480,,,
432,42,-145.72065438842773,984.35,4.587797677278519,409222,0.001,2268.04410989,9571,408167,,
,,-145.90828018188478,,5.114734350562095,410000,0.001,,,409167,941.8,2219.568931497447
436,42,-146.64580252075194,985.26,4.651080947160721,413222,0.001,2274.78440936,9670,412167,,
,,-146.99166806030274,,4.2705066021680835,415000,0.001,,,414167,1000.0,2446.3173228906935
440,42,-147.27190209960938,985.26,4.576914767622948,417222,0.001,2280.6610896299994,9769,416167,,
,,-147.9293623046875,,4.2075426427125935,420000,0.001,,,419167,916.0,2142.7827515316194
444,42,-148.34956216430663,985.26,4.323920534729957,421222,0.001,2285.6362245,9869,420167,,
,,-149.30300457763673,,3.951247846841812,425000,0.001,,,424167,1000.0,2407.119104983844
448,42,,985.26,,425222,,2292.75852707,9968,,,
452,42,-149.95667596435547,975.85,4.674477402210235,428281,0.001,2275.8381338699996,10039,427226,,
,,-149.9923621826172,,4.330373084783554,430000,0.001,,,429226,1000.0,2328.3459077492357
456,42,-150.5219303894043,975.85,4.681029235243797,432281,0.001,2277.91532679,10137,431226,,
,,-150.0705072631836,,5.368645825386047,435000,0.001,,,434894,914.1,1882.5974516896763
460,42,,972.53,,435949,,2270.5300918999997,10228,,,
464,42,-150.60290823364258,972.53,4.782700660467148,439949,0.001,2280.8646505900006,10320,438894,,
,,-150.75605346679689,,5.087539579272271,440000,0.001,,,439894,997.6,2482.1636711805127
468,42,-151.09316293334962,972.53,4.953698549032211,443949,0.001,2286.57018738,10420,442894,,
,,-151.13613333129882,,4.639465179681778,445000,0.001,,,444894,1000.0,2536.280656355992
472,42,-151.08088159179687,972.53,5.062995429396629,447949,0.001,2272.2594173499997,10519,446894,,
,,-151.46702305274673,,4.948673773792725,450000,0.001,,,449526,906.6,1640.5650456172414
476,42,-151.6113803100586,968.85,5.313317209005356,451581,0.001,2268.4764495199997,10611,450526,,
,,-152.52948922729493,,4.963815250873566,455000,0.001,,,454526,1000.0,2512.231988123059
480,42,,968.85,,455581,,2279.4320964700005,10711,,,
484,42,-153.527609375,968.85,5.866227721691131,459581,0.001,2286.4210516999997,10800,458526,,
,,-153.42223568725586,,5.020526404857636,460000,0.001,,,459526,812.0,2073.513286855072
488,42,-153.77547680664063,968.85,5.541414007663727,463581,0.001,2290.40289759,10898,462526,,
,,-154.18967279052734,,5.309371951580047,465000,0.001,,,464526,1000.0,2576.435347679816
492,42,-155.18099713134765,968.85,4.99069759106636,467581,0.001,2301.0439756700002,10998,466526,,
,,-154.9168349609375,,5.1705918896198275,470000,0.001,,,469526,1000.0,2509.8848732315005
496,42,-155.33140621948243,978.68,5.343862391471863,471581,0.001,2331.3705387299997,11098,470526,,
,,-155.82709213256837,,5.174702584028244,475000,0.001,,,474526,1000.0,2539.9142204100267
500,42,,978.68,,475581,,2338.8579407499997,11197,,,
504,42,-156.81700390625,978.68,5.6126782009601595,479581,0.001,2337.4698799299995,11287,478526,,
,,-157.3199905090332,,5.966299028396606,480000,0.001,,,479526,1000.0,2525.3457526754587
508,42,-156.96546981811522,978.68,6.521842280864716,483581,0.001,2347.2531846399997,11386,482526,,
,,-157.4144602355957,,5.654818248987198,485000,0.001,,,484526,1000.0,2553.334280539956
512,42,-157.5989030456543,983.59,6.009068625688553,487581,0.001,2370.32067799,11486,486526,,
,,-157.9712127685547,,5.524418470382691,490000,0.001,,,489526,1000.0,2587.5214617192746
516,42,-158.30806509399414,983.59,5.739967678070069,491581,0.001,2379.81582935,11589,490526,,
,,-159.32379360961914,,5.396976989984513,495000,0.001,,,494526,1000.0,2597.040888154507
520,42,,983.59,,495581,,2388.85939773,11689,,,
524,42,-159.33584329223632,983.59,5.541952708244324,499581,0.001,2393.94741893,11780,498526,,
,,-159.75723394775392,,5.128643885850907,500000,0.001,,,499526,959.9,2350.190336970007
528,42,-159.8476668395996,982.15,5.748171039581299,503437,0.001,2368.0820253399997,11879,502526,,
,,-160.32804412841796,,5.656987979650498,505000,0.001,,,504382,1000.0,2669.7788168329744
532,42,-160.49735357666015,982.15,5.484475579500199,507437,0.001,2379.54365449,11976,506382,,
,,-161.13246676635742,,5.6112197737693785,510000,0.001,,,509382,1000.0,2678.9153967345133
536,42,-161.55566519165038,982.15,5.303603195905685,511437,0.001,2393.1857398300003,12075,510382,,
,,-162.0020303955078,,5.508990948438645,515000,0.001,,,514382,926.8,2291.8871695590437
540,42,,982.15,,515437,,2404.35838218,12173,,,
544,42,-162.99809646606445,973.19,5.290740000963211,518541,0.001,2390.52574287,12263,518382,,
,,-163.05593798828124,,5.264304620027542,520000,0.001,,,519486,916.8,2516.322100126883
548,42,-163.82432025146485,973.19,5.415543970346451,522541,0.001,2400.67929684,12342,521486,,
,,-164.1052823791504,,6.096756499052048,525000,0.001,,,524486,1000.0,2636.7599700738674
552,42,-164.231837310791,982.6,5.8423097310066225,526541,0.001,2431.74176331,12442,525486,,
,,-164.3022868347168,,5.607751729249954,530000,0.001,,,529486,1000.0,2620.712387023587
556,42,,982.6,,530541,,2447.46233274,12543,,,
560,42,-164.49472409057617,981.63,6.8847964553833005,534112,0.001,2460.02516478,12624,533057,,
,,-164.7126999206543,,6.610764764785767,535000,0.001,,,534057,1000.0,2769.191354776919
564,42,-164.9754635925293,981.63,6.454702101945877,538112,0.001,2465.2523823799997,12724,537057,,
,,-164.79096963500976,,6.950528523445129,540000,0.001,,,539057,1000.0,2666.7341391805558
568,42,-165.705774017334,981.63,6.494755420923233,542112,0.001,2476.45249646,12825,541057,,
,,-165.30553073120117,,6.438949523925781,545000,0.001,,,544057,943.3,2638.458209450217
572,42,-165.38529190063477,981.63,6.231834751367569,546112,0.001,2510.38979559,12924,545057,,
,,-165.72421774291993,,6.074962371349335,550000,0.001,,,549057,1000.0,2744.0268849189392
576,42,,985.31,,550112,,2533.3511550399994,13023,,,
580,42,-166.7749158935547,985.31,6.608743358850479,554112,0.001,2540.2273810899997,13113,553057,,
,,-166.93844302368163,,6.534597990274429,555000,0.001,,,554057,911.7,2590.756468043779
584,42,-168.4231018371582,980.25,6.752227969646454,557606,0.001,2535.1500990000004,13212,557057,,
,,-168.57753936767577,,6.89637898015976,560000,0.001,,,559376,1000.0,2725.943593213719
588,42,-168.74129833984375,978.5,7.1695884370803835,561431,0.001,2536.6086467,13297,560376,,
592,42,-168.77322387695312,972.03,7.992677043437958,564784,0.001,2497.1484518099996,13374,563729,,
,,-169.6686089477539,,7.227142163753509,565000,0.001,,,564729,1000.0,2714.782361567332
596,42,-169.84713473510743,972.03,8.082645725727081,568784,0.001,2511.68924546,13473,567729,,
,,-169.6296058959961,,7.768786344766617,570000,0.001,,,569729,1000.0,2843.7128688785247
600,42,-170.30969396972657,972.03,7.43302193069458,572784,0.001,2524.5584752,13571,571729,,
,,-171.15553762817382,,7.9393319737911225,575000,0.001,,,574729,928.1,2677.222414499428
604,42,-171.14769610595704,972.03,8.214676388263703,576784,0.001,2543.63181744,13671,575729,,
,,-171.64735137939454,,8.107873543024063,580000,0.001,,,579729,881.4,1902.2996983575636
608,42,,972.03,,580784,,2503.46497711,13771,,,
612,42,-170.65204525756835,972.03,7.966963807821274,584784,0.001,2512.0801050600003,13861,583729,,
,,-171.07527255249025,,8.600148975372315,585000,0.001,,,584729,1000.0,2079.2264886681455
616,42,-171.165934173584,965.49,8.076208233356477,588130,0.001,2500.81732123,13946,587075,,
,,-171.2635191345215,,8.79964933681488,590000,0.001,,,589075,1000.0,2886.861230889009
620,42,-172.11144119262696,965.49,8.055783480644227,592130,0.001,2510.38837621,14045,591075,,
,,-172.55941859862116,,8.865071951844502,595000,0.001,,,594912,956.5,2230.6804503557914
624,42,,963.86,,595967,,2515.83361791,14142,,,
628,42,-173.36459829711913,965.3,8.884131871938706,599967,0.001,2560.56112664,14233,598912,,
,,-173.79537109375,,8.928248069047928,600000,0.001,,,599912,1000.0,2884.321750527248
632,42,-174.25966333007813,957.69,8.108389008760453,603206,0.001,2545.37485423,14316,602151,,
,,-174.8556042175293,,8.93895894742012,605000,0.001,,,604151,947.5,2792.1693839075597
636,42,-175.16758135986328,957.69,8.636906510829926,607206,0.001,2549.3863813400003,14415,606151,,
,,-176.37784490966797,,9.338791765213013,610000,0.001,,,609151,934.2,2217.042548356537
640,42,-176.22009844970702,952.57,8.702749764442444,610694,0.001,2541.81748149,14514,610151,,
644,42,-176.44552130126954,960.77,9.536334773302078,614618,0.001,2571.8652350499997,14593,613639,,
,,-176.86811267142687,,9.979940445650191,615000,0.001,,,614563,831.8,2131.1128683534453
648,42,-176.90023266601563,960.77,9.483604889392852,618618,0.001,2538.03173532,14689,617563,,
,,-177.23977416992187,,9.614564409732818,620000,0.001,,,619563,845.9,2147.9942525730467
652,42,-178.32781213378905,960.77,9.717833063602448,622618,0.001,2553.8292203700003,14788,621563,,
,,-178.36175607299805,,9.28825823354721,625000,0.001,,,624563,1000.0,2879.984658290958
656,42,-178.51635083007812,960.77,10.77712775182724,626618,0.001,2520.67463961,14889,625563,,
,,-178.23097998046876,,10.009384105205536,630000,0.001,,,629563,1000.0,2884.254152737558
660,42,,965.06,,630618,,2539.22388428,14988,,,
664,42,-179.907729095459,956.54,10.962664169311523,633766,0.001,2524.9077831799996,15078,633563,,
,,-181.27358874940035,,13.973522675664801,635000,0.001,,,634825,999.5,2777.765783360461
668,42,-180.46168228149415,943.84,12.088689056396484,636496,0.001,2473.0005921499996,15139,635825,,
,,-180.5671086730957,,12.727399173736572,640000,0.001,,,639389,1000.0,2843.701148058288
672,42,,943.32,,640444,,2475.41640465,15229,,,
676,42,-181.80325680541992,943.32,14.132556490421296,644444,0.001,2473.54799174,15320,643389,,
,,-182.50554760742187,,12.889786490440368,645000,0.001,,,644389,753.0,2109.621284288587
680,42,-183.01854244995118,943.32,13.403642154216767,648444,0.001,2480.57826769,15418,647389,,
,,-183.74534606933594,,12.863645489692688,650000,0.001,,,649389,960.7,2435.963959585689
684,42,-183.41391159057616,948.38,13.94639762878418,652444,0.001,2497.61241813,15517,651389,,
,,-182.98480169677734,,13.367230121135712,655000,0.001,,,654389,1000.0,2858.1594634480775
688,42,-182.95649157714843,950.13,14.031072793483734,656444,0.001,2515.0630582100002,15618,655389,,
,,-181.87185256958008,,12.08254602098465,660000,0.001,,,659389,1000.0,3024.0996015361975
692,42,,956.6,,660444,,2575.92546467,15716,,,
696,42,-182.16367049069748,948.54,11.444529373621203,663638,0.001,2551.72097375,15790,662583,,
,,-182.04013452148436,,12.358928945541383,665000,0.001,,,664583,910.8,2499.5187459483277
