time/episodes,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
172,60,-59.35032582855224,985.84,2.858693350195885,147151,0.001,946.41712861,2439,146151,,
,,-60.20958779907227,,3.071619001150131,150000,0.001,,,149151,815.5,690.4080054087041
176,60,-60.788828491210936,985.84,3.0878968986272812,151151,0.001,979.3813125400002,2510,150151,,
180,60,-61.755693580627444,983.89,3.494742838025093,154956,0.001,1008.72998164,2571,153956,,
,,-62.105043243408204,,3.3747144606113433,155000,0.001,,,154956,1000.0,1455.355318348104
184,60,-63.4038586807251,983.89,3.5024420216083527,158956,0.001,1043.94228391,2644,157956,,
,,-64.17960633850097,,3.9806043387651444,160000,0.001,,,159956,1000.0,1650.32996834293
188,59,-65.41436169433594,983.89,3.874651733994484,162956,0.001,1079.2803975,2716,161956,,
,,-66.97454566955567,,3.945682599067688,165000,0.001,,,164956,1000.0,1749.1138074682676
192,59,-67.20180455780029,983.89,3.8632849143743515,166956,0.001,1118.40668133,2787,165956,,
,,-69.12359893798828,,3.8604392890930175,170000,0.001,,,169956,1000.0,1679.9162933384534
196,59,,990.5,,170956,,1158.23460002,2859,,,
200,59,-70.64729011937192,984.31,4.044338046096441,174337,0.001,1178.1107370500001,2913,173337,,
,,-71.11886381530762,,4.177840294837952,175000,0.001,,,174337,1000.0,1620.7296716886572
204,59,-71.96468523406982,984.31,3.8278975347280504,178337,0.001,1217.53613739,2984,177337,,
,,-72.86757070922852,,3.892104287981987,180000,0.001,,,179337,1000.0,1685.8739289861173
208,59,-73.49101640319824,984.31,3.9173012471199034,182337,0.001,1265.94448399,3056,181337,,
,,-74.85854759216309,,3.965011922955513,185000,0.001,,,184337,992.3,1273.641170791007
212,59,-75.4027858581543,984.31,4.27685999238491,186337,0.001,1302.8387832800001,3129,185337,,
,,-77.84644721984863,,4.365657236933708,190000,0.001,,,189056,728.8,1185.8530405909296
216,59,,981.5,,190056,,1335.5525823100002,3193,,,
220,59,-79.95778471374511,981.5,4.5547122033834455,194056,0.001,1344.30886512,3258,193056,,
,,-80.3945990447998,,4.822750728845596,195000,0.001,,,194056,1000.0,1699.1793906164007
224,59,-83.35347591746937,972.38,4.955177477814934,197144,0.001,1364.8602507699998,3316,196144,,
,,-84.24587977600098,,5.193566195964813,200000,0.001,,,199144,1000.0,1865.6870500449209
228,59,-84.92112924194336,972.38,5.285613428115845,201144,0.001,1399.0411626100001,3388,200144,,
232,59,-87.97775748923972,970.48,4.906425661510891,204954,0.001,1427.87234083,3449,203954,,
,,-88.65096327209473,,5.05045967066288,205000,0.001,,,204954,998.8,1755.9051019616425
236,59,-90.83491929626464,970.48,4.69081986618042,208954,0.001,1461.1598803499996,3521,207954,,
,,-92.092595993042,,4.714218020915985,210000,0.001,,,209954,1000.0,1888.5432936856173
240,59,-93.65602026367188,970.48,4.858657843828201,212954,0.001,1493.4806020200003,3592,211954,,
,,-95.28139016723632,,5.269782628536224,215000,0.001,,,214954,1000.0,1856.1020550483838
244,59,-95.83239471435547,970.64,5.196159940004349,216954,0.001,1522.0960725100003,3662,215954,,
248,59,-97.84626905822753,952.87,5.1428743557929995,219177,0.001,1519.7889644400002,3711,219078,,
,,-98.58199699557558,,5.332806519787721,220000,0.001,,,219177,948.7,1546.931462662155
252,59,-99.6720887298584,952.87,5.238718995094299,223177,0.001,1553.9109587699998,3769,222177,,
,,-101.11508918762208,,4.996056884288788,225000,0.001,,,224177,1000.0,1977.8256231471896
256,59,-100.64736768934462,947.39,4.930583112380084,226194,0.001,1565.6892128499999,3826,225194,,
260,59,-103.24814894104004,946.81,5.3348085618019105,229832,0.001,1593.4044124999998,3884,228832,,
,,-104.02405122375488,,5.617376780748367,230000,0.001,,,229832,978.4,1498.674044530373
264,59,-106.05202505493165,946.81,5.592597215652466,233832,0.001,1615.9836023100004,3955,232832,,
,,-106.95825942993164,,5.46979753446579,235000,0.001,,,234832,954.0,1799.5338696380961
268,59,-107.42695477294922,946.81,5.317405136823655,237832,0.001,1612.65188622,4026,236832,,
,,-109.15314863586426,,5.81670248746872,240000,0.001,,,239832,924.6,1512.0119887107053
272,59,-109.7509673461914,946.81,5.727226124763488,241832,0.001,1596.56897553,4098,240832,,
,,-110.61568836975097,,5.308904021024704,245000,0.001,,,244832,902.6,1901.375282344839
276,58,,946.81,,245832,,1597.7510297500003,4168,,,
280,59,-111.05341654968262,943.61,5.664369993686676,249317,0.001,1591.5689803799999,4223,248317,,
,,-111.12195770263672,,5.697430621623993,250000,0.001,,,249317,1000.0,2142.7895336525517
284,58,-111.4001510925293,943.61,5.292868539094925,253317,0.001,1611.9648980800005,4293,252317,,
,,-112.06168186950684,,5.4924273614883425,255000,0.001,,,254317,1000.0,1950.6554169900949
288,58,-112.55118687438964,943.61,5.7503346426486965,257317,0.001,1630.95126712,4365,256317,,
,,-112.5999815979004,,6.231447520494461,260000,0.001,,,259317,829.1,1645.645096231997
292,58,-113.09480541992187,939.39,6.2046051898002625,260895,0.001,1621.85147451,4435,260317,,
296,58,-113.92246282958985,939.39,6.831794574022293,264895,0.001,1637.7533786799995,4493,263895,,
,,-113.90091566467285,,6.5832824754714965,265000,0.001,,,264895,1000.0,2149.812240175705
300,58,-114.83349072265625,945.58,6.407167049407959,268895,0.001,1688.2694166900003,4564,267895,,
,,-115.25041459655762,,6.5702782204151156,270000,0.001,,,269895,1000.0,1987.8012928913813
304,58,-115.77147764587403,943.79,6.500705342054367,272716,0.001,1674.0434387100001,4633,271895,,
,,-116.43620903015136,,7.34389809679985,275000,0.001,,,274716,931.3,1178.2258856631815
308,58,-116.72743019104004,943.79,7.961621737718582,276716,0.001,1682.2805725899996,4702,275716,,
,,-117.56443753051758,,8.090218410491943,280000,0.001,,,279716,1000.0,2201.378012497537
312,58,,943.79,,280716,,1699.0813978400004,4774,,,
316,58,-119.11243865966797,945.8,7.499960525512695,284636,0.001,1717.8677762300001,4837,283636,,
,,-119.10977206420898,,7.475119128227234,285000,0.001,,,284636,1000.0,2286.044679205678
320,58,-122.248122215271,927.97,7.454397238790989,286853,0.001,1723.2061191599998,4892,286700,,
,,-121.4986287536621,,7.287037026882172,290000,0.001,,,289853,902.6,1817.2156515298411
324,58,,937.09,,290853,,1756.1329246300002,4951,,,
328,58,-122.01837712097168,937.09,7.867641543149948,294853,0.001,1738.5956344800004,5014,293853,,
,,-121.90501197814942,,7.645902569532394,295000,0.001,,,294853,1000.0,2272.3339098606257
332,58,-122.57508625793457,938.99,7.6903155510425565,298853,0.001,1754.4115910599999,5087,297853,,
,,-122.98714218139648,,8.040704874515534,300000,0.001,,,299853,818.1,1375.2449329422204
336,58,-123.38582319641114,934.57,7.292411477804184,302411,0.001,1760.922345,5149,301411,,
,,-123.72449267578125,,7.03464189362526,305000,0.001,,,304411,1000.0,2390.756112476345
340,58,-123.83959660339356,934.57,7.599347253084183,306411,0.001,1776.80935618,5221,305411,,
,,-124.94871479797364,,7.440870067358017,310000,0.001,,,309411,1000.0,2240.5427711287048
344,58,,934.57,,310411,,1789.25725554,5292,,,
348,58,-126.50573558044434,952.34,7.2509614431858065,314411,0.001,1837.9769202600003,5355,313411,,
,,-126.62904393005371,,7.708599822282791,315000,0.001,,,314411,1000.0,2241.7743370497365
352,58,-127.1075603942871,952.34,8.001151282548905,318411,0.001,1849.9475071299998,5427,317411,,
,,-127.72338717651367,,8.056730708360671,320000,0.001,,,319411,912.4,1713.351470318623
356,58,-127.52638839011969,957.33,7.877062427905178,321927,0.001,1828.3271309999996,5490,320927,,
,,-128.6574130554199,,7.897726707696915,325000,0.001,,,324907,1000.0,2544.482539241109
360,58,,960.75,,325907,,1854.9942523,5562,,,
364,58,-129.56229412841796,960.75,7.4579303371906285,329907,0.001,1873.0380181,5626,328907,,
,,-130.0503203125,,8.055324020385742,330000,0.001,,,329907,1000.0,2455.5381968655856
368,58,-130.88912004089354,960.75,7.56673889708519,333907,0.001,1908.0217934400002,5697,332907,,
,,-131.7692343444824,,7.982209058761597,335000,0.001,,,334907,1000.0,2187.5616616565267
372,58,-132.7979194946289,960.75,8.607061309576034,337907,0.001,1974.3796536200005,5770,336907,,
,,-134.46852159118652,,9.579388329505921,340000,0.001,,,339907,1000.0,1391.0143564484665
376,58,-135.106328125,960.75,9.986817885875702,341907,0.001,1957.30049032,5841,340907,,
,,-138.50674548339845,,11.083885667324067,345000,0.001,,,344907,1000.0,195.01327984692253
380,58,,965.9,,345907,,1922.14739453,5913,,,
384,58,-144.24270864868163,965.9,12.357326649665833,349907,0.001,1845.40063067,5976,348907,,
,,-145.29940026855468,,11.872615048408509,350000,0.001,,,349907,1000.0,403.637925379537
388,58,-146.07630627441407,965.9,14.562208201408387,353907,0.001,1773.6254448000004,6048,352907,,
,,-145.4782087097168,,15.992604189395905,355000,0.001,,,354907,1000.0,9.982228865352226
392,58,-145.82730207824707,970.12,15.227050021648408,357907,0.001,1711.4433046,6119,356907,,
,,-148.05563290405274,,15.844050332546233,360000,0.001,,,359907,810.9,-123.09828557305445
396,58,-149.31728646850587,970.12,16.18491995859146,361907,0.001,1615.21258991,6188,360907,,
400,58,-152.96594564819335,960.85,16.71994473028183,364980,0.001,1518.9979800499998,6237,363980,,
,,-153.40369067382812,,17.62340698194504,365000,0.001,,,364980,1000.0,-915.1415443280072
404,58,-155.1204058227539,962.64,14.968130143642426,368980,0.001,1453.4778468800002,6309,367980,,
,,-155.72325602213542,,13.13137169073749,370000,0.001,,,369131,737.6,-179.79895952409134
408,58,-155.24319542111374,946.69,16.336433254827664,371385,0.001,1357.52117084,6352,370385,,
,,-154.27050695800781,,12.592224775791168,375000,0.001,,,374385,782.7,785.5210471546918
412,58,,946.69,,375385,,1309.19240351,6421,,,
416,58,-153.0139567260742,939.36,12.38032513475418,378572,0.001,1230.6351580399999,6472,377572,,
,,-151.7732247619629,,11.705396488189697,380000,0.001,,,379572,1000.0,2095.2097039557993
420,58,-150.70361447143554,952.68,11.346784790754318,382121,0.001,1195.30290211,6543,381572,,
,,-149.07274359130858,,11.570439197540283,385000,0.001,,,384121,942.5,2119.107305469131
424,58,-148.69924273681642,952.68,11.803121583461762,386121,0.001,1153.7715128099999,6607,385121,,
,,-147.94496743774414,,12.011102760314941,390000,0.001,,,389121,961.8,1537.1568458702416
428,58,,952.68,,390121,,1181.5513799400003,6677,,,
432,58,-146.46957629394532,952.68,10.96647382736206,394121,0.001,1193.4156429500001,6740,393121,,
,,-145.89148202514647,,9.921102208137512,395000,0.001,,,394121,1000.0,2505.0450357511863
436,58,-144.5821496887207,957.1,9.831101061344146,398121,0.001,1209.6451894800002,6811,397121,,
,,-144.02015020751952,,9.805630019903184,400000,0.001,,,399121,1000.0,2520.9050504676065
440,58,-143.48774688720704,957.1,9.26143330001831,402121,0.001,1169.99487026,6884,401121,,
,,-142.76799877929687,,9.752387419700623,405000,0.001,,,404121,863.7,1993.401051346364
444,58,-142.59274249267577,957.1,10.319130199432372,406121,0.001,1146.6867802400002,6955,405121,,
448,58,-142.66268232826874,955.65,9.78208525808234,409976,0.001,1147.0282619,7016,408976,,
,,-142.26671823120117,,9.64316559624672,410000,0.001,,,409976,1000.0,2601.1949751087463
452,58,-142.4870842590332,955.65,9.452770866155625,413976,0.001,1147.53304308,7084,412976,,
,,-142.51090368652345,,8.860870323181153,415000,0.001,,,414976,1000.0,2607.935464763269
456,58,-142.51308821105957,960.49,9.632188589096069,417976,0.001,1210.87978055,7138,416976,,
,,-142.93021075439452,,9.113152992486954,420000,0.001,,,419823,930.4,2470.0003483209757
460,58,-142.61286146120918,954.47,9.982572087684819,421354,0.001,1201.3118064,7192,420354,,
464,58,-143.51911711120604,945.37,10.305938017606735,424444,0.001,1173.58091915,7255,424354,,
,,-143.3203874376085,,9.132612731721666,425000,0.001,,,424444,701.2,1602.8559023962357
468,58,-143.66122346765854,941.49,9.95841168266496,428056,0.001,1179.4733545000001,7305,427056,,
,,-143.88139739990234,,11.074001194953919,430000,0.001,,,429056,963.8,2385.4369483843793
472,58,-143.72833433532716,941.49,10.7900976896286,432056,0.001,1185.6473951100002,7374,431056,,
,,-143.91964639282227,,11.27415898323059,435000,0.001,,,434056,1000.0,2643.2511847249234
476,58,-144.17423919677734,941.49,10.57325209236145,436056,0.001,1248.3700014600001,7444,435056,,
480,58,-145.60278720300175,921.02,11.840024173404057,438009,0.001,1275.21097714,7476,437009,,
,,-145.028815411105,,11.610296454423718,440000,0.001,,,439816,1000.0,2536.865501681529
484,58,-145.2756569671631,919.09,11.77099585390091,441816,0.001,1366.4711422000003,7544,440816,,
,,-145.22178102111818,,12.467436621189117,445000,0.001,,,444816,930.2,2529.150984367775
488,58,,919.09,,445816,,1461.1473268299999,7614,,,
492,58,-145.1882646179199,910.27,12.034483633995055,448934,0.001,1546.9538374899996,7679,448816,,
,,-145.30935931396485,,12.111297953128815,450000,0.001,,,449934,709.6,1895.6373528412544
496,58,-145.43776602172852,910.27,11.936439825057983,452934,0.001,1646.6504072899997,7735,451934,,
,,-145.90728425598144,,11.676320640802384,455000,0.001,,,454934,1000.0,2696.2076021726243
500,58,-146.35248126220702,919.54,12.345154895305633,456934,0.001,1766.0341254700002,7806,455934,,
504,58,-148.32531465802873,906.14,10.628569247467178,459594,0.001,1849.82149033,7858,459158,,
,,-147.6605622177824,,11.468872012895181,460000,0.001,,,459594,712.5,1862.6207010021433
508,58,-147.75391288757325,915.61,12.162711909294128,462946,0.001,1952.0019543899998,7909,461946,,
,,-148.1583779296875,,12.373282353878022,465000,0.001,,,464946,913.9,2311.429814272234
512,58,-148.8524228210449,913.65,12.681548544883729,466750,0.001,2008.8298179699996,7964,465946,,
,,-149.60542375183107,,11.620548295021058,470000,0.001,,,469750,1000.0,2363.208212735667
516,58,,921.78,,470750,,2066.9912138,8019,,,
520,58,-150.42887182617187,926.29,11.873827693939209,474750,0.001,2158.0898296200003,8084,473750,,
,,-151.38258206176758,,10.847927461385726,475000,0.001,,,474750,844.9,2228.9755298437085
524,58,-152.3754896750817,920.45,14.099682075472979,478166,0.001,2198.43568279,8145,477166,,
,,-151.36144290161133,,13.984150366067887,480000,0.001,,,479166,809.8,2231.4823128148914
528,58,-152.19180068969726,920.45,11.640509460926056,482166,0.001,2224.69426119,8214,481166,,
,,-153.13753005981445,,12.27505908536911,485000,0.001,,,484166,807.2,2054.780818541348
532,58,-153.4668303833008,915.62,12.085386389970779,485683,0.001,2222.41725314,8284,485166,,
536,58,-154.5626233520508,915.62,12.80634417629242,489683,0.001,2234.81378869,8341,488683,,
,,-154.0971692199707,,13.723207823038102,490000,0.001,,,489683,899.8,2491.869660322461
540,58,-155.24248849487304,915.62,12.247700972557068,493683,0.001,2291.3915506600006,8412,492683,,
,,-155.44307876586913,,11.63940627360344,495000,0.001,,,494683,864.6,2353.845335306972
544,58,-156.55162319946288,915.62,12.379921174049377,497683,0.001,2332.91944065,8483,496683,,
,,-157.115421875,,13.80513958621025,500000,0.001,,,499683,864.1,2489.6683242677477
548,58,-157.80241049194336,917.07,13.159266726970673,501683,0.001,2348.6190755000002,8553,500683,,
552,58,-157.72105594211155,900.09,13.41116550064616,503985,0.001,2315.86031389,8590,502985,,
,,-158.21941958618163,,13.004670279979706,505000,0.001,,,504985,504.5,1362.997562609613
556,58,-158.40923861694336,896.26,14.81706982755661,507602,0.001,2314.56394094,8651,506602,,
,,-159.44419244384767,,13.213811015129089,510000,0.001,,,509878,1000.0,2720.787396364659
560,58,,895.24,,510878,,2315.3287258,8711,,,
564,58,-159.80178167724608,904.34,12.241220149993897,514878,0.001,2350.35190873,8771,513878,,
,,-160.1158148803711,,13.925172152519226,515000,0.001,,,514878,1000.0,2772.996440073941
568,58,-161.39413171386718,908.22,11.866277992248536,518878,0.001,2365.76424947,8825,517878,,
,,-161.78348190307617,,11.754235223054886,520000,0.001,,,519878,930.1,2572.737830955442
572,58,-162.4423172607422,908.22,12.113764259815216,522878,0.001,2369.78766638,8887,521878,,
,,-163.16388696289061,,12.431868038177491,525000,0.001,,,524878,1000.0,2670.5782444318756
576,58,-164.2981686401367,908.22,11.991710173130036,526878,0.001,2370.5870634000003,8957,525878,,
580,58,-165.3923441467285,918.92,12.103104751110077,529901,0.001,2412.9461986300003,9005,528901,,
,,-164.98838793945313,,11.74374451828003,530000,0.001,,,529901,1000.0,2846.238337511243
584,58,-165.9948031311035,920.85,11.285891814231872,533901,0.001,2426.33989177,9076,532901,,
,,-166.76981382610418,,12.975987089782201,535000,0.001,,,534853,438.8,1172.2000904775691
588,58,-167.1014312133789,920.37,12.215425954341889,537853,0.001,2433.7957803599998,9142,536853,,
,,-168.35865188598632,,11.738032665252685,540000,0.001,,,539853,925.1,2589.0860534228386
592,58,-168.06647448730467,923.79,10.31555700302124,541313,0.001,2449.5398287000003,9212,540853,,
596,58,-169.13667120361328,916.95,12.42448510837555,544629,0.001,2415.95912521,9267,544313,,
,,-169.20290075374555,,10.753181087819836,545000,0.001,,,544629,907.6,2538.9438932681924
600,58,-169.39197750854493,916.2,12.081346621274948,548554,0.001,2418.7139432999998,9325,547554,,
,,-169.48886557006836,,11.713374422073365,550000,0.001,,,549554,987.8,2750.026691725291
604,58,-170.01414501953124,929.6,12.042518346309661,552554,0.001,2458.93164861,9397,551554,,
,,-170.03763665771484,,12.780841893672942,555000,0.001,,,554554,926.0,2635.5496822461487
608,58,-170.3960451965332,936.08,11.88217111992836,556554,0.001,2486.3512741900004,9468,555554,,
,,-170.66535357666015,,12.316148539543152,560000,0.001,,,559554,931.5,2640.65648742849
612,58,,938.04,,560554,,2501.41801407,9539,,,
616,58,-171.5380166015625,938.04,14.285579123497008,564554,0.001,2548.7311826699997,9604,563554,,
,,-171.3482942504883,,11.895524219036103,565000,0.001,,,564554,939.0,2628.450285600312
620,58,-171.5732698059082,938.04,12.69062009191513,568554,0.001,2554.7810857100003,9674,567554,,
,,-171.48573559570312,,14.24165364933014,570000,0.001,,,569554,825.7,2375.743244657392
624,58,-171.91258224487305,943.88,13.276700473308564,572554,0.001,2582.0310214200003,9743,571554,,
,,-171.78485952758788,,12.515239451885224,575000,0.001,,,574554,1000.0,2702.048436551355
628,58,-172.23625872802734,943.88,12.913651528835297,576554,0.001,2541.3428841100003,9814,575554,,
632,58,-171.86839852905274,941.81,14.673581553459167,579864,0.001,2538.73121032,9877,579554,,
,,-171.21257196241808,,12.442044456543462,580000,0.001,,,579864,1000.0,2868.421825638041
636,58,-171.24905606079102,941.81,15.090907101631165,583864,0.001,2543.94884452,9937,582864,,
,,-171.12380816650392,,14.670080510139465,585000,0.001,,,584864,1000.0,2820.4033298157156
640,58,-171.76540405273437,941.81,17.070099285125732,587864,0.001,2548.75972049,10007,586864,,
,,-171.5993115234375,,15.539187265396118,590000,0.001,,,589864,948.8,2521.8252278836444
644,58,-172.12532400512694,941.81,16.5212705616951,591864,0.001,2552.62325727,10076,590864,,
648,58,-171.73625158756337,929.94,15.33199837233158,594677,0.001,2521.2530058899997,10130,594240,,
,,-171.24426864484033,,14.414538261273906,595000,0.001,,,594677,1000.0,2904.986899208091
652,58,-170.76839309692383,938.99,14.38520182132721,597884,0.001,2550.90224884,10192,597677,,
,,-171.09614419555663,,15.005308474063874,600000,0.001,,,599884,976.9,2826.182224189164
656,58,-171.0323564453125,942.82,15.881215449810028,601884,0.001,2568.2268940599997,10251,600884,,
,,-170.91489385986327,,15.749267084598541,605000,0.001,,,604884,881.8,2156.2693842883687
660,58,,950.06,,605884,,2593.79170808,10321,,,
664,58,-171.27262890625,950.06,16.530275133132935,609884,0.001,2601.91453246,10385,608884,,
,,-171.24972946166992,,16.70963488292694,610000,0.001,,,609884,982.2,2782.1622922679408
668,58,-171.58691189575194,950.06,15.759268435001374,613884,0.001,2603.59038276,10455,612884,,
,,-171.214817530117,,14.868271095808161,615000,0.001,,,614658,981.7,2784.353373064846
672,58,-171.88314532470704,947.8,16.81254867720604,617658,0.001,2603.99386144,10522,616658,,
,,-171.55690411376952,,15.187936738491059,620000,0.001,,,619658,964.4,2767.655069375504
676,58,-171.32148876953124,947.8,14.97113536787033,621658,0.001,2616.39890445,10592,620658,,
,,-171.63531851196288,,15.453337388515472,625000,0.001,,,624658,908.0,2755.5135271169247
680,58,,957.57,,625658,,2653.75962869,10662,,,
684,58,-171.76773190307617,957.57,15.368296554088593,629658,0.001,2657.41919972,10725,628658,,
,,-171.95238565063477,,14.088345171451568,630000,0.001,,,629658,965.3,2881.103830123134
688,58,-172.9664398803711,958.05,14.796893131256104,633658,0.001,2669.31055907,10797,632658,,
,,-173.09656155395507,,15.291004580020905,635000,0.001,,,634658,1000.0,3015.6817299585323
692,58,-173.72073199462892,954.26,14.436654084205628,636739,0.001,2664.0456553600006,10866,636658,,
,,-173.45592718505858,,14.597322601795197,640000,0.001,,,639739,776.7,2299.578923441004
696,58,,961.1,,640739,,2726.5688259199997,10922,,,
700,58,-174.7232872619629,961.85,12.374233976364136,644739,0.001,2736.328869670001,10985,643739,,
