rollout/ep_rew_mean,train/n_updates,train/critic_loss,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
1006.8514278400002,,,212,153,1279,991.22,195699,,,,
1036.82058088,198699,1.562159150660038,216,153,1298,991.22,199699,-65.95018277740479,0.001,,
,199699,1.5484956008195878,,,,,200000,-66.64147086334229,0.001,1510.503936563054,1000.0
1064.0693879300002,202699,1.578221946656704,220,153,1326,991.22,203699,-67.68862173461915,0.001,,
,204093,1.5676467697027372,,,,,205000,-68.9097410676443,0.001,1502.8581194601952,963.0
1079.0323973600002,206093,1.8769780234098434,224,153,1351,985.16,207093,-69.30037614440919,0.001,,
,209093,2.2327414005994797,,,,,210000,-70.16966563415528,0.001,1252.3089858375374,1000.0
1088.4608196800002,210093,1.9990660117268562,228,152,1378,981.0,210677,-70.72644139862061,0.001,,
1122.85248303,213677,1.984151938676834,232,153,1397,981.0,214677,-72.2851934967041,0.001,,
,214677,2.1447921619415284,,,,,215000,-72.70710299682617,0.001,1741.6681656665867,1000.0
1165.2106691,217141,1.941808641085337,236,153,1424,975.64,218141,-73.85353463271568,0.001,,
,219756,2.2416226153373717,,,,,220000,-75.08391889953613,0.001,1696.546182375215,1000.0
1192.38607413,220756,2.276011176407337,240,152,1450,971.79,221756,-75.75158477783204,0.001,,
1205.88642189,223592,2.2696228449344633,244,153,1464,960.15,224592,-76.88106011962891,0.001,,
,224592,2.63407780110836,,,,,225000,-77.415907913208,0.001,1701.6791326100472,987.6
1232.81256121,227592,2.9548540352582933,248,153,1493,960.15,228592,-78.31901190185548,0.001,,
,229592,2.7477164509296417,,,,,230000,-79.44899044799804,0.001,1700.3287069684316,1000.0
1265.52247861,231592,2.756827214717865,252,152,1521,960.15,232592,-80.25358750915527,0.001,,
,234592,3.2366395386457443,,,,,235000,-81.94517567443847,0.001,1437.3171982523345,756.8
1295.05469595,235592,3.0330445832014084,256,152,1547,960.15,236592,-82.36429684448242,0.001,,
,239592,3.0313548777103425,,,,,240000,-83.72084092712403,0.001,1753.3178462333278,1000.0
1327.43099113,,,260,152,1575,960.15,240592,,,,
1364.7806720600001,243592,2.9108719379901884,264,153,1594,960.15,244592,-85.55469213867187,0.001,,
,244592,3.2381864198446273,,,,,245000,-85.75432681274414,0.001,1697.2195403468636,882.1
1390.7376922800001,247592,3.966704154133797,268,153,1621,960.15,248592,-87.10967803955079,0.001,,
,249592,3.6649995745420454,,,,,250000,-87.81798222351074,0.001,1851.2252657602774,1000.0
1428.8909339900001,251592,3.7045851035118105,272,153,1648,960.15,252592,-88.45606230163574,0.001,,
,254592,3.2787244024276734,,,,,255000,-89.74901719665527,0.001,1814.4874500333797,911.3
1466.60949186,255592,3.298760895371437,276,153,1675,960.15,256592,-90.03465501403808,0.001,,
,259592,3.6917349609136583,,,,,260000,-91.68487307739258,0.001,2061.378470504808,992.1
1503.1957706100002,,,280,153,1702,960.15,260592,,,,
1534.65392036,263592,3.8441708203554152,284,153,1722,960.15,264592,-93.27289143371583,0.001,,
,264932,4.668116355643553,,,,,265000,-93.87030374863568,0.001,1945.8383580630411,920.1
1548.60661612,266932,3.8257228890657426,288,153,1746,953.55,267932,-94.76979055786133,0.001,,
,269932,4.199311152338981,,,,,270000,-95.74332704162597,0.001,2040.9803120243364,1000.0
1591.4563284499998,270932,3.657582866311073,292,153,1774,962.33,271932,-96.40685891723633,0.001,,
,274932,4.20602424120903,,,,,275000,-97.88220039367675,0.001,2035.1976711087045,951.4
1641.9819047400001,,,296,153,1801,962.33,275932,,,,
1664.5760185799998,278301,4.348904832363129,300,153,1817,956.02,279301,-98.91821588134766,0.001,,
,279301,5.135585209131241,,,,,280000,-99.63522120666504,0.001,1840.5768206618318,949.2
1703.91147794,282301,4.083476906061173,304,153,1845,956.02,283301,-100.69008415222169,0.001,,
,284301,4.3540414667129514,,,,,285000,-101.54921203613281,0.001,2061.1786686034525,1000.0
1721.25908971,285379,4.22098830418709,308,153,1869,946.8,286379,-101.67132392296425,0.001,,
,289379,4.539217091798783,,,,,290000,-103.3799111328125,0.001,1694.0041766544841,909.1
1745.1839643100002,,,312,153,1896,946.8,290379,,,,
1765.4031157900004,293379,5.539534143209457,316,153,1915,946.8,294379,-104.83492236328125,0.001,,
,294541,5.931937778437579,,,,,295000,-105.40630717336396,0.001,2017.1164644150763,975.5
1767.9917283100003,296541,5.235756683588028,320,153,1939,938.42,297541,-105.95788775634766,0.001,,
,299541,5.529429181337356,,,,,300000,-106.70479167175293,0.001,2183.0117577723927,1000.0
1804.91490792,300541,6.1039174721241,324,153,1967,944.48,301541,-107.28368135070801,0.001,,
,304541,5.585725395441055,,,,,305000,-108.74879104614257,0.001,2191.170208995131,1000.0
1830.0172855100004,,,328,153,1995,948.64,305541,,,,
1849.2042048899998,308541,5.728961608171463,332,153,2014,948.64,309541,-109.48721002197266,0.001,,
,309541,6.323219567537308,,,,,310000,-110.49450479125977,0.001,2262.8961141815407,1000.0
1877.3206325200006,312541,6.747413877248764,336,153,2041,954.0,313541,-111.21884040832519,0.001,,
,314541,6.3800104131698605,,,,,315000,-111.48926663208007,0.001,2108.6503017347886,1000.0
1895.46676126,316541,5.613987857103348,340,153,2069,957.85,317541,-111.71057241821289,0.001,,
,319541,5.620241933107376,,,,,320000,-112.1009691772461,0.001,2156.4529865867344,981.6
1935.1124021599999,320541,6.080730526685715,344,153,2097,969.49,321541,-112.43968980407715,0.001,,
,324541,6.21201312327385,,,,,325000,-113.69598042297363,0.001,2325.712807307986,1000.0
1959.2916511300004,,,348,153,2125,969.49,325541,,,,
1978.63088128,328541,5.812061984777451,352,153,2144,969.49,329541,-114.70292079162597,0.001,,
,329541,5.889795918703079,,,,,330000,-114.97678018188476,0.001,1897.4663735870272,1000.0
2001.8719442300003,332541,6.089159074544907,356,153,2171,969.49,333541,-115.85190170288087,0.001,,
,334541,6.016540175199508,,,,,335000,-116.5019061126709,0.001,2208.577008488438,1000.0
2016.4199381600004,336541,5.92919352221489,360,153,2199,966.47,337239,-117.00531126403808,0.001,,
,339239,6.484897898197174,,,,,340000,-117.78272177124023,0.001,2284.99206680269,1000.0
2032.7669140799999,340239,6.6913191063404085,364,153,2225,966.47,341239,-117.8622778930664,0.001,,
,344239,6.9525709936618805,,,,,345000,-118.9012054901123,0.001,2250.2754524751085,1000.0
2059.13126211,,,368,153,2253,966.47,345239,,,,
2074.98398358,348239,7.053300164222717,372,153,2273,966.47,349239,-119.82757498168945,0.001,,
,349239,7.121157931804657,,,,,350000,-120.12341151428222,0.001,2361.089233260974,1000.0
2090.6756602,352239,7.339038277864456,376,153,2300,966.47,353239,-120.51121249389648,0.001,,
,354239,6.993664644479751,,,,,355000,-120.84985739135742,0.001,2280.079122762266,1000.0
2102.4306481500007,356239,6.815931251764297,380,153,2327,966.47,357239,-121.21716191101075,0.001,,
,359239,6.667551444530487,,,,,360000,-121.78243838500977,0.001,2137.616665503237,890.8
2118.5963355500003,360239,7.3405500516891475,384,153,2354,966.47,361239,-122.16825117492675,0.001,,
2140.5250529200007,363849,6.602749990635231,388,153,2372,969.17,364849,-123.0397970230853,0.001,,
,364849,7.455668115854263,,,,,365000,-123.3860160369873,0.001,2353.9992563072506,1000.0
2122.5911297800003,366923,11.032629808864078,392,153,2394,959.91,367923,-123.77664143330342,0.001,,
,369923,9.494265345096588,,,,,370000,-124.90831965637207,0.001,2266.033207431494,1000.0
2131.9465229300004,370923,7.260161339521408,396,153,2422,959.91,371923,-125.07470310974121,0.001,,
,374923,7.476066632986068,,,,,375000,-126.30309130859375,0.001,2178.6628996765708,908.1
2159.98535234,,,400,153,2449,966.22,375923,,,,
2171.64071087,378923,8.30302864432335,404,153,2469,966.22,379923,-126.6274794921875,0.001,,
,379923,8.298402828216553,,,,,380000,-126.94912474060058,0.001,2412.8528974583837,1000.0
2177.73087771,382923,7.991215371847153,408,153,2496,966.4,383019,-127.74263829040527,0.001,,
,384019,9.008531460762024,,,,,385000,-127.80238188171387,0.001,2306.042534169741,916.5
2170.71073374,385156,7.655795257456981,412,153,2516,957.77,386156,-128.52971350628397,0.001,,
2149.27103986,388777,7.655140262870973,416,153,2534,944.68,388847,-129.25807251468783,0.001,,
,389847,9.081169477701188,,,,,390000,-129.17114280700685,0.001,2109.5776305626446,923.7
2178.42813355,391847,9.039324177742005,420,153,2558,953.06,392847,-129.7469461517334,0.001,,
,394847,9.071255813837052,,,,,395000,-130.8265858001709,0.001,2162.710206141125,870.7
2187.3292610299995,395847,8.496059989213943,424,153,2585,953.06,396847,-130.7506495361328,0.001,,
,399847,8.684936458826066,,,,,400000,-131.32575389099122,0.001,1989.420880137966,833.6
2213.77942892,,,428,153,2612,953.06,400847,,,,
2218.19334102,403847,8.426536086082459,432,153,2631,953.06,404847,-131.87315756225587,0.001,,
,404847,9.419656728744506,,,,,405000,-132.12604977416993,0.001,1746.4726460843813,750.7
2206.8286686199995,407847,9.664240535259246,436,153,2656,948.95,408436,-132.96272831726074,0.001,,
,409789,10.09862646150589,,,,,410000,-133.41019227600097,0.001,2218.0032023411245,919.2
2180.7374112599996,,,440,153,2672,932.48,410789,,,,
2178.8112158900003,413400,10.12257096338272,444,154,2689,928.59,414400,-133.45292897033693,0.001,,
,414400,10.728652369499207,,,,,415000,-133.743652923584,0.001,1796.656084146147,894.2
2190.8426614799996,417400,10.080250313282013,448,154,2716,928.59,418400,-134.08457867431642,0.001,,
,419400,10.269603538036346,,,,,420000,-134.01420138549804,0.001,2453.906005081581,1000.0
2201.02821615,421400,10.623143995761872,452,153,2744,928.59,422400,-134.3477559967041,0.001,,
,424400,10.480246138572692,,,,,425000,-134.9159091644287,0.001,2555.394826009916,1000.0
2210.0351754600006,425400,10.487711845636367,456,153,2771,928.59,426400,-134.93802206420898,0.001,,
,429400,10.317505805969239,,,,,430000,-135.748265625,0.001,1861.3696286117483,910.7
2224.79421426,,,460,153,2798,931.61,430400,,,,
2233.77411015,433400,9.890624071598053,464,154,2817,931.61,434400,-136.20195498657228,0.001,,
,434400,9.25145788192749,,,,,435000,-136.23029861450195,0.001,2431.7742007170687,991.7
2243.2716864100003,437400,10.465858876228333,468,154,2844,931.61,438400,-136.86193724060058,0.001,,
,439400,10.817071816921235,,,,,440000,-137.27197105407714,0.001,2349.871155126382,932.3
2250.6510459300002,441400,10.17975505232811,472,154,2871,931.61,442400,-137.7517366027832,0.001,,
,444400,10.048624946594238,,,,,445000,-137.75152558898927,0.001,2578.196941466187,1000.0
2256.9727476900002,445400,10.13228747701645,476,153,2899,931.61,446400,-138.20954469299318,0.001,,
,449400,10.969862679243088,,,,,450000,-138.502460067749,0.001,2436.191736190859,934.3
2267.04301183,,,480,153,2926,931.61,450400,,,,
2266.66385241,453400,10.872791663169862,484,154,2945,931.61,454400,-138.6682099914551,0.001,,
,454400,10.728375947475433,,,,,455000,-138.86512759399415,0.001,2183.5382585286743,930.3
2283.79143703,457400,10.40964235162735,488,154,2972,935.51,458400,-139.9589468383789,0.001,,
,459400,10.826405420780182,,,,,460000,-139.9722813873291,0.001,2583.6165318466255,1000.0
2324.48200972,461400,9.859174842834472,492,154,2999,944.77,462400,-140.10204417419433,0.001,,
,464400,10.045891829490662,,,,,465000,-140.43010864257812,0.001,2352.2999418233057,906.6
2334.87740254,465400,10.12128722524643,496,154,3026,944.77,466400,-140.47130294799805,0.001,,
,469400,9.884285322666168,,,,,470000,-141.57231192016602,0.001,2450.4334217845,948.1
2341.95475804,,,500,154,3053,944.77,470400,,,,
2334.0008401299997,472808,10.018944181647955,504,154,3069,938.85,473808,-141.96794921276617,0.001,,
,474084,10.77639276912247,,,,,475000,-143.0455252605936,0.001,2602.2911634449615,1000.0
2351.79491592,476084,10.099699568748473,508,154,3093,940.65,477084,-142.52529904174804,0.001,,
,479084,9.663387728214264,,,,,480000,-142.8141398010254,0.001,2263.203260825621,869.2
2377.85012278,480084,10.721196163654328,512,154,3119,949.28,481084,-143.48422685241698,0.001,,
,484084,10.05943494606018,,,,,485000,-144.10491372680664,0.001,2513.3831758469023,1000.0
2416.3653856000005,,,516,154,3146,962.37,485084,,,,
2366.65735168,487485,9.807320631027222,520,154,3164,956.38,488485,-144.8079226989746,0.001,,
,489441,11.091328419900838,,,,,490000,-144.55357137384775,0.001,1796.068765467382,683.0
2375.17228296,491441,11.091255651473999,524,154,3189,955.94,492441,-145.0473369140625,0.001,,
,494476,11.334208868026733,,,,,495000,-145.2828285522461,0.001,2598.183575212245,960.1
2358.41882293,,,528,154,3211,946.29,495476,,,,
2359.0434275,497981,10.131262691497803,532,154,3228,941.34,498981,-146.06637991333008,0.001,,
,499981,10.258635443210602,,,,,500000,-146.45512899780275,0.001,2009.9827955329151,905.5
2361.68671998,501032,10.333045856625427,536,154,3250,935.96,502032,-146.86698033259466,0.001,,
2320.71483546,503379,12.499620363447402,540,154,3262,927.91,503580,-145.9928748236762,0.001,,
,504352,10.669513087816188,,,,,505000,-146.09474474654914,0.001,2150.5959310427484,806.6
2307.1449856599997,506352,12.344950337409973,544,154,3283,919.82,506382,-146.69716906738282,0.001,,
,509227,13.397565923213959,,,,,510000,-146.67768048095704,0.001,2567.418379937112,956.2
2310.04050997,,,548,154,3306,918.27,510227,,,,
2316.5542494999995,513227,12.280660331249237,552,154,3325,918.27,514227,-147.2082384033203,0.001,,
,514227,11.784382457256317,,,,,515000,-147.62986685180664,0.001,2464.8456701609307,914.7
2322.2299746799995,517227,11.040649314403534,556,154,3353,918.27,518227,-147.97313381958008,0.001,,
,519227,11.877944456577302,,,,,520000,-148.10649609375,0.001,2683.0194877305535,1000.0
2318.3530162,520794,12.16996400823038,560,154,3379,913.94,521794,-148.48045112717318,0.001,,
2299.5474579699994,523904,11.411602458474356,564,154,3394,905.04,524904,-148.38466776416288,0.001,,
,524904,13.678386837005615,,,,,525000,-149.49145593261719,0.001,2621.7724297871814,973.8
2307.83524924,527904,11.747036417007447,568,154,3422,905.04,528904,-149.69497305297853,0.001,,
,529904,11.726414270401001,,,,,530000,-150.2561692199707,0.001,2377.2457367917987,878.0
2271.0507481699997,531134,13.15269422531128,572,154,3443,889.41,531341,-150.5226787109375,0.001,,
,534339,11.8759451280376,,,,,535000,-150.80910172395573,0.001,2434.9561469393784,921.1
2276.12307382,,,576,154,3467,889.39,535339,,,,
2279.96316554,538307,11.45302050113678,580,154,3486,889.07,539307,-150.90623205566405,0.001,,
,539307,11.518960356712341,,,,,540000,-151.25471286010742,0.001,2591.9106796087754,950.6
2279.51395827,541914,11.923120416958604,584,154,3512,885.14,542914,-152.11652951491507,0.001,,
,544914,11.685564259529114,,,,,545000,-152.48622369384765,0.001,2517.531008898886,918.5
2283.0252734399996,545914,12.485323793888092,588,154,3539,885.14,546914,-152.4644566040039,0.001,,
,549618,12.29222904729843,,,,,550000,-153.4534260864258,0.001,2569.38783405337,948.7
2276.14949108,,,592,154,3565,882.18,550618,,,,
2279.4885782099996,553618,13.33169580745697,596,154,3584,882.18,554618,-153.95840774536134,0.001,,
,554774,11.648421632937897,,,,,555000,-153.4655290261293,0.001,2345.8341045008974,849.8
2261.40617534,556774,11.483698632240296,600,154,3606,873.74,557774,-154.22174194335938,0.001,,
,559774,11.651495007514953,,,,,560000,-154.80096893310548,0.001,2335.2832358003825,872.2
2257.37477169,560774,12.000564452171325,604,154,3632,871.19,560927,-155.35458834838866,0.001,,
2233.1255955300003,562303,10.642939753257311,608,154,3640,862.19,563303,-154.2243401454045,0.001,,
,564364,12.015041397667774,,,,,565000,-155.40851853314567,0.001,1655.3723099905997,615.8
2205.7933708699998,565221,14.722879958403153,612,154,3660,851.37,566221,-155.85636220914182,0.001,,
,569221,13.267758010387421,,,,,570000,-156.26674468994142,0.001,2648.7809728161433,1000.0
2211.5494373799997,,,616,154,3687,851.37,570221,,,,
2274.84645003,573221,11.90286465883255,620,154,3707,857.36,574221,-156.33301776123048,0.001,,
,574484,11.704786668712195,,,,,575000,-156.95265486746123,0.001,2542.809788223938,937.2
2260.24219667,576484,12.73570126247406,624,154,3730,850.43,577484,-156.8806959838867,0.001,,
,579165,13.047107489585876,,,,,580000,-156.6794668273926,0.001,2710.0793490396113,1000.0
2281.7679722,580165,13.34489329624176,628,154,3756,856.89,581165,-157.29192669677735,0.001,,
,584165,13.379874389648437,,,,,585000,-157.1246088256836,0.001,2464.1095279228293,885.8
2295.8727713,,,632,154,3782,861.84,585165,,,,
2327.89193938,588165,12.363165529727937,636,154,3802,871.33,589165,-158.27702056884766,0.001,,
,589165,13.592672955513,,,,,590000,-158.13913235473632,0.001,2027.8342333241076,724.8
2415.0322125000002,591778,13.234468435764313,640,154,3827,891.98,592778,-158.66279504394532,0.001,,
,594907,14.087187907492467,,,,,595000,-158.54402923583984,0.001,1984.5083340295678,716.4
2408.9633195500005,,,644,154,3848,889.21,595303,,,,
2418.60712223,598303,12.721184050559998,648,155,3865,890.76,599303,-159.04603155517577,0.001,,
,599303,12.42417093038559,,,,,600000,-158.88526565551757,0.001,2651.572670293681,1000.0
2420.69943801,602303,13.652234608173371,652,155,3892,890.76,603303,-159.2583299560547,0.001,,
,604162,13.371610895718629,,,,,605000,-159.57999381131904,0.001,2544.372464376327,919.5
2422.4707074,606162,15.108761125564575,656,154,3918,889.35,607162,-159.86444784545898,0.001,,
,609925,16.281349815368653,,,,,610000,-160.0015890197754,0.001,2492.019084894494,988.1
2432.9233936,,,660,154,3944,891.31,610925,,,,
2437.79984445,613065,14.132174250057766,664,155,3959,891.61,614065,-160.61458783830915,0.001,,
,614065,13.668726266384125,,,,,615000,-160.6071508178711,0.001,2618.26545606195,939.7
2439.7363608699998,617065,13.931455160140992,668,155,3987,891.61,618065,-160.3933768310547,0.001,,
,619065,15.122627295970917,,,,,620000,-160.39623150634765,0.001,2832.453086712904,1000.0
2491.2238784,621065,13.626318916797638,672,154,4014,907.24,622065,-160.39384970092775,0.001,,
,624065,15.717057681560517,,,,,625000,-160.56485543823243,0.001,2117.0210237908177,896.9
2477.32139528,625065,14.544249671459198,676,154,4040,907.26,626065,-160.66135989379882,0.001,,
2433.61581292,628198,17.909461035764306,680,154,4055,891.13,628420,-160.69800624562734,0.001,,
,629420,14.145462830543519,,,,,630000,-161.35527813720702,0.001,2340.0437313559933,842.4
2448.5722973700003,631420,14.497659373760223,684,155,4078,895.06,632420,-161.615267578125,0.001,,
,634420,14.258815890312194,,,,,635000,-161.52314852905275,0.001,2911.0442463351183,1000.0
2427.23753415,635420,14.686058917045592,688,154,4104,885.34,635448,-162.0990362854004,0.001,,
2380.0145006000002,636631,14.141414528369904,692,155,4111,867.1,637328,-162.91022665405274,0.001,,
2342.62687533,639756,15.564968040056318,696,155,4125,851.99,639817,-162.50518442314362,0.001,,
,639817,16.835743567982657,,,,,640000,-162.3642084757487,0.001,2261.5519116238693,819.8
2367.38839548,642817,14.133730048179627,700,155,4147,860.43,643817,-162.92977862548827,0.001,,
,644817,14.523461460113525,,,,,645000,-163.2460330505371,0.001,2818.772557102563,1000.0
2395.87611882,646817,15.650535027980805,704,155,4175,868.9,647817,-163.3474319152832,0.001,,
,649817,14.672007435321808,,,,,650000,-163.85596450805664,0.001,2769.765081742281,978.2
2446.6562493700003,650817,15.861624484539032,708,155,4202,885.14,651817,-164.16947201538085,0.001,,
