time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
45000,,,,,,0.0003,0.020923184,210,0.9802683591842651,0.2,-23.782010191679,559.3030395507812,0.191748046875,0.3944612741470337,1002.0523027420044,-0.0646216026332695,63.15,311.99438943490384
45056,22,360,173.63194203000003,37.82,125,,,,,,,,,,,,,
47104,23,360,187.25276024000001,40.63,130,0.0003,0.022446828,220,0.9798303246498108,0.2,-23.778744304180144,465.64166259765625,0.20419921875,0.44143402576446533,920.343151473999,-0.06594112160964868,,
49152,24,362,210.76590488000002,45.16,135,0.0003,0.022241611,230,0.9796754121780396,0.2,-23.773214429616928,502.9317932128906,0.19462890625,0.38531649112701416,1184.640461730957,-0.06263092151784803,,
50000,,,,,,0.0003,0.022561103,240,0.9809884428977966,0.2,-23.78611347079277,495.52935791015625,0.210595703125,0.4161773920059204,1215.5029434204102,-0.06446168824913912,63.95,320.78797313794496
51200,25,362,222.55568979,47.93,141,,,,,,,,,,,,,
53248,26,362,214.33239204,46.22,146,0.0003,0.022050947,250,0.9782249331474304,0.2,-23.770775812864304,439.8223571777344,0.203173828125,0.44218504428863525,1081.5484737396241,-0.06479228217503988,,
55000,,,,,,0.0003,0.020171419,260,0.9774553775787354,0.2,-23.736368697881698,498.01617431640625,0.182568359375,0.44291627407073975,1188.1314525604248,-0.061299862869782375,59.55,307.6090155348182
55296,27,359,217.22684549999997,46.64,154,,,,,,,,,,,,,
57344,28,360,221.33392981,47.48,159,0.0003,0.02158695,270,0.9777436852455139,0.2,-23.736883175373077,453.6791687011719,0.199609375,0.4619907736778259,1137.3739585876465,-0.06189579865022097,,
59392,29,360,222.64167106000005,47.64,164,0.0003,0.022600438,280,0.9770698547363281,0.2,-23.729631370306016,521.4363403320312,0.195751953125,0.42381227016448975,1151.5734466552735,-0.06374402296205517,,
60000,,,,,,0.0003,0.021700252,290,0.9747508764266968,0.2,-23.70614560842514,423.5829162597656,0.19091796875,0.5043993592262268,1098.8521532058717,-0.061213577623129824,61.0,321.678674063459
61440,30,359,225.75186912,48.32,170,,,,,,,,,,,,,
63488,31,363,227.71255466999995,48.28,174,0.0003,0.021970917,300,0.9736705422401428,0.2,-23.672882390022277,401.98028564453125,0.191162109375,0.49756360054016113,992.3452331542969,-0.058470991969807075,,
65000,,,,,,0.0003,0.023649966,310,0.9737793207168579,0.2,-23.665917056798936,441.2672424316406,0.19609375,0.5359930992126465,1037.991388130188,-0.059639903556671925,57.75,308.2372705429792
65536,32,361,233.90060542,49.47,181,,,,,,,,,,,,,
67584,33,362,222.00293516000002,47.65,186,0.0003,0.024984704,320,0.9711406826972961,0.2,-23.642011320590974,472.09051513671875,0.220947265625,0.543045848608017,1105.4655052185058,-0.06499536918272497,,
69632,34,363,234.32996328000004,50.28,191,0.0003,0.022095624,330,0.9697036743164062,0.2,-23.605132400989532,255.28900146484375,0.182421875,0.5229672491550446,859.7062873840332,-0.059927853173576295,,
70000,,,,,,0.0003,0.023390152,340,0.9682191014289856,0.2,-23.5774289727211,286.6780700683594,0.199365234375,0.5380314588546753,988.2877035140991,-0.0612250264181057,68.35,361.64565063640475
71680,35,361,245.84783060000007,52.61,198,,,,,,,,,,,,,
73728,36,362,270.27774681000005,57.34,203,0.0003,0.024822472,350,0.9673623442649841,0.2,-23.560138088464736,423.3282470703125,0.20234375,0.5546714067459106,1042.6259998321534,-0.05960328606015537,,
75000,,,,,,0.0003,0.02342105,360,0.9661483764648438,0.2,-23.54019001722336,461.1436767578125,0.198291015625,0.5251197814941406,1116.9642986297608,-0.05661920702841598,63.55,338.16620955765245
75776,37,361,271.98869907000005,57.48,209,,,,,,,,,,,,,
77824,38,363,284.91224697999996,60.03,214,0.0003,0.026115078,370,0.9642165899276733,0.2,-23.509209597110747,339.6730651855469,0.211572265625,0.5715706944465637,977.4872016906738,-0.062016461585881186,,
79872,39,364,286.46175411,60.71,219,0.0003,0.025389258,380,0.9641880989074707,0.2,-23.49495756626129,493.2923889160156,0.230419921875,0.5847230553627014,1073.816222190857,-0.06139628840610385,,
80000,,,,,,0.0003,0.022578407,390,0.9623882174491882,0.2,-23.476653695106506,466.2017517089844,0.18623046875,0.5911399722099304,1026.196707725525,-0.058547812691540455,60.75,325.35142578333614
81920,40,362,300.31712305,63.43,225,,,,,,,,,,,,,
83968,41,363,302.39894475999995,63.83,231,0.0003,0.024657588,400,0.9617100954055786,0.2,-23.453074884414672,458.45587158203125,0.19248046875,0.6224206984043121,1054.2130990982055,-0.05536531116231345,,
85000,,,,,,0.0003,0.022453485,410,0.9607898592948914,0.2,-23.440547400712965,473.5279846191406,0.182666015625,0.5833689272403717,1047.1547662734986,-0.05589602939435281,64.55,344.0910819062963
86016,42,360,291.11279798000004,61.02,238,,,,,,,,,,,,,
88064,43,362,287.79643680000004,60.12,243,0.0003,0.022744955,420,0.959001898765564,0.2,-23.417744243144988,341.8648986816406,0.18154296875,0.6660070419311523,840.4357924461365,-0.05510504777194001,,
90000,,,,,,0.0003,0.02337915,430,0.9578747749328613,0.2,-23.38883382678032,249.9331512451172,0.201220703125,0.649403840303421,828.7872392654419,-0.05953960017650388,61.3,325.35812262035904
90112,44,362,289.17376587,60.49,248,,,,,,,,,,,,,
92160,45,362,297.4102732,61.88,254,0.0003,0.022763673,440,0.9554977416992188,0.2,-23.358311688899995,300.5678405761719,0.18662109375,0.6941297948360443,801.05352268219,-0.05713299883645959,,
94208,46,363,296.75205633,62.06,259,0.0003,0.02441008,450,0.9555253386497498,0.2,-23.340641796588898,314.2081604003906,0.200634765625,0.6831921637058258,805.1642186164856,-0.05944129993149545,,
95000,,,,,,0.0003,0.02139766,460,0.9549045562744141,0.2,-23.331213480234148,332.5518798828125,0.175537109375,0.6426853239536285,854.660435962677,-0.05471796673373319,61.15,324.461097362265
96256,47,362,287.98422442,60.21,265,,,,,,,,,,,,,
98304,48,362,290.73029957,61.19,271,0.0003,0.021339856,470,0.9535991549491882,0.2,-23.31300573348999,230.62461853027344,0.1654296875,0.6956360340118408,719.5975242614746,-0.05407477685366757,,
100000,,,,,,0.0003,0.022829425,480,0.954928457736969,0.2,-23.315284699201584,248.14010620117188,0.189453125,0.7190781831741333,700.2352090835572,-0.056058444068185054,60.4,320.475665024668
100352,49,361,289.22617177000006,60.91,277,,,,,,,,,,,,,
102400,50,363,300.92697577,63.5,281,0.0003,0.022064026,490,0.9549995064735413,0.2,-23.323665219545365,193.71249389648438,0.1751953125,0.7213795185089111,641.9702978134155,-0.05343457697890699,,
104448,51,364,303.64397517000003,63.76,286,0.0003,0.021629687,500,0.9552358984947205,0.2,-23.32787143588066,271.13665771484375,0.168994140625,0.7194606363773346,714.637113571167,-0.05284069185727276,,
105000,,,,,,0.0003,0.021871401,510,0.9541686773300171,0.2,-23.318347585201263,242.83558654785156,0.17529296875,0.7003735601902008,733.0644063949585,-0.05440484974242281,66.7,353.0548643141985
106496,52,362,309.70854015000003,64.91,293,,,,,,,,,,,,,
108544,53,363,314.54200366000003,65.88,298,0.0003,0.018822648,520,0.953406035900116,0.2,-23.300955736637114,333.13787841796875,0.1478515625,0.7098424732685089,751.0926923751831,-0.0499728088354459,,
110000,,,,,,0.0003,0.023085624,530,0.9532489776611328,0.2,-23.292153972387315,334.11798095703125,0.178955078125,0.7365701198577881,716.3471464157104,-0.05558478792954702,71.8,383.18778067593666
110592,54,361,314.56856186,65.42,305,,,,,,,,,,,,,
112640,55,362,316.33987228,65.82,311,0.0003,0.021453105,540,0.952997088432312,0.2,-23.289601278305053,257.615234375,0.169482421875,0.7539155930280685,618.6209589004517,-0.05193287937436253,,
114688,56,363,318.97567701,66.55,315,0.0003,0.02048787,550,0.9529126286506653,0.2,-23.283887416124344,227.12347412109375,0.15615234375,0.7311854362487793,679.0911066055298,-0.05144017837883439,,
115000,,,,,,0.0003,0.019822806,560,0.9531272649765015,0.2,-23.287459033727647,270.7803039550781,0.15693359375,0.737263411283493,708.8829311370849,-0.05031877153669484,61.8,329.8396859705448
116736,57,362,320.98434913,66.97,321,,,,,,,,,,,,,
118784,58,363,315.13218429000005,65.95,326,0.0003,0.021508241,570,0.9517142176628113,0.2,-23.276420813798904,189.81430053710938,0.167529296875,0.7608670145273209,587.1048357009888,-0.05067443884909153,,
120000,,,,,,0.0003,0.021547906,580,0.9508352875709534,0.2,-23.25226839184761,258.9266052246094,0.17373046875,0.7923338711261749,550.5622724533081,-0.05613059320312459,58.9,313.9897415591404
120832,59,361,303.97468047,63.84,334,,,,,,,,,,,,,
122880,60,361,303.66681669,63.82,339,0.0003,0.020766575,590,0.9506383538246155,0.2,-23.242839992046356,198.1556396484375,0.16943359375,0.7284150719642639,708.6514245033264,-0.051102965482277794,,
124928,61,362,314.50939933999996,65.62,345,0.0003,0.017261885,600,0.9501369595527649,0.2,-23.236040627956392,173.1954803466797,0.139306640625,0.7728719413280487,585.4892262458801,-0.04440699358819984,,
125000,,,,,,0.0003,0.025146982,610,0.949208676815033,0.2,-23.22080162167549,199.6898956298828,0.197705078125,0.7638763338327408,527.253359413147,-0.05528120512899477,59.0,314.02453385293484
126976,62,361,317.79506710000004,65.9,351,,,,,,,,,,,,,
129024,63,363,320.45479579000005,66.25,355,0.0003,0.022766963,620,0.9476815462112427,0.2,-23.201571762561798,158.4607391357422,0.183203125,0.8269081115722656,422.55685396194457,-0.054776321465033105,,
130000,,,,,,0.0003,0.020807035,630,0.9473099708557129,0.2,-23.18272966146469,182.18380737304688,0.163037109375,0.8128363639116287,511.4900588989258,-0.04919080029940233,63.05,336.3755048789084
131072,64,362,323.21760634,66.63,361,,,,,,,,,,,,,
133120,65,363,327.14396261999997,67.61,366,0.0003,0.021326447,640,0.9472127556800842,0.2,-23.179241997003555,113.6306381225586,0.170166015625,0.8132613152265549,480.4720477104187,-0.047279101752792485,,
135000,,,,,,0.0003,0.018850995,650,0.9464450478553772,0.2,-23.17050207257271,191.2425994873047,0.1580078125,0.7615537494421005,590.7050399303437,-0.0489784280071035,61.1,326.99734596535563
135168,66,361,333.81683101000004,69.47,373,,,,,,,,,,,,,
137216,67,362,321.38552713999997,67.1,378,0.0003,0.019664537,660,0.9457204341888428,0.2,-23.155337065458298,292.40582275390625,0.174755859375,0.7910107672214508,537.8304261684418,-0.04827699839952402,,
139264,68,362,311.01418113999995,65.05,383,0.0003,0.019552842,670,0.9441003203392029,0.2,-23.135567212104796,165.41542053222656,0.156689453125,0.7846438139677048,544.1774600982666,-0.04828532360261306,,
140000,,,,,,0.0003,0.024965167,680,0.9447330236434937,0.2,-23.125682789087296,164.68276977539062,0.18984375,0.803385391831398,464.35640387535096,-0.054670577810611576,63.0,331.9636221922934
141312,69,362,311.35639947999994,64.28,389,,,,,,,,,,,,,
143360,70,363,320.98331269000005,66.23,394,0.0003,0.025219291,690,0.9446797370910645,0.2,-23.13003051877022,68.91622924804688,0.2013671875,0.8505945205688477,346.80585064888,-0.05243814701680094,,
145000,,,,,,0.0003,0.025115063,700,0.9432933926582336,0.2,-23.116733771562576,88.15787506103516,0.183154296875,0.8471622467041016,401.926149559021,-0.05311231603263877,64.15,337.3021374940872
145408,71,362,326.48114882000004,67.48,401,,,,,,,,,,,,,
147456,72,362,334.46980869,68.73,406,0.0003,0.019852124,710,0.9431157112121582,0.2,-23.101631885766984,166.66575622558594,0.157275390625,0.797441691160202,526.1113050460815,-0.048602592025417835,,
149504,73,362,331.48046729000004,67.79,412,0.0003,0.023700189,720,0.9428691864013672,0.2,-23.09656858444214,87.39219665527344,0.177294921875,0.8422433882951736,402.544380569458,-0.05082001907285303,,
150000,,,,,,0.0003,0.02464816,730,0.9415284395217896,0.2,-23.080846893787385,101.2055435180664,0.200146484375,0.8710685819387436,372.4679178237915,-0.05471392309991643,61.35,321.11761915683746
151552,74,362,334.82577447000006,68.07,418,,,,,,,,,,,,,
153600,75,363,335.62165374999995,68.47,423,0.0003,0.02534028,740,0.9403153657913208,0.2,-23.05768793821335,138.0629425048828,0.201220703125,0.8627583384513855,374.71040811538694,-0.05447163682547398,,
155000,,,,,,0.0003,0.025888707,750,0.9382053017616272,0.2,-23.026621943712236,137.55892944335938,0.20029296875,0.8584923595190048,354.3377111911774,-0.0520707042174763,62.8,329.4056363925338
155648,76,362,336.20900467000007,69.1,429,,,,,,,,,,,,,
157696,77,362,332.93998725999995,69.28,434,0.0003,0.023349505,760,0.9363404512405396,0.2,-22.989654290676118,93.25260162353516,0.1859375,0.8470123112201691,379.5164595127106,-0.05035876451293007,,
159744,78,363,333.09749219,69.04,439,0.0003,0.022449244,770,0.9345021843910217,0.2,-22.958462834358215,160.477294921875,0.1939453125,0.8625436872243881,356.50279264450074,-0.053071487051784064,,
160000,,,,,,0.0003,0.022941967,780,0.9349844455718994,0.2,-22.951341885328294,179.693603515625,0.1931640625,0.8660960495471954,356.58351774215697,-0.052346051424683536,60.3,317.5297394067049
161792,79,362,333.58400723,69.17,446,,,,,,,,,,,,,
163840,80,362,332.6713632,68.77,451,0.0003,0.023784203,790,0.9338104128837585,0.2,-22.942807120084762,92.73143005371094,0.1859375,0.8593998849391937,354.5734994888306,-0.05163581489468925,,
165000,,,,,,0.0003,0.025484031,800,0.9314121007919312,0.2,-22.907929635047914,104.35504913330078,0.1943359375,0.8706232160329819,328.0731092453003,-0.05451891212724149,60.0,312.6948492743075
165888,81,362,347.2146387000001,71.78,458,,,,,,,,,,,,,
167936,82,363,340.52762464999995,70.74,462,0.0003,0.022014773,810,0.9289480447769165,0.2,-22.863062089681627,213.1024169921875,0.176318359375,0.8424160033464432,435.4444675922394,-0.05288400185236242,,
169984,83,363,345.25426964999997,71.51,467,0.0003,0.02353029,820,0.9284532070159912,0.2,-22.833804851770402,181.49105834960938,0.176708984375,0.8444759249687195,420.41085333824157,-0.05029931971803307,,
170000,,,,,,0.0003,0.022171827,830,0.9276561737060547,0.2,-22.822588896751405,89.31761932373047,0.172705078125,0.8608279675245285,386.8401273727417,-0.04852735947351903,59.7,310.9115215651691
172032,84,362,332.28190968,68.84,474,,,,,,,,,,,,,
174080,85,363,326.73582107,67.68,479,0.0003,0.024911636,840,0.9263731241226196,0.2,-22.8030876994133,153.54957580566406,0.193701171875,0.8559914082288742,401.4313000679016,-0.05289965794072486,,
175000,,,,,,0.0003,0.026200453,850,0.9268345236778259,0.2,-22.796450746059417,137.93539428710938,0.19453125,0.8426367193460464,429.3615389823914,-0.05267164519173093,60.25,315.2142075419426
176128,86,362,321.76222708,66.74,486,,,,,,,,,,,,,
178176,87,362,315.86182921,65.59,490,0.0003,0.022626972,860,0.9271532893180847,0.2,-22.805511122941972,122.57401275634766,0.179150390625,0.8407144695520401,383.05228810310365,-0.05174048893677537,,
180000,,,,,,0.0003,0.026252385,870,0.9270998239517212,0.2,-22.804502689838408,103.62943267822266,0.20361328125,0.8328457474708557,390.38264145851133,-0.054416498239152136,57.2,299.72235063128176
180224,88,362,336.01271797000004,70.07,496,,,,,,,,,,,,,
182272,89,363,339.8516649500001,70.47,501,0.0003,0.023020696,880,0.9265724420547485,0.2,-22.797171461582185,225.28659057617188,0.17802734375,0.8118907511234283,483.9534873485565,-0.05207428417634219,,
184320,90,363,345.59710302999997,71.64,506,0.0003,0.02741298,890,0.9245694279670715,0.2,-22.776885324716567,124.4858169555664,0.207861328125,0.8610898405313492,406.4172963142395,-0.053626953277853315,,
185000,,,,,,0.0003,0.023808517,900,0.9241383075714111,0.2,-22.752535545825957,152.46975708007812,0.181201171875,0.8583923578262329,409.9877984046936,-0.04954119024041574,51.9,268.2634564492852
186368,91,362,349.80245176000005,72.5,513,,,,,,,,,,,,,
188416,92,363,348.87572852000005,72.33,518,0.0003,0.025607193,910,0.9246154427528381,0.2,-22.752394872903825,164.87313842773438,0.19951171875,0.8552607297897339,440.37329292297363,-0.053084302571369334,,
190000,,,,,,0.0003,0.026223566,920,0.9237900376319885,0.2,-22.74864818453789,165.7746124267578,0.198095703125,0.8645973950624466,391.4957633495331,-0.050046532167471014,54.1,280.2573773734272
190464,93,362,336.137683,70.3,525,,,,,,,,,,,,,
192512,94,363,331.84999725,69.53,530,0.0003,0.023112265,930,0.9229261875152588,0.2,-22.73061236143112,242.1172332763672,0.193310546875,0.8251054733991623,536.1275231838226,-0.051958841516170653,,
194560,95,363,334.63710817,69.91,534,0.0003,0.022299487,940,0.9221101999282837,0.2,-22.715195524692536,141.0470428466797,0.18525390625,0.849246010184288,400.074223947525,-0.052318033488700164,,
195000,,,,,,0.0003,0.026341353,950,0.9219079613685608,0.2,-22.706774693727493,171.65667724609375,0.206005859375,0.874015673995018,356.848898267746,-0.05418283157632686,55.4,290.7080315377563
196608,96,363,342.84735559999996,71.44,541,,,,,,,,,,,,,
198656,97,363,348.11340180999997,71.98,546,0.0003,0.03354032,960,0.9211967587471008,0.2,-22.69817963242531,108.9647445678711,0.219482421875,0.8783662542700768,339.27329494953153,-0.053549886477412656,,
200000,,,,,,0.0003,0.02524094,970,0.9198715090751648,0.2,-22.676489239931108,117.94495391845703,0.210595703125,0.8874675333499908,372.56368536949157,-0.05393690558557864,57.2,297.5807114481926
200704,98,362,349.80088698,72.1,553,,,,,,,,,,,,,
202752,99,362,355.77950136,73.02,559,0.0003,0.029662218,980,0.9191359877586365,0.2,-22.65605412721634,170.60520935058594,0.19921875,0.8634720593690872,417.38008613586425,-0.05309357565856772,,
204800,100,363,361.35266079,74.41,563,0.0003,0.026391769,990,0.9183906316757202,0.2,-22.644054424762725,150.86976623535156,0.214404296875,0.9004106521606445,304.8334403514862,-0.054211179056437686,,
205000,,,,,,0.0003,0.023551116,1000,0.9161208868026733,0.2,-22.61645164489746,191.48985290527344,0.17744140625,0.8822768330574036,390.8642946720123,-0.04755946517107077,56.7,292.1871121376753
206848,101,363,360.07272778,74.15,569,,,,,,,,,,,,,
208896,102,363,364.2166808100001,74.93,574,0.0003,0.024138877,1010,0.9162026643753052,0.2,-22.59530825614929,80.96841430664062,0.1951171875,0.8897186815738678,351.4810987949371,-0.052223000457161106,,
210000,,,,,,0.0003,0.02616452,1020,0.9163463711738586,0.2,-22.598244082927703,150.2195587158203,0.196630859375,0.8818689808249474,389.11706199645994,-0.0491812778665917,57.9,299.18758683651686
210944,103,362,353.07923463,72.71,581,,,,,,,,,,,,,
212992,104,362,355.7838707500001,73.34,586,0.0003,0.026600864,1030,0.9160581231117249,0.2,-22.59589296579361,100.05105590820312,0.198193359375,0.8980322331190109,351.65241570472716,-0.05253826423431747,,
215000,,,,,,0.0003,0.027700152,1040,0.9158611297607422,0.2,-22.591348284482955,157.3369140625,0.198046875,0.8753761425614357,365.0583284139633,-0.04783504867227748,55.4,285.52401234358547
215040,105,362,359.39208702999997,73.95,593,,,,,,,,,,,,,
217088,106,362,358.78124280000003,74.12,598,0.0003,0.028400168,1050,0.915453314781189,0.2,-22.584847187995912,143.70448303222656,0.222509765625,0.889881506562233,360.9369536876678,-0.05577560250239912,,
219136,107,363,355.2029917699999,73.01,602,0.0003,0.02355618,1060,0.9142712950706482,0.2,-22.5691654920578,123.34636688232422,0.187158203125,0.8661050349473953,438.28423557281496,-0.048528536476078445,,
220000,,,,,,0.0003,0.028928902,1070,0.9131746888160706,0.2,-22.548148334026337,136.2010040283203,0.21328125,0.8674025237560272,379.16687269210814,-0.056270067527657376,58.35,300.1192929416895
221184,108,363,348.8201525500001,71.96,608,,,,,,,,,,,,,
223232,109,363,351.59382989000005,72.55,614,0.0003,0.028444093,1080,0.9125684499740601,0.2,-22.53242357969284,127.97955322265625,0.21298828125,0.8914536684751511,314.8665996313095,-0.05403530705953017,,
225000,,,,,,0.0003,0.031817365,1090,0.911893904209137,0.2,-22.52038840055466,96.3040771484375,0.220458984375,0.8803177326917648,318.9580744743347,-0.05403426197299268,58.25,296.07445468604567
225280,110,362,351.90099298,72.79,620,,,,,,,,,,,,,
227328,111,362,357.92250344,74.49,626,0.0003,0.027615432,1100,0.9111709594726562,0.2,-22.506307405233382,134.50875854492188,0.18955078125,0.8516697287559509,456.9359273433685,-0.04987820402020589,,
229376,112,363,359.19029498,74.65,631,0.0003,0.028792275,1110,0.9118923544883728,0.2,-22.508398479223253,117.55520629882812,0.21884765625,0.882603369653225,335.66272077560427,-0.05139193206559867,,
230000,,,,,,0.0003,0.02708174,1120,0.9104682803153992,0.2,-22.499621814489366,68.13400268554688,0.21806640625,0.8773871511220932,346.97682509422305,-0.05431482637941372,61.2,311.4909897170961
231424,113,362,352.5880480799999,73.46,637,,,,,,,,,,,,,
233472,114,363,351.67277241999994,72.92,642,0.0003,0.030820737,1130,0.9095897078514099,0.2,-22.478616487979888,108.97847747802734,0.219140625,0.8812890127301216,340.5351351737976,-0.052750496345106514,,
235000,,,,,,0.0003,0.032459877,1140,0.908649206161499,0.2,-22.46262993812561,177.03871154785156,0.22666015625,0.8397745341062546,459.7728353977203,-0.055099709646310654,66.5,340.9166641939431
235520,115,362,345.1541829500001,71.49,649,,,,,,,,,,,,,
237568,116,363,356.36139725999993,74.29,654,0.0003,0.02871741,1150,0.9073511958122253,0.2,-22.437882906198503,178.97743225097656,0.211572265625,0.8591114282608032,416.63171634674075,-0.050007362606993414,,
239616,117,363,355.4374252099999,74.4,659,0.0003,0.030228984,1160,0.9070064425468445,0.2,-22.425365567207336,165.9598846435547,0.217578125,0.8681853264570236,375.6153636932373,-0.05594198982289526,,
240000,,,,,,0.0003,0.03225642,1170,0.9069178104400635,0.2,-22.418984097242355,166.64688110351562,0.226025390625,0.9076472222805023,304.85122656822205,-0.05637898396817036,65.5,341.27913981154563
241664,118,362,348.7802266100001,72.99,666,,,,,,,,,,,,,
243712,119,362,348.86589039,72.69,671,0.0003,0.02944487,1180,0.9063090682029724,0.2,-22.412030982971192,90.76201629638672,0.216845703125,0.8776298463344574,363.16135959625245,-0.054953684186330065,,
245000,,,,,,0.0003,0.02620976,1190,0.906069815158844,0.2,-22.401139789819716,147.71502685546875,0.1970703125,0.8860854580998421,361.9021282672882,-0.04992319400480483,65.3,323.51582450130957
245760,120,362,350.40801007000005,73.29,677,,,,,,,,,,,,,
247808,121,362,353.79432141999996,74.16,682,0.0003,0.027270094,1200,0.9059051275253296,0.2,-22.398893660306932,68.09378814697266,0.2029296875,0.8632588982582092,358.17066555023194,-0.05086329468758777,,
249856,122,363,363.5853370900001,76.22,687,0.0003,0.034208667,1210,0.9050543308258057,0.2,-22.387361067533494,72.29155731201172,0.232080078125,0.8892631456255913,304.4319539308548,-0.05176585902227089,,
250000,,,,,,0.0003,0.03593242,1220,0.9045042395591736,0.2,-22.373803359270095,121.93569946289062,0.2501953125,0.8811710923910141,376.19417653083804,-0.05992272797157057,62.8,323.1151972092688
251904,123,362,352.31304245,74.05,694,,,,,,,,,,,,,
